state,district,year,bank_branches,loan_amount,deposit_amount,digital_transactions,financial_inclusion,credit_growth,atm_count
Uttar Pradesh,Hapur,2017,53.67,26.31,31.22,10.31,59.14,52.19,91.55
Madhya Pradesh,Chhatarpur,2020,27.93,67.46,73.26,38.64,51.67,62.84,63.32
Telangana,Nagarkurnool,2020,95.81,17.66,36.59,60.88,65.02,54.59,49.19
Manipur,Pherzawl,2019,43.16,60.27,45.56,85.42,23.76,74.45,57.04
Odisha,Boudh,2025,50.48,10.18,47.11,48.44,85.85,95.26,40.41
Madhya Pradesh,Balaghat,2015,90.74,62.9,74.24,19.57,74.29,43.39,75.81
West Bengal,Paschim Bardhaman,2025,92.38,29.51,71.67,64.21,40.11,17.29,63.25
Odisha,Bargarh,2020,36.51,24.23,46.9,77.99,32.96,42.47,58.24
Nagaland,Tuensang,2018,75.87,93.74,81.14,31.83,82.39,37.0,57.01
Arunachal Pradesh,Siang,2025,62.49,84.75,25.6,85.04,59.12,35.38,61.82
Bihar,Samastipur,2023,61.16,65.17,38.24,41.41,38.0,42.95,43.76
Uttarakhand,Nainital,2021,98.5,82.48,53.03,39.61,60.56,89.49,74.09
Bihar,Vaishali,2023,34.69,20.88,27.49,60.48,87.64,53.68,87.02
Andhra Pradesh,East Godavari,2017,46.34,93.52,81.12,16.87,35.89,15.8,81.72
Uttar Pradesh,Azamgarh,2023,60.29,25.84,83.47,27.06,87.82,28.39,49.81
Telangana,Rajanna Sircilla,2018,31.82,15.1,69.97,76.59,89.46,58.55,94.12
Maharashtra,Mumbai City,2016,92.91,33.09,83.28,14.25,56.26,50.88,36.12
Rajasthan,Jodhpur,2016,27.81,64.31,91.03,14.2,54.48,59.38,12.45
Tamil Nadu,Viluppuram,2019,15.65,87.71,67.7,14.91,41.42,76.1,26.14
Chhattisgarh,Raipur,2021,90.54,61.49,99.89,64.88,34.61,71.88,60.95
Tamil Nadu,Kanchipuram,2015,60.67,40.99,81.9,85.24,30.71,68.37,25.1
Punjab,Bathinda,2020,76.18,28.89,84.75,45.75,46.84,32.01,26.53
Telangana,Ranga Reddy,2015,11.79,24.72,48.68,36.08,40.73,18.39,17.95
Assam,Dibrugarh,2016,24.62,61.81,91.78,24.34,45.34,57.44,24.72
Gujarat,Kheda,2023,12.5,78.05,96.47,19.85,95.14,97.48,96.32
Chhattisgarh,Durg,2018,92.55,64.06,80.52,64.25,90.05,70.43,76.23
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2018,21.98,91.74,19.14,83.14,61.41,26.73,89.9
Uttar Pradesh,Ballia,2020,94.32,36.2,51.83,91.58,28.6,63.08,30.77
Chhattisgarh,Jashpur,2019,35.21,82.63,30.54,49.05,24.66,81.76,85.63
Uttar Pradesh,Gorakhpur,2024,94.74,67.07,83.28,49.01,66.91,93.85,92.09
Rajasthan,Jaisalmer,2019,69.6,46.78,29.65,84.79,99.81,32.24,36.74
Uttar Pradesh,Mainpuri,2020,44.12,81.03,86.21,14.85,39.63,81.11,12.74
Odisha,Bhadrak,2018,76.53,62.77,62.21,90.34,92.31,10.66,24.67
Rajasthan,Dholpur,2020,43.47,54.47,78.25,11.26,70.11,70.96,46.08
Andhra Pradesh,Visakhapatnam,2023,56.65,77.73,43.29,18.05,91.55,84.56,13.12
Tamil Nadu,Chengalpattu,2019,21.2,99.56,12.44,59.29,35.19,42.93,53.03
Uttar Pradesh,Shahjahanpur,2015,58.93,43.89,40.11,27.1,86.57,42.01,22.1
Telangana,Jangaon,2025,84.29,15.54,33.64,37.7,55.68,62.01,86.33
Punjab,Gurdaspur,2023,48.71,75.06,73.13,83.41,24.97,50.81,77.69
Madhya Pradesh,Khandwa,2015,12.63,53.29,79.19,82.08,70.76,65.88,60.05
Madhya Pradesh,Singrauli,2025,30.26,82.94,71.54,90.59,19.24,88.15,32.52
Madhya Pradesh,Shahdol,2024,32.26,55.61,78.48,41.05,68.34,20.59,24.72
Rajasthan,Churu,2016,92.5,32.57,80.73,89.82,52.15,75.37,54.02
Kerala,Ernakulam,2018,66.19,63.83,65.03,24.12,63.28,51.15,65.34
Gujarat,Vadodara,2022,31.79,73.78,61.71,82.02,27.64,25.6,13.41
Odisha,Kalahandi,2018,66.12,18.4,24.98,86.43,62.94,68.5,71.37
Andhra Pradesh,NTR,2017,99.83,12.91,53.63,22.47,55.97,11.64,25.65
Uttarakhand,Pithoragarh,2018,82.5,49.23,67.71,30.72,96.98,53.38,72.84
Odisha,Angul,2024,12.23,63.92,85.13,31.08,82.33,78.66,95.63
Andhra Pradesh,Bapatla,2022,36.57,40.85,73.69,10.79,20.28,14.96,96.67
Mizoram,Saiha,2019,36.31,83.25,69.85,36.1,75.59,90.78,45.12
Telangana,Wanaparthy,2024,48.32,41.21,68.79,57.96,31.81,19.53,28.32
West Bengal,Dakshin Dinajpur,2017,81.38,86.28,55.79,38.74,17.5,97.47,77.85
Jharkhand,Dumka,2016,60.18,81.92,32.27,51.49,26.96,87.94,24.44
Madhya Pradesh,Katni,2017,40.54,96.58,89.77,81.53,69.07,74.47,57.37
Jharkhand,Pakur,2016,15.23,72.05,49.08,83.6,39.3,45.8,18.18
Uttar Pradesh,Kannauj,2020,85.86,83.88,70.93,63.76,68.48,34.51,13.86
Gujarat,Bharuch,2021,81.13,29.51,15.36,72.07,14.33,39.97,40.05
Uttar Pradesh,Ghaziabad,2020,40.76,54.49,25.48,68.16,82.16,63.76,23.97
Uttarakhand,Tehri Garhwal,2021,91.59,19.89,85.15,92.38,32.58,98.5,70.34
Rajasthan,Bhilwara,2021,85.46,81.56,43.03,62.94,61.78,29.6,31.26
Uttar Pradesh,Ballia,2020,87.52,34.93,36.38,24.22,13.25,45.51,12.26
Uttarakhand,Uttarkashi,2017,71.94,71.85,95.72,45.52,53.46,85.59,90.61
Madhya Pradesh,Vidisha,2017,85.38,43.74,42.32,38.32,80.76,91.13,46.66
Gujarat,Bharuch,2024,26.37,27.84,58.01,24.6,44.37,87.2,18.58
Uttar Pradesh,Shamli,2021,41.76,72.99,99.99,26.17,89.32,69.16,57.29
Uttar Pradesh,Sambhal,2021,27.97,46.68,71.5,34.89,73.98,59.1,42.75
Madhya Pradesh,Datia,2024,70.36,26.86,55.84,85.14,54.07,46.59,44.81
Bihar,Khagaria,2015,70.19,54.87,61.71,72.44,55.19,90.29,14.62
Madhya Pradesh,Dindori,2024,60.79,42.75,86.7,30.45,84.7,62.95,41.86
Telangana,Jangaon,2020,30.05,56.82,57.08,36.85,35.77,43.28,90.61
Arunachal Pradesh,Anjaw,2019,17.97,36.85,35.68,88.29,59.66,67.16,82.71
Rajasthan,Barmer,2020,99.61,12.08,74.85,46.07,88.86,17.36,69.59
Madhya Pradesh,Dindori,2015,21.83,52.56,88.67,66.82,45.29,36.2,45.26
Chhattisgarh,Bastar,2015,80.38,21.74,62.88,39.75,41.66,21.98,30.62
Odisha,Jharsuguda,2018,52.59,64.71,80.04,90.41,90.26,93.75,12.15
Haryana,Jind,2023,57.35,86.9,17.87,18.45,56.62,94.99,83.87
Rajasthan,Balotra,2025,98.27,94.1,99.6,50.46,67.46,69.8,65.65
Manipur,Kangpokpi,2016,34.64,88.32,83.2,48.14,55.93,36.57,88.98
Uttar Pradesh,Kanpur Nagar,2017,13.72,14.75,62.67,66.1,29.87,12.71,20.24
Bihar,Begusarai,2020,83.62,84.23,60.14,60.04,98.93,90.3,18.09
Jharkhand,Lohardaga,2019,56.35,31.84,45.43,33.69,44.82,99.64,13.38
Chhattisgarh,Durg,2024,41.65,85.03,49.01,88.34,91.44,40.13,45.66
Jharkhand,Sahebganj,2018,98.41,25.23,25.2,98.94,23.6,27.72,34.2
Telangana,Hanamkonda,2016,95.07,77.83,17.28,70.28,78.19,64.29,57.97
Odisha,Angul,2016,80.63,57.66,66.46,33.28,44.97,94.78,78.72
Uttar Pradesh,Farrukhabad,2023,72.36,93.52,64.09,63.82,48.58,29.32,63.67
Tripura,South Tripura,2018,83.34,97.87,98.1,72.12,75.63,31.96,20.37
Nagaland,Phek,2020,27.12,43.96,59.47,44.27,46.83,33.01,15.14
Rajasthan,Sirohi,2023,44.69,88.78,71.19,55.84,76.5,34.3,53.02
Chhattisgarh,Bemetara,2016,16.45,92.42,39.99,93.01,96.06,81.42,92.36
Rajasthan,Barmer,2022,80.8,87.69,40.39,55.84,42.79,83.52,53.19
Bihar,Katihar,2015,49.96,95.73,89.59,57.07,58.31,55.02,87.05
Tripura,North Tripura,2018,60.52,76.07,45.33,30.17,62.7,74.09,42.2
West Bengal,Purba Bardhaman,2016,64.27,77.45,32.5,54.53,89.45,71.47,30.13
Telangana,Suryapet,2022,27.09,20.51,61.14,84.55,36.9,37.33,46.53
Rajasthan,Bhilwara,2022,32.91,52.38,24.32,35.3,23.64,18.53,91.6
Mizoram,Lawngtlai,2018,62.56,43.72,29.57,13.26,36.58,17.27,12.61
Kerala,Thiruvananthapuram,2021,15.1,98.58,90.44,50.66,84.52,18.35,25.49
Gujarat,Bharuch,2015,31.75,68.44,36.93,11.92,62.78,43.11,80.11
Bihar,Supaul,2019,77.69,99.54,83.46,10.5,28.97,68.17,33.07
Karnataka,Raichur,2017,49.53,81.19,40.15,76.91,41.52,19.64,26.17
West Bengal,Jalpaiguri,2018,76.79,25.12,13.1,87.03,14.22,82.66,47.32
Madhya Pradesh,Katni,2020,36.5,42.3,53.35,54.18,72.56,94.01,95.0
Uttar Pradesh,Ayodhya,2015,22.25,25.29,74.64,12.72,36.94,65.51,85.08
Uttar Pradesh,Baghpat,2015,61.56,80.58,28.51,27.9,96.27,70.94,88.49
Uttar Pradesh,Bareilly,2016,38.17,71.49,92.03,89.54,45.32,37.97,19.27
Andhra Pradesh,Srikakulam,2025,17.02,43.71,31.63,59.13,53.27,16.8,64.42
Tamil Nadu,Pudukkottai,2025,76.92,54.91,67.9,46.75,43.5,40.82,56.99
Tamil Nadu,Mayiladuthurai,2019,57.44,58.48,46.02,78.43,88.21,41.02,65.63
Gujarat,Patan,2016,68.46,69.58,11.9,70.48,60.67,66.13,33.81
Assam,Jorhat,2025,11.98,73.03,36.32,82.81,95.88,12.61,46.59
Uttar Pradesh,Etawah,2025,16.67,79.45,25.11,63.89,68.05,63.19,37.6
Tamil Nadu,Tiruppur,2024,82.28,34.97,61.27,83.25,23.26,30.46,57.44
Gujarat,Sabarkantha,2017,27.13,58.46,73.44,25.4,44.61,19.59,29.11
Karnataka,Mandya,2018,38.8,67.33,46.26,43.73,99.47,48.51,65.55
Uttar Pradesh,Mathura,2020,28.88,34.0,70.61,18.81,76.43,79.9,26.31
Telangana,Jagtial,2024,78.54,92.36,96.69,47.76,36.72,58.53,17.28
Uttarakhand,Nainital,2019,44.88,72.46,85.51,18.96,75.45,28.71,51.41
Bihar,Siwan,2024,19.1,27.82,34.22,47.12,66.26,91.83,39.12
Rajasthan,Jhunjhunu,2025,25.29,16.86,29.77,75.05,99.69,10.29,16.84
Uttar Pradesh,Kanpur Dehat,2024,97.23,81.81,98.2,88.2,83.55,83.9,78.32
Maharashtra,Buldhana,2017,91.86,92.68,28.39,26.16,76.45,74.46,60.28
Tamil Nadu,Salem,2016,76.73,33.73,69.23,98.41,96.42,49.18,11.48
Uttar Pradesh,Muzaffarnagar,2023,51.55,82.09,44.97,77.09,95.95,57.32,71.32
Tamil Nadu,Thoothukudi,2022,43.19,19.15,48.1,74.18,46.46,16.92,96.4
Assam,Golaghat,2022,95.26,34.42,58.82,93.3,46.8,58.54,54.59
Meghalaya,West Jaintia Hills,2019,41.08,12.84,18.04,62.08,68.57,30.71,81.87
Chhattisgarh,Bilaspur,2021,68.95,51.11,96.62,92.99,27.35,37.39,53.41
Goa,South Goa,2022,69.6,42.74,98.11,12.35,60.99,73.69,25.37
Manipur,Tamenglong,2022,25.33,91.12,62.31,86.72,96.15,54.53,26.51
Bihar,Arwal,2023,22.46,86.79,11.87,78.84,86.24,13.57,54.44
Madhya Pradesh,Betul,2017,26.14,73.38,74.49,47.48,73.52,83.57,24.17
Bihar,Purnia,2024,71.05,87.53,66.51,69.98,10.35,54.2,61.4
West Bengal,Cooch Behar,2021,42.29,47.4,36.32,62.22,72.18,46.56,19.13
Mizoram,Hnahthial,2025,84.5,10.22,91.93,23.2,58.4,41.93,56.0
Rajasthan,Dausa,2022,91.52,44.5,27.26,83.08,27.53,65.76,47.37
Tripura,West Tripura,2023,30.98,76.5,42.67,15.98,84.63,16.48,63.54
Gujarat,Gandhinagar,2021,69.96,42.45,64.5,33.78,59.84,74.23,49.62
Uttar Pradesh,Saharanpur,2016,37.08,36.17,26.04,95.15,49.87,44.34,67.59
Bihar,Madhubani,2017,16.94,57.57,53.39,58.12,16.61,46.18,81.7
Uttarakhand,Champawat,2016,84.6,21.71,84.5,28.8,77.43,50.89,65.31
Sikkim,Pakyong,2020,16.85,26.43,53.4,51.04,35.99,56.48,34.27
Haryana,Sirsa,2019,54.36,34.49,63.43,64.97,97.03,37.33,97.86
Andhra Pradesh,Anantapur,2015,79.45,66.3,29.86,49.36,77.4,89.09,18.36
Haryana,Mahendragarh,2018,72.06,81.86,37.58,88.69,51.05,43.05,32.58
Madhya Pradesh,Raisen,2022,70.36,10.02,42.03,93.15,59.48,52.83,33.59
Rajasthan,Ajmer,2020,30.56,74.72,53.97,30.41,86.15,96.08,92.09
Uttar Pradesh,Firozabad,2015,71.26,37.71,93.3,91.66,45.44,78.7,75.15
Telangana,Wanaparthy,2021,79.61,87.12,91.36,89.48,30.78,45.83,20.24
Gujarat,Bhavnagar,2020,12.3,87.41,44.2,29.43,52.32,31.71,40.16
Karnataka,Bagalkot,2025,36.68,27.55,35.56,29.67,29.54,66.69,25.23
Bihar,Nalanda,2015,25.57,48.88,15.72,57.82,86.51,70.69,48.72
Madhya Pradesh,Damoh,2023,58.37,68.62,81.05,92.99,39.44,34.22,30.41
West Bengal,North 24 Parganas,2017,27.56,22.72,27.81,51.18,86.12,98.71,83.45
Rajasthan,Gangapur City,2016,60.69,89.92,34.75,29.45,48.93,71.61,55.9
Gujarat,Ahmedabad,2022,75.93,69.78,81.2,49.16,67.35,58.19,18.66
Karnataka,Tumakuru,2021,29.58,41.11,35.32,27.43,51.01,40.19,99.06
Rajasthan,Udaipur,2015,43.94,62.99,27.1,79.62,31.47,94.74,47.6
Telangana,Hyderabad,2018,87.41,51.77,70.33,48.13,10.8,42.08,65.84
Tripura,North Tripura,2022,68.78,82.37,25.92,92.53,87.16,69.62,95.48
Haryana,Sonipat,2021,78.34,17.79,51.2,77.84,80.05,72.31,51.72
Sikkim,Soreng,2025,99.17,86.06,55.89,45.93,98.42,31.0,33.67
Assam,Darrang,2021,19.59,30.69,20.43,23.89,17.99,50.86,98.29
Maharashtra,Mumbai City,2022,17.64,47.04,68.41,76.71,19.23,42.95,26.91
Andhra Pradesh,Eluru,2022,76.67,71.0,26.0,84.98,77.2,45.69,30.1
Rajasthan,Kekri,2022,11.74,27.61,73.03,41.73,44.7,93.98,19.59
Bihar,Muzaffarpur,2021,32.54,27.94,29.34,15.04,39.74,39.07,62.84
Odisha,Kendujhar (Keonjhar),2023,29.83,69.71,32.05,91.68,64.89,79.28,49.42
Gujarat,Devbhoomi Dwarka,2020,22.65,33.41,25.05,84.57,58.81,57.36,27.49
Assam,Karbi Anglong,2021,22.97,82.36,90.71,66.61,48.83,16.01,92.34
Uttar Pradesh,Gorakhpur,2015,77.46,14.17,98.33,66.15,97.56,47.47,68.54
Chhattisgarh,Jashpur,2020,50.58,31.57,34.67,92.42,85.39,94.0,26.81
Maharashtra,Osmanabad (Dharashiv),2017,54.88,83.49,66.95,26.27,60.21,81.57,86.46
Uttar Pradesh,Jalaun,2024,10.05,99.35,26.99,11.18,94.12,85.62,93.75
Rajasthan,Gangapur City,2021,37.01,56.31,92.17,11.69,96.17,52.78,46.19
West Bengal,Uttar Dinajpur,2021,75.24,66.39,18.38,92.52,20.9,85.01,27.01
Uttarakhand,Dehradun,2025,27.85,24.0,46.12,82.05,44.33,44.27,35.29
Tamil Nadu,Nilgiris,2020,85.83,37.43,32.71,50.49,60.36,73.88,71.9
Maharashtra,Nagpur,2023,16.02,18.72,88.68,23.32,23.84,21.77,96.85
Madhya Pradesh,Guna,2023,23.27,38.35,90.58,30.02,41.91,16.14,14.22
Andhra Pradesh,Chittoor,2019,59.04,38.7,14.39,64.14,74.91,97.93,27.83
Madhya Pradesh,Sagar,2025,33.95,58.93,20.32,51.27,19.85,70.96,31.51
West Bengal,South 24 Parganas,2017,38.84,73.61,13.08,96.99,38.67,72.09,53.14
Arunachal Pradesh,West Kameng,2022,96.5,68.14,39.19,30.65,96.31,67.01,23.89
Madhya Pradesh,Dewas,2019,44.79,24.84,44.76,29.76,49.29,92.27,54.34
Bihar,Madhepura,2023,51.49,14.3,99.69,99.09,96.59,26.84,10.37
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2018,33.56,29.38,90.88,13.02,67.34,70.9,75.0
Gujarat,Banaskantha,2017,80.14,82.92,82.19,95.41,94.86,79.56,14.45
Uttarakhand,Pauri Garhwal,2015,44.1,14.04,59.46,89.09,10.68,66.82,53.5
Uttar Pradesh,Mathura,2022,17.51,35.26,91.99,74.56,30.21,90.04,29.18
Manipur,Tengnoupal,2018,89.39,40.35,60.93,85.93,48.48,21.61,80.92
Odisha,Dhenkanal,2022,40.14,10.25,40.27,44.63,48.94,96.06,25.51
Madhya Pradesh,Sidhi,2017,67.91,25.2,44.62,36.8,10.03,13.51,43.36
Kerala,Pathanamthitta,2023,19.83,58.87,31.19,91.02,64.35,86.65,63.15
Karnataka,Chikkaballapur,2022,94.04,66.13,99.07,81.99,72.51,26.87,89.23
Jharkhand,Chatra,2021,36.92,90.89,55.64,13.85,67.04,58.05,32.26
Rajasthan,Bundi,2017,62.34,43.97,54.62,86.63,85.68,77.14,75.77
Rajasthan,Bikaner,2017,74.15,83.63,51.35,66.02,68.9,59.78,27.87
Maharashtra,Wardha,2022,32.12,54.75,76.51,49.08,55.24,53.1,12.47
Telangana,Yadadri Bhuvanagiri,2020,58.13,31.31,85.5,37.0,68.92,62.36,36.36
Bihar,Nawada,2015,61.88,29.03,72.65,73.49,24.77,24.85,20.24
Assam,Goalpara,2016,26.5,25.36,89.28,94.62,78.1,26.35,99.53
Maharashtra,Kolhapur,2025,90.2,49.81,96.64,46.47,90.73,76.25,60.11
Rajasthan,Sawai Madhopur,2023,57.06,37.84,11.9,98.4,76.04,58.3,20.55
Jharkhand,Palamu,2019,65.96,59.13,57.8,46.04,66.94,75.4,47.71
Uttar Pradesh,Mainpuri,2023,34.42,96.93,32.53,85.43,69.43,77.38,10.75
Haryana,Rewari,2017,59.45,39.48,60.42,64.98,52.23,30.21,53.36
Tamil Nadu,Tiruvannamalai,2025,75.9,67.47,70.34,81.3,85.11,30.71,88.51
Maharashtra,Mumbai Suburban,2022,80.38,10.61,12.03,88.98,69.76,33.32,58.96
Gujarat,Jamnagar,2016,11.58,29.29,86.51,95.75,89.0,71.89,41.57
West Bengal,South 24 Parganas,2020,36.79,54.12,59.09,18.12,32.35,92.3,60.8
Madhya Pradesh,Mandsaur,2017,72.94,97.62,19.35,57.65,78.84,29.73,99.88
Rajasthan,Pratapgarh,2025,49.69,43.47,95.21,22.16,11.85,45.55,34.47
Chhattisgarh,Raigarh,2017,64.35,73.83,72.04,70.87,83.34,34.92,85.42
Haryana,Sirsa,2016,74.95,39.83,70.02,68.97,98.4,91.97,27.39
Rajasthan,Udaipur,2022,93.9,38.21,98.94,72.39,58.82,33.95,64.64
Telangana,Narayanpet,2025,74.99,88.74,74.58,36.96,96.33,86.17,25.79
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2017,98.23,72.44,34.25,86.47,76.11,15.84,60.24
Odisha,Koraput,2015,23.97,42.12,47.42,25.16,78.15,20.35,96.28
Jharkhand,Seraikela-Kharsawan,2017,97.99,55.2,81.01,19.04,17.21,87.96,29.93
Arunachal Pradesh,Dibang Valley,2018,13.87,79.54,24.0,80.84,76.86,20.28,75.8
Nagaland,Shamator,2022,14.63,59.2,52.98,80.52,95.63,11.39,76.57
Chhattisgarh,Balod,2020,86.43,60.39,83.66,58.35,83.73,65.11,61.84
Jharkhand,Latehar,2024,84.4,16.09,15.29,45.35,64.95,46.3,63.03
Punjab,Kapurthala,2020,38.99,52.56,14.63,33.53,19.31,16.09,43.4
Telangana,Jagtial,2022,98.5,89.57,31.53,84.83,21.06,98.42,60.18
Maharashtra,Chandrapur,2022,56.81,36.56,69.69,47.14,84.34,88.51,75.42
Karnataka,Chikkamagaluru,2017,49.65,84.19,80.81,25.33,40.19,33.73,69.87
Assam,Majuli,2024,57.95,36.94,39.26,93.11,70.28,97.84,39.94
Chhattisgarh,Korba,2017,87.71,83.42,75.1,21.28,90.83,19.95,29.21
Punjab,Sangrur,2018,15.7,28.98,49.07,99.22,85.48,59.47,28.98
Chhattisgarh,Mungeli,2021,18.45,46.77,15.5,31.12,51.25,27.98,51.34
Bihar,Gaya,2020,98.45,12.02,59.4,84.58,78.18,75.58,22.43
Madhya Pradesh,Mandsaur,2024,80.54,91.73,61.13,86.17,79.05,11.76,97.88
Jharkhand,Dumka,2015,72.48,13.8,65.36,98.76,15.48,25.31,72.82
Odisha,Sonepur,2021,73.26,99.99,61.81,63.57,38.79,52.63,37.4
Karnataka,Hassan,2017,46.94,16.96,34.95,55.65,74.82,76.2,27.79
Uttar Pradesh,Pilibhit,2021,90.03,57.18,71.44,43.68,24.87,85.12,64.49
Punjab,Sangrur,2019,18.69,49.18,82.01,71.54,61.06,41.41,47.69
Kerala,Kollam,2018,78.81,96.88,38.75,71.1,22.85,25.03,11.58
Kerala,Kasaragod,2019,90.33,19.8,72.63,82.78,15.73,23.5,81.45
Gujarat,Rajkot,2023,52.33,44.8,39.77,20.61,83.25,15.62,52.55
Tamil Nadu,Thoothukudi,2023,49.29,68.68,39.82,51.16,46.09,66.98,39.24
Madhya Pradesh,Dhar,2020,18.03,80.78,61.86,47.89,75.02,93.84,73.82
Bihar,Aurangabad,2016,54.86,75.14,65.47,17.77,16.89,98.44,69.22
Chhattisgarh,Sakti,2016,31.28,41.33,84.89,40.6,38.41,66.03,38.22
Rajasthan,Jalore,2020,63.71,81.53,75.49,78.6,85.25,81.65,69.14
Uttar Pradesh,Kasganj,2017,51.2,64.79,10.96,88.25,25.5,58.5,99.37
Madhya Pradesh,Maihar,2024,38.35,11.77,96.0,67.87,49.95,27.34,63.27
Haryana,Bhiwani,2016,11.4,75.4,72.45,17.83,95.85,83.95,35.78
West Bengal,Malda,2023,72.49,88.95,88.26,94.66,82.1,21.58,67.99
Uttar Pradesh,Hardoi,2023,69.51,87.23,52.72,66.72,44.5,81.11,59.61
Madhya Pradesh,Singrauli,2021,75.86,44.34,73.92,26.45,56.79,37.77,15.96
Tripura,Khowai,2021,73.67,75.97,69.38,17.16,62.36,56.15,16.56
Karnataka,Ballari,2019,98.6,47.09,39.63,61.64,37.93,37.0,99.41
Bihar,Gopalganj,2020,28.71,41.1,72.27,19.98,13.26,91.95,42.9
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2022,56.53,50.76,86.02,58.28,96.15,25.98,74.74
West Bengal,Murshidabad,2018,93.89,56.27,43.53,35.46,88.95,23.15,46.36
Chhattisgarh,Bemetara,2022,13.71,10.5,67.23,16.62,79.72,32.45,86.06
Rajasthan,Kota,2021,43.23,50.87,10.85,72.96,33.8,83.04,41.65
Rajasthan,Karauli,2015,33.53,99.37,56.51,80.38,60.83,59.87,81.17
Uttar Pradesh,Shamli,2020,40.89,50.17,19.26,35.96,22.3,24.92,81.98
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2016,27.79,32.86,53.94,88.41,52.43,79.96,83.08
Uttar Pradesh,Hardoi,2025,82.18,98.28,13.59,89.34,56.96,66.91,71.91
Punjab,Hoshiarpur,2025,45.3,95.2,70.45,26.82,65.73,67.25,58.99
Tripura,North Tripura,2017,92.26,18.37,53.43,28.62,99.11,65.53,65.69
Madhya Pradesh,Alirajpur,2024,36.1,90.01,13.91,20.97,49.38,40.53,97.84
Andhra Pradesh,Annamayya,2019,91.62,72.28,88.21,99.43,93.46,65.01,19.08
Rajasthan,Anupgarh,2020,48.08,44.03,96.19,35.9,25.98,64.36,74.98
Madhya Pradesh,Guna,2019,31.67,42.57,52.38,31.41,10.95,50.45,49.59
Chhattisgarh,Mungeli,2020,12.97,82.18,79.45,72.24,75.71,53.46,13.63
Odisha,Jharsuguda,2024,17.74,78.27,46.62,23.24,84.55,77.25,50.87
Tamil Nadu,Pudukkottai,2025,23.62,79.54,28.33,35.82,71.37,97.02,81.96
Rajasthan,Udaipur,2022,43.47,45.41,27.64,42.44,26.32,57.14,69.26
Chhattisgarh,Sakti,2016,30.65,71.7,49.51,30.4,53.09,41.25,41.41
Manipur,Senapati,2025,17.96,23.03,26.98,30.14,82.73,96.13,40.56
Chhattisgarh,Sukma,2016,88.72,80.78,87.35,93.9,81.0,78.0,97.51
Karnataka,Mysuru,2019,75.34,42.59,68.71,51.03,48.78,81.53,52.36
West Bengal,Kalimpong,2019,26.65,68.63,89.1,86.48,73.54,76.51,97.82
Telangana,Rajanna Sircilla,2016,51.86,64.08,78.94,40.2,43.8,44.12,64.53
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2015,20.97,30.4,33.28,16.18,88.83,18.9,19.99
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,2024,80.95,77.67,18.29,93.6,25.21,56.47,15.65
Rajasthan,Alwar,2015,26.55,71.91,43.55,85.03,28.56,66.66,35.54
Madhya Pradesh,Bhind,2023,83.94,12.74,88.2,21.06,35.45,94.66,62.45
Uttar Pradesh,Pilibhit,2021,21.9,87.94,89.61,21.85,45.2,76.78,96.77
Madhya Pradesh,Neemuch,2017,88.87,59.51,59.29,28.71,97.0,50.91,98.75
Gujarat,Dahod,2024,45.7,81.08,11.25,99.76,56.02,65.4,24.11
Bihar,Saharsa,2020,94.42,32.61,96.41,44.95,89.02,58.27,66.06
Punjab,Hoshiarpur,2016,52.96,71.28,80.92,58.1,72.35,35.19,25.92
Uttarakhand,Haridwar,2021,96.28,75.01,38.52,95.33,70.71,50.3,97.02
Himachal Pradesh,Chamba,2016,49.99,17.07,42.64,49.31,95.54,27.25,34.94
Gujarat,Anand,2022,74.99,27.75,11.65,15.89,92.45,46.04,53.6
Bihar,Samastipur,2016,20.32,85.73,16.18,25.17,24.27,92.42,76.34
Assam,Barpeta,2022,49.49,65.76,86.29,53.23,63.47,40.17,53.79
Arunachal Pradesh,Lower Subansiri,2019,61.34,58.09,22.6,39.88,91.52,25.62,39.0
Chhattisgarh,Dantewada,2019,20.02,83.57,28.31,46.82,98.72,22.0,43.32
Nagaland,Longleng,2022,61.1,77.17,52.13,45.68,68.13,88.83,47.19
Gujarat,Kutch,2018,97.59,54.51,74.33,93.47,53.93,70.95,60.04
Haryana,Jind,2022,92.37,98.86,44.07,55.33,40.89,94.0,17.83
Madhya Pradesh,Dhar,2021,90.21,13.9,76.54,47.04,90.23,22.86,77.09
Manipur,Bishnupur,2025,23.74,31.63,18.22,63.22,63.22,99.7,14.31
Mizoram,Lawngtlai,2018,28.06,55.02,43.65,76.2,82.11,72.25,14.05
Andhra Pradesh,Parvathipuram Manyam,2022,25.99,73.02,28.83,55.32,76.57,75.87,43.84
Meghalaya,Ri Bhoi,2017,47.18,34.21,80.5,70.39,70.1,46.96,38.77
West Bengal,Paschim Bardhaman,2016,11.14,13.16,35.83,10.72,83.3,37.41,51.28
Andhra Pradesh,Anakapalli,2021,30.51,45.13,65.35,16.32,97.35,31.06,59.3
Karnataka,Tumakuru,2023,34.32,96.86,16.04,76.18,47.48,65.58,68.47
