state,district,year,rural_roads,village_development_index,employment_scheme,agriculture_support,rural_income,water_access,education_access
Rajasthan,Bundi,2025,82.94,95.26,49.4,97.19,45.26,74.96,55.92
Himachal Pradesh,Solan,2023,10.2,95.41,14.43,37.43,35.01,64.32,16.89
Himachal Pradesh,Chamba,2015,58.14,58.88,57.86,35.8,27.23,14.95,41.71
Andhra Pradesh,Vizianagaram,2022,86.17,26.71,72.17,63.04,37.48,64.74,53.0
Telangana,Medchal-Malkajgiri,2019,35.97,11.98,17.14,60.26,77.63,54.43,87.15
Gujarat,Dang,2020,37.82,17.66,43.52,43.65,89.37,25.53,40.03
Uttar Pradesh,Hardoi,2021,10.36,44.68,70.9,96.03,82.99,39.87,33.44
Assam,Dhubri,2025,71.1,24.13,77.92,63.92,99.7,29.34,80.08
Haryana,Nuh,2019,60.16,62.78,50.4,28.8,15.05,58.48,75.32
Odisha,Bhadrak,2021,26.99,24.47,69.93,28.95,69.66,22.3,12.36
Tamil Nadu,Karur,2019,67.03,11.52,28.62,44.52,50.72,40.72,48.95
Rajasthan,Salumbar,2025,32.44,60.49,32.36,19.47,11.75,15.25,69.98
West Bengal,Purba Medinipur,2023,20.4,71.19,17.79,73.82,52.4,38.38,46.92
Arunachal Pradesh,Dibang Valley,2018,56.57,19.52,82.86,29.68,89.84,61.83,80.75
Haryana,Kaithal,2017,36.88,38.45,39.3,86.91,50.25,58.73,73.44
Arunachal Pradesh,Dibang Valley,2024,51.37,97.07,55.79,39.44,90.72,73.25,97.96
Assam,Kamrup Metropolitan,2018,85.34,38.91,15.97,63.55,90.34,86.94,66.74
Madhya Pradesh,Bhopal,2020,16.44,39.63,61.21,34.35,79.95,72.95,67.38
Rajasthan,Rajsamand,2015,33.21,73.76,35.78,44.98,90.33,33.22,23.0
Madhya Pradesh,Shahdol,2015,95.26,42.17,40.67,80.22,44.25,31.42,65.85
Himachal Pradesh,Lahaul & Spiti,2025,29.33,39.62,35.9,10.67,46.65,29.23,62.11
Kerala,Pathanamthitta,2017,36.58,20.69,41.17,64.09,16.61,73.66,48.88
Karnataka,Kodagu,2015,91.0,20.94,59.32,42.66,99.58,50.32,43.68
Kerala,Pathanamthitta,2023,18.88,28.32,15.08,12.07,40.25,53.55,18.18
Assam,Golaghat,2019,60.68,88.87,67.0,80.49,73.08,29.22,34.29
Chhattisgarh,Sukma,2024,60.66,12.1,76.04,23.32,17.11,92.76,70.48
Odisha,Cuttack,2016,44.44,82.9,90.28,64.59,50.59,31.61,17.69
Jharkhand,Latehar,2017,39.12,89.13,40.48,24.56,58.01,97.75,49.34
Maharashtra,Bhandara,2021,47.05,32.26,98.49,94.16,93.76,32.73,64.38
Telangana,Peddapalli,2016,47.05,10.74,13.39,46.48,26.54,12.61,40.46
Odisha,Kendujhar (Keonjhar),2022,94.53,86.76,78.97,30.18,30.78,40.24,36.53
Uttar Pradesh,Chitrakoot,2025,48.76,61.62,43.18,58.29,29.25,85.7,52.13
Chhattisgarh,Rajnandgaon,2018,40.26,27.21,65.05,52.29,47.57,31.79,62.8
Arunachal Pradesh,Namsai,2022,56.18,55.52,45.02,95.74,50.2,79.69,33.23
Maharashtra,Latur,2017,16.36,70.36,20.51,76.65,95.25,28.91,63.47
Arunachal Pradesh,Leparada,2020,26.98,35.29,97.96,14.14,13.54,38.59,14.76
Gujarat,Gandhinagar,2017,87.7,64.57,15.56,31.53,20.11,56.92,27.81
Bihar,Kaimur,2017,54.43,76.03,77.17,64.38,39.54,83.92,30.5
Madhya Pradesh,Ujjain,2021,41.9,51.57,48.2,55.21,45.24,84.05,66.95
Rajasthan,Kotputli-Behror,2021,53.08,25.23,93.19,80.76,31.0,46.32,78.31
Tamil Nadu,Kallakurichi,2024,48.55,69.54,72.77,49.85,33.1,35.47,71.1
Chhattisgarh,Bilaspur,2021,52.78,68.37,66.47,57.64,43.57,63.51,99.3
Haryana,Rewari,2019,87.49,73.56,23.06,10.68,13.26,76.53,94.4
Chhattisgarh,Jashpur,2024,94.19,42.65,95.39,45.07,11.04,24.48,38.57
Assam,Lakhimpur,2016,41.71,57.21,61.07,29.78,96.57,82.49,33.71
Bihar,Purnia,2017,85.89,69.87,53.62,71.85,24.29,25.87,56.82
Madhya Pradesh,Sidhi,2016,10.54,11.8,80.54,64.07,83.62,16.76,34.27
Rajasthan,Didwana-Kuchaman,2022,14.47,12.63,64.18,46.03,15.38,42.5,93.81
Telangana,Hanamkonda,2018,91.66,30.99,23.78,50.32,24.02,64.01,80.36
Kerala,Alappuzha,2021,19.28,49.34,59.91,84.08,73.55,65.22,22.49
Kerala,Wayanad,2016,81.24,16.84,30.38,87.29,26.05,43.79,69.8
Arunachal Pradesh,Tawang,2020,72.41,45.65,44.82,64.49,10.72,76.11,31.96
Bihar,Saharsa,2019,52.55,62.1,71.66,59.28,67.68,39.45,98.45
Telangana,Adilabad,2024,17.7,60.57,64.08,29.59,29.77,20.49,92.0
West Bengal,Paschim Bardhaman,2021,68.57,51.47,34.65,73.77,74.47,71.66,97.38
Uttar Pradesh,Shravasti,2021,64.37,41.47,68.35,72.68,43.47,63.79,22.36
Madhya Pradesh,Sidhi,2015,93.8,66.86,54.12,24.2,41.4,51.71,60.09
Maharashtra,Buldhana,2016,57.56,88.16,82.14,57.15,91.83,76.15,97.16
Rajasthan,Neem Ka Thana,2025,45.29,22.89,91.91,80.94,83.87,59.47,29.08
Tamil Nadu,Namakkal,2016,81.32,44.73,11.06,93.73,13.08,15.04,92.09
West Bengal,Hooghly,2018,20.43,79.74,68.57,62.64,30.0,77.67,53.13
Bihar,Purnia,2023,64.11,62.55,78.0,27.04,75.42,43.32,63.9
Arunachal Pradesh,Upper Subansiri,2019,16.84,40.91,73.72,69.45,93.0,42.83,20.56
Chhattisgarh,Sarangarh-Bilaigarh,2016,76.18,18.93,33.96,86.17,82.25,97.15,73.01
Telangana,Karimnagar,2017,40.87,34.54,42.78,34.46,46.52,51.56,97.9
Odisha,Puri,2025,57.42,20.58,23.88,61.63,91.82,97.19,11.84
Bihar,Kishanganj,2019,42.49,27.32,63.97,80.53,20.01,40.77,50.65
Chhattisgarh,Korba,2020,99.01,19.07,16.81,54.66,84.45,98.43,28.72
Madhya Pradesh,Jabalpur,2015,80.51,85.97,74.22,63.47,96.35,49.61,72.74
Uttar Pradesh,Rae Bareli,2018,10.91,16.68,12.09,56.66,27.13,40.13,56.49
Telangana,Hyderabad,2018,79.52,15.51,11.71,31.32,10.32,84.83,12.15
Telangana,Rajanna Sircilla,2025,43.37,26.64,54.04,72.14,49.2,14.39,92.35
Gujarat,Narmada,2017,94.24,62.07,96.52,48.05,35.6,85.75,37.71
Uttar Pradesh,Saharanpur,2025,55.7,40.73,73.88,68.31,36.39,38.77,58.5
Telangana,Wanaparthy,2016,77.8,82.67,35.83,88.99,60.73,86.24,93.22
Assam,Majuli,2019,13.04,59.43,57.03,25.73,53.12,18.8,86.55
Sikkim,Pakyong,2023,25.34,62.07,95.19,14.17,43.37,87.8,42.05
Rajasthan,Hanumangarh,2025,90.38,93.65,16.92,38.42,99.67,70.95,26.93
West Bengal,Cooch Behar,2024,67.83,94.24,32.75,84.75,62.14,55.81,49.94
Chhattisgarh,Korea,2019,35.12,15.11,39.77,81.93,26.52,72.82,31.51
Assam,Dhemaji,2018,68.33,56.04,41.93,40.19,73.41,16.77,93.55
Odisha,Nabarangpur,2015,63.34,63.99,89.54,65.4,87.85,89.07,78.03
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2015,52.15,62.13,21.86,16.87,90.1,74.56,40.82
Telangana,Hanamkonda,2017,79.28,42.84,67.95,42.17,94.88,95.98,17.5
Nagaland,Mon,2018,33.0,50.26,39.45,17.11,12.27,15.33,88.34
Jharkhand,Khunti,2022,17.74,95.49,33.6,71.03,13.39,53.9,44.06
Chhattisgarh,Raigarh,2022,42.15,85.97,28.24,20.14,42.44,76.95,37.56
Maharashtra,Ratnagiri,2021,78.89,85.7,22.24,69.66,85.79,31.45,43.27
Karnataka,Bagalkot,2016,28.07,86.46,86.06,29.04,39.72,16.74,39.12
Arunachal Pradesh,Upper Subansiri,2020,79.7,33.23,72.34,54.19,67.39,64.51,11.4
Punjab,Mansa,2021,66.35,39.11,72.18,64.59,22.99,37.97,75.88
Rajasthan,Gangapur City,2016,37.94,47.59,20.83,98.72,52.85,99.82,84.43
Madhya Pradesh,Guna,2017,34.12,93.95,25.73,26.8,46.09,59.67,71.84
Kerala,Idukki,2017,19.15,94.4,56.27,18.82,58.45,27.57,90.84
Madhya Pradesh,Umaria,2023,38.93,41.94,32.24,52.01,53.94,38.47,53.72
Karnataka,Tumakuru,2020,59.59,93.59,62.78,16.01,22.27,35.99,59.82
Bihar,Buxar,2017,47.98,85.4,89.57,98.83,86.01,43.82,85.93
Bihar,Vaishali,2017,96.68,72.74,69.29,69.6,74.83,88.54,29.06
Karnataka,Yadgir,2015,65.35,62.91,85.76,14.85,70.19,71.38,97.76
Uttar Pradesh,Shravasti,2018,62.05,70.91,56.47,13.57,18.16,83.93,72.98
Jharkhand,Ranchi,2021,31.21,43.9,20.16,24.75,21.72,20.53,72.84
Bihar,Saharsa,2020,19.44,20.94,66.01,78.64,62.98,20.09,76.69
Bihar,Banka,2017,20.67,96.57,42.42,66.53,17.74,24.2,60.33
Odisha,Angul,2019,50.06,42.5,70.48,37.54,93.52,23.0,36.47
Assam,Charaideo,2024,48.52,53.41,71.59,82.88,39.09,95.66,35.37
Assam,Dibrugarh,2019,12.14,84.26,32.03,76.68,80.9,62.57,86.42
Rajasthan,Sawai Madhopur,2025,17.77,80.41,66.43,63.45,73.35,94.72,69.21
Madhya Pradesh,Rajgarh,2025,46.89,80.32,18.17,76.37,89.99,57.44,34.3
Andhra Pradesh,Sri Sathya Sai,2018,96.77,49.81,10.07,83.06,85.57,90.79,66.4
Karnataka,Bengaluru Rural,2020,47.64,26.0,16.74,65.32,40.67,48.94,29.42
Himachal Pradesh,Una,2020,22.08,66.51,58.87,16.85,74.17,17.85,17.99
Madhya Pradesh,Niwari,2019,88.58,80.85,16.64,99.44,45.11,89.15,79.75
Assam,Goalpara,2021,80.66,86.98,62.99,93.02,17.91,73.98,24.31
Chhattisgarh,Kondagaon,2024,97.12,42.4,24.21,62.42,55.29,83.18,47.17
Punjab,Bathinda,2017,55.34,15.84,42.17,39.66,66.09,40.84,76.82
Arunachal Pradesh,Tawang,2015,44.12,56.65,83.21,69.85,40.61,88.28,87.7
Uttar Pradesh,Pilibhit,2015,47.39,92.26,92.4,76.41,59.01,38.76,85.57
Assam,South Salmara-Mankachar,2016,76.09,65.42,35.16,78.84,48.97,43.84,60.04
Manipur,Jiribam,2020,12.55,24.05,48.46,95.69,22.7,78.31,24.99
Gujarat,Narmada,2024,49.53,92.2,81.95,60.48,56.44,59.8,73.0
Kerala,Pathanamthitta,2023,74.86,41.26,47.34,99.86,70.37,13.76,73.59
Madhya Pradesh,Agar Malwa,2017,66.82,20.43,66.07,47.23,42.71,64.54,84.3
Karnataka,Kolar,2024,34.51,43.33,26.67,66.39,33.0,62.25,39.21
Tamil Nadu,Ranipet,2015,60.51,15.33,20.92,69.14,35.24,97.94,12.33
Punjab,Fatehgarh Sahib,2021,36.17,63.47,48.31,38.64,73.34,63.18,43.16
Madhya Pradesh,Dindori,2019,50.11,53.41,69.08,88.49,59.2,17.88,57.32
Uttarakhand,Pithoragarh,2020,13.66,87.46,30.3,25.58,49.3,43.92,52.64
West Bengal,Jalpaiguri,2018,27.56,60.4,54.16,43.0,88.57,76.42,30.95
Maharashtra,Solapur,2025,64.66,39.62,66.58,77.7,28.1,59.0,80.05
Gujarat,Dang,2015,97.7,97.58,25.91,97.82,25.16,23.09,19.32
Jharkhand,Pakur,2019,17.7,57.63,37.96,11.77,95.75,69.5,25.63
Uttar Pradesh,Fatehpur,2015,19.96,39.18,80.93,78.48,63.21,68.04,68.92
Kerala,Kottayam,2025,83.88,11.37,18.23,23.8,58.95,64.25,96.97
Maharashtra,Gadchiroli,2018,72.24,17.8,11.19,85.4,69.74,17.42,79.43
Rajasthan,Banswara,2018,97.46,90.59,31.65,95.45,27.19,38.77,67.69
Uttar Pradesh,Pratapgarh,2021,65.48,61.6,24.98,34.53,74.14,78.73,82.85
Tamil Nadu,Pudukkottai,2015,85.45,76.93,65.39,29.42,53.39,24.99,74.3
Arunachal Pradesh,Papum Pare,2019,22.43,52.78,13.73,91.35,61.78,91.37,24.87
Andhra Pradesh,Alluri Sitharama Raju,2020,95.33,95.51,75.66,72.92,31.11,15.75,48.23
Uttar Pradesh,Farrukhabad,2024,81.44,35.75,69.64,43.45,61.49,24.83,71.86
Chhattisgarh,Raigarh,2018,20.55,22.49,35.56,72.72,87.72,39.97,76.37
Tamil Nadu,Vellore,2019,56.86,23.17,86.23,61.97,67.32,14.08,85.02
Rajasthan,Bikaner,2017,96.55,46.32,80.65,96.11,84.83,77.91,36.43
Odisha,Kendrapara,2018,55.63,94.53,58.63,30.82,34.36,61.4,37.26
Kerala,Kannur,2015,52.53,87.14,97.4,99.89,83.81,77.57,26.85
Uttar Pradesh,Sambhal,2024,87.69,20.55,34.34,98.5,99.8,46.04,38.21
Andhra Pradesh,Sri Sathya Sai,2021,52.02,72.71,21.39,31.85,15.75,49.45,31.74
Rajasthan,Sanchore,2022,90.68,67.33,74.47,37.08,39.47,55.14,62.14
Assam,Tinsukia,2020,48.75,25.88,22.22,66.35,26.02,30.23,62.06
Haryana,Yamunanagar,2016,73.02,36.09,13.95,21.33,33.03,98.86,67.92
Odisha,Jajpur,2020,42.5,34.6,25.42,90.9,10.26,24.85,91.57
Maharashtra,Nashik,2025,78.7,13.09,83.51,93.77,35.79,71.4,43.91
Jharkhand,Dhanbad,2024,16.94,95.44,40.7,17.89,11.28,41.3,26.47
Gujarat,Chhota Udepur,2017,34.38,79.11,43.07,77.65,93.21,57.66,30.17
Uttar Pradesh,Balrampur,2025,98.8,70.51,71.3,74.0,66.58,11.37,22.11
Gujarat,Gandhinagar,2022,27.12,18.17,64.44,63.01,84.31,49.89,93.59
Sikkim,Gyalshing,2017,97.33,69.78,32.0,33.42,65.11,28.67,95.41
Madhya Pradesh,Ratlam,2019,33.8,34.52,69.29,34.65,46.18,72.37,64.33
Rajasthan,Ajmer,2021,37.12,37.77,94.12,60.5,73.56,79.39,46.22
Nagaland,Mokokchung,2021,68.75,44.76,21.86,57.84,23.77,28.07,20.26
Uttar Pradesh,Meerut,2015,35.29,60.56,21.92,50.1,44.64,92.07,35.47
Madhya Pradesh,Alirajpur,2023,57.53,85.33,71.72,58.1,90.69,80.64,48.13
Madhya Pradesh,Satna,2017,44.59,48.57,70.49,72.44,23.91,78.07,41.03
Kerala,Kannur,2025,98.63,77.61,93.24,94.87,79.16,91.7,21.83
Uttar Pradesh,Lakhimpur Kheri,2016,24.92,11.74,64.1,12.92,46.95,83.13,12.77
Karnataka,Kolar,2018,58.84,68.78,56.51,33.42,61.7,50.86,69.46
Odisha,Kendujhar (Keonjhar),2022,57.19,77.45,74.14,50.7,68.81,22.74,55.97
Karnataka,Davanagere,2025,13.7,81.16,44.73,11.41,41.26,91.36,24.82
Telangana,Karimnagar,2025,11.46,90.12,19.58,30.11,15.45,20.86,43.62
Uttar Pradesh,Agra,2023,33.65,23.12,51.29,70.98,56.97,12.23,82.29
Haryana,Jhajjar,2020,58.81,56.0,22.05,72.88,68.16,63.24,25.61
Odisha,Bhadrak,2019,92.95,65.04,11.76,67.59,15.45,11.12,22.02
West Bengal,Darjeeling,2018,48.03,63.48,68.21,72.25,79.3,65.61,70.45
Karnataka,Kodagu,2016,40.37,59.77,24.6,28.53,52.15,41.27,96.28
Maharashtra,Osmanabad (Dharashiv),2023,40.53,47.99,28.34,60.28,77.67,67.98,62.23
Uttar Pradesh,Baghpat,2017,77.03,95.24,62.63,24.47,94.36,50.29,65.64
Mizoram,Aizawl,2015,10.76,70.85,38.28,77.63,39.96,32.51,98.17
Andhra Pradesh,Bapatla,2019,61.61,42.74,76.86,28.05,62.19,71.11,93.24
Manipur,Ukhrul,2022,74.21,19.08,61.48,87.69,25.46,19.62,86.23
Bihar,West Champaran,2015,82.8,74.56,79.74,13.79,71.48,54.49,79.02
Tamil Nadu,Theni,2018,55.01,13.32,73.26,57.89,29.71,16.85,84.84
Karnataka,Raichur,2015,88.45,25.1,51.31,50.89,92.63,18.78,83.42
Goa,North Goa,2024,68.0,69.21,94.17,83.0,85.75,37.01,83.07
Himachal Pradesh,Chamba,2023,10.2,45.96,56.0,43.52,55.96,37.64,72.87
Nagaland,Wokha,2019,28.54,80.07,99.18,38.02,90.26,38.46,61.68
Rajasthan,Phalodi,2023,23.69,49.71,64.55,74.67,82.73,14.9,26.05
Punjab,Fazilka,2021,22.23,92.21,17.0,89.38,59.84,85.93,34.59
Gujarat,Panchmahal,2019,47.31,52.56,36.82,27.73,36.95,63.69,30.12
Jharkhand,Hazaribagh,2019,58.77,64.06,77.83,25.2,61.18,53.48,32.82
Assam,Cachar,2017,98.15,72.26,71.8,73.26,85.13,55.23,36.04
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2024,96.55,61.6,63.92,42.74,21.04,25.29,17.01
Madhya Pradesh,Morena,2020,17.22,80.65,60.91,19.25,30.09,29.89,88.32
Uttar Pradesh,Ghaziabad,2021,80.12,85.96,87.96,74.56,80.52,71.93,46.02
Uttar Pradesh,Firozabad,2023,50.04,82.45,44.46,75.65,12.05,15.22,96.92
Uttar Pradesh,Moradabad,2019,86.4,72.59,98.04,51.48,49.6,15.08,14.63
Mizoram,Saitual,2025,66.94,71.49,45.94,73.7,77.61,94.95,48.18
Rajasthan,Sikar,2019,59.86,45.16,94.4,46.13,85.16,53.32,97.23
Haryana,Bhiwani,2020,89.14,53.3,37.95,75.09,97.15,26.15,38.11
Nagaland,Phek,2018,47.77,39.59,98.34,54.85,19.13,15.14,99.25
West Bengal,Purba Bardhaman,2022,31.49,75.36,56.71,14.44,48.98,13.87,35.0
Gujarat,Junagadh,2025,85.31,79.86,33.65,29.72,90.44,60.99,26.48
Madhya Pradesh,Hoshangabad (Narmadapuram),2022,32.19,51.34,56.84,24.19,26.63,35.23,48.41
Manipur,Imphal East,2022,20.79,15.12,10.93,91.55,46.05,62.26,93.06
Andhra Pradesh,Chittoor,2019,96.72,14.55,40.09,90.54,35.8,72.66,82.27
Odisha,Koraput,2016,32.36,67.33,82.47,33.73,71.26,76.82,93.42
Rajasthan,Balotra,2018,83.73,77.21,34.23,85.8,59.18,15.42,74.21
Uttar Pradesh,Pratapgarh,2022,55.72,58.92,87.48,14.84,90.51,64.48,21.21
Madhya Pradesh,Sagar,2022,74.56,31.84,58.61,68.89,31.0,38.9,64.86
Bihar,Lakhisarai,2017,54.97,17.07,49.32,24.69,51.5,17.74,89.5
Tamil Nadu,Perambalur,2021,31.0,47.84,33.21,80.45,85.07,22.23,28.36
Rajasthan,Chittorgarh,2015,17.74,97.44,25.78,17.81,40.04,69.32,53.3
Uttarakhand,Chamoli,2021,37.85,24.27,72.91,83.0,53.24,12.89,79.82
Rajasthan,Jodhpur,2016,24.14,41.63,85.05,42.17,88.03,21.15,49.67
Punjab,Barnala,2020,35.07,16.69,94.74,95.37,95.77,28.85,73.83
Rajasthan,Didwana-Kuchaman,2018,70.31,11.37,21.68,51.42,82.02,20.38,42.17
Telangana,Nagarkurnool,2023,58.3,36.13,11.2,49.31,66.22,18.55,78.55
Bihar,Banka,2020,98.94,80.28,35.46,14.16,12.46,66.2,72.75
Nagaland,Mokokchung,2024,53.51,33.69,25.56,77.56,24.37,67.57,66.01
Karnataka,Tumakuru,2022,12.98,93.12,50.76,10.29,32.2,88.14,92.47
Arunachal Pradesh,Kamle,2025,30.71,84.28,62.9,14.55,84.53,83.1,33.06
Madhya Pradesh,Shivpuri,2016,41.74,55.08,17.4,95.1,86.55,24.18,26.37
Assam,Karimganj,2018,58.44,34.12,82.21,78.22,67.45,36.2,77.25
Kerala,Idukki,2015,91.88,73.81,34.45,29.42,61.21,40.29,43.64
Karnataka,Chitradurga,2015,51.89,53.88,32.64,18.12,82.15,73.12,95.88
Andhra Pradesh,Krishna,2015,45.57,12.29,83.16,26.18,86.51,28.54,12.44
Uttar Pradesh,Sant Kabir Nagar,2022,39.49,13.83,44.52,39.21,82.62,40.76,20.89
Rajasthan,Alwar,2017,52.52,84.12,77.84,84.86,17.31,67.54,87.43
Karnataka,Raichur,2022,81.24,59.85,98.82,48.69,84.01,54.56,59.16
Haryana,Kaithal,2015,11.07,38.91,84.97,63.7,14.97,50.17,40.22
Chhattisgarh,Gaurela-Pendra-Marwahi,2025,30.99,58.18,18.93,24.21,38.11,65.27,83.77
Telangana,Rajanna Sircilla,2025,65.25,37.89,32.55,76.78,92.6,73.59,46.04
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2022,31.96,92.6,20.5,52.78,28.31,93.02,49.42
Sikkim,Gyalshing,2024,29.55,28.33,19.29,64.62,56.38,10.16,37.85
Telangana,Jogulamba Gadwal,2021,94.87,63.11,85.48,51.27,84.84,79.75,96.82
Arunachal Pradesh,East Siang,2017,95.13,28.53,84.62,90.65,97.19,79.77,10.97
Odisha,Kandhamal,2019,11.77,28.34,58.09,70.78,92.59,38.16,21.29
Bihar,Bhojpur,2025,23.68,18.22,11.29,52.21,55.85,15.14,30.54
Nagaland,Tseminyu,2024,71.24,43.16,95.7,26.53,65.82,75.56,60.47
Maharashtra,Nagpur,2020,72.23,76.17,54.45,13.18,64.83,56.08,85.53
Odisha,Bargarh,2015,54.68,41.34,64.45,75.19,69.15,16.25,59.81
Maharashtra,Raigad,2020,89.45,55.88,31.32,76.42,51.06,10.22,23.38
Assam,Nalbari,2025,94.76,27.71,30.34,44.72,75.61,60.34,90.76
Punjab,Bathinda,2020,94.08,77.93,75.82,63.01,51.09,87.25,83.64
Maharashtra,Ahmednagar,2024,19.52,62.59,77.37,92.79,30.86,24.96,69.97
Madhya Pradesh,Burhanpur,2023,45.03,66.03,56.26,26.65,69.52,65.69,13.67
Arunachal Pradesh,East Siang,2015,54.11,98.1,90.15,47.11,74.52,12.54,71.0
Haryana,Jhajjar,2024,68.53,30.3,22.56,59.1,34.69,37.07,94.9
Manipur,Bishnupur,2016,12.18,12.53,60.71,51.92,31.2,99.98,16.45
Gujarat,Anand,2022,80.58,46.84,29.98,42.53,98.17,32.25,15.83
Tamil Nadu,Tiruppur,2025,71.55,66.05,39.61,52.88,15.67,58.79,23.89
Nagaland,Wokha,2023,31.75,63.54,77.1,36.31,22.23,26.11,72.54
Uttar Pradesh,Agra,2022,52.77,45.87,28.55,73.24,31.1,40.69,52.82
Uttar Pradesh,Hathras,2019,40.83,95.55,12.72,82.19,14.01,36.94,76.68
Maharashtra,Nagpur,2021,40.87,55.84,50.04,27.51,10.78,18.25,64.65
West Bengal,Nadia,2021,38.87,24.66,41.06,14.66,59.17,91.52,61.82
Punjab,Mansa,2018,84.97,22.93,27.38,25.45,83.22,20.83,18.31
Odisha,Kendrapara,2023,77.18,41.27,17.47,73.26,31.77,82.51,96.29
Bihar,Bhagalpur,2016,55.52,69.75,52.09,94.49,28.51,18.45,26.67
Telangana,Warangal,2024,84.65,48.27,97.98,32.53,48.61,39.69,93.42
Karnataka,Shivamogga,2022,22.49,14.44,89.98,90.87,51.44,41.72,68.55
Bihar,Araria,2018,64.16,46.75,23.88,88.78,67.95,56.59,24.17
Jharkhand,Dhanbad,2020,62.85,72.7,12.27,65.39,70.33,20.07,43.75
Andhra Pradesh,Annamayya,2020,13.82,60.14,43.87,58.02,90.3,31.93,79.15
Tripura,Khowai,2024,69.08,85.03,91.43,29.41,60.09,95.37,61.13
Tripura,South Tripura,2025,57.76,74.09,39.78,97.4,34.93,58.2,55.72
Kerala,Kozhikode,2021,58.52,76.03,15.67,74.1,98.45,63.79,75.67
Karnataka,Chikkamagaluru,2025,51.41,42.15,31.32,44.48,82.89,29.94,57.86
Rajasthan,Chittorgarh,2022,36.22,70.17,92.07,23.22,86.02,60.87,31.0
Punjab,Patiala,2022,43.15,81.57,96.19,73.3,71.41,16.85,71.71
Kerala,Palakkad,2024,16.45,42.64,14.78,55.54,38.22,72.11,87.09
Andhra Pradesh,Annamayya,2022,74.22,17.49,46.08,23.91,79.46,31.05,46.96
Bihar,Kaimur,2020,46.41,40.3,43.14,83.21,73.53,93.15,35.23
Karnataka,Tumakuru,2022,25.32,82.94,88.93,74.32,92.38,17.81,53.19
Rajasthan,Jalore,2020,99.74,90.75,38.23,17.59,19.35,15.2,14.46
Uttar Pradesh,Lucknow,2020,97.69,44.95,93.0,48.76,48.81,67.43,73.88
Meghalaya,South Garo Hills,2020,72.88,96.94,72.11,44.75,48.76,17.05,84.45
Uttar Pradesh,Aligarh,2020,38.23,31.44,62.59,16.5,48.71,79.67,63.48
Tamil Nadu,Tirunelveli,2018,76.93,47.13,39.26,74.37,79.71,42.79,23.46
Uttar Pradesh,Deoria,2018,22.04,19.42,43.56,36.12,27.24,37.99,84.53
Punjab,Amritsar,2019,90.56,18.9,60.22,86.66,12.79,53.49,81.24
Tamil Nadu,Tirupathur,2022,47.13,95.85,23.42,58.59,51.64,64.45,50.05
West Bengal,Hooghly,2019,32.07,10.04,79.91,21.86,95.23,90.82,82.47
Haryana,Fatehabad,2017,90.62,64.19,46.23,17.02,85.28,20.81,22.84
Haryana,Charkhi Dadri,2022,45.15,55.24,97.19,34.2,15.88,68.45,27.57
Gujarat,Navsari,2022,56.85,85.13,52.47,45.26,61.0,93.43,96.21
Arunachal Pradesh,Lower Dibang Valley,2023,76.89,55.4,37.48,14.34,38.08,40.08,69.41
Bihar,Madhubani,2021,84.7,69.35,73.29,31.73,69.28,84.62,41.15
Maharashtra,Raigad,2023,72.45,60.19,73.53,15.25,43.32,25.36,57.75
Chhattisgarh,Rajnandgaon,2021,72.3,38.38,46.55,47.65,99.77,64.69,76.84
Rajasthan,Churu,2015,10.17,20.75,11.17,88.49,95.3,97.18,37.35
Madhya Pradesh,Panna,2020,62.04,69.12,39.3,76.52,87.22,15.19,21.55
Uttarakhand,Tehri Garhwal,2024,51.49,75.42,24.26,98.79,74.83,50.89,50.04
Chhattisgarh,Raipur,2017,70.11,29.93,32.21,34.02,52.8,38.58,59.74
West Bengal,Malda,2017,71.18,97.86,78.42,58.21,77.45,91.1,44.28
Jharkhand,Giridih,2016,80.72,38.51,65.36,24.71,76.32,72.95,13.67
Rajasthan,Gangapur City,2015,59.6,66.51,55.05,23.76,93.04,12.91,24.11
Jharkhand,Chatra,2015,59.81,49.62,79.11,55.05,62.96,63.8,79.96
Assam,Dibrugarh,2025,20.8,36.58,56.03,71.15,82.92,80.26,31.17
Haryana,Mahendragarh,2021,16.37,41.73,40.62,64.98,70.18,69.74,56.43
Uttar Pradesh,Mau,2020,71.37,13.84,46.24,57.23,97.14,46.08,85.86
Maharashtra,Ahmednagar,2015,84.61,50.8,52.57,78.01,71.96,15.45,77.86
Odisha,Balangir,2018,24.76,26.19,47.42,61.19,58.54,55.1,78.08
Uttar Pradesh,Barabanki,2016,97.84,86.22,14.46,73.75,17.59,59.86,93.84
Telangana,Warangal,2017,85.63,92.03,32.24,80.5,95.58,41.47,99.48
Madhya Pradesh,Mandla,2020,92.26,29.39,46.39,26.51,11.01,61.72,81.97
Jharkhand,Gumla,2025,38.84,19.52,93.13,48.7,83.89,99.23,91.3
Mizoram,Lawngtlai,2023,57.4,63.43,24.42,89.94,27.85,32.07,13.56
Assam,Nagaon,2016,19.08,12.62,14.8,42.37,47.27,31.07,69.89
Telangana,Medak,2017,14.34,50.56,13.04,95.8,28.24,19.71,76.71
Uttarakhand,Pauri Garhwal,2024,84.53,61.12,63.26,35.95,56.42,56.0,69.81
