state,district,year,avg_temperature,annual_rainfall_mm,humidity_percent,heatwave_days,flood_incidents
Uttar Pradesh,Pilibhit,2020,36.58,1548,89.04,17,6
Uttar Pradesh,Pilibhit,2021,28.78,890,86.09,19,1
Uttar Pradesh,Pilibhit,2022,28.14,2098,35.3,34,1
Uttar Pradesh,Pilibhit,2023,15.5,660,77.8,25,3
Uttar Pradesh,Pilibhit,2024,25.11,389,86.35,31,6
Uttar Pradesh,Pilibhit,2025,37.78,1860,60.7,11,7
Uttar Pradesh,Pratapgarh,2015,30.09,2789,68.05,1,2
Uttar Pradesh,Pratapgarh,2016,18.32,2194,83.13,16,4
Uttar Pradesh,Pratapgarh,2017,18.35,925,89.03,0,6
Uttar Pradesh,Pratapgarh,2018,20.15,2626,50.69,27,6
Uttar Pradesh,Pratapgarh,2019,16.43,423,43.37,39,6
Uttar Pradesh,Pratapgarh,2020,30.43,2169,87.36,7,7
Uttar Pradesh,Pratapgarh,2021,28.26,2088,89.87,10,9
Uttar Pradesh,Pratapgarh,2022,21.25,1239,87.5,16,2
Uttar Pradesh,Pratapgarh,2023,37.92,967,58.46,31,4
Uttar Pradesh,Pratapgarh,2024,17.55,1617,31.81,35,0
Uttar Pradesh,Pratapgarh,2025,32.44,1919,83.7,25,9
Uttar Pradesh,Prayagraj,2015,27.12,366,39.24,30,2
Uttar Pradesh,Prayagraj,2016,20.95,502,52.12,9,2
Uttar Pradesh,Prayagraj,2017,16.07,390,43.11,21,7
Uttar Pradesh,Prayagraj,2018,21.17,2752,53.6,39,9
Uttar Pradesh,Prayagraj,2019,26.96,2407,61.35,20,10
Uttar Pradesh,Prayagraj,2020,24.4,2425,88.29,6,9
Uttar Pradesh,Prayagraj,2021,26.82,1195,40.61,20,1
Uttar Pradesh,Prayagraj,2022,15.95,2834,82.07,7,6
Uttar Pradesh,Prayagraj,2023,15.54,1639,66.92,15,3
Uttar Pradesh,Prayagraj,2024,35.51,345,34.5,11,5
Uttar Pradesh,Prayagraj,2025,17.71,2777,75.79,36,0
Uttar Pradesh,Rae Bareli,2015,24.95,1975,73.49,26,1
Uttar Pradesh,Rae Bareli,2016,23.0,2687,89.93,5,0
Uttar Pradesh,Rae Bareli,2017,22.44,2693,49.24,7,2
Uttar Pradesh,Rae Bareli,2018,37.41,2669,32.79,29,0
Uttar Pradesh,Rae Bareli,2019,15.3,2006,60.95,32,4
Uttar Pradesh,Rae Bareli,2020,29.75,843,60.11,14,2
Uttar Pradesh,Rae Bareli,2021,33.56,2086,53.0,28,7
Uttar Pradesh,Rae Bareli,2022,31.13,2424,72.43,8,4
Uttar Pradesh,Rae Bareli,2023,27.02,1068,52.82,0,2
Uttar Pradesh,Rae Bareli,2024,25.03,2986,57.03,18,3
Uttar Pradesh,Rae Bareli,2025,17.42,1555,63.72,10,4
Uttar Pradesh,Rampur,2015,31.53,1121,62.08,28,7
Uttar Pradesh,Rampur,2016,18.03,1955,39.11,37,8
Uttar Pradesh,Rampur,2017,21.96,1268,33.04,19,1
Uttar Pradesh,Rampur,2018,32.33,344,87.09,34,4
Uttar Pradesh,Rampur,2019,29.28,652,71.67,12,0
Uttar Pradesh,Rampur,2020,23.78,2406,61.38,35,0
Uttar Pradesh,Rampur,2021,38.21,1042,69.14,34,2
Uttar Pradesh,Rampur,2022,17.92,385,36.19,20,5
Uttar Pradesh,Rampur,2023,37.64,1394,67.35,6,3
Uttar Pradesh,Rampur,2024,29.67,1295,30.35,40,1
Uttar Pradesh,Rampur,2025,20.65,634,55.54,12,1
Uttar Pradesh,Saharanpur,2015,21.41,2686,77.76,25,1
Uttar Pradesh,Saharanpur,2016,27.58,444,80.95,35,1
Uttar Pradesh,Saharanpur,2017,19.23,1044,75.32,15,5
Uttar Pradesh,Saharanpur,2018,31.69,709,58.72,21,3
Uttar Pradesh,Saharanpur,2019,15.72,1802,91.12,4,0
Uttar Pradesh,Saharanpur,2020,20.26,2839,86.27,21,7
Uttar Pradesh,Saharanpur,2021,39.4,488,82.06,18,6
Uttar Pradesh,Saharanpur,2022,24.64,1078,89.52,26,3
Uttar Pradesh,Saharanpur,2023,17.67,280,39.16,30,2
Uttar Pradesh,Saharanpur,2024,21.89,567,53.1,35,7
Uttar Pradesh,Saharanpur,2025,25.18,2201,57.69,5,10
Uttar Pradesh,Sambhal,2015,36.44,2828,37.05,5,5
Uttar Pradesh,Sambhal,2016,23.88,1135,30.96,3,5
Uttar Pradesh,Sambhal,2017,35.08,1016,59.02,26,3
Uttar Pradesh,Sambhal,2018,25.65,2807,90.81,31,3
Uttar Pradesh,Sambhal,2019,32.03,2458,89.76,3,8
Uttar Pradesh,Sambhal,2020,24.51,235,50.87,3,8
Uttar Pradesh,Sambhal,2021,33.97,395,89.07,19,8
Uttar Pradesh,Sambhal,2022,33.23,1655,65.69,35,7
Uttar Pradesh,Sambhal,2023,24.48,1114,75.36,37,6
Uttar Pradesh,Sambhal,2024,27.96,1022,30.82,10,9
Uttar Pradesh,Sambhal,2025,26.3,2984,44.2,5,10
Uttar Pradesh,Sant Kabir Nagar,2015,15.21,2021,55.11,4,2
Uttar Pradesh,Sant Kabir Nagar,2016,38.13,1410,80.87,18,0
Uttar Pradesh,Sant Kabir Nagar,2017,23.62,2363,37.56,32,1
Uttar Pradesh,Sant Kabir Nagar,2018,37.89,1750,52.41,40,1
Uttar Pradesh,Sant Kabir Nagar,2019,25.93,1192,43.23,3,7
Uttar Pradesh,Sant Kabir Nagar,2020,15.5,818,62.76,30,8
Uttar Pradesh,Sant Kabir Nagar,2021,31.21,758,94.57,6,2
Uttar Pradesh,Sant Kabir Nagar,2022,37.01,2530,46.81,35,5
Uttar Pradesh,Sant Kabir Nagar,2023,31.13,1956,68.32,37,8
Uttar Pradesh,Sant Kabir Nagar,2024,33.02,2406,80.37,36,10
Uttar Pradesh,Sant Kabir Nagar,2025,19.43,2684,36.1,0,10
Uttar Pradesh,Shahjahanpur,2015,37.25,652,93.06,32,8
Uttar Pradesh,Shahjahanpur,2016,29.15,1386,38.59,36,7
Uttar Pradesh,Shahjahanpur,2017,36.95,621,51.79,20,0
Uttar Pradesh,Shahjahanpur,2018,19.54,2110,80.93,12,8
Uttar Pradesh,Shahjahanpur,2019,19.73,2125,77.47,36,10
Uttar Pradesh,Shahjahanpur,2020,25.48,1426,46.46,17,0
Uttar Pradesh,Shahjahanpur,2021,15.42,1548,74.01,12,3
Uttar Pradesh,Shahjahanpur,2022,22.75,584,39.75,8,3
Uttar Pradesh,Shahjahanpur,2023,24.82,427,55.41,0,10
Uttar Pradesh,Shahjahanpur,2024,27.55,578,47.0,6,9
Uttar Pradesh,Shahjahanpur,2025,21.74,828,87.99,28,0
Uttar Pradesh,Shamli,2015,17.95,2135,69.22,0,8
Uttar Pradesh,Shamli,2016,19.67,837,81.71,2,2
Uttar Pradesh,Shamli,2017,24.99,1718,33.33,16,5
Uttar Pradesh,Shamli,2018,19.43,2027,65.85,36,5
Uttar Pradesh,Shamli,2019,18.16,254,56.47,15,10
Uttar Pradesh,Shamli,2020,29.24,2903,36.11,25,5
Uttar Pradesh,Shamli,2021,37.95,431,51.5,20,5
Uttar Pradesh,Shamli,2022,39.32,2588,53.53,2,1
Uttar Pradesh,Shamli,2023,18.11,759,58.86,40,6
Uttar Pradesh,Shamli,2024,39.45,769,59.73,27,6
Uttar Pradesh,Shamli,2025,35.83,1252,51.31,38,10
Uttar Pradesh,Shravasti,2015,37.58,2115,70.74,25,1
Uttar Pradesh,Shravasti,2016,24.42,1102,65.97,22,8
Uttar Pradesh,Shravasti,2017,36.9,441,92.37,21,9
Uttar Pradesh,Shravasti,2018,15.78,2181,84.91,40,10
Uttar Pradesh,Shravasti,2019,22.57,2520,36.52,18,3
Uttar Pradesh,Shravasti,2020,25.4,2196,32.21,29,6
Uttar Pradesh,Shravasti,2021,28.84,2686,43.99,18,7
Uttar Pradesh,Shravasti,2022,33.85,1116,72.09,6,8
Uttar Pradesh,Shravasti,2023,37.95,2712,54.04,1,3
Uttar Pradesh,Shravasti,2024,30.39,2910,87.45,25,10
Uttar Pradesh,Shravasti,2025,39.19,1447,49.3,27,6
Uttar Pradesh,Siddharthnagar,2015,17.4,1242,58.35,15,2
Uttar Pradesh,Siddharthnagar,2016,31.05,2036,59.26,19,2
Uttar Pradesh,Siddharthnagar,2017,29.4,2139,50.48,8,8
Uttar Pradesh,Siddharthnagar,2018,16.16,1641,71.36,3,0
Uttar Pradesh,Siddharthnagar,2019,32.37,2590,32.46,30,6
Uttar Pradesh,Siddharthnagar,2020,34.86,1909,38.14,38,4
Uttar Pradesh,Siddharthnagar,2021,16.66,631,37.51,7,1
Uttar Pradesh,Siddharthnagar,2022,37.29,390,57.72,23,4
Uttar Pradesh,Siddharthnagar,2023,26.62,612,41.64,21,4
Uttar Pradesh,Siddharthnagar,2024,27.52,2512,94.68,15,1
Uttar Pradesh,Siddharthnagar,2025,35.88,642,53.28,17,6
Uttar Pradesh,Sitapur,2015,34.36,2228,93.97,18,9
Uttar Pradesh,Sitapur,2016,24.57,2909,44.81,32,10
Uttar Pradesh,Sitapur,2017,21.34,814,47.62,16,7
Uttar Pradesh,Sitapur,2018,24.57,332,48.18,34,2
Uttar Pradesh,Sitapur,2019,32.23,2609,66.79,0,3
Uttar Pradesh,Sitapur,2020,25.02,829,82.35,5,3
Uttar Pradesh,Sitapur,2021,39.92,1527,72.72,13,10
Uttar Pradesh,Sitapur,2022,29.8,1638,69.28,32,0
Uttar Pradesh,Sitapur,2023,35.7,2934,93.95,37,0
Uttar Pradesh,Sitapur,2024,32.17,1442,35.82,15,2
Uttar Pradesh,Sitapur,2025,31.87,2412,74.23,39,10
Uttar Pradesh,Sonbhadra,2015,22.93,1496,37.71,23,2
Uttar Pradesh,Sonbhadra,2016,15.2,1428,89.02,5,9
Uttar Pradesh,Sonbhadra,2017,23.37,925,77.05,36,3
Uttar Pradesh,Sonbhadra,2018,34.97,1278,84.26,32,2
Uttar Pradesh,Sonbhadra,2019,28.9,1494,78.14,7,10
Uttar Pradesh,Sonbhadra,2020,24.44,2765,85.91,6,7
Uttar Pradesh,Sonbhadra,2021,21.89,2342,58.72,14,4
Uttar Pradesh,Sonbhadra,2022,34.07,2705,33.57,5,10
Uttar Pradesh,Sonbhadra,2023,21.82,2772,32.28,15,9
Uttar Pradesh,Sonbhadra,2024,36.02,406,88.36,29,1
Uttar Pradesh,Sonbhadra,2025,24.77,260,91.2,4,3
Uttar Pradesh,Sultanpur,2015,16.4,1731,88.18,2,5
Uttar Pradesh,Sultanpur,2016,18.74,2219,56.17,21,10
Uttar Pradesh,Sultanpur,2017,20.79,1542,52.81,21,5
Uttar Pradesh,Sultanpur,2018,22.7,1680,41.51,33,10
Uttar Pradesh,Sultanpur,2019,30.84,1733,75.78,18,5
Uttar Pradesh,Sultanpur,2020,37.88,2210,65.46,22,1
Uttar Pradesh,Sultanpur,2021,18.08,1827,37.87,5,8
Uttar Pradesh,Sultanpur,2022,28.99,1159,74.43,34,8
Uttar Pradesh,Sultanpur,2023,36.21,938,40.78,24,5
Uttar Pradesh,Sultanpur,2024,39.34,1430,56.6,38,3
Uttar Pradesh,Sultanpur,2025,38.17,557,72.39,5,6
Uttar Pradesh,Unnao,2015,22.16,875,83.78,9,7
Uttar Pradesh,Unnao,2016,22.45,845,88.99,39,10
Uttar Pradesh,Unnao,2017,18.25,1809,74.81,24,6
Uttar Pradesh,Unnao,2018,19.69,499,30.46,27,1
Uttar Pradesh,Unnao,2019,26.06,881,84.67,4,4
Uttar Pradesh,Unnao,2020,31.7,550,42.82,10,1
Uttar Pradesh,Unnao,2021,16.0,1997,73.44,13,2
Uttar Pradesh,Unnao,2022,27.7,1050,55.43,18,9
Uttar Pradesh,Unnao,2023,29.37,2470,84.43,35,1
Uttar Pradesh,Unnao,2024,17.52,985,71.01,13,4
Uttar Pradesh,Unnao,2025,37.48,2681,60.51,17,5
Uttar Pradesh,Varanasi,2015,37.94,1247,69.46,34,9
Uttar Pradesh,Varanasi,2016,31.76,819,50.25,10,4
Uttar Pradesh,Varanasi,2017,15.15,387,81.61,35,10
Uttar Pradesh,Varanasi,2018,24.24,2881,68.77,22,6
Uttar Pradesh,Varanasi,2019,31.63,2221,83.23,10,7
Uttar Pradesh,Varanasi,2020,32.29,753,70.8,21,7
Uttar Pradesh,Varanasi,2021,27.56,2242,33.13,31,6
Uttar Pradesh,Varanasi,2022,24.82,1705,65.04,17,6
Uttar Pradesh,Varanasi,2023,38.18,393,92.47,29,9
Uttar Pradesh,Varanasi,2024,30.69,653,73.62,28,8
Uttar Pradesh,Varanasi,2025,37.79,2916,35.58,27,8
Uttarakhand,Almora,2015,17.22,1055,33.13,5,3
Uttarakhand,Almora,2016,18.12,2092,82.39,10,7
Uttarakhand,Almora,2017,39.26,1425,91.97,12,1
Uttarakhand,Almora,2018,37.31,722,36.87,4,4
Uttarakhand,Almora,2019,17.28,612,94.66,27,8
Uttarakhand,Almora,2020,21.25,1377,36.29,7,7
Uttarakhand,Almora,2021,27.36,910,51.52,1,1
Uttarakhand,Almora,2022,27.97,1437,87.24,8,4
Uttarakhand,Almora,2023,36.57,1942,72.99,9,1
Uttarakhand,Almora,2024,15.41,864,37.26,30,5
Uttarakhand,Almora,2025,34.81,1809,63.88,9,7
Uttarakhand,Bageshwar,2015,19.53,835,62.29,17,10
Uttarakhand,Bageshwar,2016,35.4,2642,82.5,6,7
Uttarakhand,Bageshwar,2017,26.48,1001,42.19,9,0
Uttarakhand,Bageshwar,2018,25.42,1605,40.97,17,5
Uttarakhand,Bageshwar,2019,28.46,383,53.68,21,6
Uttarakhand,Bageshwar,2020,26.12,981,94.84,31,10
Uttarakhand,Bageshwar,2021,34.75,798,36.26,38,8
Uttarakhand,Bageshwar,2022,17.11,2271,76.22,11,8
Uttarakhand,Bageshwar,2023,18.53,1998,61.64,7,5
Uttarakhand,Bageshwar,2024,28.95,1016,53.38,2,6
Uttarakhand,Bageshwar,2025,20.3,779,66.98,0,10
Uttarakhand,Chamoli,2015,25.67,2295,40.78,31,6
Uttarakhand,Chamoli,2016,30.52,365,94.1,38,8
Uttarakhand,Chamoli,2017,33.85,689,88.64,28,0
Uttarakhand,Chamoli,2018,19.71,2746,85.05,3,7
Uttarakhand,Chamoli,2019,22.74,2360,66.76,28,10
Uttarakhand,Chamoli,2020,17.25,2172,71.93,34,8
Uttarakhand,Chamoli,2021,35.26,2236,50.64,34,4
Uttarakhand,Chamoli,2022,29.25,2016,57.18,29,4
Uttarakhand,Chamoli,2023,19.55,1583,47.6,5,3
Uttarakhand,Chamoli,2024,27.85,1358,84.05,11,7
Uttarakhand,Chamoli,2025,33.68,1723,53.33,30,5
Uttarakhand,Champawat,2015,18.75,1580,70.76,4,3
Uttarakhand,Champawat,2016,36.83,2769,76.3,27,8
Uttarakhand,Champawat,2017,27.18,918,59.24,2,5
Uttarakhand,Champawat,2018,21.32,2106,47.13,11,9
Uttarakhand,Champawat,2019,19.18,1819,34.42,1,8
Uttarakhand,Champawat,2020,18.55,2712,36.95,32,4
Uttarakhand,Champawat,2021,16.19,649,87.81,31,0
Uttarakhand,Champawat,2022,16.48,228,48.94,12,5
Uttarakhand,Champawat,2023,33.34,358,39.01,14,4
Uttarakhand,Champawat,2024,30.99,1148,92.45,12,8
Uttarakhand,Champawat,2025,38.64,2143,30.72,19,9
Uttarakhand,Dehradun,2015,31.97,2532,35.82,29,8
Uttarakhand,Dehradun,2016,16.74,2737,82.31,21,5
Uttarakhand,Dehradun,2017,31.55,245,37.08,27,3
Uttarakhand,Dehradun,2018,37.44,2282,44.52,15,10
Uttarakhand,Dehradun,2019,25.01,2762,86.55,8,7
Uttarakhand,Dehradun,2020,24.75,2629,69.93,8,2
Uttarakhand,Dehradun,2021,35.34,1488,83.64,38,2
Uttarakhand,Dehradun,2022,24.39,598,88.37,14,7
Uttarakhand,Dehradun,2023,27.43,632,94.79,14,6
Uttarakhand,Dehradun,2024,15.88,933,31.68,19,8
Uttarakhand,Dehradun,2025,30.04,1012,37.17,31,3
Uttarakhand,Haridwar,2015,31.63,902,72.64,20,4
Uttarakhand,Haridwar,2016,36.98,282,71.39,14,5
Uttarakhand,Haridwar,2017,24.62,310,32.55,13,1
Uttarakhand,Haridwar,2018,16.1,788,42.16,28,6
Uttarakhand,Haridwar,2019,25.94,2396,59.5,13,5
Uttarakhand,Haridwar,2020,31.05,2297,36.89,7,2
Uttarakhand,Haridwar,2021,35.12,1631,89.7,7,0
Uttarakhand,Haridwar,2022,24.41,2302,52.32,33,6
Uttarakhand,Haridwar,2023,23.32,2153,70.59,2,0
Uttarakhand,Haridwar,2024,22.94,2241,80.39,38,3
Uttarakhand,Haridwar,2025,39.65,2537,57.66,22,3
Uttarakhand,Nainital,2015,21.65,1761,77.41,28,0
Uttarakhand,Nainital,2016,27.71,1206,43.49,33,8
Uttarakhand,Nainital,2017,38.06,1039,47.7,20,8
Uttarakhand,Nainital,2018,39.92,1982,50.18,21,6
Uttarakhand,Nainital,2019,35.62,1563,42.69,20,0
Uttarakhand,Nainital,2020,34.79,2316,67.34,26,6
Uttarakhand,Nainital,2021,20.58,263,80.16,18,6
Uttarakhand,Nainital,2022,24.46,2587,74.57,4,2
Uttarakhand,Nainital,2023,16.02,938,46.22,19,8
Uttarakhand,Nainital,2024,18.6,686,31.02,12,10
Uttarakhand,Nainital,2025,27.12,1709,44.48,35,4
Uttarakhand,Pauri Garhwal,2015,29.24,387,85.33,14,10
Uttarakhand,Pauri Garhwal,2016,20.19,2672,87.91,32,9
Uttarakhand,Pauri Garhwal,2017,15.13,2019,74.46,30,0
Uttarakhand,Pauri Garhwal,2018,31.81,2771,60.6,35,2
Uttarakhand,Pauri Garhwal,2019,30.87,2177,51.79,34,10
Uttarakhand,Pauri Garhwal,2020,27.91,493,56.35,32,7
Uttarakhand,Pauri Garhwal,2021,37.39,2716,40.24,13,8
Uttarakhand,Pauri Garhwal,2022,27.36,1743,90.22,3,7
Uttarakhand,Pauri Garhwal,2023,40.0,2953,57.69,19,9
Uttarakhand,Pauri Garhwal,2024,25.55,2534,81.53,3,5
Uttarakhand,Pauri Garhwal,2025,27.41,424,45.01,13,1
Uttarakhand,Pithoragarh,2015,38.12,2315,45.64,27,10
Uttarakhand,Pithoragarh,2016,28.29,634,58.02,38,4
Uttarakhand,Pithoragarh,2017,24.54,1792,59.43,35,10
Uttarakhand,Pithoragarh,2018,16.77,2348,53.64,0,5
Uttarakhand,Pithoragarh,2019,35.63,2257,68.54,38,7
Uttarakhand,Pithoragarh,2020,29.86,553,62.66,32,5
Uttarakhand,Pithoragarh,2021,17.75,1708,57.78,40,2
Uttarakhand,Pithoragarh,2022,34.37,1677,68.57,20,9
Uttarakhand,Pithoragarh,2023,31.38,1794,77.8,22,10
Uttarakhand,Pithoragarh,2024,23.16,2644,75.76,4,7
Uttarakhand,Pithoragarh,2025,32.63,1719,37.49,9,2
Uttarakhand,Rudraprayag,2015,30.37,1183,59.79,31,4
Uttarakhand,Rudraprayag,2016,15.04,524,91.26,10,9
Uttarakhand,Rudraprayag,2017,18.07,1953,50.23,31,0
Uttarakhand,Rudraprayag,2018,17.24,620,35.95,40,10
Uttarakhand,Rudraprayag,2019,30.86,2755,79.14,15,4
Uttarakhand,Rudraprayag,2020,38.2,2603,62.08,2,4
Uttarakhand,Rudraprayag,2021,17.78,1629,55.67,37,4
Uttarakhand,Rudraprayag,2022,18.48,329,61.05,7,7
Uttarakhand,Rudraprayag,2023,26.08,207,79.45,25,2
Uttarakhand,Rudraprayag,2024,19.78,1500,65.7,35,4
Uttarakhand,Rudraprayag,2025,21.39,768,85.51,7,8
Uttarakhand,Tehri Garhwal,2015,22.36,1579,39.89,1,2
Uttarakhand,Tehri Garhwal,2016,26.18,985,82.96,6,6
Uttarakhand,Tehri Garhwal,2017,33.16,2346,76.26,3,0
Uttarakhand,Tehri Garhwal,2018,20.75,2757,77.79,0,8
Uttarakhand,Tehri Garhwal,2019,19.82,2765,51.67,0,8
Uttarakhand,Tehri Garhwal,2020,21.83,298,82.65,16,7
Uttarakhand,Tehri Garhwal,2021,39.1,2574,34.17,2,1
Uttarakhand,Tehri Garhwal,2022,39.55,1034,75.62,8,3
Uttarakhand,Tehri Garhwal,2023,20.86,2130,48.88,39,10
Uttarakhand,Tehri Garhwal,2024,29.14,2282,52.56,18,7
Uttarakhand,Tehri Garhwal,2025,30.3,2202,38.15,7,4
Uttarakhand,Udham Singh Nagar,2015,30.7,1074,73.78,23,6
Uttarakhand,Udham Singh Nagar,2016,27.79,1775,60.37,35,10
Uttarakhand,Udham Singh Nagar,2017,34.58,2697,86.47,24,9
Uttarakhand,Udham Singh Nagar,2018,21.81,1200,43.07,25,2
Uttarakhand,Udham Singh Nagar,2019,15.71,918,41.6,35,9
Uttarakhand,Udham Singh Nagar,2020,22.59,1829,87.45,18,3
Uttarakhand,Udham Singh Nagar,2021,27.87,2518,30.59,24,8
Uttarakhand,Udham Singh Nagar,2022,32.58,886,46.5,22,10
Uttarakhand,Udham Singh Nagar,2023,38.62,2742,88.76,32,1
Uttarakhand,Udham Singh Nagar,2024,15.22,967,69.33,26,8
Uttarakhand,Udham Singh Nagar,2025,31.22,1026,43.69,20,6
Uttarakhand,Uttarkashi,2015,30.89,277,61.14,16,4
Uttarakhand,Uttarkashi,2016,29.63,2172,65.33,15,6
Uttarakhand,Uttarkashi,2017,29.41,1004,57.89,21,10
Uttarakhand,Uttarkashi,2018,17.18,1133,43.31,40,0
Uttarakhand,Uttarkashi,2019,21.36,2515,49.98,35,4
Uttarakhand,Uttarkashi,2020,23.57,464,64.81,19,6
Uttarakhand,Uttarkashi,2021,26.44,1005,66.75,8,7
Uttarakhand,Uttarkashi,2022,19.82,2151,66.34,12,2
Uttarakhand,Uttarkashi,2023,33.69,1206,85.93,36,1
Uttarakhand,Uttarkashi,2024,17.43,2069,32.09,0,3
Uttarakhand,Uttarkashi,2025,28.28,2489,90.34,22,7
West Bengal,Alipurduar,2015,19.5,692,34.45,16,7
West Bengal,Alipurduar,2016,16.7,1410,88.55,0,0
West Bengal,Alipurduar,2017,26.87,1107,83.85,11,0
West Bengal,Alipurduar,2018,36.11,2668,53.03,24,10
West Bengal,Alipurduar,2019,34.14,1397,64.69,32,1
West Bengal,Alipurduar,2020,30.22,1207,85.62,17,4
West Bengal,Alipurduar,2021,31.21,1918,36.02,28,6
West Bengal,Alipurduar,2022,21.13,689,84.13,21,5
West Bengal,Alipurduar,2023,20.81,323,66.46,17,2
West Bengal,Alipurduar,2024,17.31,1834,47.21,19,10
West Bengal,Alipurduar,2025,31.68,2302,92.47,27,4
West Bengal,Bankura,2015,16.05,1478,78.77,36,8
West Bengal,Bankura,2016,23.6,827,67.86,0,5
West Bengal,Bankura,2017,16.16,895,75.02,36,8
West Bengal,Bankura,2018,30.05,1077,73.76,6,6
West Bengal,Bankura,2019,36.94,306,32.61,30,4
West Bengal,Bankura,2020,31.47,1737,55.53,35,0
West Bengal,Bankura,2021,17.02,2255,83.93,14,10
West Bengal,Bankura,2022,16.46,1525,94.86,25,4
West Bengal,Bankura,2023,23.58,913,54.54,9,10
West Bengal,Bankura,2024,35.78,1347,34.76,14,8
West Bengal,Bankura,2025,28.65,501,43.28,30,5
West Bengal,Birbhum,2015,29.37,1156,46.6,34,2
West Bengal,Birbhum,2016,28.52,955,43.49,28,10
West Bengal,Birbhum,2017,21.53,810,39.84,33,6
West Bengal,Birbhum,2018,37.66,740,91.42,38,8
West Bengal,Birbhum,2019,25.4,2009,55.4,23,0
West Bengal,Birbhum,2020,24.58,745,35.81,39,0
West Bengal,Birbhum,2021,27.31,2439,71.1,38,0
West Bengal,Birbhum,2022,35.61,2185,58.73,24,1
West Bengal,Birbhum,2023,18.8,977,39.79,7,0
West Bengal,Birbhum,2024,21.47,1898,81.22,2,9
West Bengal,Birbhum,2025,30.82,776,64.98,34,0
West Bengal,Cooch Behar,2015,24.23,638,46.94,22,9
West Bengal,Cooch Behar,2016,19.67,2992,50.46,6,6
West Bengal,Cooch Behar,2017,22.21,2442,81.81,1,4
West Bengal,Cooch Behar,2018,17.14,1357,92.2,33,3
West Bengal,Cooch Behar,2019,16.86,1057,88.74,36,5
West Bengal,Cooch Behar,2020,29.34,1607,65.38,35,1
West Bengal,Cooch Behar,2021,35.9,2636,70.69,27,2
West Bengal,Cooch Behar,2022,19.77,2894,43.86,15,5
West Bengal,Cooch Behar,2023,33.07,208,35.29,16,8
West Bengal,Cooch Behar,2024,28.79,2350,82.47,7,7
West Bengal,Cooch Behar,2025,22.04,1708,31.72,35,4
West Bengal,Dakshin Dinajpur,2015,27.07,1177,88.95,25,4
West Bengal,Dakshin Dinajpur,2016,35.64,2890,50.04,4,8
West Bengal,Dakshin Dinajpur,2017,33.45,447,44.93,26,10
West Bengal,Dakshin Dinajpur,2018,17.36,2029,65.65,16,2
West Bengal,Dakshin Dinajpur,2019,29.12,1440,37.42,13,5
West Bengal,Dakshin Dinajpur,2020,29.9,417,40.95,16,4
West Bengal,Dakshin Dinajpur,2021,29.07,1038,79.33,27,6
West Bengal,Dakshin Dinajpur,2022,17.33,2316,35.5,2,7
West Bengal,Dakshin Dinajpur,2023,26.34,2725,64.48,22,3
West Bengal,Dakshin Dinajpur,2024,20.12,579,77.62,22,1
West Bengal,Dakshin Dinajpur,2025,33.7,1352,85.0,6,4
West Bengal,Darjeeling,2015,36.1,312,34.66,28,6
West Bengal,Darjeeling,2016,26.51,495,53.49,29,5
West Bengal,Darjeeling,2017,39.87,2219,81.1,4,6
West Bengal,Darjeeling,2018,34.74,1216,57.8,33,2
West Bengal,Darjeeling,2019,33.89,812,38.87,5,9
West Bengal,Darjeeling,2020,38.66,558,38.48,21,4
West Bengal,Darjeeling,2021,39.33,2007,52.29,29,7
West Bengal,Darjeeling,2022,34.21,2099,91.22,30,1
West Bengal,Darjeeling,2023,27.33,1446,75.12,4,4
West Bengal,Darjeeling,2024,26.45,2342,65.38,14,5
West Bengal,Darjeeling,2025,28.59,1377,72.86,2,5
West Bengal,Hooghly,2015,31.46,2638,79.65,11,10
West Bengal,Hooghly,2016,21.91,1601,49.69,4,8
West Bengal,Hooghly,2017,26.15,717,64.16,8,10
West Bengal,Hooghly,2018,29.51,1142,73.71,11,8
West Bengal,Hooghly,2019,29.15,1768,73.11,33,7
West Bengal,Hooghly,2020,26.78,994,32.41,37,2
West Bengal,Hooghly,2021,23.1,2408,30.18,39,0
West Bengal,Hooghly,2022,33.75,2199,39.64,19,9
West Bengal,Hooghly,2023,29.07,2757,54.35,9,8
West Bengal,Hooghly,2024,38.35,2850,63.05,11,9
West Bengal,Hooghly,2025,23.55,2802,63.51,8,5
West Bengal,Howrah,2015,22.43,491,32.68,40,8
West Bengal,Howrah,2016,21.95,2145,69.24,33,5
West Bengal,Howrah,2017,32.7,418,82.22,31,2
West Bengal,Howrah,2018,32.78,545,73.09,4,3
West Bengal,Howrah,2019,17.14,2124,56.67,0,2
West Bengal,Howrah,2020,20.39,2403,65.59,13,3
West Bengal,Howrah,2021,20.19,2112,92.05,29,0
West Bengal,Howrah,2022,28.41,2180,65.38,12,1
West Bengal,Howrah,2023,20.57,433,60.0,37,3
West Bengal,Howrah,2024,32.58,504,55.51,9,4
West Bengal,Howrah,2025,26.55,2473,64.69,25,9
West Bengal,Jalpaiguri,2015,22.65,338,61.1,18,5
West Bengal,Jalpaiguri,2016,20.99,2503,91.59,40,3
West Bengal,Jalpaiguri,2017,15.21,2248,86.39,7,2
West Bengal,Jalpaiguri,2018,29.82,1458,46.24,28,0
West Bengal,Jalpaiguri,2019,35.13,1601,56.38,29,4
West Bengal,Jalpaiguri,2020,39.37,1025,77.82,31,0
