state,district,year,literacy_rate,male_literacy_rate,female_literacy_rate,schools,teachers,students
Uttar Pradesh,Deoria,2023,63.59,97.97,71.18,370,1005,51570
Uttar Pradesh,Deoria,2024,90.28,86.23,81.07,303,5570,50238
Uttar Pradesh,Deoria,2025,68.32,85.71,59.92,117,4578,132758
Uttar Pradesh,Etah,2015,64.52,81.14,87.84,1445,6246,54263
Uttar Pradesh,Etah,2016,81.88,63.91,74.12,1358,762,134796
Uttar Pradesh,Etah,2017,64.18,64.25,82.5,901,7316,24625
Uttar Pradesh,Etah,2018,95.86,94.0,77.02,1545,4008,54840
Uttar Pradesh,Etah,2019,55.16,81.89,83.69,1077,6020,130568
Uttar Pradesh,Etah,2020,83.82,86.98,76.52,190,7083,153146
Uttar Pradesh,Etah,2021,57.4,93.03,56.64,1596,4400,75824
Uttar Pradesh,Etah,2022,71.63,69.94,91.03,1795,205,140473
Uttar Pradesh,Etah,2023,96.41,60.24,69.29,1844,5877,165544
Uttar Pradesh,Etah,2024,74.94,96.14,58.34,232,3046,99982
Uttar Pradesh,Etah,2025,89.12,80.86,71.38,322,618,172129
Uttar Pradesh,Etawah,2015,67.64,61.54,87.55,310,4238,183748
Uttar Pradesh,Etawah,2016,58.12,69.6,80.35,1093,4369,118523
Uttar Pradesh,Etawah,2017,66.65,88.39,91.11,170,1966,87811
Uttar Pradesh,Etawah,2018,82.53,65.24,69.28,1656,5948,110617
Uttar Pradesh,Etawah,2019,61.28,60.35,80.18,1612,357,14894
Uttar Pradesh,Etawah,2020,65.63,80.43,95.32,1465,4372,168381
Uttar Pradesh,Etawah,2021,64.34,96.05,82.12,1640,5594,129662
Uttar Pradesh,Etawah,2022,74.28,70.27,86.8,1105,3966,127106
Uttar Pradesh,Etawah,2023,60.68,67.87,82.36,1695,4278,30211
Uttar Pradesh,Etawah,2024,58.9,78.4,85.31,452,6675,81669
Uttar Pradesh,Etawah,2025,93.66,88.24,58.08,852,1720,72343
Uttar Pradesh,Farrukhabad,2015,58.1,80.02,90.8,1441,4845,154462
Uttar Pradesh,Farrukhabad,2016,78.38,86.56,65.9,1860,1672,108791
Uttar Pradesh,Farrukhabad,2017,58.48,91.27,52.65,1862,4204,89740
Uttar Pradesh,Farrukhabad,2018,91.2,61.97,55.8,1001,3616,149682
Uttar Pradesh,Farrukhabad,2019,57.27,83.59,54.96,1549,1724,185369
Uttar Pradesh,Farrukhabad,2020,64.86,86.44,85.71,303,975,188440
Uttar Pradesh,Farrukhabad,2021,96.85,70.64,52.53,1951,3055,177344
Uttar Pradesh,Farrukhabad,2022,72.56,80.89,80.64,335,1480,118021
Uttar Pradesh,Farrukhabad,2023,73.66,96.29,74.56,1543,975,138907
Uttar Pradesh,Farrukhabad,2024,63.09,65.65,75.42,725,4614,123154
Uttar Pradesh,Farrukhabad,2025,90.07,91.37,90.15,1261,1837,3468
Uttar Pradesh,Fatehpur,2015,61.17,88.25,78.72,1949,2776,116039
Uttar Pradesh,Fatehpur,2016,87.71,89.83,75.29,1380,3593,20840
Uttar Pradesh,Fatehpur,2017,95.8,65.21,51.75,1729,7110,114002
Uttar Pradesh,Fatehpur,2018,71.01,90.12,89.48,1654,5888,77837
Uttar Pradesh,Fatehpur,2019,80.04,60.6,69.22,626,6776,38024
Uttar Pradesh,Fatehpur,2020,87.63,95.34,67.5,348,7851,46326
Uttar Pradesh,Fatehpur,2021,86.98,77.37,77.42,1355,2761,51357
Uttar Pradesh,Fatehpur,2022,90.71,71.11,64.82,1914,6660,82495
Uttar Pradesh,Fatehpur,2023,58.35,72.07,94.81,766,6222,59050
Uttar Pradesh,Fatehpur,2024,87.06,78.48,60.74,704,6664,65208
Uttar Pradesh,Fatehpur,2025,74.69,81.47,91.48,343,6468,141892
Uttar Pradesh,Firozabad,2015,78.77,60.16,79.44,1858,3141,151954
Uttar Pradesh,Firozabad,2016,63.57,75.81,62.61,604,6122,67583
Uttar Pradesh,Firozabad,2017,77.7,84.32,92.28,106,4149,12923
Uttar Pradesh,Firozabad,2018,88.54,80.39,50.97,771,4358,158109
Uttar Pradesh,Firozabad,2019,89.73,84.1,57.54,1021,4520,26908
Uttar Pradesh,Firozabad,2020,80.82,69.22,74.87,1085,6996,49345
Uttar Pradesh,Firozabad,2021,66.6,94.76,87.53,749,3897,17094
Uttar Pradesh,Firozabad,2022,77.77,77.16,87.56,1629,5277,167456
Uttar Pradesh,Firozabad,2023,91.66,64.7,95.03,1616,963,99920
Uttar Pradesh,Firozabad,2024,69.33,63.49,59.29,1661,4740,67939
Uttar Pradesh,Firozabad,2025,59.08,83.54,84.87,1826,4778,173080
Uttar Pradesh,Gautam Buddha Nagar,2015,68.38,86.62,77.01,1699,3960,58721
Uttar Pradesh,Gautam Buddha Nagar,2016,90.8,69.24,63.92,176,5164,128942
Uttar Pradesh,Gautam Buddha Nagar,2017,90.39,63.53,82.58,345,5841,132348
Uttar Pradesh,Gautam Buddha Nagar,2018,85.7,96.84,77.49,1672,7490,30238
Uttar Pradesh,Gautam Buddha Nagar,2019,59.61,82.96,75.44,629,6966,45740
Uttar Pradesh,Gautam Buddha Nagar,2020,93.54,79.15,72.0,527,3075,65896
Uttar Pradesh,Gautam Buddha Nagar,2021,95.35,79.69,70.02,1317,7119,118386
Uttar Pradesh,Gautam Buddha Nagar,2022,74.37,74.28,91.65,877,4514,129180
Uttar Pradesh,Gautam Buddha Nagar,2023,97.46,69.46,87.27,499,7815,171632
Uttar Pradesh,Gautam Buddha Nagar,2024,87.07,63.22,80.38,1970,5210,155920
Uttar Pradesh,Gautam Buddha Nagar,2025,59.72,85.92,92.65,1443,4327,178814
Uttar Pradesh,Ghaziabad,2015,63.45,81.32,88.54,858,6740,26499
Uttar Pradesh,Ghaziabad,2016,56.25,88.33,54.53,656,5373,161042
Uttar Pradesh,Ghaziabad,2017,57.02,81.17,96.6,59,6019,171933
Uttar Pradesh,Ghaziabad,2018,79.29,84.63,81.43,206,4420,68118
Uttar Pradesh,Ghaziabad,2019,72.97,68.04,63.55,439,465,199105
Uttar Pradesh,Ghaziabad,2020,97.44,84.42,56.3,533,6865,7833
Uttar Pradesh,Ghaziabad,2021,84.67,66.23,65.66,1457,1492,33324
Uttar Pradesh,Ghaziabad,2022,76.61,86.5,93.75,797,4699,130403
Uttar Pradesh,Ghaziabad,2023,92.44,84.02,53.7,1063,1742,11621
Uttar Pradesh,Ghaziabad,2024,67.77,90.62,80.85,737,6295,42614
Uttar Pradesh,Ghaziabad,2025,82.96,67.34,66.57,1154,2845,42738
Uttar Pradesh,Ghazipur,2015,77.95,77.41,73.06,201,6334,186740
Uttar Pradesh,Ghazipur,2016,83.62,65.44,55.36,922,4328,99724
Uttar Pradesh,Ghazipur,2017,79.04,72.45,65.48,478,3381,4753
Uttar Pradesh,Ghazipur,2018,73.18,60.44,59.49,625,2562,50160
Uttar Pradesh,Ghazipur,2019,96.17,66.06,75.99,529,4642,125369
Uttar Pradesh,Ghazipur,2020,61.86,67.12,70.74,210,7210,180079
Uttar Pradesh,Ghazipur,2021,77.9,86.19,82.89,1124,2232,172997
Uttar Pradesh,Ghazipur,2022,59.88,67.71,61.49,305,2265,171748
Uttar Pradesh,Ghazipur,2023,59.42,66.48,52.73,467,7992,125127
Uttar Pradesh,Ghazipur,2024,78.21,74.03,57.22,356,2214,16192
Uttar Pradesh,Ghazipur,2025,88.98,69.54,91.13,219,1114,88142
Uttar Pradesh,Gonda,2015,71.46,95.16,85.75,632,1176,193296
Uttar Pradesh,Gonda,2016,95.22,84.05,80.24,284,279,41056
Uttar Pradesh,Gonda,2017,58.04,78.28,83.32,496,4479,155805
Uttar Pradesh,Gonda,2018,74.77,90.06,58.34,1594,309,37570
Uttar Pradesh,Gonda,2019,90.29,66.46,83.04,236,1421,149813
Uttar Pradesh,Gonda,2020,83.96,86.36,64.9,248,257,127667
Uttar Pradesh,Gonda,2021,91.27,87.62,88.37,926,1388,13429
Uttar Pradesh,Gonda,2022,76.5,87.44,72.15,921,7101,87141
Uttar Pradesh,Gonda,2023,82.94,69.06,87.93,1519,7637,86630
Uttar Pradesh,Gonda,2024,80.42,62.87,77.8,1615,4459,96765
Uttar Pradesh,Gonda,2025,94.58,61.59,94.43,482,7973,2696
Uttar Pradesh,Gorakhpur,2015,95.29,92.72,74.15,859,4736,86433
Uttar Pradesh,Gorakhpur,2016,75.36,78.71,81.04,182,1642,146819
Uttar Pradesh,Gorakhpur,2017,79.01,70.01,80.23,665,4462,78805
Uttar Pradesh,Gorakhpur,2018,65.49,88.12,58.19,187,633,138037
Uttar Pradesh,Gorakhpur,2019,93.49,76.8,86.94,1229,3984,94924
Uttar Pradesh,Gorakhpur,2020,72.0,96.26,73.98,1198,2109,128164
Uttar Pradesh,Gorakhpur,2021,64.1,70.28,59.35,706,3549,29609
Uttar Pradesh,Gorakhpur,2022,56.17,95.93,51.16,990,6309,146387
Uttar Pradesh,Gorakhpur,2023,88.79,79.45,50.99,562,7843,171439
Uttar Pradesh,Gorakhpur,2024,74.49,90.87,92.82,825,3992,195807
Uttar Pradesh,Gorakhpur,2025,55.15,88.52,90.11,1814,5452,76005
Uttar Pradesh,Hamirpur,2015,93.72,97.76,66.15,817,840,52062
Uttar Pradesh,Hamirpur,2016,92.67,74.73,67.75,555,7802,184560
Uttar Pradesh,Hamirpur,2017,88.89,72.73,78.0,123,5427,155482
Uttar Pradesh,Hamirpur,2018,75.15,92.08,81.88,977,841,85520
Uttar Pradesh,Hamirpur,2019,74.27,60.96,69.89,1702,7132,188954
Uttar Pradesh,Hamirpur,2020,73.17,77.19,56.6,785,830,66523
Uttar Pradesh,Hamirpur,2021,95.88,83.93,74.31,1537,623,166694
Uttar Pradesh,Hamirpur,2022,61.52,73.71,93.66,1430,1083,91120
Uttar Pradesh,Hamirpur,2023,89.82,82.43,75.2,1322,6487,29507
Uttar Pradesh,Hamirpur,2024,65.03,65.44,56.16,1345,4808,110690
Uttar Pradesh,Hamirpur,2025,93.21,71.56,89.24,1515,5952,34064
Uttar Pradesh,Hapur,2015,68.34,84.28,76.49,570,1681,126274
Uttar Pradesh,Hapur,2016,62.78,98.07,63.08,1267,4786,57455
Uttar Pradesh,Hapur,2017,86.28,87.51,80.21,507,3721,171686
Uttar Pradesh,Hapur,2018,96.37,93.67,88.43,1833,5255,151858
Uttar Pradesh,Hapur,2019,94.2,64.36,53.87,1879,1373,145539
Uttar Pradesh,Hapur,2020,70.64,83.51,96.97,474,1226,41557
Uttar Pradesh,Hapur,2021,87.31,89.51,56.51,760,1057,178601
Uttar Pradesh,Hapur,2022,88.5,77.15,80.12,1621,7898,82857
Uttar Pradesh,Hapur,2023,96.21,90.68,82.26,1547,6409,188012
Uttar Pradesh,Hapur,2024,59.85,65.18,91.22,1280,3221,57870
Uttar Pradesh,Hapur,2025,61.06,67.19,60.14,1153,5667,89461
Uttar Pradesh,Hardoi,2015,71.09,66.49,53.13,1138,7211,161196
Uttar Pradesh,Hardoi,2016,55.6,68.68,72.7,878,862,51993
Uttar Pradesh,Hardoi,2017,84.97,74.96,67.35,264,2353,100258
Uttar Pradesh,Hardoi,2018,71.4,94.75,80.31,1397,4418,33614
Uttar Pradesh,Hardoi,2019,81.55,81.23,74.3,1529,6022,149013
Uttar Pradesh,Hardoi,2020,62.98,89.08,55.37,1016,6626,20145
Uttar Pradesh,Hardoi,2021,59.95,91.36,57.22,470,4873,32241
Uttar Pradesh,Hardoi,2022,59.48,62.36,76.71,1649,7448,27031
Uttar Pradesh,Hardoi,2023,71.84,66.61,56.83,131,6134,119129
Uttar Pradesh,Hardoi,2024,81.46,97.05,89.07,846,1778,191335
Uttar Pradesh,Hardoi,2025,79.65,83.35,74.93,477,3887,88508
Uttar Pradesh,Hathras,2015,85.62,63.87,94.42,1394,5910,74510
Uttar Pradesh,Hathras,2016,89.05,84.68,91.14,1488,504,77996
Uttar Pradesh,Hathras,2017,69.77,96.11,59.82,163,6935,112185
Uttar Pradesh,Hathras,2018,97.03,63.95,89.12,516,1097,176107
Uttar Pradesh,Hathras,2019,95.59,90.51,70.17,1105,1823,82057
Uttar Pradesh,Hathras,2020,96.44,77.79,80.4,1579,2678,109661
Uttar Pradesh,Hathras,2021,86.17,66.15,51.49,937,6378,188434
Uttar Pradesh,Hathras,2022,79.34,94.51,75.42,280,692,37726
Uttar Pradesh,Hathras,2023,81.5,73.82,63.1,1810,5063,64734
Uttar Pradesh,Hathras,2024,87.96,90.92,55.48,1309,7792,46199
Uttar Pradesh,Hathras,2025,82.2,78.27,70.2,1082,1148,182386
Uttar Pradesh,Jalaun,2015,74.98,98.82,69.47,948,7981,99337
Uttar Pradesh,Jalaun,2016,57.37,85.98,74.7,1701,6067,116625
Uttar Pradesh,Jalaun,2017,67.21,98.92,52.15,1583,4406,179168
Uttar Pradesh,Jalaun,2018,70.89,70.86,91.82,1803,1055,14206
Uttar Pradesh,Jalaun,2019,71.39,78.4,61.5,326,7007,8909
Uttar Pradesh,Jalaun,2020,61.37,70.55,57.49,284,1419,97549
Uttar Pradesh,Jalaun,2021,64.03,83.14,70.3,1322,3232,65876
Uttar Pradesh,Jalaun,2022,55.01,65.89,61.33,355,6231,88435
Uttar Pradesh,Jalaun,2023,89.17,71.81,88.32,599,5552,10204
Uttar Pradesh,Jalaun,2024,95.37,92.11,74.83,486,2191,132863
Uttar Pradesh,Jalaun,2025,94.7,76.9,53.62,1373,6719,20184
Uttar Pradesh,Jaunpur,2015,69.67,82.46,95.34,1602,3997,35816
Uttar Pradesh,Jaunpur,2016,86.49,79.25,72.76,1099,5780,71923
Uttar Pradesh,Jaunpur,2017,80.43,83.69,60.8,509,3215,141198
Uttar Pradesh,Jaunpur,2018,70.98,86.4,54.14,206,1061,57864
Uttar Pradesh,Jaunpur,2019,56.36,87.46,50.44,524,1295,5005
Uttar Pradesh,Jaunpur,2020,95.19,93.5,53.79,741,4134,37641
Uttar Pradesh,Jaunpur,2021,78.4,66.67,71.94,1742,4595,25745
Uttar Pradesh,Jaunpur,2022,60.65,92.29,69.87,1280,1746,150635
Uttar Pradesh,Jaunpur,2023,67.16,90.97,85.76,1051,5068,116835
Uttar Pradesh,Jaunpur,2024,95.55,62.96,75.15,1050,3874,119628
Uttar Pradesh,Jaunpur,2025,64.76,88.61,88.81,1582,2292,77437
Uttar Pradesh,Jhansi,2015,74.33,72.78,88.65,607,1314,119471
Uttar Pradesh,Jhansi,2016,80.96,86.99,66.62,741,3994,21179
Uttar Pradesh,Jhansi,2017,88.86,84.0,87.3,1484,6855,31991
Uttar Pradesh,Jhansi,2018,90.6,71.9,55.91,998,4570,131479
Uttar Pradesh,Jhansi,2019,77.8,84.85,89.74,1887,7560,17560
Uttar Pradesh,Jhansi,2020,80.02,91.2,60.9,225,6961,124473
Uttar Pradesh,Jhansi,2021,61.0,70.31,90.4,666,4737,195230
Uttar Pradesh,Jhansi,2022,89.14,85.56,90.64,1710,1211,175293
Uttar Pradesh,Jhansi,2023,78.04,81.79,70.83,1857,4105,152455
Uttar Pradesh,Jhansi,2024,56.03,61.75,88.75,768,1042,175775
Uttar Pradesh,Jhansi,2025,70.64,65.57,59.82,410,5673,119666
Uttar Pradesh,Kannauj,2015,79.0,66.65,94.05,1739,5316,139084
Uttar Pradesh,Kannauj,2016,94.93,73.59,51.67,1341,5074,87811
Uttar Pradesh,Kannauj,2017,63.32,64.17,64.14,1076,3473,107468
Uttar Pradesh,Kannauj,2018,66.28,61.9,93.95,146,5757,89085
Uttar Pradesh,Kannauj,2019,66.33,60.65,90.07,1473,2130,58538
Uttar Pradesh,Kannauj,2020,62.43,74.64,76.51,1855,1523,162012
Uttar Pradesh,Kannauj,2021,72.18,66.91,72.76,147,1815,103605
Uttar Pradesh,Kannauj,2022,92.16,68.01,65.41,1389,2074,168923
Uttar Pradesh,Kannauj,2023,82.76,80.06,82.79,63,2511,133772
Uttar Pradesh,Kannauj,2024,56.09,79.99,93.43,857,7880,104275
Uttar Pradesh,Kannauj,2025,75.73,65.57,56.56,403,2863,122345
Uttar Pradesh,Kanpur Dehat,2015,62.01,86.22,84.21,1549,6498,144431
Uttar Pradesh,Kanpur Dehat,2016,88.96,94.88,90.31,1957,2783,167922
Uttar Pradesh,Kanpur Dehat,2017,70.65,60.81,56.21,225,4056,162174
Uttar Pradesh,Kanpur Dehat,2018,66.34,67.98,62.69,786,2712,175911
Uttar Pradesh,Kanpur Dehat,2019,65.23,69.31,78.15,1299,1241,162360
Uttar Pradesh,Kanpur Dehat,2020,76.81,82.14,94.17,62,3238,17918
Uttar Pradesh,Kanpur Dehat,2021,74.08,98.63,93.54,448,2470,51072
Uttar Pradesh,Kanpur Dehat,2022,77.63,68.23,59.07,1087,1345,103391
Uttar Pradesh,Kanpur Dehat,2023,90.31,85.35,91.56,1337,1205,109298
Uttar Pradesh,Kanpur Dehat,2024,66.81,85.65,69.44,1448,5359,111468
Uttar Pradesh,Kanpur Dehat,2025,68.8,77.91,92.9,775,5402,53124
Uttar Pradesh,Kanpur Nagar,2015,76.65,82.99,54.88,547,7041,42926
Uttar Pradesh,Kanpur Nagar,2016,72.59,61.92,62.47,789,1095,119642
Uttar Pradesh,Kanpur Nagar,2017,82.33,91.25,92.4,821,3268,145945
Uttar Pradesh,Kanpur Nagar,2018,82.97,66.79,51.45,294,1370,125164
Uttar Pradesh,Kanpur Nagar,2019,63.54,90.62,83.99,71,5348,189031
Uttar Pradesh,Kanpur Nagar,2020,57.73,63.76,84.8,256,5193,73425
Uttar Pradesh,Kanpur Nagar,2021,91.45,84.18,92.06,1609,1349,107952
Uttar Pradesh,Kanpur Nagar,2022,85.53,89.95,58.11,1968,6363,107580
Uttar Pradesh,Kanpur Nagar,2023,64.31,64.93,67.42,61,6258,156752
Uttar Pradesh,Kanpur Nagar,2024,80.62,60.59,92.83,1164,3306,165191
Uttar Pradesh,Kanpur Nagar,2025,71.2,76.66,68.18,697,7078,63705
Uttar Pradesh,Kasganj,2015,90.2,79.1,83.36,91,3294,27464
Uttar Pradesh,Kasganj,2016,63.2,98.62,70.15,1713,4755,68284
Uttar Pradesh,Kasganj,2017,82.75,64.23,92.67,1015,3265,179577
Uttar Pradesh,Kasganj,2018,83.58,62.65,93.95,1432,5073,149599
Uttar Pradesh,Kasganj,2019,62.21,91.41,89.6,1873,4111,42133
Uttar Pradesh,Kasganj,2020,66.32,67.02,79.09,115,3081,156429
Uttar Pradesh,Kasganj,2021,96.34,73.86,96.76,1859,4323,118198
Uttar Pradesh,Kasganj,2022,68.56,89.89,81.1,881,2091,72614
Uttar Pradesh,Kasganj,2023,93.59,63.29,62.49,1773,5853,10881
Uttar Pradesh,Kasganj,2024,97.35,63.42,55.3,1271,3106,154602
Uttar Pradesh,Kasganj,2025,88.86,82.55,61.15,1433,3354,14831
Uttar Pradesh,Kaushambi,2015,77.59,90.57,77.94,753,7141,164153
Uttar Pradesh,Kaushambi,2016,67.64,71.04,66.42,1578,2758,181424
Uttar Pradesh,Kaushambi,2017,56.82,81.8,54.5,1175,5204,54814
Uttar Pradesh,Kaushambi,2018,89.46,84.72,85.55,894,4527,133145
Uttar Pradesh,Kaushambi,2019,79.75,62.1,51.58,633,1717,83079
Uttar Pradesh,Kaushambi,2020,73.75,66.24,90.57,603,655,104977
Uttar Pradesh,Kaushambi,2021,83.49,92.35,78.68,223,1425,121670
Uttar Pradesh,Kaushambi,2022,80.95,65.06,93.16,1382,1167,163023
Uttar Pradesh,Kaushambi,2023,75.77,71.99,61.46,1482,7524,100126
Uttar Pradesh,Kaushambi,2024,61.49,64.06,53.17,240,1928,198790
Uttar Pradesh,Kaushambi,2025,90.3,66.58,92.49,595,4475,104227
Uttar Pradesh,Kushinagar,2015,65.55,66.13,84.37,1750,4272,5396
Uttar Pradesh,Kushinagar,2016,62.89,96.39,52.94,501,4730,171819
Uttar Pradesh,Kushinagar,2017,92.37,74.25,65.7,1308,2721,48373
Uttar Pradesh,Kushinagar,2018,86.29,96.61,61.03,166,2693,193228
Uttar Pradesh,Kushinagar,2019,94.34,82.59,66.16,935,6198,7111
Uttar Pradesh,Kushinagar,2020,70.57,83.65,74.5,1400,3522,172005
Uttar Pradesh,Kushinagar,2021,90.75,82.12,89.53,765,734,107262
Uttar Pradesh,Kushinagar,2022,66.35,78.72,58.1,582,518,57600
Uttar Pradesh,Kushinagar,2023,63.28,91.77,80.86,1488,4485,129068
Uttar Pradesh,Kushinagar,2024,75.8,82.26,77.97,820,4192,68175
Uttar Pradesh,Kushinagar,2025,74.48,63.02,86.48,1237,7444,64241
Uttar Pradesh,Lakhimpur Kheri,2015,73.4,60.55,76.43,1983,1866,107507
Uttar Pradesh,Lakhimpur Kheri,2016,75.21,86.91,76.35,1897,5866,186411
Uttar Pradesh,Lakhimpur Kheri,2017,59.3,76.61,68.12,720,957,38578
Uttar Pradesh,Lakhimpur Kheri,2018,78.22,79.56,73.12,542,1828,38839
Uttar Pradesh,Lakhimpur Kheri,2019,73.24,98.93,60.86,1473,5347,77600
Uttar Pradesh,Lakhimpur Kheri,2020,95.02,65.31,77.38,1424,4790,78888
Uttar Pradesh,Lakhimpur Kheri,2021,55.97,61.32,93.06,839,2646,18555
Uttar Pradesh,Lakhimpur Kheri,2022,86.95,92.17,65.51,1415,3946,40391
Uttar Pradesh,Lakhimpur Kheri,2023,72.86,77.74,71.14,292,3174,46275
Uttar Pradesh,Lakhimpur Kheri,2024,91.89,84.37,58.79,88,5282,172209
Uttar Pradesh,Lakhimpur Kheri,2025,72.07,92.92,84.58,1048,5932,62833
Uttar Pradesh,Lalitpur,2015,59.86,90.91,75.95,1434,2263,29475
Uttar Pradesh,Lalitpur,2016,87.27,71.08,60.75,1569,2764,137132
Uttar Pradesh,Lalitpur,2017,87.14,64.18,73.94,463,5421,102985
Uttar Pradesh,Lalitpur,2018,60.65,97.0,65.27,1024,7240,102564
Uttar Pradesh,Lalitpur,2019,61.34,79.27,70.55,1633,4014,137683
Uttar Pradesh,Lalitpur,2020,61.74,86.42,65.46,1867,5545,39806
Uttar Pradesh,Lalitpur,2021,56.41,84.28,84.46,540,4623,61324
Uttar Pradesh,Lalitpur,2022,69.25,62.89,85.61,1951,598,181931
Uttar Pradesh,Lalitpur,2023,86.83,72.49,74.27,1320,6065,55139
Uttar Pradesh,Lalitpur,2024,63.18,75.97,86.57,1811,4134,112626
Uttar Pradesh,Lalitpur,2025,61.45,95.14,77.75,171,2783,195417
Uttar Pradesh,Lucknow,2015,59.06,71.63,55.35,257,7774,104053
Uttar Pradesh,Lucknow,2016,74.07,93.23,63.27,63,2314,40528
Uttar Pradesh,Lucknow,2017,68.88,62.29,85.62,176,2236,157789
Uttar Pradesh,Lucknow,2018,96.34,97.49,64.62,1311,1626,135671
Uttar Pradesh,Lucknow,2019,92.08,66.44,92.98,856,7217,3963
Uttar Pradesh,Lucknow,2020,61.86,72.64,55.82,1764,987,90958
Uttar Pradesh,Lucknow,2021,68.98,87.77,64.78,1740,253,32016
Uttar Pradesh,Lucknow,2022,58.82,64.38,70.32,1611,7678,37756
Uttar Pradesh,Lucknow,2023,89.2,70.32,83.84,1747,7660,28742
Uttar Pradesh,Lucknow,2024,67.88,95.18,96.95,54,7756,137973
Uttar Pradesh,Lucknow,2025,81.96,91.54,81.87,1333,3562,37107
Uttar Pradesh,Maharajganj,2015,60.63,67.21,72.84,581,5287,114356
Uttar Pradesh,Maharajganj,2016,78.54,91.5,63.79,1270,386,26488
Uttar Pradesh,Maharajganj,2017,93.17,64.7,54.7,1070,7562,30069
Uttar Pradesh,Maharajganj,2018,62.01,94.55,71.21,533,5728,53376
Uttar Pradesh,Maharajganj,2019,65.98,85.59,51.15,1532,4960,57147
Uttar Pradesh,Maharajganj,2020,85.32,60.76,94.39,1259,990,151457
Uttar Pradesh,Maharajganj,2021,62.66,86.14,84.59,516,4597,99091
Uttar Pradesh,Maharajganj,2022,79.21,68.2,51.1,1106,1755,193881
Uttar Pradesh,Maharajganj,2023,72.79,60.67,60.88,82,5881,56331
Uttar Pradesh,Maharajganj,2024,55.75,94.51,89.48,1570,7551,121041
Uttar Pradesh,Maharajganj,2025,81.88,88.93,50.45,756,5046,160606
Uttar Pradesh,Mahoba,2015,55.18,93.1,55.95,1142,7321,68950
Uttar Pradesh,Mahoba,2016,85.28,89.21,78.21,1191,4589,175512
Uttar Pradesh,Mahoba,2017,79.94,85.31,52.6,1395,6585,45110
Uttar Pradesh,Mahoba,2018,76.05,74.21,94.65,845,1250,98340
Uttar Pradesh,Mahoba,2019,97.99,95.4,66.99,1279,2118,37967
Uttar Pradesh,Mahoba,2020,71.5,70.98,83.96,491,6238,168503
Uttar Pradesh,Mahoba,2021,75.25,67.99,80.03,1396,7250,43473
Uttar Pradesh,Mahoba,2022,60.09,84.14,70.84,784,6979,64393
Uttar Pradesh,Mahoba,2023,69.51,64.67,52.4,1819,7132,80433
Uttar Pradesh,Mahoba,2024,71.73,84.05,51.91,1452,5998,57822
Uttar Pradesh,Mahoba,2025,85.85,87.93,57.02,364,1978,49543
Uttar Pradesh,Mainpuri,2015,86.68,97.73,66.39,978,7937,198534
Uttar Pradesh,Mainpuri,2016,58.65,68.82,89.02,1737,7663,94931
Uttar Pradesh,Mainpuri,2017,92.7,76.23,81.51,1749,4174,86718
Uttar Pradesh,Mainpuri,2018,64.61,78.31,90.78,136,7117,9377
Uttar Pradesh,Mainpuri,2019,80.99,72.59,66.85,1738,6119,154972
Uttar Pradesh,Mainpuri,2020,75.51,74.7,59.39,1187,4219,94409
Uttar Pradesh,Mainpuri,2021,75.56,71.96,67.56,193,5314,95632
Uttar Pradesh,Mainpuri,2022,86.86,87.63,52.85,256,3049,132003
Uttar Pradesh,Mainpuri,2023,89.39,96.11,76.41,642,1425,56900
Uttar Pradesh,Mainpuri,2024,77.56,82.71,80.93,1349,2493,147748
Uttar Pradesh,Mainpuri,2025,61.07,76.37,91.33,1276,214,40478
Uttar Pradesh,Mathura,2015,92.97,65.06,80.08,1156,7585,39639
Uttar Pradesh,Mathura,2016,93.03,90.82,96.88,513,936,33151
Uttar Pradesh,Mathura,2017,79.48,76.21,82.19,1726,6096,171687
Uttar Pradesh,Mathura,2018,97.87,73.37,81.74,1242,7024,199513
Uttar Pradesh,Mathura,2019,76.82,65.14,78.96,1172,6063,144098
Uttar Pradesh,Mathura,2020,62.9,86.45,80.87,744,5919,189248
Uttar Pradesh,Mathura,2021,89.12,79.02,77.44,1899,5249,163374
Uttar Pradesh,Mathura,2022,73.84,77.33,67.87,1741,4179,143789
Uttar Pradesh,Mathura,2023,76.4,66.03,59.2,1071,5571,88718
Uttar Pradesh,Mathura,2024,97.87,96.61,62.52,639,7822,76955
Uttar Pradesh,Mathura,2025,65.71,82.41,82.89,1679,1666,60500
Uttar Pradesh,Mau,2015,63.4,69.98,81.83,439,3656,2339
Uttar Pradesh,Mau,2016,83.98,81.02,60.1,1866,7292,78300
Uttar Pradesh,Mau,2017,58.88,90.59,83.56,1014,5935,149773
Uttar Pradesh,Mau,2018,65.61,62.66,88.32,83,2709,185565
Uttar Pradesh,Mau,2019,72.59,88.67,80.8,1408,6802,117030
Uttar Pradesh,Mau,2020,84.85,74.89,80.67,1951,4638,143445
Uttar Pradesh,Mau,2021,60.14,85.55,59.26,1088,413,71050
Uttar Pradesh,Mau,2022,81.48,85.77,77.98,1040,2880,163893
Uttar Pradesh,Mau,2023,71.32,88.45,83.28,1248,668,34749
Uttar Pradesh,Mau,2024,92.38,81.64,75.59,292,1406,166639
Uttar Pradesh,Mau,2025,87.0,87.36,89.11,1853,4522,155549
Uttar Pradesh,Meerut,2015,91.51,97.73,87.39,1437,5785,3859
Uttar Pradesh,Meerut,2016,75.46,61.28,73.29,573,580,60286
