state,district,year,employment_rate,unemployment_rate,industrial_jobs,agriculture_jobs,service_jobs
Uttar Pradesh,Sitapur,2023,74.82,8.6,20580,28110,77119
Uttar Pradesh,Sitapur,2024,73.39,9.16,29600,14376,78845
Uttar Pradesh,Sitapur,2025,62.1,14.22,39547,32510,79429
Uttar Pradesh,Sonbhadra,2015,54.13,2.24,19675,16482,30931
Uttar Pradesh,Sonbhadra,2016,79.2,3.2,37653,18559,70555
Uttar Pradesh,Sonbhadra,2017,62.7,5.72,17035,16762,19559
Uttar Pradesh,Sonbhadra,2018,49.5,12.79,43062,76725,3115
Uttar Pradesh,Sonbhadra,2019,52.37,13.04,17088,56796,19731
Uttar Pradesh,Sonbhadra,2020,53.72,2.83,39256,51644,58828
Uttar Pradesh,Sonbhadra,2021,77.08,14.78,24302,92267,12133
Uttar Pradesh,Sonbhadra,2022,58.14,11.8,18472,33781,36040
Uttar Pradesh,Sonbhadra,2023,64.46,6.12,29164,91993,7532
Uttar Pradesh,Sonbhadra,2024,78.32,14.0,10557,96037,76027
Uttar Pradesh,Sonbhadra,2025,53.52,3.75,5635,51029,47892
Uttar Pradesh,Sultanpur,2015,44.66,13.45,31772,28855,76653
Uttar Pradesh,Sultanpur,2016,75.0,8.27,47918,35853,54150
Uttar Pradesh,Sultanpur,2017,43.35,12.33,17847,5598,12465
Uttar Pradesh,Sultanpur,2018,47.29,2.21,7249,30960,12943
Uttar Pradesh,Sultanpur,2019,65.12,3.3,48465,5266,37632
Uttar Pradesh,Sultanpur,2020,61.13,12.88,44449,20075,22283
Uttar Pradesh,Sultanpur,2021,60.34,7.98,11803,73765,9812
Uttar Pradesh,Sultanpur,2022,42.96,12.3,30676,39888,8940
Uttar Pradesh,Sultanpur,2023,75.61,6.23,41755,17167,37734
Uttar Pradesh,Sultanpur,2024,58.28,8.89,43421,42595,46171
Uttar Pradesh,Sultanpur,2025,46.33,2.38,29465,36415,40434
Uttar Pradesh,Unnao,2015,72.56,6.41,7109,28583,47545
Uttar Pradesh,Unnao,2016,78.45,8.22,15854,14414,51631
Uttar Pradesh,Unnao,2017,79.52,14.51,5605,94608,20484
Uttar Pradesh,Unnao,2018,53.25,3.71,25891,96410,36459
Uttar Pradesh,Unnao,2019,50.88,7.22,27464,78339,42638
Uttar Pradesh,Unnao,2020,48.79,6.79,39265,12143,25708
Uttar Pradesh,Unnao,2021,65.36,10.11,47262,83906,48950
Uttar Pradesh,Unnao,2022,59.5,4.11,46692,71965,47811
Uttar Pradesh,Unnao,2023,56.57,11.72,7251,60874,71501
Uttar Pradesh,Unnao,2024,61.41,8.7,6283,41819,27194
Uttar Pradesh,Unnao,2025,41.32,12.94,28108,15551,55859
Uttar Pradesh,Varanasi,2015,52.13,8.78,47660,54858,66861
Uttar Pradesh,Varanasi,2016,55.51,14.56,40119,77597,9045
Uttar Pradesh,Varanasi,2017,40.36,5.67,43194,91030,54771
Uttar Pradesh,Varanasi,2018,60.16,14.14,34240,21522,20853
Uttar Pradesh,Varanasi,2019,66.86,4.08,47011,39269,50183
Uttar Pradesh,Varanasi,2020,45.03,2.96,35444,63041,54309
Uttar Pradesh,Varanasi,2021,77.24,14.36,17133,80012,72738
Uttar Pradesh,Varanasi,2022,79.86,8.93,4804,66294,38184
Uttar Pradesh,Varanasi,2023,74.75,6.9,49015,43736,35077
Uttar Pradesh,Varanasi,2024,59.55,11.97,29607,60008,63295
Uttar Pradesh,Varanasi,2025,58.15,12.67,38167,62081,64983
Uttarakhand,Almora,2015,53.73,3.17,41084,84886,48955
Uttarakhand,Almora,2016,51.09,10.14,3654,34045,6567
Uttarakhand,Almora,2017,76.97,10.77,33193,21290,40413
Uttarakhand,Almora,2018,56.8,8.33,33007,65231,73023
Uttarakhand,Almora,2019,59.28,14.87,12921,98609,69276
Uttarakhand,Almora,2020,40.06,4.58,35529,76077,79858
Uttarakhand,Almora,2021,57.2,11.19,15099,99440,3596
Uttarakhand,Almora,2022,67.53,8.33,19323,8478,22036
Uttarakhand,Almora,2023,65.09,4.61,37745,47311,64917
Uttarakhand,Almora,2024,53.52,6.54,2332,91307,2171
Uttarakhand,Almora,2025,56.96,12.48,47847,64968,14425
Uttarakhand,Bageshwar,2015,57.82,8.61,41905,39121,69226
Uttarakhand,Bageshwar,2016,68.2,11.16,33168,94871,18700
Uttarakhand,Bageshwar,2017,61.97,3.81,33048,40429,70044
Uttarakhand,Bageshwar,2018,79.4,10.18,45281,13368,35045
Uttarakhand,Bageshwar,2019,63.71,2.96,12814,96272,71253
Uttarakhand,Bageshwar,2020,41.47,12.12,2432,14024,64267
Uttarakhand,Bageshwar,2021,47.69,2.46,20481,38151,55631
Uttarakhand,Bageshwar,2022,62.77,8.23,40472,82025,60229
Uttarakhand,Bageshwar,2023,68.76,4.07,3970,6867,53253
Uttarakhand,Bageshwar,2024,72.92,3.47,8003,78344,10372
Uttarakhand,Bageshwar,2025,55.47,6.89,17019,21455,47658
Uttarakhand,Chamoli,2015,58.59,14.82,42442,20303,63032
Uttarakhand,Chamoli,2016,51.58,11.22,41092,90392,71125
Uttarakhand,Chamoli,2017,50.15,2.16,40912,49138,18214
Uttarakhand,Chamoli,2018,73.9,2.2,6849,38202,35794
Uttarakhand,Chamoli,2019,67.32,5.33,9752,74100,56799
Uttarakhand,Chamoli,2020,74.62,14.4,41135,64321,9715
Uttarakhand,Chamoli,2021,41.41,14.22,8017,55504,3482
Uttarakhand,Chamoli,2022,62.99,10.14,31820,50456,37916
Uttarakhand,Chamoli,2023,42.06,13.97,11050,45096,57926
Uttarakhand,Chamoli,2024,73.73,13.6,37593,63779,27206
Uttarakhand,Chamoli,2025,72.65,10.39,2686,74148,29980
Uttarakhand,Champawat,2015,56.77,8.95,43611,38670,27214
Uttarakhand,Champawat,2016,75.54,5.33,17520,42670,9018
Uttarakhand,Champawat,2017,76.53,4.04,22417,71870,29798
Uttarakhand,Champawat,2018,66.73,4.66,45280,87298,56432
Uttarakhand,Champawat,2019,44.55,5.26,25655,71923,76363
Uttarakhand,Champawat,2020,77.76,7.3,24896,94216,28905
Uttarakhand,Champawat,2021,57.97,2.52,12219,84463,75780
Uttarakhand,Champawat,2022,72.78,10.86,6297,27222,15953
Uttarakhand,Champawat,2023,62.04,5.08,24719,11553,79653
Uttarakhand,Champawat,2024,57.03,6.45,20974,43887,71442
Uttarakhand,Champawat,2025,45.25,6.9,38404,35630,71000
Uttarakhand,Dehradun,2015,62.52,11.94,30101,42846,26444
Uttarakhand,Dehradun,2016,59.93,7.33,7937,63655,8090
Uttarakhand,Dehradun,2017,55.72,11.04,33969,67384,65084
Uttarakhand,Dehradun,2018,71.09,5.62,45624,51249,39539
Uttarakhand,Dehradun,2019,50.92,12.01,16394,38372,65016
Uttarakhand,Dehradun,2020,42.34,6.27,45975,57110,35923
Uttarakhand,Dehradun,2021,74.24,12.65,42735,73115,4833
Uttarakhand,Dehradun,2022,60.99,14.16,14557,33745,12974
Uttarakhand,Dehradun,2023,78.9,7.43,7703,81304,54162
Uttarakhand,Dehradun,2024,49.33,4.96,17376,59357,43317
Uttarakhand,Dehradun,2025,77.78,12.81,24119,80667,62705
Uttarakhand,Haridwar,2015,58.96,14.49,21378,19669,18271
Uttarakhand,Haridwar,2016,78.95,2.45,34957,81323,33634
Uttarakhand,Haridwar,2017,78.48,10.65,17025,44457,77384
Uttarakhand,Haridwar,2018,73.78,9.13,46607,98774,75687
Uttarakhand,Haridwar,2019,60.11,10.3,36308,17601,22251
Uttarakhand,Haridwar,2020,58.83,12.07,45036,72091,23403
Uttarakhand,Haridwar,2021,59.45,13.89,14096,95462,38568
Uttarakhand,Haridwar,2022,49.31,12.78,17260,92339,15343
Uttarakhand,Haridwar,2023,59.05,12.38,8252,96220,78819
Uttarakhand,Haridwar,2024,41.65,13.28,39371,47477,79538
Uttarakhand,Haridwar,2025,55.53,3.17,24718,72048,6730
Uttarakhand,Nainital,2015,48.84,2.1,43963,76121,32900
Uttarakhand,Nainital,2016,66.65,7.22,11835,65414,47315
Uttarakhand,Nainital,2017,42.85,9.61,9031,81680,66391
Uttarakhand,Nainital,2018,42.17,10.24,2301,99043,58366
Uttarakhand,Nainital,2019,76.14,14.56,36212,92512,21990
Uttarakhand,Nainital,2020,57.23,3.0,43734,5149,53284
Uttarakhand,Nainital,2021,66.31,6.61,14921,42555,27099
Uttarakhand,Nainital,2022,73.75,11.32,43728,45644,56767
Uttarakhand,Nainital,2023,51.15,13.25,46274,45722,54117
Uttarakhand,Nainital,2024,79.93,5.0,43932,80242,56442
Uttarakhand,Nainital,2025,43.55,11.36,35422,94142,38631
Uttarakhand,Pauri Garhwal,2015,57.01,13.61,45009,35962,35315
Uttarakhand,Pauri Garhwal,2016,71.67,9.21,30097,34475,22063
Uttarakhand,Pauri Garhwal,2017,57.05,2.88,46734,15265,71153
Uttarakhand,Pauri Garhwal,2018,48.31,4.67,22960,18746,4628
Uttarakhand,Pauri Garhwal,2019,56.89,3.2,40294,26295,65152
Uttarakhand,Pauri Garhwal,2020,57.71,2.64,46356,44547,54855
Uttarakhand,Pauri Garhwal,2021,63.84,13.38,34778,84453,37063
Uttarakhand,Pauri Garhwal,2022,45.52,2.23,22995,86794,36221
Uttarakhand,Pauri Garhwal,2023,44.89,9.34,25145,86111,35519
Uttarakhand,Pauri Garhwal,2024,67.34,4.37,1765,14126,66254
Uttarakhand,Pauri Garhwal,2025,76.5,2.53,45823,43226,15355
Uttarakhand,Pithoragarh,2015,68.88,11.11,47952,98975,12569
Uttarakhand,Pithoragarh,2016,59.95,8.35,31658,94659,25351
Uttarakhand,Pithoragarh,2017,77.92,5.3,3769,20112,54660
Uttarakhand,Pithoragarh,2018,40.31,5.7,18263,21861,68826
Uttarakhand,Pithoragarh,2019,75.73,14.8,7930,75536,66642
Uttarakhand,Pithoragarh,2020,57.81,10.48,43651,89019,51195
Uttarakhand,Pithoragarh,2021,52.14,5.04,32128,24396,54269
Uttarakhand,Pithoragarh,2022,49.92,9.27,15956,15388,30793
Uttarakhand,Pithoragarh,2023,69.35,9.34,24409,10950,40086
Uttarakhand,Pithoragarh,2024,45.14,2.47,29621,85323,39819
Uttarakhand,Pithoragarh,2025,48.0,4.11,5811,99613,30754
Uttarakhand,Rudraprayag,2015,60.21,6.69,44180,13423,44540
Uttarakhand,Rudraprayag,2016,45.12,5.55,36817,27684,23798
Uttarakhand,Rudraprayag,2017,47.25,6.4,16874,38834,3121
Uttarakhand,Rudraprayag,2018,68.81,9.88,2795,51893,44526
Uttarakhand,Rudraprayag,2019,63.98,2.54,17001,89790,26711
Uttarakhand,Rudraprayag,2020,62.85,8.78,22022,35674,62039
Uttarakhand,Rudraprayag,2021,46.19,2.07,10756,52788,37742
Uttarakhand,Rudraprayag,2022,44.79,8.63,40466,59183,23963
Uttarakhand,Rudraprayag,2023,64.4,14.03,31570,66703,70465
Uttarakhand,Rudraprayag,2024,79.54,5.55,2129,17735,32218
Uttarakhand,Rudraprayag,2025,53.94,14.18,38612,22317,56698
Uttarakhand,Tehri Garhwal,2015,62.62,7.99,8058,58918,72830
Uttarakhand,Tehri Garhwal,2016,58.88,3.94,23627,62690,34510
Uttarakhand,Tehri Garhwal,2017,55.57,7.04,41829,67881,62949
Uttarakhand,Tehri Garhwal,2018,77.63,9.42,7607,5812,77249
Uttarakhand,Tehri Garhwal,2019,61.83,2.27,34736,25191,9370
Uttarakhand,Tehri Garhwal,2020,57.98,14.53,30759,94179,27110
Uttarakhand,Tehri Garhwal,2021,53.68,3.3,18351,49266,39578
Uttarakhand,Tehri Garhwal,2022,77.69,6.5,4544,50294,29394
Uttarakhand,Tehri Garhwal,2023,66.44,3.69,46541,99495,74697
Uttarakhand,Tehri Garhwal,2024,60.58,14.34,35350,49740,73277
Uttarakhand,Tehri Garhwal,2025,79.55,8.61,17900,56635,56224
Uttarakhand,Udham Singh Nagar,2015,55.67,3.43,5494,85542,64509
Uttarakhand,Udham Singh Nagar,2016,40.32,14.47,32533,98578,23563
Uttarakhand,Udham Singh Nagar,2017,76.74,7.58,41161,39856,68200
Uttarakhand,Udham Singh Nagar,2018,74.01,5.89,27023,29408,31728
Uttarakhand,Udham Singh Nagar,2019,49.29,10.13,11985,30534,36307
Uttarakhand,Udham Singh Nagar,2020,45.36,2.83,8298,15113,13149
Uttarakhand,Udham Singh Nagar,2021,45.87,6.83,36036,61793,26877
Uttarakhand,Udham Singh Nagar,2022,71.69,8.75,34495,85672,9166
Uttarakhand,Udham Singh Nagar,2023,55.55,3.56,17150,57465,69514
Uttarakhand,Udham Singh Nagar,2024,73.65,5.08,21294,64621,26737
Uttarakhand,Udham Singh Nagar,2025,79.6,4.29,16664,30801,46230
Uttarakhand,Uttarkashi,2015,68.27,10.71,17610,47529,55885
Uttarakhand,Uttarkashi,2016,52.56,8.66,2234,89654,63688
Uttarakhand,Uttarkashi,2017,54.82,2.86,3772,90928,60278
Uttarakhand,Uttarkashi,2018,77.81,11.15,6160,5252,57197
Uttarakhand,Uttarkashi,2019,60.36,6.43,2842,96214,10548
Uttarakhand,Uttarkashi,2020,52.18,2.05,17049,24989,75891
Uttarakhand,Uttarkashi,2021,61.62,10.45,38342,21657,6740
Uttarakhand,Uttarkashi,2022,59.07,4.25,13523,36273,63522
Uttarakhand,Uttarkashi,2023,75.56,12.71,9637,52101,18854
Uttarakhand,Uttarkashi,2024,58.53,12.19,24953,89138,17911
Uttarakhand,Uttarkashi,2025,54.42,12.72,13727,22213,68965
West Bengal,Alipurduar,2015,77.0,14.26,9869,5098,2813
West Bengal,Alipurduar,2016,70.37,11.09,26366,40753,16565
West Bengal,Alipurduar,2017,70.12,6.33,8613,54375,50918
West Bengal,Alipurduar,2018,62.97,9.03,11709,68085,6985
West Bengal,Alipurduar,2019,54.68,10.88,30252,21906,32819
West Bengal,Alipurduar,2020,42.4,10.1,15416,26565,31622
West Bengal,Alipurduar,2021,41.05,13.42,15066,42736,75280
West Bengal,Alipurduar,2022,40.67,14.34,45337,95580,68072
West Bengal,Alipurduar,2023,48.23,6.34,27107,96152,71606
West Bengal,Alipurduar,2024,56.15,6.68,24394,77929,36241
West Bengal,Alipurduar,2025,72.66,13.47,2107,27908,49638
West Bengal,Bankura,2015,49.0,13.19,12468,88467,15592
West Bengal,Bankura,2016,77.56,10.82,23260,33652,10388
West Bengal,Bankura,2017,74.83,11.8,24448,75985,14139
West Bengal,Bankura,2018,75.1,14.81,5873,31470,24524
West Bengal,Bankura,2019,41.13,3.76,37359,16651,13886
West Bengal,Bankura,2020,40.64,12.98,44382,96577,7245
West Bengal,Bankura,2021,53.02,4.37,44742,27721,18449
West Bengal,Bankura,2022,69.74,4.34,6675,80149,11883
West Bengal,Bankura,2023,45.64,8.74,43380,66627,35822
West Bengal,Bankura,2024,57.4,5.6,5447,67421,9501
West Bengal,Bankura,2025,64.22,11.24,17129,73123,50057
West Bengal,Birbhum,2015,69.01,14.77,15412,68023,43130
West Bengal,Birbhum,2016,56.36,5.15,19774,64122,26062
West Bengal,Birbhum,2017,64.92,6.61,2341,71975,3650
West Bengal,Birbhum,2018,66.53,9.02,8459,25432,51280
West Bengal,Birbhum,2019,40.94,9.78,20566,84020,27264
West Bengal,Birbhum,2020,77.63,7.3,39675,56866,41756
West Bengal,Birbhum,2021,45.85,4.52,18111,97779,19195
West Bengal,Birbhum,2022,78.44,8.79,17990,47463,3851
West Bengal,Birbhum,2023,67.2,9.62,33625,17504,26089
West Bengal,Birbhum,2024,42.57,8.01,20099,41766,35117
West Bengal,Birbhum,2025,56.11,8.41,44885,49903,3578
West Bengal,Cooch Behar,2015,75.6,7.56,2635,14250,12575
West Bengal,Cooch Behar,2016,61.54,7.95,25205,40902,31535
West Bengal,Cooch Behar,2017,77.46,3.77,18941,47928,19235
West Bengal,Cooch Behar,2018,50.05,14.25,22480,32875,13356
West Bengal,Cooch Behar,2019,71.62,6.28,18573,67910,38820
West Bengal,Cooch Behar,2020,63.68,11.1,1001,84183,76311
West Bengal,Cooch Behar,2021,48.06,2.53,16378,16142,77751
West Bengal,Cooch Behar,2022,40.09,14.49,47987,65896,12261
West Bengal,Cooch Behar,2023,71.12,12.03,25366,16681,8709
West Bengal,Cooch Behar,2024,58.26,7.35,41919,90525,46223
West Bengal,Cooch Behar,2025,70.57,8.84,18695,42233,28351
West Bengal,Dakshin Dinajpur,2015,66.88,3.1,43297,59594,71895
West Bengal,Dakshin Dinajpur,2016,60.27,9.76,45913,44389,21232
West Bengal,Dakshin Dinajpur,2017,48.25,4.83,21053,46264,55177
West Bengal,Dakshin Dinajpur,2018,45.87,14.39,41177,95965,57426
West Bengal,Dakshin Dinajpur,2019,53.93,2.34,12966,63671,57973
West Bengal,Dakshin Dinajpur,2020,64.4,5.56,22257,83628,65532
West Bengal,Dakshin Dinajpur,2021,41.82,6.64,35119,48453,72110
West Bengal,Dakshin Dinajpur,2022,59.17,13.94,30927,27723,67949
West Bengal,Dakshin Dinajpur,2023,73.44,12.92,43357,54645,49448
West Bengal,Dakshin Dinajpur,2024,48.85,11.68,42419,68901,72655
West Bengal,Dakshin Dinajpur,2025,43.56,11.75,17719,51646,36545
West Bengal,Darjeeling,2015,70.56,7.62,27339,14506,8245
West Bengal,Darjeeling,2016,59.64,10.27,28400,85584,50106
West Bengal,Darjeeling,2017,60.71,11.28,32217,92728,19830
West Bengal,Darjeeling,2018,45.76,14.49,2829,37542,4465
West Bengal,Darjeeling,2019,78.15,13.78,32640,40746,3960
West Bengal,Darjeeling,2020,40.22,5.12,40410,81657,20450
West Bengal,Darjeeling,2021,47.59,7.06,43837,62846,35106
West Bengal,Darjeeling,2022,55.01,6.06,44025,42703,2423
West Bengal,Darjeeling,2023,45.36,6.9,10191,15229,40788
West Bengal,Darjeeling,2024,64.89,12.41,24901,92645,20883
West Bengal,Darjeeling,2025,69.17,13.32,33250,26182,65906
West Bengal,Hooghly,2015,65.71,10.35,28731,66667,79315
West Bengal,Hooghly,2016,48.99,11.31,46622,78762,76201
West Bengal,Hooghly,2017,70.5,4.7,45390,59829,39703
West Bengal,Hooghly,2018,73.71,12.65,48452,61507,7508
West Bengal,Hooghly,2019,44.19,12.21,36396,40302,79734
West Bengal,Hooghly,2020,59.05,13.03,5216,72040,67564
West Bengal,Hooghly,2021,76.13,3.0,28146,51570,34941
West Bengal,Hooghly,2022,58.66,9.99,40434,33693,5145
West Bengal,Hooghly,2023,73.08,14.99,37914,97476,48993
West Bengal,Hooghly,2024,42.08,8.1,1237,36916,3272
West Bengal,Hooghly,2025,65.79,13.2,20001,64948,32191
West Bengal,Howrah,2015,41.42,10.49,20106,10210,62559
West Bengal,Howrah,2016,42.27,11.05,5490,51969,72781
West Bengal,Howrah,2017,40.98,7.17,9588,56498,5535
West Bengal,Howrah,2018,62.1,7.0,45692,83257,15156
West Bengal,Howrah,2019,74.81,4.59,40995,81741,27517
West Bengal,Howrah,2020,51.62,7.28,34136,29091,35782
West Bengal,Howrah,2021,68.51,9.8,38131,85688,79670
West Bengal,Howrah,2022,41.45,5.47,6839,59641,65063
West Bengal,Howrah,2023,72.86,7.24,49823,11713,49274
West Bengal,Howrah,2024,51.29,6.68,31189,70782,67784
West Bengal,Howrah,2025,65.33,10.37,26516,94497,27425
West Bengal,Jalpaiguri,2015,43.28,2.96,9174,10586,45021
West Bengal,Jalpaiguri,2016,53.53,10.72,45289,90752,74194
West Bengal,Jalpaiguri,2017,79.62,6.21,42115,78152,70267
West Bengal,Jalpaiguri,2018,71.65,14.4,15699,57953,9509
West Bengal,Jalpaiguri,2019,71.41,12.83,49130,95476,55620
West Bengal,Jalpaiguri,2020,76.63,11.15,1788,99352,54391
West Bengal,Jalpaiguri,2021,43.65,6.32,30350,45435,48883
West Bengal,Jalpaiguri,2022,59.42,14.56,12703,18177,39992
West Bengal,Jalpaiguri,2023,50.4,12.22,15979,53933,42811
West Bengal,Jalpaiguri,2024,56.74,2.13,35166,55437,75074
West Bengal,Jalpaiguri,2025,76.44,5.71,14185,36565,45679
West Bengal,Jhargram,2015,44.03,7.99,23932,21848,56705
West Bengal,Jhargram,2016,75.46,4.43,1357,8777,60609
West Bengal,Jhargram,2017,73.34,5.2,29967,59781,7533
West Bengal,Jhargram,2018,68.24,14.85,37139,26277,18542
West Bengal,Jhargram,2019,53.12,9.41,20027,32716,26659
West Bengal,Jhargram,2020,42.53,3.14,35145,74643,19153
West Bengal,Jhargram,2021,57.75,2.51,1340,44817,15805
West Bengal,Jhargram,2022,45.87,13.87,1101,95361,48610
West Bengal,Jhargram,2023,41.17,12.59,40685,43334,79881
West Bengal,Jhargram,2024,52.03,11.96,26013,56612,72454
West Bengal,Jhargram,2025,58.94,4.74,26492,18157,73392
West Bengal,Kalimpong,2015,71.63,14.79,26355,22068,18591
West Bengal,Kalimpong,2016,47.92,7.12,29203,83033,73333
West Bengal,Kalimpong,2017,57.16,9.29,22749,15413,15079
West Bengal,Kalimpong,2018,59.6,5.2,19047,75646,36400
West Bengal,Kalimpong,2019,74.7,7.0,14781,12735,51863
West Bengal,Kalimpong,2020,42.51,12.84,49222,30113,60839
West Bengal,Kalimpong,2021,57.71,5.99,6916,6742,5046
West Bengal,Kalimpong,2022,63.02,5.47,13115,79904,59927
West Bengal,Kalimpong,2023,64.05,7.23,3425,70392,15811
West Bengal,Kalimpong,2024,69.87,7.21,35645,18217,3418
West Bengal,Kalimpong,2025,70.39,7.26,23178,63936,17988
West Bengal,Kolkata,2015,70.85,7.79,40614,47139,38882
West Bengal,Kolkata,2016,77.6,8.8,45037,83529,8024
West Bengal,Kolkata,2017,44.18,5.14,12505,73864,44522
West Bengal,Kolkata,2018,54.1,6.29,38357,99236,50201
West Bengal,Kolkata,2019,69.73,4.43,12488,41102,75322
West Bengal,Kolkata,2020,59.9,11.69,36476,32856,54324
West Bengal,Kolkata,2021,56.51,2.01,7075,12613,18979
West Bengal,Kolkata,2022,75.2,11.32,36775,21804,36297
West Bengal,Kolkata,2023,40.04,4.3,48659,86714,27069
West Bengal,Kolkata,2024,60.51,2.49,7013,78085,75513
West Bengal,Kolkata,2025,57.97,7.12,35368,68164,37154
West Bengal,Malda,2015,45.26,12.02,36120,31318,42118
West Bengal,Malda,2016,63.3,7.5,14102,69195,37690
West Bengal,Malda,2017,65.4,2.6,21550,47995,46058
West Bengal,Malda,2018,66.97,6.03,5103,14388,68570
West Bengal,Malda,2019,62.03,9.74,20830,90213,46968
West Bengal,Malda,2020,77.77,11.6,47015,41804,10174
West Bengal,Malda,2021,77.19,7.93,45439,75891,38795
West Bengal,Malda,2022,73.43,2.32,39495,17873,37304
West Bengal,Malda,2023,55.16,11.45,31201,12204,48532
West Bengal,Malda,2024,43.05,12.71,21354,14131,40379
West Bengal,Malda,2025,75.42,5.09,33011,74407,4965
West Bengal,Murshidabad,2015,51.3,12.25,48575,62263,14370
West Bengal,Murshidabad,2016,45.47,7.62,24262,39228,34157
West Bengal,Murshidabad,2017,47.35,6.27,24738,41013,42334
West Bengal,Murshidabad,2018,42.1,6.86,1934,85901,47360
West Bengal,Murshidabad,2019,74.88,9.97,23512,91394,19546
West Bengal,Murshidabad,2020,67.18,2.46,24709,47683,30178
West Bengal,Murshidabad,2021,59.88,4.63,19752,20397,19033
West Bengal,Murshidabad,2022,65.24,5.47,19562,39450,50612
West Bengal,Murshidabad,2023,65.93,12.87,24439,64274,64552
West Bengal,Murshidabad,2024,46.8,7.83,38617,49402,14660
West Bengal,Murshidabad,2025,45.37,6.54,22908,19347,69570
West Bengal,Nadia,2015,79.3,14.51,18542,89961,11744
West Bengal,Nadia,2016,41.42,14.48,20298,81997,26537
West Bengal,Nadia,2017,40.83,12.42,47218,51738,26301
West Bengal,Nadia,2018,72.2,2.45,43664,94340,23752
West Bengal,Nadia,2019,77.41,13.8,13806,31377,41025
West Bengal,Nadia,2020,58.49,6.76,40873,51523,20199
West Bengal,Nadia,2021,71.37,7.61,46070,67115,65350
West Bengal,Nadia,2022,57.23,10.11,48510,19150,65855
West Bengal,Nadia,2023,52.46,2.64,30018,86395,55951
West Bengal,Nadia,2024,59.0,2.42,49563,5302,68042
West Bengal,Nadia,2025,57.37,2.56,27967,79046,57149
West Bengal,North 24 Parganas,2015,56.21,3.52,33630,90693,44620
West Bengal,North 24 Parganas,2016,62.07,11.0,1799,24945,21083
West Bengal,North 24 Parganas,2017,67.11,14.89,30185,59482,26586
West Bengal,North 24 Parganas,2018,72.43,11.69,25528,37459,71958
West Bengal,North 24 Parganas,2019,64.92,3.99,42993,59445,57180
West Bengal,North 24 Parganas,2020,44.9,5.43,22388,74827,77146
West Bengal,North 24 Parganas,2021,75.11,2.88,47230,76721,54428
West Bengal,North 24 Parganas,2022,47.8,10.28,14497,15671,18892
West Bengal,North 24 Parganas,2023,74.43,12.14,29521,42458,60157
West Bengal,North 24 Parganas,2024,57.31,2.37,29601,9565,37014
West Bengal,North 24 Parganas,2025,55.02,8.88,7676,52477,55254
West Bengal,Paschim Bardhaman,2015,52.7,5.1,5120,36595,40553
West Bengal,Paschim Bardhaman,2016,48.14,7.93,49124,19770,51457
West Bengal,Paschim Bardhaman,2017,42.9,12.09,47275,21637,65129
West Bengal,Paschim Bardhaman,2018,64.04,12.05,28968,50282,22776
West Bengal,Paschim Bardhaman,2019,79.98,6.85,47969,95135,67937
West Bengal,Paschim Bardhaman,2020,56.0,6.28,20209,91469,59391
West Bengal,Paschim Bardhaman,2021,60.29,6.94,14177,36555,10550
West Bengal,Paschim Bardhaman,2022,73.48,10.2,16862,9374,34950
West Bengal,Paschim Bardhaman,2023,52.24,6.22,4376,37204,2673
West Bengal,Paschim Bardhaman,2024,52.8,7.13,28827,59763,47251
West Bengal,Paschim Bardhaman,2025,75.05,11.97,30480,13567,13365
West Bengal,Paschim Medinipur,2015,44.51,5.67,16936,63589,26752
West Bengal,Paschim Medinipur,2016,75.02,2.74,31741,84519,32457
West Bengal,Paschim Medinipur,2017,45.7,2.0,31289,55732,8416
West Bengal,Paschim Medinipur,2018,54.92,5.15,20355,86783,57777
West Bengal,Paschim Medinipur,2019,58.22,7.48,32441,61685,22639
West Bengal,Paschim Medinipur,2020,56.26,10.33,37566,89386,47753
West Bengal,Paschim Medinipur,2021,48.89,13.02,21631,23182,72281
West Bengal,Paschim Medinipur,2022,66.72,2.95,8182,65654,56102
West Bengal,Paschim Medinipur,2023,61.72,7.44,26313,72685,5322
West Bengal,Paschim Medinipur,2024,65.96,13.09,28288,46514,67514
West Bengal,Paschim Medinipur,2025,63.35,3.46,24618,39181,9576
West Bengal,Purba Bardhaman,2015,72.15,6.28,1675,13225,18731
West Bengal,Purba Bardhaman,2016,65.43,9.6,42460,61504,39518
West Bengal,Purba Bardhaman,2017,69.86,7.75,4410,50813,69561
West Bengal,Purba Bardhaman,2018,65.94,6.61,14651,11509,49785
West Bengal,Purba Bardhaman,2019,65.77,6.56,26838,89846,48777
West Bengal,Purba Bardhaman,2020,49.71,9.72,26704,40485,46653
West Bengal,Purba Bardhaman,2021,54.66,9.01,9658,68858,76438
West Bengal,Purba Bardhaman,2022,56.63,14.03,21526,75257,54927
West Bengal,Purba Bardhaman,2023,43.01,3.94,36678,26212,15823
West Bengal,Purba Bardhaman,2024,75.9,9.06,40872,45270,66845
West Bengal,Purba Bardhaman,2025,64.15,6.76,19114,98692,32015
West Bengal,Purba Medinipur,2015,68.56,8.35,8825,83319,24952
West Bengal,Purba Medinipur,2016,51.31,3.16,25023,33422,14225
West Bengal,Purba Medinipur,2017,44.84,13.98,5465,81624,5553
West Bengal,Purba Medinipur,2018,44.7,8.73,28897,6065,19774
West Bengal,Purba Medinipur,2019,60.7,5.07,24798,8220,42651
West Bengal,Purba Medinipur,2020,44.86,4.51,8976,58382,62735
