state,district,year,rainfall,groundwater_level,water_supply,irrigation_area,reservoir_capacity,water_quality,drinking_water_access
Arunachal Pradesh,Siang,2016,93.76,72.96,97.12,18.71,56.08,77.2,71.63
Tripura,South Tripura,2022,90.83,14.42,51.53,28.44,31.94,65.81,90.08
Tamil Nadu,Salem,2021,33.71,77.53,44.52,26.52,77.14,19.52,50.45
Punjab,Rupnagar,2023,78.59,74.12,28.48,72.15,59.54,56.12,33.72
Tamil Nadu,Pudukkottai,2024,15.6,83.38,60.41,35.47,62.75,85.9,22.65
Himachal Pradesh,Shimla,2019,46.28,53.38,10.85,68.84,32.12,93.72,68.28
Telangana,Adilabad,2025,53.53,30.31,68.36,93.36,82.11,55.66,53.84
Manipur,Kangpokpi,2019,93.63,15.17,65.5,10.03,58.96,18.98,84.6
Kerala,Wayanad,2019,77.14,88.76,21.02,51.34,54.36,96.85,43.61
Rajasthan,Shahpura,2023,23.11,48.72,63.88,92.85,47.84,56.63,27.57
Karnataka,Vijayapura,2024,35.81,55.48,10.52,53.9,37.86,80.98,76.77
Assam,Nalbari,2017,56.01,19.9,28.35,93.7,44.46,47.65,54.41
Nagaland,Wokha,2024,93.49,21.48,24.03,91.04,55.56,54.55,27.21
Rajasthan,Neem Ka Thana,2021,57.73,14.91,30.35,17.12,57.32,19.97,75.52
Madhya Pradesh,Raisen,2020,46.2,84.83,40.87,39.72,54.42,21.97,19.88
West Bengal,Cooch Behar,2017,93.25,59.35,92.62,20.05,66.34,54.93,35.08
Karnataka,Dakshina Kannada,2017,12.47,58.53,12.6,70.99,15.71,45.95,93.41
Meghalaya,South West Khasi Hills,2016,49.71,71.58,65.53,88.69,79.31,17.72,48.15
Meghalaya,South Garo Hills,2018,79.97,64.57,10.2,29.19,93.06,20.02,82.93
Rajasthan,Alwar,2015,44.56,69.51,85.32,77.2,15.82,35.89,89.4
Jharkhand,Khunti,2025,46.55,16.07,95.29,45.72,73.69,28.6,37.03
Madhya Pradesh,Barwani,2015,62.5,77.29,42.29,63.13,91.71,65.7,21.83
Uttar Pradesh,Kannauj,2025,54.63,99.22,99.14,32.05,10.81,13.0,40.6
Telangana,Mancherial,2019,61.38,38.62,46.94,96.19,81.06,44.67,45.11
Uttarakhand,Dehradun,2024,70.83,62.1,92.87,37.33,57.63,87.99,58.52
Andhra Pradesh,Chittoor,2021,76.9,38.09,89.45,95.4,39.11,23.89,81.01
Tamil Nadu,Tenkasi,2022,64.83,58.09,54.24,24.59,68.91,44.65,67.27
West Bengal,Malda,2015,58.37,83.48,26.28,63.98,31.8,58.14,23.53
Uttar Pradesh,Bahraich,2023,85.11,94.18,16.71,51.91,40.76,58.1,30.82
Uttar Pradesh,Bulandshahr,2021,87.29,43.48,82.62,71.35,68.72,98.13,96.0
Arunachal Pradesh,Leparada,2019,86.25,15.5,38.7,99.91,53.94,93.47,32.11
Punjab,Amritsar,2025,43.43,25.37,22.41,19.0,49.78,62.99,77.0
Punjab,Fatehgarh Sahib,2015,56.48,37.77,44.85,13.82,62.46,73.45,93.99
Maharashtra,Latur,2021,45.46,49.76,56.19,87.87,53.97,62.22,40.2
Andhra Pradesh,Parvathipuram Manyam,2020,95.41,53.51,18.5,64.4,17.16,82.12,67.85
Mizoram,Saitual,2025,28.83,50.03,68.26,90.35,24.53,72.5,94.83
Uttar Pradesh,Prayagraj,2024,87.2,60.0,71.72,23.97,73.67,64.53,96.08
Manipur,Ukhrul,2024,80.41,83.23,46.78,87.44,20.87,65.52,77.43
Chhattisgarh,Bemetara,2015,97.02,68.8,59.56,23.39,88.76,50.61,74.9
Nagaland,Wokha,2025,94.41,86.57,92.38,91.6,12.33,85.84,12.05
Haryana,Sonipat,2024,95.26,92.62,73.84,58.85,44.15,42.44,27.06
Gujarat,Ahmedabad,2023,59.53,29.41,25.07,28.22,90.41,65.36,47.32
Punjab,Faridkot,2016,53.98,29.48,27.17,71.52,50.12,28.6,17.12
Himachal Pradesh,Una,2018,56.5,81.04,74.05,58.61,74.62,13.87,98.12
Uttar Pradesh,Jhansi,2025,96.31,57.77,38.45,31.0,92.01,51.07,95.51
Karnataka,Hassan,2022,34.1,18.04,14.09,27.01,30.49,61.27,53.49
Himachal Pradesh,Lahaul & Spiti,2015,38.98,92.16,87.31,29.82,58.61,88.48,89.9
Himachal Pradesh,Solan,2020,63.84,64.96,61.49,70.28,28.09,96.26,71.33
Telangana,Nizamabad,2019,45.9,90.83,58.22,81.77,17.39,22.17,33.27
Gujarat,Surat,2020,71.65,65.72,55.53,34.68,89.66,28.19,61.6
Chhattisgarh,Kabirdham,2023,97.78,36.3,11.31,97.02,83.85,47.37,59.2
Gujarat,Kutch,2023,21.56,17.29,55.55,85.47,52.01,26.87,40.92
Goa,South Goa,2019,88.82,58.52,40.84,87.27,86.1,44.62,20.5
Uttar Pradesh,Azamgarh,2024,80.43,52.97,38.22,71.58,25.37,77.61,87.95
Arunachal Pradesh,Siang,2021,59.56,25.69,33.62,91.1,39.64,43.14,51.06
Uttar Pradesh,Etah,2024,45.7,81.88,13.76,56.99,30.44,26.49,90.83
Karnataka,Hassan,2025,27.76,77.43,15.13,48.66,27.96,94.01,71.39
Uttar Pradesh,Budaun,2025,48.81,11.77,39.12,73.59,19.8,78.48,57.79
Telangana,Siddipet,2025,58.87,58.33,44.33,13.51,43.46,58.93,51.13
Gujarat,Surat,2016,57.24,49.81,22.62,91.88,94.98,75.68,54.28
Karnataka,Ballari,2015,58.49,83.0,57.65,73.42,12.17,64.43,19.28
Odisha,Ganjam,2018,69.74,45.32,28.83,76.4,82.34,12.78,31.63
West Bengal,South 24 Parganas,2018,65.38,26.68,86.64,63.78,59.48,42.78,40.47
Tamil Nadu,Krishnagiri,2018,90.38,69.38,41.86,65.8,64.17,66.05,83.63
Madhya Pradesh,Indore,2025,85.76,36.84,60.74,30.38,17.25,37.74,67.36
Sikkim,Gangtok,2020,31.89,48.76,51.31,30.79,14.19,29.68,17.54
Maharashtra,Buldhana,2021,43.69,50.74,28.02,65.11,32.9,18.94,72.57
Rajasthan,Nagaur,2023,68.94,57.74,81.4,38.44,30.78,14.23,83.33
Karnataka,Shivamogga,2019,55.33,27.41,54.49,73.11,18.79,88.52,12.93
Maharashtra,Pune,2025,48.8,15.49,90.08,26.69,52.79,10.33,80.83
West Bengal,Bankura,2024,44.93,11.11,56.38,11.14,75.41,26.16,33.83
Tripura,Unakoti,2022,84.5,60.31,10.14,99.43,44.12,37.9,53.19
Odisha,Sambalpur,2019,17.39,82.91,70.24,69.02,26.91,12.57,42.58
Andhra Pradesh,Chittoor,2023,65.67,50.83,37.51,44.89,82.45,20.92,36.43
Uttar Pradesh,Shamli,2024,24.77,20.4,85.75,36.68,26.5,32.87,47.87
Tamil Nadu,Salem,2024,37.83,79.39,11.69,74.62,54.16,47.17,26.15
Odisha,Khordha,2016,36.74,21.58,53.75,81.97,88.39,62.24,18.54
Rajasthan,Dholpur,2021,55.6,29.83,68.12,83.09,31.1,80.98,12.26
Gujarat,Panchmahal,2025,88.94,31.39,21.41,21.63,62.2,84.07,69.45
West Bengal,Kolkata,2024,62.69,93.53,77.77,25.17,49.47,36.22,32.81
Tamil Nadu,Viluppuram,2020,34.6,89.01,97.49,10.15,54.61,82.27,69.18
Karnataka,Shivamogga,2021,32.5,18.43,68.11,38.9,28.66,50.97,77.9
Uttar Pradesh,Pratapgarh,2025,57.53,57.33,93.26,91.43,97.99,19.87,19.49
Jharkhand,Bokaro,2022,45.86,82.56,45.34,27.43,31.33,28.18,54.54
Assam,Sivasagar,2019,88.63,78.2,62.15,18.95,15.78,67.91,30.03
Goa,South Goa,2017,65.19,65.84,57.2,89.65,40.27,53.49,36.16
Maharashtra,Latur,2023,45.21,46.28,40.15,94.59,50.75,98.42,35.0
West Bengal,Purba Medinipur,2024,71.13,64.9,27.6,24.94,89.28,57.32,66.19
Maharashtra,Ratnagiri,2017,45.71,89.37,24.27,86.89,92.38,45.24,47.08
Uttar Pradesh,Baghpat,2019,83.12,24.3,71.52,70.95,42.88,50.42,30.13
Uttar Pradesh,Hathras,2019,13.59,38.49,86.62,27.9,31.89,53.56,93.77
Madhya Pradesh,Rewa,2018,39.46,61.18,38.75,42.0,17.36,83.83,27.35
Punjab,Sangrur,2019,36.14,74.4,45.36,12.47,17.27,35.36,34.16
Assam,Darrang,2017,75.18,27.38,49.48,49.13,77.22,96.3,97.89
Bihar,Katihar,2020,33.49,70.7,77.99,38.88,23.0,33.24,53.17
Bihar,Patna,2025,18.78,68.69,35.53,92.99,15.55,97.17,69.37
West Bengal,Darjeeling,2019,71.43,19.28,58.2,26.1,91.1,53.2,16.55
Madhya Pradesh,Rajgarh,2022,97.28,35.99,50.62,26.87,49.54,89.25,14.7
Andhra Pradesh,Eluru,2016,34.16,39.08,44.35,22.24,22.45,94.27,28.57
Assam,Sivasagar,2025,13.69,61.98,92.87,53.43,16.76,41.24,15.69
Himachal Pradesh,Kullu,2017,19.62,77.53,10.94,41.12,81.01,35.36,33.67
Madhya Pradesh,Umaria,2025,99.64,47.27,93.6,96.06,19.82,19.95,28.14
Arunachal Pradesh,Changlang,2023,92.22,13.51,39.6,52.38,84.7,13.38,68.56
Tamil Nadu,Tiruvannamalai,2019,37.29,16.36,62.62,95.38,19.63,72.77,33.64
Telangana,Wanaparthy,2017,93.55,47.37,82.49,85.05,28.58,75.39,33.24
Assam,Sivasagar,2022,63.07,88.23,65.45,90.71,40.4,26.94,17.77
Karnataka,Vijayapura,2015,89.48,13.32,89.15,15.08,58.76,10.07,69.89
Gujarat,Sabarkantha,2015,23.98,75.38,12.55,54.45,11.93,42.66,21.77
Karnataka,Chamarajanagar,2016,95.47,98.26,42.48,81.6,25.93,24.74,44.68
Madhya Pradesh,Umaria,2016,48.02,39.63,92.65,16.97,50.33,76.51,27.92
Rajasthan,Phalodi,2019,89.47,71.74,83.59,68.4,49.6,72.88,55.57
Assam,Dhubri,2022,19.25,20.42,51.39,42.38,72.22,90.84,67.4
Jharkhand,Khunti,2022,28.12,59.03,36.39,86.66,62.19,17.11,84.84
Maharashtra,Sindhudurg,2023,48.74,33.92,94.3,52.93,31.47,60.01,65.22
Telangana,Nagarkurnool,2015,73.29,91.79,61.6,51.16,10.01,46.81,75.4
Telangana,Mancherial,2019,47.3,36.5,32.39,73.19,48.3,30.97,30.26
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,2017,44.92,26.85,62.95,72.86,75.84,47.4,24.7
Andhra Pradesh,Palnadu,2021,15.52,13.12,22.04,86.3,69.82,60.52,23.8
Assam,Morigaon,2020,65.25,35.54,36.18,26.54,69.09,73.75,62.63
Rajasthan,Bundi,2022,66.72,25.84,27.83,20.06,99.84,83.3,10.24
Uttar Pradesh,Mathura,2022,23.59,21.25,79.76,24.19,36.06,57.18,95.35
Madhya Pradesh,Anuppur,2019,14.9,23.06,87.14,44.48,92.35,17.66,32.09
Karnataka,Chamarajanagar,2020,59.49,12.26,45.15,58.99,86.07,65.74,75.17
Bihar,Bhojpur,2021,85.56,18.0,93.27,48.43,82.25,92.3,72.48
Assam,Kokrajhar,2017,89.58,28.38,86.23,56.54,21.12,24.39,57.56
Andhra Pradesh,Prakasam,2019,81.58,36.57,35.67,84.74,48.66,49.28,42.49
Uttar Pradesh,Rampur,2018,58.94,37.52,83.69,34.68,82.26,78.29,50.64
Haryana,Yamunanagar,2023,54.54,52.25,69.0,57.02,47.97,79.31,26.36
Uttar Pradesh,Lalitpur,2017,68.66,65.19,44.3,22.01,48.53,31.18,94.68
Madhya Pradesh,Sagar,2019,83.0,21.38,60.61,48.4,85.66,10.32,76.39
Andhra Pradesh,West Godavari,2018,44.25,97.85,25.44,24.2,73.46,35.93,50.37
Gujarat,Gir Somnath,2022,22.03,46.61,87.19,55.68,21.73,46.34,89.36
Uttar Pradesh,Gorakhpur,2022,49.16,24.41,54.57,42.45,31.34,28.26,26.85
Assam,Goalpara,2020,79.13,86.22,61.05,32.64,95.2,69.42,15.04
Rajasthan,Hanumangarh,2016,36.5,69.43,21.74,94.76,56.38,69.01,28.75
Bihar,Aurangabad,2021,21.69,47.09,63.18,66.76,90.2,23.25,94.83
Bihar,Katihar,2024,41.65,56.56,31.3,45.0,22.71,42.48,62.72
Madhya Pradesh,Damoh,2017,33.27,94.89,93.86,95.71,50.99,90.92,92.61
Uttar Pradesh,Etawah,2017,71.81,78.4,12.42,15.79,87.98,52.89,41.82
Odisha,Jagatsinghpur,2025,79.98,62.85,85.42,46.43,94.58,74.06,66.0
Arunachal Pradesh,Tawang,2021,20.52,22.35,63.49,62.91,85.51,63.69,30.36
Assam,Dhemaji,2016,68.74,91.44,69.73,78.19,72.03,37.25,81.75
Manipur,Ukhrul,2021,25.35,25.42,64.37,30.74,18.93,95.44,83.28
Uttar Pradesh,Prayagraj,2018,81.22,27.26,69.16,56.35,54.91,33.36,41.02
Odisha,Kendrapara,2016,88.84,44.48,58.49,99.62,70.59,87.61,71.08
Bihar,Nawada,2019,49.71,55.1,75.56,37.39,68.99,20.34,80.68
Gujarat,Aravalli,2024,89.04,52.83,89.26,59.79,30.98,27.59,29.01
Bihar,Nalanda,2020,48.12,52.33,38.33,45.03,26.54,84.27,66.83
Maharashtra,Pune,2016,54.17,72.24,12.71,10.98,54.72,75.49,20.04
Uttar Pradesh,Lucknow,2017,72.37,55.58,54.41,25.77,10.98,98.69,98.71
Karnataka,Bagalkot,2021,68.17,53.32,50.83,78.06,47.2,23.79,74.25
Andhra Pradesh,Parvathipuram Manyam,2018,17.47,40.5,22.75,34.95,62.56,50.11,27.72
Chhattisgarh,Gaurela-Pendra-Marwahi,2023,37.89,72.97,16.19,59.55,76.52,36.78,52.07
Manipur,Pherzawl,2018,95.78,89.96,52.36,53.73,89.03,94.28,74.29
Assam,Baksa,2020,33.26,44.56,91.35,58.3,48.85,80.69,33.66
Kerala,Kasaragod,2024,78.33,91.13,25.22,56.7,59.44,29.9,77.26
Uttar Pradesh,Azamgarh,2019,49.22,66.94,63.23,55.47,34.17,16.28,27.44
Haryana,Yamunanagar,2021,14.04,79.8,20.92,70.98,52.09,36.16,43.56
Rajasthan,Anupgarh,2016,90.65,49.79,88.98,44.07,92.85,10.47,28.6
West Bengal,Paschim Medinipur,2020,32.11,38.78,41.11,21.95,10.31,99.39,62.81
Haryana,Jind,2025,63.36,19.96,56.4,57.32,15.41,41.25,70.96
Nagaland,Tseminyu,2025,25.59,98.0,56.26,64.98,20.33,48.99,62.88
Arunachal Pradesh,Lower Siang,2019,32.0,72.67,28.44,59.48,49.84,21.71,74.78
Assam,West Karbi Anglong,2020,85.32,52.57,29.28,22.57,52.87,26.8,57.39
Jharkhand,Hazaribagh,2017,30.66,86.61,26.9,71.86,28.54,45.45,88.0
Tripura,West Tripura,2021,75.02,49.47,28.86,16.73,28.51,67.42,75.43
Mizoram,Mamit,2022,30.2,41.06,26.68,75.94,88.41,30.51,24.09
Madhya Pradesh,Mandla,2021,55.83,78.6,81.14,40.56,27.58,65.97,77.8
Punjab,Amritsar,2018,48.46,33.62,41.49,92.38,53.86,62.02,81.76
Kerala,Idukki,2022,62.13,12.78,21.85,48.3,14.1,93.18,66.31
Uttarakhand,Dehradun,2023,64.2,66.54,82.66,11.59,90.77,84.7,40.76
Odisha,Koraput,2016,33.42,80.5,78.3,70.7,78.85,64.5,39.75
Odisha,Deogarh,2025,45.31,18.18,82.48,65.3,83.83,57.76,82.46
Rajasthan,Deeg,2018,12.23,69.14,84.83,20.7,48.78,71.1,40.89
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2018,80.1,35.17,38.81,47.37,79.26,59.9,25.04
Rajasthan,Beawar,2019,98.73,54.78,15.26,45.58,74.29,75.95,11.82
Karnataka,Belagavi,2020,99.67,97.17,81.53,95.88,44.79,75.59,55.95
Madhya Pradesh,Alirajpur,2016,25.77,54.77,50.39,79.1,16.77,75.78,56.84
Jharkhand,Sahebganj,2019,74.95,45.72,76.06,88.89,57.68,96.94,79.14
Rajasthan,Udaipur,2017,57.09,91.36,98.99,20.96,82.19,42.09,67.21
Gujarat,Jamnagar,2020,20.04,68.76,81.02,67.27,95.28,12.07,60.79
Assam,Charaideo,2016,49.61,68.18,22.74,43.75,25.45,58.77,92.11
Uttar Pradesh,Balrampur,2022,34.71,86.9,89.35,20.6,33.13,38.09,24.51
Telangana,Siddipet,2018,88.74,82.75,28.01,59.68,11.13,70.23,10.3
Rajasthan,Phalodi,2021,62.93,94.98,87.04,62.4,91.01,78.64,79.6
Karnataka,Mysuru,2017,15.61,27.68,41.71,17.27,34.57,42.03,44.1
Andhra Pradesh,Nandyal,2017,84.06,39.34,71.24,17.48,73.22,12.96,14.31
Uttar Pradesh,Ayodhya,2017,79.82,55.84,32.91,13.34,53.06,88.8,34.4
Bihar,Nawada,2024,62.91,30.4,46.74,26.62,84.54,56.9,63.98
Tamil Nadu,Viluppuram,2021,91.68,57.24,89.44,37.73,25.55,25.01,43.43
Karnataka,Bengaluru Urban,2024,30.63,60.67,62.2,82.41,96.96,99.37,57.46
Haryana,Panchkula,2018,93.9,51.52,65.12,27.54,66.02,43.43,42.76
Rajasthan,Kekri,2017,57.39,61.02,79.64,17.77,57.96,56.77,67.39
Chhattisgarh,Bemetara,2019,61.47,49.74,12.86,13.08,43.97,62.65,64.34
Jharkhand,Deoghar,2019,33.04,37.89,37.72,47.89,52.0,68.84,88.92
Punjab,Sri Muktsar Sahib,2021,31.83,62.87,99.14,78.8,60.45,16.71,64.57
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2016,66.04,83.27,40.08,92.85,40.34,54.04,54.1
Karnataka,Mysuru,2018,94.99,60.49,54.7,55.9,42.78,45.77,53.94
Andhra Pradesh,Anakapalli,2021,90.78,43.46,63.6,82.98,54.1,78.8,98.11
Mizoram,Kolasib,2016,20.3,28.39,64.56,11.69,30.71,31.9,28.07
Rajasthan,Barmer,2022,78.56,70.58,98.72,41.45,77.24,96.22,25.27
Uttar Pradesh,Fatehpur,2018,30.13,66.51,76.39,83.49,53.68,66.03,39.33
Chhattisgarh,Mahasamund,2019,42.27,22.53,97.76,88.25,42.92,61.04,70.08
Uttar Pradesh,Ghaziabad,2017,77.94,82.56,42.66,81.66,45.01,53.91,76.71
Assam,Hailakandi,2022,95.61,98.62,21.72,44.52,21.12,75.93,39.27
Haryana,Sonipat,2019,19.69,71.43,37.16,34.57,14.11,62.11,72.2
Karnataka,Bagalkot,2022,24.75,29.71,92.43,12.5,84.15,88.82,28.24
Telangana,Hyderabad,2023,73.29,24.53,65.02,62.82,87.49,80.27,90.03
Odisha,Cuttack,2023,58.8,34.39,49.62,92.55,92.94,60.01,59.54
Uttar Pradesh,Jalaun,2021,62.54,82.42,37.01,15.78,34.22,68.53,77.35
Jharkhand,Palamu,2020,22.83,37.41,76.86,92.05,31.07,78.93,66.95
Haryana,Ambala,2016,87.67,72.39,84.01,90.76,56.2,49.22,19.04
Uttar Pradesh,Shravasti,2021,68.49,53.14,12.24,90.75,40.87,20.04,45.0
Kerala,Malappuram,2015,49.02,99.72,19.92,37.4,46.35,96.64,74.82
Madhya Pradesh,Datia,2015,69.46,25.2,68.66,59.72,98.55,70.15,96.13
Bihar,Madhubani,2023,95.49,89.05,95.07,70.28,44.83,22.9,99.86
Karnataka,Raichur,2022,91.22,82.13,42.16,80.51,31.64,43.95,21.86
Punjab,Mansa,2022,32.12,69.25,72.31,97.53,88.66,95.91,15.61
Uttar Pradesh,Bahraich,2025,96.17,74.47,74.04,19.58,97.56,18.5,42.43
Madhya Pradesh,Damoh,2017,56.64,33.54,53.57,98.43,30.7,12.77,28.19
Uttar Pradesh,Amethi,2021,35.45,10.02,14.8,77.82,60.15,41.14,45.57
Uttar Pradesh,Ghazipur,2018,67.81,43.22,12.22,55.58,92.12,71.91,80.19
Karnataka,Shivamogga,2023,57.55,13.47,39.01,73.71,91.77,53.27,13.73
Punjab,Pathankot,2024,17.75,55.46,13.71,93.15,87.52,13.71,45.16
Madhya Pradesh,Singrauli,2016,47.89,27.95,19.79,65.95,65.09,72.67,27.29
Jharkhand,Pakur,2020,75.76,98.17,47.46,52.66,73.14,19.46,96.29
Manipur,Kamjong,2018,88.45,68.28,94.91,50.18,71.95,23.74,34.31
Andhra Pradesh,Eluru,2024,15.19,38.67,21.56,14.11,38.89,76.5,59.62
Assam,Sivasagar,2015,75.17,49.9,46.56,64.79,84.33,26.61,67.43
Jharkhand,Dhanbad,2020,67.06,19.85,74.62,69.44,98.63,44.01,24.01
Haryana,Faridabad,2019,27.04,59.38,35.29,88.6,35.68,62.2,48.84
Andhra Pradesh,Sri Sathya Sai,2015,36.87,65.86,35.28,94.24,90.33,92.65,29.91
Punjab,Faridkot,2015,56.64,11.37,38.02,70.72,74.71,54.85,64.54
Sikkim,Mangan,2018,47.29,26.85,69.97,19.25,86.79,92.91,36.57
Gujarat,Anand,2016,60.15,86.1,68.79,59.5,21.17,45.03,40.62
Telangana,Hyderabad,2023,93.65,60.75,48.5,51.74,95.04,64.4,99.84
Madhya Pradesh,Mandsaur,2024,16.36,22.83,63.6,59.0,50.7,41.52,63.21
Karnataka,Shivamogga,2016,82.62,91.3,27.56,42.86,57.05,89.88,25.99
Punjab,Gurdaspur,2019,46.79,41.6,55.01,74.17,81.31,21.93,40.27
Nagaland,Zunheboto,2021,19.15,30.64,37.24,64.12,41.51,14.64,14.85
Nagaland,Tseminyu,2017,95.18,90.07,66.78,53.51,72.28,87.11,77.55
Assam,Hailakandi,2021,73.56,23.82,94.9,71.79,21.05,67.02,25.29
Jharkhand,Lohardaga,2024,70.51,58.29,15.6,92.86,54.51,63.95,37.36
Odisha,Rayagada,2024,89.46,81.38,84.29,52.87,31.31,94.39,70.59
Jharkhand,Lohardaga,2022,69.52,85.8,25.02,22.54,13.85,30.98,82.81
Uttar Pradesh,Kasganj,2020,55.88,81.48,74.45,53.92,16.83,36.25,16.52
Uttarakhand,Pauri Garhwal,2023,72.03,96.81,77.63,66.47,54.16,66.6,65.91
Gujarat,Mehsana,2021,51.49,59.44,58.35,72.08,24.84,97.71,36.66
Maharashtra,Amravati,2025,55.37,71.59,12.78,28.51,48.56,36.3,56.75
Maharashtra,Parbhani,2023,13.77,11.87,22.9,47.54,83.12,79.35,63.34
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2021,84.84,18.64,85.11,85.24,88.24,48.88,86.71
Assam,Dibrugarh,2023,34.34,24.13,60.15,38.4,95.5,83.45,23.28
Rajasthan,Kota,2019,89.77,97.01,15.36,28.19,51.47,61.5,22.4
Bihar,Katihar,2021,64.69,35.54,15.35,14.68,78.49,91.93,22.52
Chhattisgarh,Mahasamund,2015,66.64,12.09,56.16,75.52,58.03,87.58,71.56
Bihar,Bhojpur,2015,92.84,43.84,69.16,37.7,91.91,64.86,90.47
Kerala,Kasaragod,2018,92.36,50.13,41.7,71.09,28.14,11.12,60.55
Madhya Pradesh,Tikamgarh,2019,36.68,54.58,55.59,36.32,91.99,56.5,82.39
Uttar Pradesh,Ghaziabad,2019,84.15,44.38,64.19,23.69,74.57,63.84,37.34
Uttar Pradesh,Sant Kabir Nagar,2016,97.42,18.57,74.53,30.06,94.55,17.43,35.66
Assam,Nalbari,2023,27.56,37.7,60.41,85.35,75.64,66.82,92.12
Karnataka,Bagalkot,2022,28.37,76.85,83.26,31.27,54.59,41.23,79.27
Gujarat,Kheda,2025,28.07,70.63,33.46,79.06,60.9,12.28,55.45
Telangana,Khammam,2019,72.63,43.45,76.18,84.89,48.16,79.44,34.34
Jharkhand,Garhwa,2024,28.07,81.37,49.85,37.36,17.86,34.64,42.48
Uttar Pradesh,Mirzapur,2016,84.14,99.06,93.09,16.9,13.71,21.94,86.14
Tamil Nadu,Kallakurichi,2023,66.23,15.83,35.62,14.22,11.39,82.16,41.21
Jharkhand,Garhwa,2023,35.64,10.44,42.73,89.14,93.92,64.53,48.48
Rajasthan,Salumbar,2017,82.57,91.73,14.19,66.66,65.66,21.46,23.47
Karnataka,Chikkaballapur,2019,86.63,12.28,24.16,99.41,80.43,54.9,48.29
Assam,Goalpara,2015,25.16,20.87,79.79,18.65,18.38,10.95,12.1
Telangana,Vikarabad,2025,50.71,50.95,59.63,75.71,19.32,50.33,31.81
West Bengal,Purba Medinipur,2025,93.13,61.54,77.01,47.59,51.94,42.06,48.17
Tamil Nadu,Kallakurichi,2015,30.54,86.24,97.19,30.25,64.36,11.14,34.65
Manipur,Thoubal,2024,33.49,12.29,92.74,72.16,31.02,51.79,35.73
Andhra Pradesh,Kakinada,2016,16.68,77.78,50.09,26.65,30.62,80.34,80.09
Uttar Pradesh,Azamgarh,2017,24.41,74.44,81.18,26.29,92.46,48.88,92.88
Maharashtra,Jalna,2024,69.87,32.63,12.69,27.24,62.54,58.08,78.63
Punjab,Fatehgarh Sahib,2017,61.07,96.59,98.1,60.68,31.38,26.99,42.09
Karnataka,Chikkamagaluru,2021,74.9,45.32,35.41,26.73,60.04,27.67,87.22
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2016,91.81,97.7,27.06,16.54,75.0,88.65,61.21
Tamil Nadu,Kanchipuram,2017,81.51,76.05,95.33,34.62,82.38,12.23,83.74
Telangana,Narayanpet,2016,23.92,84.32,46.94,39.45,11.05,44.39,61.59
Uttar Pradesh,Bareilly,2015,13.81,27.86,83.17,83.55,49.53,64.21,18.05
Rajasthan,Ajmer,2024,34.82,65.28,15.06,50.22,86.47,34.57,73.71
Uttar Pradesh,Kanpur Dehat,2019,99.93,33.93,97.36,14.7,17.36,45.58,97.92
Madhya Pradesh,Indore,2015,18.32,38.73,31.37,74.9,18.01,25.89,94.9
Rajasthan,Jaisalmer,2022,25.25,29.85,43.95,62.26,57.18,99.35,50.27
Chhattisgarh,Kabirdham,2018,24.35,54.91,39.13,40.52,54.22,30.18,21.47
Madhya Pradesh,Dewas,2016,19.37,62.98,63.24,78.54,95.06,70.25,62.16
Punjab,Moga,2022,39.5,86.03,75.53,96.37,44.03,44.69,89.15
Madhya Pradesh,Sidhi,2025,28.25,81.81,13.9,30.37,91.09,40.91,39.75
Uttar Pradesh,Farrukhabad,2016,90.48,90.93,70.78,59.9,86.31,81.26,82.34
Madhya Pradesh,Barwani,2021,72.67,77.71,34.53,80.04,53.96,77.71,74.05
Nagaland,Shamator,2017,96.52,61.82,90.29,84.51,99.96,74.48,85.62
Assam,Darrang,2017,43.75,11.31,34.91,34.91,14.73,16.05,75.12
Mizoram,Saiha,2025,75.83,94.65,37.19,40.5,34.87,70.47,50.16
Tamil Nadu,Thiruvallur,2023,46.57,59.56,88.88,71.49,49.72,94.2,46.5
Arunachal Pradesh,Pakke-Kessang,2016,72.82,58.42,90.07,17.44,86.66,98.83,80.07
Uttar Pradesh,Kushinagar,2024,58.66,58.85,35.07,24.26,12.89,21.67,29.15
Jharkhand,East Singhbhum,2017,44.68,49.53,43.2,66.98,92.13,48.19,55.99
Bihar,Supaul,2023,59.46,14.86,22.77,55.94,40.28,34.25,19.2
Bihar,Darbhanga,2021,27.55,33.75,99.28,39.33,21.46,30.66,96.03
Chhattisgarh,Sukma,2024,97.3,46.6,79.98,56.17,94.18,68.09,62.73
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,2019,18.14,23.07,20.34,58.58,25.45,19.55,49.59
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2022,12.86,38.14,33.24,23.06,23.23,42.96,71.61
Mizoram,Saiha,2019,26.49,23.12,95.89,82.6,16.37,56.23,15.02
Rajasthan,Tonk,2022,47.26,57.43,92.57,32.98,94.63,56.06,47.64
Gujarat,Aravalli,2023,39.36,60.6,52.65,58.81,31.68,99.54,62.61
Meghalaya,Ri Bhoi,2020,87.74,71.59,33.51,48.82,11.6,37.73,63.86
