state,district,year,hospital_beds,doctors,nurses,health_index,life_expectancy,vaccination_rate,disease_cases
Uttar Pradesh,Bhadohi,2016,46.93,27.63,59.88,16.8,15.98,29.09,15.95
Manipur,Kamjong,2019,32.08,83.41,59.69,63.68,74.82,65.14,60.56
Nagaland,Kiphire,2021,88.51,78.88,61.33,23.93,68.16,72.85,34.19
Telangana,Wanaparthy,2021,79.82,27.55,24.18,20.93,39.5,54.77,87.59
Assam,Nagaon,2017,37.41,19.92,71.84,52.32,42.1,22.57,52.94
Maharashtra,Beed,2019,60.44,83.1,34.12,19.67,47.69,83.69,21.21
Jharkhand,Bokaro,2016,68.39,32.79,17.28,59.08,57.81,57.69,91.1
Bihar,West Champaran,2025,21.15,70.57,39.87,62.32,10.89,93.17,43.78
Andhra Pradesh,Anakapalli,2019,52.51,25.49,33.41,95.92,32.25,85.97,60.6
Uttar Pradesh,Maharajganj,2019,33.89,46.43,27.88,92.14,71.03,11.93,18.88
Uttar Pradesh,Auraiya,2019,83.97,51.0,10.5,59.63,82.62,65.56,56.33
Uttar Pradesh,Moradabad,2021,27.88,65.97,74.93,29.34,99.62,58.83,34.13
Arunachal Pradesh,Pakke-Kessang,2025,40.76,90.9,46.39,24.39,62.2,49.53,37.91
Punjab,Jalandhar,2021,32.09,43.1,59.3,93.55,16.48,41.36,80.47
Bihar,Khagaria,2016,39.91,26.29,98.43,97.42,90.46,69.17,14.98
Bihar,Rohtas,2019,45.87,11.13,60.97,27.7,75.81,15.77,24.03
Himachal Pradesh,Mandi,2024,21.47,45.7,26.88,66.23,95.9,99.7,47.25
Tripura,North Tripura,2018,41.49,29.69,80.9,13.3,66.84,63.4,54.74
Telangana,Nagarkurnool,2019,68.3,36.13,95.17,18.37,23.86,93.72,91.73
Tripura,Sepahijala,2018,18.2,35.02,66.14,77.32,99.4,75.0,83.38
Jharkhand,Dhanbad,2020,81.26,47.52,92.11,71.56,87.58,13.65,61.17
Bihar,Nalanda,2016,11.9,44.19,82.44,18.11,78.95,21.08,61.34
Telangana,Mahabubabad,2022,79.72,77.9,59.55,20.56,44.95,83.4,83.57
Bihar,Sheohar,2023,16.66,96.12,67.38,47.26,85.6,69.42,39.71
Kerala,Thrissur,2024,26.09,58.5,89.6,91.6,57.86,77.11,25.92
Telangana,Jagtial,2021,48.79,29.13,94.96,90.43,80.77,45.4,95.19
Uttar Pradesh,Farrukhabad,2019,41.72,52.79,74.38,90.51,90.36,18.97,94.88
West Bengal,North 24 Parganas,2022,71.22,97.48,39.27,43.66,47.14,35.25,76.64
Gujarat,Patan,2018,74.2,42.0,98.64,72.49,27.95,31.17,34.21
Arunachal Pradesh,Namsai,2025,27.83,88.75,53.06,40.29,61.1,97.53,34.14
Uttar Pradesh,Farrukhabad,2017,73.49,12.85,28.67,37.17,83.93,77.93,73.52
Telangana,Bhadradri Kothagudem,2023,98.6,66.33,76.08,19.16,43.14,74.68,67.72
Andhra Pradesh,Bapatla,2020,34.45,39.92,52.88,45.5,15.22,68.62,81.37
Andhra Pradesh,Parvathipuram Manyam,2018,66.09,12.41,95.89,49.85,60.95,43.62,44.31
Odisha,Balasore,2021,27.56,89.57,33.77,50.49,71.41,38.01,66.74
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2021,76.0,29.89,98.72,71.9,33.77,57.15,93.38
Telangana,Peddapalli,2023,13.71,34.84,87.19,95.77,98.06,72.54,28.08
Madhya Pradesh,Panna,2024,20.51,73.71,94.43,89.33,12.86,50.86,53.52
Tamil Nadu,Dindigul,2025,35.94,82.1,90.94,57.54,42.99,15.41,86.6
Rajasthan,Rajsamand,2015,47.87,85.73,64.93,94.66,71.47,40.06,18.93
Gujarat,Kheda,2024,31.18,67.15,28.73,70.28,34.94,51.23,22.32
Uttar Pradesh,Siddharthnagar,2020,13.14,73.39,95.2,22.55,66.09,87.96,36.12
Assam,Karbi Anglong,2016,68.75,94.81,52.11,14.85,24.38,39.88,72.09
Rajasthan,Hanumangarh,2025,83.08,26.77,20.04,78.21,73.27,46.17,63.82
Punjab,Jalandhar,2016,77.16,68.85,56.87,79.72,39.93,30.13,36.91
Gujarat,Anand,2021,67.62,27.81,60.99,75.92,74.01,82.28,35.85
Madhya Pradesh,Balaghat,2019,12.95,39.66,19.76,25.47,84.21,26.86,76.57
Haryana,Rohtak,2024,62.04,88.77,55.51,68.0,24.38,66.88,28.97
Uttar Pradesh,Deoria,2015,76.28,83.91,84.32,99.87,29.21,90.15,59.17
Rajasthan,Barmer,2025,21.73,26.68,43.62,23.59,36.35,40.46,43.15
Nagaland,Mon,2021,65.62,73.4,14.35,33.95,57.97,60.8,29.59
Karnataka,Chitradurga,2023,41.4,13.65,51.7,18.98,85.63,63.21,10.1
Tripura,South Tripura,2025,79.99,77.8,22.24,61.18,81.55,25.03,21.67
Karnataka,Dharwad,2022,19.79,94.61,71.07,83.3,96.98,97.13,70.61
Madhya Pradesh,Dindori,2022,68.99,95.65,56.86,63.7,28.1,36.39,88.26
Bihar,Sheohar,2016,89.81,18.03,31.81,18.42,15.71,24.1,97.13
Karnataka,Hassan,2021,41.83,39.54,62.72,34.32,58.8,81.62,61.88
Bihar,Muzaffarpur,2021,15.72,69.27,37.27,13.23,52.42,15.88,46.25
Bihar,Vaishali,2023,15.82,14.8,44.02,24.07,61.4,29.22,85.67
Punjab,Pathankot,2019,78.07,22.84,89.69,28.33,99.49,41.9,54.14
Bihar,Sheohar,2024,54.63,44.81,94.12,70.25,47.09,37.53,54.04
Bihar,Buxar,2023,98.39,97.8,34.25,71.01,62.18,87.64,84.82
Tamil Nadu,Dharmapuri,2023,32.21,62.8,42.05,92.76,84.72,11.83,44.27
Gujarat,Jamnagar,2021,66.94,60.61,84.97,56.92,87.0,54.17,67.78
Uttar Pradesh,Ambedkar Nagar,2015,38.57,91.85,95.76,29.46,96.74,51.41,17.54
Madhya Pradesh,Jhabua,2025,31.37,85.35,99.82,22.38,51.95,42.36,44.31
Jharkhand,Deoghar,2019,31.76,80.13,66.39,69.4,92.1,84.35,34.53
Karnataka,Vijayanagara,2020,28.29,40.43,22.72,51.42,15.09,97.27,20.02
Arunachal Pradesh,Leparada,2025,36.24,26.92,41.45,98.64,40.2,81.32,44.67
Gujarat,Gir Somnath,2018,40.83,91.13,47.44,59.42,53.69,97.52,77.74
Bihar,Saharsa,2025,42.68,20.79,53.72,31.98,43.07,16.05,46.13
Chhattisgarh,Kanker,2021,19.26,55.78,90.04,84.28,54.35,68.63,85.41
Madhya Pradesh,Mandla,2015,57.26,95.06,56.9,70.66,47.45,67.02,97.1
Punjab,Barnala,2016,68.21,65.68,52.66,40.81,13.76,23.16,10.49
Maharashtra,Nanded,2024,47.34,12.02,50.25,82.79,60.65,63.18,39.35
Punjab,Amritsar,2019,26.39,79.85,88.5,96.36,95.62,66.08,62.21
Tamil Nadu,Sivaganga,2021,43.16,40.82,94.43,23.06,16.73,20.58,19.19
Arunachal Pradesh,Kurung Kumey,2023,20.24,38.94,90.05,10.77,88.35,51.72,16.22
Uttar Pradesh,Jaunpur,2015,17.88,68.39,65.35,62.95,10.03,61.63,94.4
Bihar,Khagaria,2023,80.53,46.59,94.04,81.44,22.13,73.63,88.45
Mizoram,Saitual,2017,41.26,12.13,67.44,43.7,83.17,33.33,78.63
Mizoram,Serchhip,2024,69.97,58.93,13.57,86.59,95.29,70.03,23.44
Chhattisgarh,Mahasamund,2019,64.76,13.6,48.3,67.3,26.43,29.2,22.23
Madhya Pradesh,Neemuch,2022,53.64,97.18,65.81,16.8,96.93,95.83,83.1
Telangana,Suryapet,2020,80.81,60.32,88.8,72.12,51.45,23.41,71.96
Madhya Pradesh,Burhanpur,2015,17.05,42.53,67.32,54.87,56.6,11.72,49.87
Andhra Pradesh,Chittoor,2023,54.19,20.2,60.02,79.97,76.31,90.73,48.47
West Bengal,Purulia,2023,98.67,87.43,63.49,59.08,17.87,92.28,11.52
Arunachal Pradesh,Tirap,2024,57.81,97.86,25.82,99.96,20.5,89.17,27.93
Manipur,Imphal West,2025,92.63,72.15,28.2,57.1,80.06,27.58,10.07
Gujarat,Panchmahal,2022,13.98,64.42,61.81,59.97,42.76,81.52,33.34
Maharashtra,Sangli,2022,70.18,73.34,30.94,94.51,57.39,33.16,40.58
Punjab,Malerkotla,2022,69.92,60.23,46.0,31.07,45.04,43.1,27.26
Madhya Pradesh,Agar Malwa,2017,36.94,44.43,85.86,79.26,86.13,57.86,35.55
Chhattisgarh,Janjgir-Champa,2019,78.2,55.89,99.53,99.09,10.28,88.13,35.69
Telangana,Sangareddy,2021,68.95,42.4,53.05,98.79,15.66,79.81,13.66
Tamil Nadu,Vellore,2018,43.54,31.3,62.84,38.32,21.57,83.64,16.73
Rajasthan,Dholpur,2023,64.38,16.06,91.07,84.21,80.07,56.05,54.11
Bihar,Sheohar,2018,20.38,93.67,58.81,15.12,37.65,47.82,14.09
Arunachal Pradesh,Kurung Kumey,2015,62.22,39.42,47.79,28.5,17.28,13.9,45.71
Jharkhand,Jamtara,2018,80.19,35.55,15.63,50.82,87.16,87.05,47.78
Jharkhand,East Singhbhum,2016,21.12,20.18,72.95,96.01,83.34,67.66,61.27
Maharashtra,Thane,2016,20.02,49.73,42.53,98.14,25.6,14.85,11.67
Arunachal Pradesh,Changlang,2022,28.15,73.3,36.87,28.47,26.4,37.38,64.63
Madhya Pradesh,Jhabua,2015,95.29,52.93,14.9,54.52,25.94,89.92,78.81
Bihar,Muzaffarpur,2020,41.09,92.48,70.76,79.58,25.21,14.69,20.4
Andhra Pradesh,Annamayya,2016,26.47,43.03,12.7,79.83,40.8,46.13,40.88
Gujarat,Sabarkantha,2024,84.28,69.74,56.78,89.09,50.35,98.09,94.61
Jharkhand,Khunti,2019,85.71,54.93,57.98,77.33,87.58,88.86,25.25
Maharashtra,Jalna,2015,99.56,14.73,24.47,47.58,73.52,99.84,20.64
Uttar Pradesh,Shamli,2019,36.14,37.5,84.36,10.73,96.16,45.03,27.45
Bihar,Jamui,2024,33.86,27.47,67.8,75.77,22.66,42.13,37.38
Mizoram,Hnahthial,2018,59.14,77.03,65.21,37.27,69.47,88.76,18.4
Telangana,Hanamkonda,2022,48.23,81.75,24.0,68.57,51.74,36.95,91.12
Chhattisgarh,Janjgir-Champa,2017,72.22,63.39,69.2,97.06,50.11,55.42,60.71
Odisha,Kendrapara,2021,95.31,43.94,97.12,46.1,20.82,13.45,74.98
Bihar,Muzaffarpur,2025,14.61,50.9,33.19,39.45,49.3,76.12,41.65
Madhya Pradesh,Ashoknagar,2015,51.61,44.44,88.2,61.65,82.04,24.15,46.27
Chhattisgarh,Mahasamund,2020,97.99,44.47,67.17,91.92,43.3,20.98,95.67
Karnataka,Chikkamagaluru,2022,69.74,67.24,51.63,15.33,22.36,27.17,40.79
Madhya Pradesh,Vidisha,2022,51.74,33.89,13.66,72.72,66.03,63.05,35.04
Madhya Pradesh,Sehore,2015,56.17,64.67,91.86,16.03,23.95,16.39,10.37
Andhra Pradesh,YSR Kadapa,2022,54.41,21.5,22.07,94.3,77.15,66.73,56.77
Kerala,Kasaragod,2022,64.63,26.28,96.69,86.81,49.98,16.04,85.67
Chhattisgarh,Janjgir-Champa,2015,25.33,15.15,67.48,37.51,68.29,19.88,10.77
Andhra Pradesh,West Godavari,2024,14.77,91.48,20.38,46.51,94.07,37.6,30.46
Haryana,Bhiwani,2021,95.52,86.62,40.77,88.94,69.99,47.75,80.68
Madhya Pradesh,Morena,2019,64.78,31.08,57.38,57.04,56.71,20.95,41.17
Arunachal Pradesh,Pakke-Kessang,2016,88.3,30.66,91.74,11.03,22.79,91.01,35.72
Madhya Pradesh,Ujjain,2015,40.47,14.75,72.1,36.3,24.4,55.89,55.98
Andhra Pradesh,East Godavari,2025,19.6,57.38,96.8,40.81,88.12,17.22,29.13
Bihar,Vaishali,2018,36.58,96.4,90.72,47.32,12.22,27.79,42.63
Assam,Dima Hasao,2015,58.59,58.16,87.69,59.99,40.16,46.5,89.19
Gujarat,Rajkot,2016,71.58,51.61,88.89,53.65,77.58,47.75,76.91
Sikkim,Mangan,2022,26.64,75.68,36.15,60.83,11.48,33.45,96.16
Jharkhand,Godda,2023,77.73,52.94,94.42,19.33,40.54,52.2,64.2
Rajasthan,Jalore,2017,90.76,37.95,31.22,62.04,36.16,41.98,48.74
Uttar Pradesh,Jhansi,2025,79.96,42.16,62.56,72.88,85.83,84.08,35.08
Karnataka,Chikkamagaluru,2016,71.26,94.2,77.14,36.55,29.85,30.66,93.29
Madhya Pradesh,Raisen,2024,88.37,58.0,41.95,30.35,43.85,92.47,59.14
Assam,Morigaon,2016,30.35,11.19,70.14,45.11,91.6,83.28,29.63
Uttar Pradesh,Auraiya,2025,27.94,52.61,22.93,62.92,79.07,88.32,69.55
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2025,17.0,88.98,90.14,11.68,47.03,60.1,55.13
Gujarat,Dahod,2020,36.56,98.02,63.75,57.94,87.12,20.68,60.01
Maharashtra,Satara,2020,98.65,63.0,36.84,66.21,66.09,23.32,54.35
Rajasthan,Sri Ganganagar,2020,75.84,30.53,82.43,80.03,10.5,63.52,67.15
Gujarat,Panchmahal,2023,12.4,13.94,34.74,64.89,87.87,39.79,19.15
Meghalaya,East Khasi Hills,2023,18.43,34.94,12.92,23.57,18.63,38.33,32.95
Telangana,Mahabubabad,2015,27.83,74.59,53.17,27.44,41.93,48.63,31.23
Rajasthan,Banswara,2022,44.99,15.04,15.23,69.05,66.21,57.65,41.5
Odisha,Jagatsinghpur,2018,62.37,61.54,82.28,50.77,78.77,54.96,68.15
Tamil Nadu,Tiruchirappalli,2019,95.15,58.52,27.7,86.22,19.27,71.62,56.02
Telangana,Siddipet,2016,11.38,37.43,56.41,88.43,16.47,65.54,30.37
Gujarat,Bharuch,2024,45.06,50.99,86.79,94.68,80.73,92.91,58.23
Arunachal Pradesh,Kamle,2021,23.58,98.14,94.07,82.27,17.73,78.37,22.85
Chhattisgarh,Bijapur,2015,57.97,63.32,53.43,26.11,20.58,67.99,93.34
Bihar,Muzaffarpur,2020,66.97,75.59,77.56,28.25,32.52,69.32,46.18
Uttarakhand,Pauri Garhwal,2015,35.01,13.17,53.71,55.51,12.06,88.09,44.53
Odisha,Nayagarh,2021,50.61,16.17,75.28,81.12,39.83,44.49,45.26
Rajasthan,Churu,2017,96.74,24.04,73.14,24.87,80.24,78.45,98.57
Andhra Pradesh,Bapatla,2023,16.46,18.15,20.05,28.23,47.91,46.14,91.37
Tamil Nadu,Karur,2025,43.75,30.41,40.43,67.14,46.98,19.63,98.48
West Bengal,Dakshin Dinajpur,2021,31.62,14.1,74.76,33.47,58.7,24.49,16.7
Odisha,Bargarh,2019,28.96,23.46,89.46,39.21,24.74,98.58,95.59
Gujarat,Kheda,2024,87.61,51.25,50.43,15.44,40.38,88.96,25.62
Uttar Pradesh,Hapur,2020,56.9,99.7,51.36,11.08,14.27,88.45,88.51
Tamil Nadu,Chennai,2020,43.25,34.11,43.8,78.28,88.57,47.24,52.86
Tamil Nadu,Ariyalur,2018,19.36,87.87,70.74,45.73,75.53,31.76,37.59
Bihar,East Champaran,2016,82.47,80.93,18.04,60.26,91.73,70.26,92.17
West Bengal,Bankura,2025,25.66,98.57,43.08,37.95,42.17,64.58,20.68
Gujarat,Patan,2017,90.81,28.87,47.96,59.43,42.5,14.33,24.94
Uttar Pradesh,Mainpuri,2023,40.31,43.64,33.64,12.67,60.67,77.45,75.29
Assam,Dima Hasao,2017,37.67,15.54,65.59,69.33,79.71,11.15,18.34
Nagaland,Zunheboto,2016,95.8,38.1,25.88,56.08,98.02,34.5,62.05
Maharashtra,Nanded,2021,94.72,24.64,27.62,95.5,35.42,98.16,15.38
Arunachal Pradesh,Namsai,2021,62.22,12.87,55.87,60.55,90.81,80.25,58.25
Haryana,Sirsa,2024,89.86,53.24,29.43,71.52,38.07,97.25,53.67
Uttar Pradesh,Ayodhya,2020,41.62,94.17,28.15,14.13,41.84,41.78,79.25
Assam,Kokrajhar,2022,63.28,58.23,95.85,13.25,40.72,16.81,47.57
Rajasthan,Nagaur,2015,32.31,10.52,35.64,31.88,90.63,81.2,66.13
Himachal Pradesh,Mandi,2020,86.37,95.82,97.59,24.61,56.8,78.79,21.63
Uttar Pradesh,Kanpur Nagar,2016,24.65,65.02,72.31,82.83,31.67,42.29,37.87
Chhattisgarh,Bemetara,2018,73.48,19.02,22.4,64.1,31.91,21.44,66.31
Uttarakhand,Uttarkashi,2024,48.72,40.35,20.78,23.52,29.11,12.56,35.08
Haryana,Palwal,2025,65.13,83.9,24.81,42.88,13.29,82.18,59.19
Madhya Pradesh,Rajgarh,2015,48.08,85.25,80.03,97.36,19.08,19.5,59.98
Karnataka,Bidar,2015,31.92,21.97,60.09,10.37,95.34,20.86,12.68
Punjab,Tarn Taran,2018,24.42,39.4,45.12,14.3,73.22,99.3,49.21
Madhya Pradesh,Bhind,2015,16.83,93.9,87.64,61.23,27.99,18.69,48.07
Jharkhand,East Singhbhum,2015,50.43,80.83,91.94,89.39,98.02,97.0,98.1
Mizoram,Kolasib,2018,11.98,27.33,18.77,15.16,38.12,81.03,74.68
Gujarat,Dang,2016,17.75,92.05,39.55,76.48,84.43,67.19,97.59
Gujarat,Narmada,2019,93.06,57.89,79.12,28.23,57.0,11.61,88.47
Jharkhand,Dhanbad,2020,90.91,39.57,70.85,31.54,97.34,38.95,90.06
Jharkhand,Palamu,2019,18.03,46.06,49.16,96.24,18.59,99.94,50.71
Telangana,Jagtial,2021,24.91,49.43,52.68,25.43,90.69,26.41,78.06
Sikkim,Gangtok,2021,13.05,92.4,60.79,11.39,25.35,56.26,84.57
Bihar,Katihar,2017,55.6,72.21,35.89,74.73,30.48,91.9,38.64
Uttarakhand,Uttarkashi,2020,50.19,43.36,24.24,26.28,12.09,93.11,39.24
Chhattisgarh,Durg,2024,81.35,51.99,47.1,98.75,83.04,36.18,48.43
Arunachal Pradesh,Papum Pare,2019,81.07,45.33,37.37,96.2,52.37,29.19,46.06
Sikkim,Pakyong,2020,49.29,25.37,80.66,72.02,90.74,36.28,51.83
Assam,Darrang,2017,71.5,88.88,60.94,82.84,49.53,93.57,46.63
Bihar,Katihar,2019,54.09,10.03,84.38,72.47,72.75,90.56,93.92
Madhya Pradesh,Khandwa,2016,40.32,51.86,29.52,19.65,69.02,42.7,56.83
Gujarat,Surendranagar,2019,25.03,99.38,33.56,61.16,87.01,37.56,83.15
Punjab,Mansa,2017,24.35,63.44,34.37,34.6,57.27,19.68,15.1
Himachal Pradesh,Kangra,2022,40.0,54.92,71.65,22.13,58.0,55.87,12.83
Nagaland,Kohima,2025,78.38,92.64,26.66,10.53,97.85,47.01,12.27
Uttarakhand,Nainital,2016,79.47,58.74,38.29,62.83,20.01,98.45,36.67
Maharashtra,Thane,2021,20.86,90.97,76.87,34.91,98.7,23.89,17.07
Haryana,Kurukshetra,2025,92.34,50.64,21.53,95.18,26.25,44.56,26.9
Chhattisgarh,Durg,2023,73.49,58.31,44.19,69.71,33.55,56.88,44.26
Rajasthan,Chittorgarh,2019,63.88,91.83,15.27,10.15,73.97,42.6,14.66
Tamil Nadu,Tiruchirappalli,2019,87.93,60.58,11.52,44.2,45.2,48.17,82.08
Odisha,Ganjam,2015,88.02,40.57,13.56,35.87,75.34,26.59,47.78
Uttar Pradesh,Azamgarh,2016,20.27,74.88,27.41,29.99,83.97,44.34,92.35
Assam,Dhemaji,2025,38.01,62.39,36.45,22.29,34.35,85.4,21.21
Odisha,Bhadrak,2020,52.65,74.91,73.57,94.82,26.75,80.06,70.73
Punjab,Tarn Taran,2025,83.21,22.73,95.93,89.07,74.31,19.45,62.63
Telangana,Siddipet,2016,72.17,10.4,76.7,90.15,82.82,12.15,57.54
West Bengal,Purulia,2024,94.11,81.97,62.57,22.84,57.07,96.65,99.73
Madhya Pradesh,Shajapur,2015,16.02,54.03,95.9,65.89,83.88,33.54,54.89
Rajasthan,Kekri,2021,16.6,31.59,54.41,67.16,40.85,69.84,16.71
Tamil Nadu,Nagapattinam,2015,71.06,12.57,42.46,95.94,20.42,79.82,27.1
Maharashtra,Thane,2025,84.02,25.08,32.54,89.04,99.84,80.39,29.37
Gujarat,Dahod,2019,80.36,17.0,18.16,33.12,53.52,84.9,40.65
Rajasthan,Dausa,2020,57.41,12.8,49.71,92.68,60.39,75.3,71.96
Gujarat,Jamnagar,2018,30.53,73.0,44.68,29.81,98.67,58.2,88.19
Maharashtra,Mumbai Suburban,2022,15.18,11.78,42.05,43.93,15.84,48.12,90.43
Madhya Pradesh,Betul,2024,64.21,83.98,90.29,37.75,18.29,22.57,46.76
Rajasthan,Khairthal-Tijara,2019,37.18,91.57,67.07,32.19,57.73,76.9,34.65
Chhattisgarh,Raigarh,2024,47.4,24.49,44.48,38.93,87.69,45.52,32.28
Punjab,Kapurthala,2015,86.11,73.71,75.99,82.41,79.58,14.9,18.62
Odisha,Sambalpur,2017,27.56,11.92,15.06,36.63,88.89,69.14,85.13
Assam,Dibrugarh,2020,40.84,19.73,58.46,73.01,53.41,83.67,26.92
Madhya Pradesh,Shahdol,2019,63.41,57.39,42.75,24.61,66.88,51.93,74.0
West Bengal,Bankura,2021,55.12,57.81,49.01,89.2,29.99,51.51,89.11
Telangana,Mahabubabad,2023,91.57,80.98,34.49,94.36,48.52,94.93,73.57
Madhya Pradesh,Sheopur,2018,35.58,36.76,10.01,83.28,14.93,40.25,15.04
Punjab,Ferozepur,2015,22.58,93.32,45.02,77.71,80.3,76.32,47.93
Manipur,Jiribam,2016,64.33,82.28,22.86,20.76,69.22,15.4,43.51
Rajasthan,Balotra,2020,21.16,57.81,63.96,66.32,12.73,93.34,35.93
Jharkhand,Ramgarh,2022,97.5,36.62,24.1,98.71,88.25,55.61,88.81
Bihar,Samastipur,2023,33.52,46.83,87.61,37.87,87.68,61.08,40.03
Jharkhand,Ranchi,2024,52.13,31.46,90.19,86.46,24.39,81.88,41.71
West Bengal,Paschim Medinipur,2016,35.51,27.13,71.78,26.5,58.95,83.87,88.98
Uttar Pradesh,Sitapur,2024,84.6,81.96,19.95,78.18,67.85,24.52,75.88
Bihar,Rohtas,2021,84.95,73.75,41.73,24.02,54.33,78.67,94.69
Assam,Majuli,2016,11.7,14.11,58.69,67.2,86.96,93.15,75.8
Madhya Pradesh,Damoh,2024,62.51,80.16,12.46,97.28,98.48,43.14,81.36
Madhya Pradesh,Chhatarpur,2024,11.53,60.74,38.86,94.46,59.34,83.25,24.98
Tamil Nadu,Tiruchirappalli,2022,92.74,54.09,14.68,38.0,27.37,45.15,37.83
Uttar Pradesh,Ghaziabad,2025,47.47,29.65,37.72,87.76,36.42,15.23,11.55
West Bengal,Bankura,2015,58.83,62.1,90.71,97.45,34.05,23.97,96.5
Chhattisgarh,Korba,2020,37.68,19.11,92.52,71.19,38.68,24.08,51.87
Madhya Pradesh,Neemuch,2023,77.03,54.51,12.45,31.85,60.87,57.15,61.22
Rajasthan,Barmer,2018,56.59,99.12,22.35,66.08,23.59,80.44,35.41
Madhya Pradesh,Bhopal,2016,76.84,17.64,86.31,48.35,13.49,13.22,58.81
Gujarat,Mahisagar,2023,17.23,68.72,87.2,38.83,13.96,94.06,15.99
Manipur,Kangpokpi,2021,38.91,66.02,38.19,45.67,10.32,49.19,92.74
Bihar,Araria,2017,62.08,10.64,29.89,56.06,32.33,96.51,28.85
Madhya Pradesh,Jhabua,2024,95.44,43.34,85.69,48.54,43.14,67.34,45.64
Telangana,Peddapalli,2025,39.58,94.69,27.61,81.12,10.95,77.23,99.86
Rajasthan,Banswara,2018,63.96,40.89,57.97,54.66,32.83,55.74,49.08
Chhattisgarh,Mungeli,2017,87.14,97.01,39.57,28.07,10.91,25.95,36.97
Punjab,Rupnagar,2019,88.85,87.23,27.87,93.78,84.66,31.99,58.92
Tamil Nadu,Vellore,2019,52.81,51.55,39.92,34.52,41.7,37.09,59.34
Himachal Pradesh,Kullu,2022,80.78,67.89,32.53,38.75,69.01,83.53,81.28
Uttarakhand,Bageshwar,2018,12.55,74.87,45.35,80.21,28.5,71.93,93.54
Bihar,Saran,2023,33.9,67.49,10.56,78.04,19.45,37.57,91.39
Telangana,Nagarkurnool,2019,31.26,39.32,50.96,72.73,30.13,24.72,87.45
Telangana,Jagtial,2024,46.23,26.92,71.51,94.68,27.89,64.92,53.25
Odisha,Koraput,2021,35.63,19.16,67.27,21.87,80.58,19.95,16.52
Rajasthan,Kekri,2025,98.11,65.87,85.05,42.14,39.88,14.89,47.41
Chhattisgarh,Bastar,2017,32.67,28.68,44.77,33.43,43.27,37.72,75.35
Punjab,Pathankot,2023,92.26,87.55,95.52,54.62,79.15,81.05,46.49
Chhattisgarh,Sarangarh-Bilaigarh,2022,95.99,49.97,23.2,57.02,10.47,52.34,87.83
Madhya Pradesh,Panna,2021,84.27,51.89,65.66,33.95,49.28,22.61,67.13
Punjab,Fazilka,2018,73.4,63.83,87.12,76.37,75.77,15.49,31.67
Nagaland,Noklak,2016,13.52,44.1,64.6,12.79,45.45,75.32,43.85
Bihar,Jehanabad,2018,69.48,93.95,62.68,62.48,26.27,71.71,85.67
Karnataka,Hassan,2025,29.88,57.7,64.42,32.45,34.12,28.84,27.16
Gujarat,Bhavnagar,2015,27.36,96.43,26.93,88.64,22.7,13.05,17.08
Bihar,Bhojpur,2023,76.22,21.07,83.94,63.24,76.22,74.48,51.02
Uttar Pradesh,Bulandshahr,2023,85.33,66.07,70.85,10.72,97.88,32.08,80.94
Maharashtra,Washim,2024,18.94,86.49,35.42,31.44,10.46,75.48,27.29
Andhra Pradesh,Prakasam,2016,56.66,30.49,74.67,68.77,50.25,67.67,66.44
Mizoram,Khawzawl,2018,92.14,27.01,98.05,96.54,52.89,27.58,82.48
Maharashtra,Chandrapur,2020,58.12,53.6,17.75,34.11,85.77,77.04,91.06
Rajasthan,Ajmer,2024,89.07,59.2,94.85,54.12,18.62,40.52,26.83
Arunachal Pradesh,Papum Pare,2019,63.02,13.62,66.41,56.93,55.73,89.28,61.77
Gujarat,Morbi,2022,64.57,54.07,59.84,70.08,22.69,71.82,24.89
Madhya Pradesh,Mandsaur,2022,62.12,72.78,64.3,12.42,77.79,75.24,37.0
Telangana,Nalgonda,2015,15.4,94.05,98.04,44.94,72.23,46.31,44.18
Tamil Nadu,Ramanathapuram,2016,40.81,65.25,57.01,23.87,95.73,68.77,75.14
Jharkhand,Deoghar,2018,31.3,18.55,24.29,12.23,52.24,54.93,46.55
Chhattisgarh,Balod,2022,22.11,76.7,14.92,70.9,14.39,62.98,62.36
Andhra Pradesh,Vizianagaram,2023,96.45,94.24,96.63,94.91,65.42,16.08,78.97
Jharkhand,Ranchi,2019,78.98,54.77,48.23,23.37,59.18,66.13,77.98
Chhattisgarh,Balrampur,2019,21.51,66.86,72.15,17.98,55.55,22.83,54.1
Odisha,Malkangiri,2020,46.87,21.48,84.36,28.75,49.55,94.84,43.43
Nagaland,Peren,2019,62.97,83.14,96.57,22.12,93.49,54.95,92.77
Madhya Pradesh,Khargone,2018,90.33,49.82,38.49,16.01,83.27,47.7,38.49
Rajasthan,Rajsamand,2023,81.05,49.72,53.58,13.83,26.07,46.52,72.02
Uttar Pradesh,Barabanki,2025,84.24,62.2,75.09,23.92,96.26,27.59,74.72
Andhra Pradesh,Chittoor,2015,72.77,17.82,59.17,43.96,30.25,55.63,93.62
Gujarat,Mahisagar,2025,94.23,79.51,40.97,96.57,56.06,73.79,50.43
West Bengal,Purulia,2017,74.02,51.9,33.14,15.38,92.72,62.21,72.05
Maharashtra,Mumbai Suburban,2021,97.27,60.15,75.23,16.07,76.88,64.03,74.89
Uttar Pradesh,Bareilly,2017,36.55,95.03,55.4,94.67,47.01,27.52,32.5
