state,district,year,malnutrition_rate,undernourishment,child_stunting,child_wasting,vitamin_deficiency,obesity_rate,nutrition_programs
Uttarakhand,Tehri Garhwal,2021,20.92,65.12,54.06,84.98,50.39,28.19,78.25
Bihar,Nalanda,2023,79.39,76.05,32.47,46.1,25.36,50.14,25.32
Haryana,Sonipat,2015,66.63,67.84,76.78,19.17,93.58,99.02,45.1
Punjab,Amritsar,2016,59.32,44.4,39.64,87.89,56.69,44.33,79.98
Madhya Pradesh,Ashoknagar,2018,38.55,92.16,91.76,26.04,39.81,52.1,20.78
Jharkhand,Giridih,2018,76.88,72.07,82.63,91.88,81.29,25.63,57.13
Andhra Pradesh,Chittoor,2017,17.38,21.46,91.33,70.46,76.89,35.9,25.12
Rajasthan,Kotputli-Behror,2019,34.31,43.47,67.16,86.72,97.74,61.93,72.11
Bihar,Rohtas,2024,20.4,83.73,54.75,72.89,83.75,81.22,40.02
Arunachal Pradesh,Papum Pare,2018,19.3,43.06,70.46,90.2,10.24,18.13,36.61
Punjab,Faridkot,2016,38.56,76.5,90.06,46.38,60.35,84.81,69.67
Uttar Pradesh,Azamgarh,2021,37.53,34.41,40.71,58.23,30.3,93.34,74.28
Haryana,Jind,2015,12.76,77.03,79.29,68.88,59.17,48.6,39.2
Andhra Pradesh,Kurnool,2020,88.86,59.11,88.02,43.68,13.68,36.51,64.8
Uttar Pradesh,Kanpur Dehat,2021,79.43,71.66,62.66,69.73,63.83,38.27,20.71
Odisha,Puri,2015,22.31,48.94,53.24,92.12,94.47,94.24,81.29
Madhya Pradesh,Indore,2016,93.22,60.47,98.78,57.74,27.64,84.32,59.21
Rajasthan,Bundi,2019,67.75,23.5,15.86,63.59,86.25,92.8,30.01
Jharkhand,Jamtara,2024,12.84,26.27,28.63,12.8,68.04,57.38,70.56
Jharkhand,West Singhbhum,2022,35.07,14.45,86.48,27.19,59.4,48.57,88.47
Karnataka,Vijayanagara,2015,38.29,58.56,63.74,63.54,58.64,95.62,36.81
Karnataka,Haveri,2015,96.14,17.7,40.97,59.49,96.21,99.9,50.66
Punjab,Tarn Taran,2022,99.77,61.0,96.0,97.23,61.37,30.75,79.7
Bihar,Gaya,2016,49.94,48.35,72.89,21.54,55.98,16.17,74.97
Maharashtra,Satara,2025,60.93,56.17,11.34,74.4,91.55,67.88,10.03
Karnataka,Vijayapura,2018,38.68,55.05,75.66,58.97,19.14,14.38,97.12
West Bengal,Jalpaiguri,2022,14.06,73.64,80.3,82.82,55.54,31.85,19.25
Telangana,Nizamabad,2024,13.01,69.43,28.3,94.93,82.89,21.51,69.81
Arunachal Pradesh,Kamle,2019,51.55,72.2,31.29,16.46,84.54,99.97,53.4
Maharashtra,Nandurbar,2016,79.67,40.5,61.83,52.3,35.53,46.07,88.51
Tamil Nadu,Tirupathur,2019,13.13,33.08,50.04,29.46,47.01,75.78,92.21
Rajasthan,Jodhpur,2020,86.2,52.39,72.72,26.2,53.79,99.39,99.99
Bihar,Saran,2020,71.23,15.95,97.5,40.89,31.74,43.79,57.48
Uttar Pradesh,Sonbhadra,2017,14.27,33.34,53.71,52.71,69.42,32.12,49.47
Tamil Nadu,Namakkal,2025,74.36,44.62,45.17,99.83,93.98,42.77,85.87
Uttar Pradesh,Kanpur Dehat,2025,10.47,94.54,50.48,87.47,91.44,53.95,90.56
Andhra Pradesh,Srikakulam,2025,35.65,47.4,17.81,89.48,19.74,79.18,47.87
Odisha,Mayurbhanj,2022,11.37,15.96,33.23,59.45,50.39,65.14,81.92
Tamil Nadu,Cuddalore,2022,97.53,50.22,14.07,20.63,95.27,55.81,35.5
Odisha,Balangir,2017,89.51,83.03,34.76,41.6,11.81,68.4,22.21
Andhra Pradesh,Visakhapatnam,2015,76.52,69.97,34.38,81.29,89.3,14.41,98.56
Tamil Nadu,Coimbatore,2018,20.96,78.22,10.29,90.92,41.17,41.08,87.25
Jharkhand,Gumla,2020,21.79,63.02,41.07,21.0,95.64,96.7,10.68
Chhattisgarh,Bemetara,2020,94.18,98.93,35.11,16.99,60.82,31.27,58.7
Manipur,Thoubal,2016,80.05,26.37,92.59,34.86,75.55,88.27,68.76
Karnataka,Raichur,2015,36.33,66.82,43.42,13.45,47.38,92.82,84.55
Gujarat,Bharuch,2016,80.99,60.85,55.3,16.2,76.45,76.59,32.57
Manipur,Tengnoupal,2023,20.55,24.77,71.84,29.22,24.88,39.07,18.25
Telangana,Wanaparthy,2022,37.1,60.44,78.68,72.09,96.68,27.65,27.34
Arunachal Pradesh,East Siang,2024,47.84,96.19,37.98,30.73,69.99,65.52,19.34
Rajasthan,Dungarpur,2023,34.99,32.6,54.42,46.77,80.96,55.4,71.74
Himachal Pradesh,Hamirpur,2023,59.73,74.95,95.43,87.6,36.66,44.19,98.44
Bihar,Saran,2015,38.83,65.37,12.55,23.57,80.68,26.17,53.25
Madhya Pradesh,Khandwa,2025,79.43,48.67,49.47,73.39,84.47,21.54,65.78
Himachal Pradesh,Kinnaur,2024,96.06,39.39,72.78,68.89,60.14,34.7,74.62
Himachal Pradesh,Solan,2020,77.56,69.37,47.43,24.61,34.72,30.71,94.64
Tamil Nadu,Tiruchirappalli,2020,81.16,40.47,35.46,58.36,19.19,12.65,11.34
West Bengal,Nadia,2019,92.52,67.76,55.01,86.83,59.85,53.74,67.45
Haryana,Nuh,2015,32.77,32.27,52.73,30.1,16.06,38.23,35.08
Tamil Nadu,Sivaganga,2016,44.31,75.27,72.93,25.97,16.82,32.4,18.2
Uttar Pradesh,Bhadohi,2018,62.92,97.65,15.32,62.77,54.69,30.93,56.65
Odisha,Ganjam,2021,72.07,48.16,17.8,95.4,39.61,69.05,25.97
Tamil Nadu,Namakkal,2017,25.12,81.93,49.78,90.08,16.54,40.57,31.88
Haryana,Nuh,2019,54.83,28.6,64.17,71.85,13.5,41.51,89.17
Telangana,Nalgonda,2020,23.68,32.88,77.5,41.76,66.15,85.34,36.15
Arunachal Pradesh,Tawang,2018,52.15,58.29,31.96,68.94,57.52,79.69,46.3
Odisha,Bhadrak,2024,10.48,11.19,78.73,10.84,57.35,78.96,93.78
Madhya Pradesh,Raisen,2016,61.04,60.99,85.79,85.74,41.68,28.71,16.39
Punjab,Patiala,2022,63.37,23.71,81.58,59.58,73.45,61.15,92.92
Uttar Pradesh,Mathura,2016,68.99,33.22,22.61,68.83,13.63,57.05,75.24
Andhra Pradesh,Sri Sathya Sai,2021,14.17,21.45,51.5,58.64,89.22,76.15,95.67
Goa,North Goa,2024,34.64,61.39,15.02,15.97,48.89,44.14,89.69
Rajasthan,Sirohi,2025,64.66,68.5,98.08,87.26,29.77,25.91,49.75
Nagaland,Kohima,2024,88.75,83.26,96.21,68.1,10.2,28.9,57.5
Bihar,Arwal,2022,76.2,60.52,62.77,84.74,67.84,21.37,63.87
Uttar Pradesh,Barabanki,2016,73.24,89.08,75.1,86.23,29.37,42.36,82.39
Assam,Dhemaji,2023,24.12,37.95,92.99,69.66,64.29,73.73,13.64
Punjab,Hoshiarpur,2018,62.58,84.59,71.78,14.78,72.77,19.05,76.52
Tripura,Khowai,2022,94.67,85.88,73.28,56.3,24.66,77.18,33.33
Chhattisgarh,Balod,2024,61.25,94.19,55.04,37.14,37.63,39.13,42.7
Tamil Nadu,Dindigul,2023,53.24,19.65,67.89,57.84,30.77,31.3,78.83
Nagaland,Zunheboto,2018,96.31,78.5,29.45,35.21,21.74,13.01,54.11
Telangana,Hanamkonda,2015,83.82,59.69,81.11,35.81,45.33,98.11,24.01
Haryana,Bhiwani,2021,19.52,77.76,98.44,12.88,98.7,16.4,49.26
Rajasthan,Dholpur,2023,62.1,91.56,80.95,97.64,16.72,15.49,39.98
Mizoram,Lunglei,2015,31.34,85.29,96.65,83.52,95.8,33.84,36.39
Bihar,Buxar,2021,70.09,46.13,54.99,96.66,54.34,25.1,43.94
Punjab,Malerkotla,2023,72.09,14.62,52.52,60.82,25.72,83.37,58.01
Tamil Nadu,Ranipet,2022,74.72,72.94,40.82,85.33,98.73,46.63,55.0
Chhattisgarh,Korea,2019,36.69,10.69,21.68,41.11,78.6,56.2,35.75
Uttar Pradesh,Bareilly,2016,67.29,87.25,88.85,86.47,69.88,49.85,46.0
Rajasthan,Neem Ka Thana,2017,25.17,90.88,88.6,80.91,88.33,74.2,18.84
Punjab,Patiala,2023,13.39,25.24,53.12,66.17,34.21,69.2,35.58
Punjab,Fazilka,2016,73.73,77.05,24.17,77.5,74.05,47.14,90.62
Madhya Pradesh,Bhind,2018,59.34,23.9,82.28,40.38,18.07,43.12,39.93
Maharashtra,Gondia,2019,65.03,20.66,98.0,79.1,19.24,70.29,77.77
Haryana,Kaithal,2024,87.07,15.66,40.97,12.22,82.84,75.58,21.38
Punjab,Barnala,2023,30.31,10.04,36.64,71.62,67.18,96.21,60.58
Tamil Nadu,Tiruppur,2019,30.2,48.06,84.46,48.08,14.93,41.11,82.27
Andhra Pradesh,Visakhapatnam,2020,96.89,36.42,14.94,15.25,86.07,21.52,51.81
West Bengal,Purba Bardhaman,2023,87.95,83.44,35.11,49.59,22.68,17.0,31.1
Gujarat,Kutch,2017,32.87,69.19,95.38,22.84,12.38,75.05,48.95
Uttar Pradesh,Bhadohi,2024,67.56,18.11,83.74,25.16,95.85,52.37,93.44
Odisha,Balangir,2018,35.87,86.86,19.0,30.57,47.27,70.79,53.08
Uttar Pradesh,Kasganj,2017,43.67,77.0,11.74,78.1,50.54,24.14,70.98
Arunachal Pradesh,Siang,2015,92.89,29.99,51.03,58.74,80.01,17.13,93.71
Bihar,Nawada,2020,58.83,36.58,59.34,61.72,25.17,13.93,27.02
Odisha,Deogarh,2025,79.82,10.41,93.59,99.42,23.99,50.24,34.56
Maharashtra,Beed,2023,97.47,39.26,79.44,74.07,97.24,19.11,42.05
Bihar,Madhepura,2015,37.34,43.23,98.93,44.07,33.07,79.93,46.96
West Bengal,Nadia,2017,50.79,18.74,27.17,22.05,35.9,16.17,52.46
Odisha,Nuapada,2016,40.79,90.17,68.66,35.55,57.11,66.06,25.38
Arunachal Pradesh,West Kameng,2022,25.3,94.08,43.91,51.55,74.09,16.32,17.56
Maharashtra,Buldhana,2019,25.15,24.5,81.8,83.45,19.62,24.09,10.38
Maharashtra,Thane,2016,78.98,58.24,11.95,46.1,70.5,58.78,92.02
Rajasthan,Balotra,2024,83.07,51.41,67.12,64.14,72.77,54.84,55.65
Gujarat,Botad,2016,54.62,18.69,83.2,74.16,22.46,89.24,47.8
Arunachal Pradesh,Lepa Rada,2021,29.18,13.59,12.73,24.22,20.08,22.64,93.26
Meghalaya,West Garo Hills,2022,17.29,50.23,64.57,96.08,82.59,50.92,95.18
Tamil Nadu,Viluppuram,2024,14.96,41.5,29.23,27.43,86.22,35.19,31.26
Rajasthan,Jhalawar,2021,10.44,74.8,45.76,91.88,33.98,29.73,24.1
Karnataka,Bengaluru Rural,2021,53.29,76.1,74.61,65.09,70.7,77.11,68.79
Assam,Dhubri,2025,38.58,47.73,64.02,96.44,50.93,84.48,63.97
Uttar Pradesh,Meerut,2017,10.97,28.21,34.82,69.21,40.59,33.3,77.63
Gujarat,Banaskantha,2017,85.18,35.86,71.54,51.86,79.83,11.27,95.13
Rajasthan,Pali,2023,27.8,16.23,69.74,82.61,58.55,99.09,97.83
Telangana,Mancherial,2025,63.79,90.87,54.02,76.75,38.48,86.43,99.54
Andhra Pradesh,Annamayya,2019,50.94,57.62,82.94,35.72,12.45,81.66,10.43
Punjab,Malerkotla,2019,58.11,85.11,49.9,35.93,75.0,65.16,82.61
Maharashtra,Jalgaon,2018,49.42,37.81,29.14,82.37,59.66,83.83,61.88
Odisha,Jajpur,2022,69.09,24.87,14.05,46.01,87.96,66.18,56.53
Sikkim,Mangan,2018,74.55,81.45,21.46,18.37,45.32,34.28,46.62
Odisha,Jharsuguda,2020,75.15,98.23,79.82,71.91,47.66,79.11,41.49
Haryana,Yamunanagar,2017,29.56,67.8,97.48,50.67,16.78,53.33,58.77
Odisha,Jagatsinghpur,2025,99.5,31.12,60.17,26.05,12.94,84.48,92.06
Uttarakhand,Pauri Garhwal,2017,52.83,47.28,57.09,99.01,71.41,86.76,35.05
West Bengal,Purba Medinipur,2018,61.77,44.53,28.37,96.83,76.29,47.34,52.33
Uttar Pradesh,Kasganj,2022,12.33,11.96,64.18,69.4,62.6,92.94,44.99
Bihar,Patna,2023,96.43,67.12,92.01,29.85,34.06,53.97,61.93
Haryana,Nuh,2024,44.39,84.06,99.77,65.32,82.76,97.74,18.8
Andhra Pradesh,Sri Sathya Sai,2019,50.64,36.07,27.02,57.32,18.86,58.49,48.94
Gujarat,Banaskantha,2018,21.94,64.22,24.56,40.15,97.6,49.58,59.09
Gujarat,Aravalli,2017,15.38,20.2,83.23,65.26,69.19,99.83,46.49
Madhya Pradesh,Niwari,2025,87.25,75.54,22.57,40.41,57.43,15.66,52.6
Arunachal Pradesh,Papum Pare,2025,71.99,50.8,32.22,94.53,76.45,88.66,43.02
Madhya Pradesh,Panna,2018,10.12,73.78,94.75,69.86,50.14,59.71,89.18
Maharashtra,Hingoli,2016,62.08,91.95,52.9,91.38,64.11,67.34,76.09
Haryana,Jind,2019,23.66,31.12,89.21,74.85,21.01,49.79,61.53
Bihar,Sitamarhi,2024,66.75,49.28,20.07,86.32,74.8,36.68,65.52
Madhya Pradesh,Alirajpur,2024,60.43,24.47,15.58,79.85,55.19,28.01,55.87
Madhya Pradesh,Barwani,2025,26.93,16.41,27.19,24.72,69.22,71.74,40.54
Karnataka,Tumakuru,2024,89.34,19.54,74.06,63.92,16.39,38.56,46.06
Haryana,Kurukshetra,2018,31.97,87.56,77.73,20.01,21.32,99.7,78.71
Bihar,Gaya,2015,99.9,82.89,83.55,75.36,17.75,81.72,33.64
Punjab,Ferozepur,2025,16.99,17.46,59.91,50.44,57.76,10.63,50.53
Uttarakhand,Champawat,2023,97.05,80.61,62.17,99.69,44.49,19.56,74.44
Bihar,Aurangabad,2018,89.61,39.19,19.05,86.92,29.28,81.01,91.07
Uttar Pradesh,Mahoba,2018,87.92,91.91,60.32,77.86,31.46,86.0,90.82
Jharkhand,Garhwa,2024,45.56,42.78,22.18,27.97,66.29,87.36,96.45
Jharkhand,Deoghar,2024,30.0,59.13,28.31,52.94,49.88,61.95,33.71
Rajasthan,Jhalawar,2020,87.59,25.99,58.18,34.19,31.42,23.4,87.83
Arunachal Pradesh,East Siang,2019,89.74,37.19,14.76,77.42,48.42,31.04,65.61
Punjab,Mansa,2023,39.36,18.2,12.69,38.54,84.39,26.64,41.22
Gujarat,Narmada,2024,92.89,28.13,53.6,44.62,22.16,29.89,93.24
Karnataka,Kolar,2024,98.17,54.08,61.92,24.82,30.71,24.94,46.07
Assam,Tinsukia,2021,54.54,61.42,77.55,13.1,38.99,36.5,70.86
West Bengal,Purba Medinipur,2019,87.32,66.87,65.03,84.3,32.61,91.75,44.1
Uttar Pradesh,Jhansi,2019,90.62,94.87,46.66,50.45,15.56,54.49,45.19
Tamil Nadu,Coimbatore,2015,49.48,38.82,73.12,65.04,94.3,70.24,83.72
Jharkhand,Jamtara,2022,98.31,84.29,86.58,75.17,92.16,57.8,57.4
Tamil Nadu,Ariyalur,2016,37.13,73.87,51.99,64.0,39.88,78.37,58.9
Assam,Cachar,2020,83.26,42.17,21.87,20.77,27.37,76.3,61.68
Madhya Pradesh,Shahdol,2018,85.19,16.25,85.85,42.29,70.1,98.39,33.09
Manipur,Ukhrul,2024,11.73,90.51,44.11,46.66,57.98,55.24,71.67
Karnataka,Ramanagara,2015,57.22,24.31,15.65,34.97,36.42,28.03,73.78
Telangana,Hyderabad,2024,98.12,41.07,81.88,76.2,25.81,63.67,30.9
Madhya Pradesh,Vidisha,2015,99.7,56.77,65.2,88.78,66.06,78.52,93.64
Arunachal Pradesh,Anjaw,2018,65.66,20.66,46.05,44.09,41.76,44.13,84.48
Meghalaya,South West Khasi Hills,2015,24.54,68.97,64.78,44.06,10.86,73.68,25.63
Gujarat,Surat,2017,76.61,17.2,76.95,91.72,62.38,86.29,74.92
Karnataka,Ramanagara,2022,76.19,39.22,43.55,56.03,78.34,55.36,44.22
Uttar Pradesh,Kushinagar,2020,52.06,86.03,63.93,66.33,19.89,60.1,70.74
Uttar Pradesh,Farrukhabad,2020,93.2,77.75,13.38,96.11,46.41,77.54,80.77
Jharkhand,Pakur,2024,98.9,22.64,64.94,18.64,67.48,21.17,73.61
Uttar Pradesh,Fatehpur,2019,17.75,88.49,34.99,79.81,42.08,21.43,32.23
Chhattisgarh,Balrampur,2022,59.61,51.28,56.05,92.08,27.78,42.58,13.87
Gujarat,Aravalli,2016,36.21,83.86,17.41,66.42,59.48,35.68,59.05
Bihar,West Champaran,2019,89.83,27.67,88.69,46.25,85.97,67.97,26.29
Rajasthan,Balotra,2019,66.24,74.17,71.93,10.62,97.7,29.98,70.7
Odisha,Angul,2025,87.33,19.8,82.05,44.54,45.07,93.34,63.95
Kerala,Kasaragod,2018,43.11,25.24,95.56,12.85,96.1,63.4,33.22
Punjab,Rupnagar,2025,98.71,65.03,87.98,58.15,68.28,44.45,11.56
Himachal Pradesh,Solan,2016,56.7,60.3,79.8,18.89,70.49,74.29,79.8
Assam,Golaghat,2023,46.45,44.45,53.63,86.69,44.87,63.89,90.12
Haryana,Ambala,2020,91.67,71.66,16.2,65.48,48.15,42.11,54.02
Assam,Nagaon,2025,66.91,28.84,76.39,90.39,66.99,72.23,92.9
Haryana,Sirsa,2024,78.78,72.31,81.7,72.31,59.65,18.29,91.34
Uttar Pradesh,Kanpur Dehat,2021,41.71,56.15,27.64,63.5,27.4,69.87,77.38
Arunachal Pradesh,Lower Siang,2020,63.16,57.58,88.85,61.07,72.37,28.51,22.05
Maharashtra,Thane,2022,17.79,27.04,71.79,55.19,61.85,79.89,37.52
Tamil Nadu,Nilgiris,2018,42.56,77.06,18.53,37.58,38.77,62.09,94.87
Maharashtra,Nagpur,2017,38.07,21.85,76.08,65.75,66.24,76.26,19.13
Bihar,Kaimur,2015,30.56,81.21,96.24,16.71,60.13,11.68,88.2
Arunachal Pradesh,Kra Daadi,2015,64.38,67.44,32.92,17.66,75.71,65.26,83.51
Assam,Darrang,2015,56.08,73.08,23.56,26.19,97.61,93.69,28.59
Karnataka,Bagalkot,2017,52.94,54.98,93.81,77.0,93.45,96.08,85.53
Tamil Nadu,Viluppuram,2020,33.67,34.41,65.54,93.94,92.05,41.54,90.37
Madhya Pradesh,Katni,2025,59.47,49.62,60.35,71.7,46.95,50.89,42.47
Uttarakhand,Champawat,2019,17.18,19.27,62.44,96.43,76.54,57.52,65.21
Gujarat,Valsad,2015,67.07,43.92,89.15,77.56,34.57,44.54,79.12
Jharkhand,Chatra,2025,19.76,54.43,87.75,82.22,41.15,63.94,61.44
Telangana,Medak,2017,68.82,92.82,39.05,58.15,74.02,78.46,81.56
Andhra Pradesh,YSR Kadapa,2023,31.7,43.51,54.24,20.73,22.54,59.46,72.96
Karnataka,Ramanagara,2019,89.79,70.66,79.2,34.05,27.12,26.61,24.98
Madhya Pradesh,Ashoknagar,2015,49.91,38.17,58.54,79.69,49.72,18.72,91.72
Madhya Pradesh,Balaghat,2024,38.35,73.3,52.69,93.81,89.42,23.07,44.8
Madhya Pradesh,Agar Malwa,2018,82.49,71.8,22.84,95.95,87.64,24.96,35.37
Haryana,Mahendragarh,2015,57.05,46.61,98.31,85.24,86.32,43.91,59.76
Uttar Pradesh,Hamirpur,2023,84.29,67.09,91.14,53.27,64.74,96.23,10.71
Chhattisgarh,Dantewada,2024,42.12,11.59,73.5,24.42,35.16,71.0,20.36
Tamil Nadu,Krishnagiri,2023,73.9,42.82,57.09,75.18,21.41,42.79,98.34
West Bengal,Nadia,2024,39.01,67.58,13.58,28.11,26.68,29.59,94.85
Bihar,Sheikhpura,2016,71.31,92.51,55.76,33.87,41.24,97.61,14.57
Maharashtra,Bhandara,2025,30.56,93.32,39.8,46.23,52.08,92.28,21.88
Uttar Pradesh,Deoria,2024,39.44,16.13,94.98,64.87,49.99,65.75,96.67
Arunachal Pradesh,East Kameng,2019,41.18,43.61,92.6,81.14,95.79,79.54,70.63
Uttar Pradesh,Bareilly,2021,25.27,83.28,72.64,31.57,26.2,25.02,50.17
West Bengal,Nadia,2015,58.79,91.92,47.45,18.32,76.93,17.94,85.57
Arunachal Pradesh,Namsai,2019,94.33,63.68,37.51,78.61,68.72,58.75,17.42
Rajasthan,Pali,2019,72.86,95.56,20.44,20.95,70.76,27.25,40.53
Madhya Pradesh,Sidhi,2022,54.87,64.29,63.7,13.07,37.73,34.35,71.71
Madhya Pradesh,Maihar,2016,52.63,25.83,92.49,49.08,12.53,69.31,93.68
Karnataka,Vijayanagara,2015,85.53,61.1,34.86,13.68,77.74,65.71,75.27
Uttarakhand,Champawat,2015,41.18,32.05,58.49,60.63,46.63,24.63,16.67
Maharashtra,Wardha,2015,25.69,47.06,28.46,61.68,23.8,23.98,65.41
Haryana,Kurukshetra,2021,13.65,42.36,32.31,61.22,55.54,69.83,86.02
Uttar Pradesh,Maharajganj,2022,33.37,73.36,96.63,83.99,82.9,26.06,44.31
West Bengal,Howrah,2020,60.11,64.47,44.2,81.16,89.14,35.19,36.42
Maharashtra,Nandurbar,2020,91.12,48.72,27.32,15.29,62.01,59.4,19.63
Arunachal Pradesh,Tawang,2024,88.74,64.68,54.67,53.93,98.07,64.46,45.71
Manipur,Churachandpur,2021,33.86,50.16,85.21,26.66,25.36,48.45,92.39
Arunachal Pradesh,Upper Siang,2015,37.45,65.95,64.62,86.96,75.26,85.54,25.29
Bihar,Samastipur,2017,94.08,17.64,66.55,40.04,83.1,66.96,52.91
Karnataka,Kolar,2024,21.65,89.19,46.61,19.04,58.41,39.91,41.86
Jharkhand,Chatra,2018,59.09,50.74,69.83,98.07,45.1,36.34,84.25
Gujarat,Ahmedabad,2025,48.39,50.55,77.59,72.45,53.86,95.36,73.27
Jharkhand,West Singhbhum,2018,45.3,71.91,22.39,52.78,47.5,62.69,47.76
Madhya Pradesh,Umaria,2021,53.2,17.33,15.94,83.73,15.98,49.41,19.28
Madhya Pradesh,Shajapur,2016,63.98,77.21,84.05,55.33,55.49,49.15,80.57
Madhya Pradesh,Khandwa,2018,44.94,29.48,83.3,76.73,89.86,32.74,10.95
Uttar Pradesh,Kasganj,2025,29.86,24.96,21.27,31.67,87.58,43.28,50.82
Arunachal Pradesh,Namsai,2022,78.55,66.77,30.17,23.45,14.58,15.13,92.45
Rajasthan,Sawai Madhopur,2024,10.4,30.98,80.43,48.47,96.14,20.46,91.98
Karnataka,Haveri,2023,78.21,36.62,78.84,12.74,65.28,45.05,98.26
Uttar Pradesh,Gonda,2024,62.27,39.17,15.64,77.09,81.32,13.13,40.64
Andhra Pradesh,West Godavari,2017,65.28,31.52,66.13,72.15,99.75,32.81,25.69
Madhya Pradesh,Jhabua,2018,48.72,98.26,52.59,27.01,92.04,27.57,11.9
Karnataka,Bidar,2020,80.68,47.24,35.05,14.62,65.47,89.94,17.19
Uttar Pradesh,Lucknow,2023,90.62,21.5,69.17,74.07,21.01,38.91,13.08
Uttar Pradesh,Sitapur,2017,34.5,65.69,48.73,37.96,43.53,86.01,23.36
Nagaland,Longleng,2024,10.36,15.5,18.8,95.13,50.08,89.83,10.84
Tamil Nadu,Virudhunagar,2015,72.2,17.56,67.94,68.1,47.39,18.77,13.51
Uttar Pradesh,Baghpat,2020,79.86,61.19,96.74,69.03,44.31,20.99,37.0
Karnataka,Kodagu,2016,14.41,10.99,83.91,55.54,23.04,90.55,38.26
Telangana,Mancherial,2018,79.02,73.43,41.43,29.67,97.23,41.78,96.76
Madhya Pradesh,Sidhi,2019,42.91,99.0,72.55,16.39,37.65,33.9,72.28
Kerala,Alappuzha,2023,35.91,54.51,38.62,50.03,11.07,68.2,55.96
Madhya Pradesh,Raisen,2024,60.86,42.64,28.41,54.14,90.33,55.39,82.4
Rajasthan,Nagaur,2021,77.97,51.67,64.99,90.52,21.83,37.34,90.36
West Bengal,Kalimpong,2023,11.0,89.39,53.44,19.3,64.29,61.68,12.61
Tamil Nadu,Tirunelveli,2025,50.08,86.83,31.52,93.4,40.73,44.03,82.45
Uttarakhand,Nainital,2025,86.3,35.95,12.68,97.36,91.98,96.86,54.27
Andhra Pradesh,Anakapalli,2025,30.01,45.11,44.44,79.04,65.85,16.58,45.21
Nagaland,Dimapur,2020,20.86,28.25,42.85,47.39,23.5,95.43,42.75
Jharkhand,Seraikela-Kharsawan,2024,71.74,92.61,90.76,89.94,76.59,92.25,74.99
Haryana,Karnal,2019,39.69,40.32,89.69,94.31,53.35,29.88,20.34
Odisha,Sundargarh,2020,45.03,75.17,16.66,77.05,87.53,68.26,19.55
Tripura,Khowai,2021,66.65,20.16,67.82,62.02,76.48,50.13,53.06
Assam,Dibrugarh,2024,13.11,37.41,53.84,64.09,52.7,71.88,90.04
Uttar Pradesh,Banda,2023,52.96,60.3,31.08,54.48,94.32,13.18,98.23
Punjab,Mansa,2018,46.93,20.19,39.64,82.18,57.59,26.1,22.49
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2021,67.2,33.21,44.7,17.04,89.85,84.21,81.41
Odisha,Dhenkanal,2024,45.08,21.78,68.81,56.45,28.22,87.29,40.24
Meghalaya,East Khasi Hills,2023,48.32,45.35,63.4,44.24,84.48,14.98,96.47
Telangana,Adilabad,2015,84.49,62.17,64.77,23.71,58.48,13.68,14.81
Chhattisgarh,Balrampur,2016,51.28,14.0,58.28,69.37,61.33,20.44,48.95
Mizoram,Serchhip,2016,16.42,95.31,26.0,38.83,50.85,46.21,52.96
Uttar Pradesh,Mau,2024,43.56,41.99,25.34,60.26,68.68,91.43,78.95
Odisha,Nuapada,2020,39.2,51.51,54.1,61.54,24.47,46.15,14.13
Telangana,Wanaparthy,2015,83.52,60.6,30.08,63.9,97.34,70.98,85.0
Andhra Pradesh,Sri Sathya Sai,2020,38.04,27.48,24.19,74.93,79.85,11.39,97.85
Odisha,Bhadrak,2020,12.63,90.0,28.29,89.68,98.53,18.8,12.96
Arunachal Pradesh,Lower Siang,2020,53.51,25.24,38.61,91.62,98.5,60.57,29.64
Kerala,Kottayam,2020,11.58,78.92,11.25,21.95,65.92,66.17,89.8
Maharashtra,Dhule,2025,56.84,73.38,86.77,28.44,89.03,15.33,37.34
Gujarat,Mehsana,2022,16.06,77.35,73.29,47.33,12.34,14.7,45.4
Madhya Pradesh,Dindori,2018,28.91,60.47,32.14,72.99,22.95,18.12,92.24
Madhya Pradesh,Jhabua,2018,47.37,79.42,55.51,86.25,42.93,13.46,73.09
Bihar,Bhagalpur,2023,25.95,31.37,52.98,30.67,61.83,14.79,35.06
Mizoram,Saitual,2025,95.5,32.88,28.15,28.83,85.23,98.33,31.37
Madhya Pradesh,Balaghat,2022,95.11,86.2,21.96,72.93,92.97,98.41,12.97
Gujarat,Banaskantha,2025,62.95,95.0,81.12,30.57,66.39,20.08,25.24
Odisha,Sambalpur,2018,90.08,65.75,89.54,36.73,44.07,69.93,46.33
Telangana,Nagarkurnool,2023,75.9,47.1,93.95,82.27,99.07,82.2,40.53
Jharkhand,Ramgarh,2017,93.41,36.28,34.23,97.21,34.24,44.56,80.88
Assam,Golaghat,2018,95.47,49.72,84.43,13.72,89.19,91.61,69.47
Gujarat,Dahod,2017,38.77,61.27,94.88,89.06,24.09,36.71,38.21
Karnataka,Kodagu,2019,90.18,98.42,43.83,27.62,94.54,68.69,39.78
Nagaland,Mon,2018,86.08,43.8,98.02,52.78,87.2,34.95,87.34
Bihar,Jamui,2017,98.08,58.36,89.14,90.98,21.46,50.55,28.63
Uttar Pradesh,Ayodhya,2015,84.04,93.37,79.91,24.77,83.82,78.35,38.35
Assam,Sonitpur,2022,90.08,24.97,74.71,60.26,40.16,59.33,37.45
