state,district,year,district_gdp,per_capita_income,industrial_output,agriculture_output,service_sector_output
Uttar Pradesh,Kanpur Nagar,2024,147779,281758,31862,22697,31194
Uttar Pradesh,Kanpur Nagar,2025,89243,75075,2162,2626,47519
Uttar Pradesh,Kasganj,2015,87770,92557,3883,31801,46753
Uttar Pradesh,Kasganj,2016,152705,89114,55029,4098,63382
Uttar Pradesh,Kasganj,2017,27450,236060,69447,41396,69929
Uttar Pradesh,Kasganj,2018,136374,105475,31799,39518,3728
Uttar Pradesh,Kasganj,2019,112041,251450,70948,6432,87874
Uttar Pradesh,Kasganj,2020,179729,63006,40900,33609,88295
Uttar Pradesh,Kasganj,2021,63697,138139,57484,51899,56703
Uttar Pradesh,Kasganj,2022,14183,277490,63114,12059,78884
Uttar Pradesh,Kasganj,2023,54374,104243,14656,34614,10135
Uttar Pradesh,Kasganj,2024,134660,290301,76582,29633,80608
Uttar Pradesh,Kasganj,2025,119465,105934,1373,25050,80098
Uttar Pradesh,Kaushambi,2015,19653,263797,56340,36338,30449
Uttar Pradesh,Kaushambi,2016,171325,168770,31955,50823,74914
Uttar Pradesh,Kaushambi,2017,166085,114467,48154,11265,52754
Uttar Pradesh,Kaushambi,2018,116081,135408,55846,19718,24112
Uttar Pradesh,Kaushambi,2019,137325,215134,63806,5787,67908
Uttar Pradesh,Kaushambi,2020,57296,195499,25779,30825,52040
Uttar Pradesh,Kaushambi,2021,29497,255252,59708,55088,7448
Uttar Pradesh,Kaushambi,2022,190814,275962,49457,22193,60683
Uttar Pradesh,Kaushambi,2023,197537,87623,42469,54137,23060
Uttar Pradesh,Kaushambi,2024,63213,187940,15647,42546,72984
Uttar Pradesh,Kaushambi,2025,18839,247561,71484,49423,69933
Uttar Pradesh,Kushinagar,2015,21690,146448,2344,19039,58827
Uttar Pradesh,Kushinagar,2016,27956,296770,46907,31630,29271
Uttar Pradesh,Kushinagar,2017,54672,199379,67760,6838,35260
Uttar Pradesh,Kushinagar,2018,190369,130378,63222,50933,70834
Uttar Pradesh,Kushinagar,2019,63916,85886,49752,24368,35402
Uttar Pradesh,Kushinagar,2020,132440,98674,18555,7872,15824
Uttar Pradesh,Kushinagar,2021,76988,118730,70228,59608,9612
Uttar Pradesh,Kushinagar,2022,95378,118927,23818,23191,88173
Uttar Pradesh,Kushinagar,2023,173962,242057,40813,36810,24172
Uttar Pradesh,Kushinagar,2024,70935,188530,45015,13567,21032
Uttar Pradesh,Kushinagar,2025,145063,164320,41035,48331,59078
Uttar Pradesh,Lakhimpur Kheri,2015,45838,91596,45616,30437,43905
Uttar Pradesh,Lakhimpur Kheri,2016,31159,198187,39303,54341,55149
Uttar Pradesh,Lakhimpur Kheri,2017,99732,139401,37169,18712,64678
Uttar Pradesh,Lakhimpur Kheri,2018,179291,161229,56658,31799,42850
Uttar Pradesh,Lakhimpur Kheri,2019,97278,180249,57943,34882,14663
Uttar Pradesh,Lakhimpur Kheri,2020,147038,219872,72849,12227,42717
Uttar Pradesh,Lakhimpur Kheri,2021,50210,80177,29828,17215,41706
Uttar Pradesh,Lakhimpur Kheri,2022,112570,283653,73325,58362,15582
Uttar Pradesh,Lakhimpur Kheri,2023,160680,225712,16523,29508,30285
Uttar Pradesh,Lakhimpur Kheri,2024,175897,136182,47078,24061,44443
Uttar Pradesh,Lakhimpur Kheri,2025,182453,102762,39632,17245,75720
Uttar Pradesh,Lalitpur,2015,150579,153859,44422,49032,23615
Uttar Pradesh,Lalitpur,2016,137844,271189,44937,53029,41903
Uttar Pradesh,Lalitpur,2017,179956,109091,25601,40708,18788
Uttar Pradesh,Lalitpur,2018,33286,284910,72953,42502,53434
Uttar Pradesh,Lalitpur,2019,12271,216694,26742,20858,82353
Uttar Pradesh,Lalitpur,2020,84397,90320,16110,54379,22540
Uttar Pradesh,Lalitpur,2021,144739,294224,40043,13273,32151
Uttar Pradesh,Lalitpur,2022,195037,216282,24828,11260,69709
Uttar Pradesh,Lalitpur,2023,86162,112647,51816,21636,81139
Uttar Pradesh,Lalitpur,2024,163498,51191,7249,18383,23164
Uttar Pradesh,Lalitpur,2025,90030,259101,15666,25240,7050
Uttar Pradesh,Lucknow,2015,155227,50251,77888,46629,59631
Uttar Pradesh,Lucknow,2016,92635,56272,49997,49529,27132
Uttar Pradesh,Lucknow,2017,129628,226908,30987,48304,32230
Uttar Pradesh,Lucknow,2018,98271,208424,57523,40391,55381
Uttar Pradesh,Lucknow,2019,183904,160163,9448,33639,53529
Uttar Pradesh,Lucknow,2020,183622,190434,33704,13292,5541
Uttar Pradesh,Lucknow,2021,30560,272425,77008,6639,73517
Uttar Pradesh,Lucknow,2022,67841,289092,5890,40521,17883
Uttar Pradesh,Lucknow,2023,38868,154202,40092,24014,67866
Uttar Pradesh,Lucknow,2024,80681,134194,29412,30757,83255
Uttar Pradesh,Lucknow,2025,112137,198962,35063,6135,33939
Uttar Pradesh,Maharajganj,2015,155269,222637,13057,16765,87264
Uttar Pradesh,Maharajganj,2016,66898,105243,37983,54743,70760
Uttar Pradesh,Maharajganj,2017,31794,280759,7862,34667,21674
Uttar Pradesh,Maharajganj,2018,131287,71309,20878,52554,41145
Uttar Pradesh,Maharajganj,2019,89793,62703,14316,30843,65106
Uttar Pradesh,Maharajganj,2020,72917,59797,62209,46221,42287
Uttar Pradesh,Maharajganj,2021,95646,95063,40408,8010,21489
Uttar Pradesh,Maharajganj,2022,9599,56939,35353,28936,41144
Uttar Pradesh,Maharajganj,2023,7712,289810,49364,35102,20819
Uttar Pradesh,Maharajganj,2024,170427,96327,46959,43657,4730
Uttar Pradesh,Maharajganj,2025,41906,216548,9838,32498,51937
Uttar Pradesh,Mahoba,2015,11703,116934,33943,20735,35773
Uttar Pradesh,Mahoba,2016,116043,131736,45650,26818,29020
Uttar Pradesh,Mahoba,2017,25125,294986,13711,18479,58650
Uttar Pradesh,Mahoba,2018,193378,165769,26125,16242,81589
Uttar Pradesh,Mahoba,2019,162612,282283,49365,59513,78383
Uttar Pradesh,Mahoba,2020,23030,66877,3844,13569,77133
Uttar Pradesh,Mahoba,2021,171742,264281,64733,36876,32976
Uttar Pradesh,Mahoba,2022,151896,175249,4660,50579,6302
Uttar Pradesh,Mahoba,2023,139221,172379,67798,35239,42267
Uttar Pradesh,Mahoba,2024,65943,150973,8334,45809,60755
Uttar Pradesh,Mahoba,2025,180390,266959,24478,3355,38117
Uttar Pradesh,Mainpuri,2015,102061,83516,11755,10496,43115
Uttar Pradesh,Mainpuri,2016,125708,268230,66684,2267,24742
Uttar Pradesh,Mainpuri,2017,90530,65633,16296,14658,77738
Uttar Pradesh,Mainpuri,2018,56712,186455,4872,40333,52036
Uttar Pradesh,Mainpuri,2019,121160,179934,19416,30318,19412
Uttar Pradesh,Mainpuri,2020,88349,178012,78662,4312,71999
Uttar Pradesh,Mainpuri,2021,63924,55359,36149,18581,61250
Uttar Pradesh,Mainpuri,2022,71739,186751,70271,45837,18014
Uttar Pradesh,Mainpuri,2023,189635,277227,68835,44910,12033
Uttar Pradesh,Mainpuri,2024,158652,132761,74375,40248,77576
Uttar Pradesh,Mainpuri,2025,51052,218289,50952,29884,22966
Uttar Pradesh,Mathura,2015,46679,287052,4440,31411,8436
Uttar Pradesh,Mathura,2016,172941,243006,62833,9018,62364
Uttar Pradesh,Mathura,2017,147978,256675,57299,53264,6572
Uttar Pradesh,Mathura,2018,184595,267126,10845,22043,21721
Uttar Pradesh,Mathura,2019,152704,150894,13781,7006,62072
Uttar Pradesh,Mathura,2020,108548,223120,24298,45484,69383
Uttar Pradesh,Mathura,2021,33792,287550,3142,49282,16898
Uttar Pradesh,Mathura,2022,103709,67754,10444,45248,79018
Uttar Pradesh,Mathura,2023,57553,168837,35197,53124,27723
Uttar Pradesh,Mathura,2024,55161,219802,12181,12749,87422
Uttar Pradesh,Mathura,2025,180907,258932,55886,40236,73832
Uttar Pradesh,Mau,2015,178592,101835,68349,25565,80846
Uttar Pradesh,Mau,2016,21195,160992,52065,21633,57403
Uttar Pradesh,Mau,2017,184352,262081,70646,40569,31835
Uttar Pradesh,Mau,2018,150582,171078,13414,24383,71009
Uttar Pradesh,Mau,2019,5319,83334,30340,49037,82442
Uttar Pradesh,Mau,2020,27180,251013,60085,57692,25657
Uttar Pradesh,Mau,2021,149440,69164,28774,23292,76126
Uttar Pradesh,Mau,2022,110544,165146,45235,44263,70008
Uttar Pradesh,Mau,2023,134752,99790,72817,36243,64154
Uttar Pradesh,Mau,2024,14541,184272,42666,19261,11373
Uttar Pradesh,Mau,2025,195653,168687,26842,29689,41072
Uttar Pradesh,Meerut,2015,14373,237849,32091,54481,75024
Uttar Pradesh,Meerut,2016,183400,299930,61934,35950,24836
Uttar Pradesh,Meerut,2017,86064,90949,36848,48069,82560
Uttar Pradesh,Meerut,2018,157671,92334,43991,26527,24226
Uttar Pradesh,Meerut,2019,59816,176007,14357,17366,35697
Uttar Pradesh,Meerut,2020,47093,209945,65717,47241,53153
Uttar Pradesh,Meerut,2021,23654,129736,30924,44898,62558
Uttar Pradesh,Meerut,2022,80112,205506,28022,37450,84137
Uttar Pradesh,Meerut,2023,165986,256728,72354,19395,41511
Uttar Pradesh,Meerut,2024,70488,162763,50823,40377,17093
Uttar Pradesh,Meerut,2025,83289,204402,6846,25116,35525
Uttar Pradesh,Mirzapur,2015,28691,179273,4235,5682,67293
Uttar Pradesh,Mirzapur,2016,35625,107171,42130,54004,70609
Uttar Pradesh,Mirzapur,2017,36802,277758,54307,11777,30989
Uttar Pradesh,Mirzapur,2018,133254,51538,36097,34390,36341
Uttar Pradesh,Mirzapur,2019,15384,87724,63379,48622,67139
Uttar Pradesh,Mirzapur,2020,167567,296999,7528,45930,15263
Uttar Pradesh,Mirzapur,2021,56691,152773,43289,3741,37355
Uttar Pradesh,Mirzapur,2022,159753,120179,44705,10580,13240
Uttar Pradesh,Mirzapur,2023,121593,295592,16082,5000,7390
Uttar Pradesh,Mirzapur,2024,180577,192343,73871,25490,62123
Uttar Pradesh,Mirzapur,2025,162464,220906,32261,58336,11017
Uttar Pradesh,Moradabad,2015,169005,111739,66369,45576,46757
Uttar Pradesh,Moradabad,2016,120177,174380,21520,15291,38753
Uttar Pradesh,Moradabad,2017,149542,144673,60820,9997,24956
Uttar Pradesh,Moradabad,2018,105271,234530,68472,37063,53340
Uttar Pradesh,Moradabad,2019,137409,257021,16257,51390,76638
Uttar Pradesh,Moradabad,2020,100976,262426,73143,30329,18872
Uttar Pradesh,Moradabad,2021,76427,183181,15427,46200,41388
Uttar Pradesh,Moradabad,2022,124059,166305,9176,32744,8948
Uttar Pradesh,Moradabad,2023,15539,212755,50796,49996,35060
Uttar Pradesh,Moradabad,2024,162105,269634,71565,18569,25338
Uttar Pradesh,Moradabad,2025,118078,252082,78875,3980,60953
Uttar Pradesh,Muzaffarnagar,2015,87535,174921,65951,24501,73226
Uttar Pradesh,Muzaffarnagar,2016,60866,163899,12061,39503,14346
Uttar Pradesh,Muzaffarnagar,2017,163115,51256,38044,51475,83665
Uttar Pradesh,Muzaffarnagar,2018,199758,129438,59027,31439,89964
Uttar Pradesh,Muzaffarnagar,2019,102480,245609,76005,7238,14384
Uttar Pradesh,Muzaffarnagar,2020,67574,208329,49735,42538,50802
Uttar Pradesh,Muzaffarnagar,2021,5002,281160,65553,8858,57816
Uttar Pradesh,Muzaffarnagar,2022,94255,76968,60131,58584,75694
Uttar Pradesh,Muzaffarnagar,2023,185607,299087,20213,20844,65234
Uttar Pradesh,Muzaffarnagar,2024,126880,268288,8966,15313,41973
Uttar Pradesh,Muzaffarnagar,2025,21205,160669,69250,56967,11716
Uttar Pradesh,Pilibhit,2015,28779,174346,62010,2892,55951
Uttar Pradesh,Pilibhit,2016,111729,149891,45285,29759,70690
Uttar Pradesh,Pilibhit,2017,93530,276946,9243,8100,57785
Uttar Pradesh,Pilibhit,2018,193063,50169,52439,35813,39923
Uttar Pradesh,Pilibhit,2019,181521,146878,35952,56313,38419
Uttar Pradesh,Pilibhit,2020,38307,159170,37048,32607,38235
Uttar Pradesh,Pilibhit,2021,24076,153591,17681,8412,66668
Uttar Pradesh,Pilibhit,2022,162108,145606,21039,31344,12376
Uttar Pradesh,Pilibhit,2023,108656,206247,7636,22784,67539
Uttar Pradesh,Pilibhit,2024,78258,231219,60071,32586,71386
Uttar Pradesh,Pilibhit,2025,120492,237474,24166,16787,14059
Uttar Pradesh,Pratapgarh,2015,126124,166551,25457,13348,73516
Uttar Pradesh,Pratapgarh,2016,36788,66926,36529,43541,86459
Uttar Pradesh,Pratapgarh,2017,153385,282214,3287,30897,65385
Uttar Pradesh,Pratapgarh,2018,34395,103074,5842,36490,39706
Uttar Pradesh,Pratapgarh,2019,110187,185800,32255,35258,57054
Uttar Pradesh,Pratapgarh,2020,33644,222992,11232,52425,67646
Uttar Pradesh,Pratapgarh,2021,89281,119362,35278,36097,35072
Uttar Pradesh,Pratapgarh,2022,21161,144344,43237,38008,24190
Uttar Pradesh,Pratapgarh,2023,16282,250484,79690,5973,53123
Uttar Pradesh,Pratapgarh,2024,179208,91821,62960,52620,89234
Uttar Pradesh,Pratapgarh,2025,20064,241326,20523,41682,22299
Uttar Pradesh,Prayagraj,2015,130481,224365,19592,37481,56805
Uttar Pradesh,Prayagraj,2016,90166,237911,73177,34779,24585
Uttar Pradesh,Prayagraj,2017,14106,80050,45780,30545,87682
Uttar Pradesh,Prayagraj,2018,102974,74684,6155,3031,27215
Uttar Pradesh,Prayagraj,2019,174414,297139,7803,51567,79378
Uttar Pradesh,Prayagraj,2020,131927,105199,21169,10016,20701
Uttar Pradesh,Prayagraj,2021,81874,200008,55763,35636,58292
Uttar Pradesh,Prayagraj,2022,105131,171288,72059,45386,21257
Uttar Pradesh,Prayagraj,2023,156945,80413,37146,58484,81731
Uttar Pradesh,Prayagraj,2024,107920,110403,67835,10853,87366
Uttar Pradesh,Prayagraj,2025,5130,250695,57080,19515,15704
Uttar Pradesh,Rae Bareli,2015,163170,50857,4915,29141,45935
Uttar Pradesh,Rae Bareli,2016,95054,148946,3928,12458,83405
Uttar Pradesh,Rae Bareli,2017,176890,131939,32750,5673,53188
Uttar Pradesh,Rae Bareli,2018,192496,63704,63695,17826,77318
Uttar Pradesh,Rae Bareli,2019,142175,260655,26701,46871,10723
Uttar Pradesh,Rae Bareli,2020,33864,118358,72311,59433,7658
Uttar Pradesh,Rae Bareli,2021,157967,181563,4555,41606,50445
Uttar Pradesh,Rae Bareli,2022,94529,267016,31054,59993,72797
Uttar Pradesh,Rae Bareli,2023,23023,269936,71835,58920,85504
Uttar Pradesh,Rae Bareli,2024,6492,279285,59335,55617,9867
Uttar Pradesh,Rae Bareli,2025,54525,84584,14843,52949,24764
Uttar Pradesh,Rampur,2015,92480,272155,76607,16544,31140
Uttar Pradesh,Rampur,2016,26897,234307,21950,44635,13474
Uttar Pradesh,Rampur,2017,95422,53859,77109,37034,61628
Uttar Pradesh,Rampur,2018,54852,169670,25769,54304,79847
Uttar Pradesh,Rampur,2019,21892,130857,55346,27307,10426
Uttar Pradesh,Rampur,2020,71261,231665,16302,43268,66984
Uttar Pradesh,Rampur,2021,58879,190774,2933,50660,51902
Uttar Pradesh,Rampur,2022,50102,82212,33235,38134,39584
Uttar Pradesh,Rampur,2023,127469,247159,24666,7775,88295
Uttar Pradesh,Rampur,2024,66834,198338,73281,20193,36909
Uttar Pradesh,Rampur,2025,111538,99922,11085,36865,60906
Uttar Pradesh,Saharanpur,2015,99801,142821,39336,39411,84886
Uttar Pradesh,Saharanpur,2016,10201,200058,47978,53140,35907
Uttar Pradesh,Saharanpur,2017,61823,255631,79030,36242,74630
Uttar Pradesh,Saharanpur,2018,49090,283862,46165,26829,50185
Uttar Pradesh,Saharanpur,2019,90880,109404,51643,59891,21983
Uttar Pradesh,Saharanpur,2020,120464,202593,75420,27187,51966
Uttar Pradesh,Saharanpur,2021,152338,206370,56971,10368,11692
Uttar Pradesh,Saharanpur,2022,52525,224231,30696,22618,73702
Uttar Pradesh,Saharanpur,2023,163039,121655,4346,13024,63982
Uttar Pradesh,Saharanpur,2024,89382,289198,39940,15719,42291
Uttar Pradesh,Saharanpur,2025,113910,260181,39255,24989,40137
Uttar Pradesh,Sambhal,2015,41431,111323,59091,15179,22463
Uttar Pradesh,Sambhal,2016,165677,264261,41712,59567,53875
Uttar Pradesh,Sambhal,2017,38898,156468,74879,49582,25681
Uttar Pradesh,Sambhal,2018,99622,217337,15905,8154,32701
Uttar Pradesh,Sambhal,2019,94346,283975,51613,4397,58408
Uttar Pradesh,Sambhal,2020,131674,197801,58569,27896,12314
Uttar Pradesh,Sambhal,2021,181080,188598,2180,18251,50273
Uttar Pradesh,Sambhal,2022,133439,268041,72566,28809,21804
Uttar Pradesh,Sambhal,2023,10988,196209,13977,1798,62678
Uttar Pradesh,Sambhal,2024,6216,135705,53717,5730,41100
Uttar Pradesh,Sambhal,2025,66277,234899,55966,12176,58597
Uttar Pradesh,Sant Kabir Nagar,2015,164081,207327,12527,26292,67293
Uttar Pradesh,Sant Kabir Nagar,2016,65532,184036,24486,19082,56948
Uttar Pradesh,Sant Kabir Nagar,2017,76441,63963,57867,33675,11201
Uttar Pradesh,Sant Kabir Nagar,2018,32441,183012,14449,16915,32812
Uttar Pradesh,Sant Kabir Nagar,2019,7112,234261,61400,9110,75306
Uttar Pradesh,Sant Kabir Nagar,2020,83137,80872,69013,23545,25668
Uttar Pradesh,Sant Kabir Nagar,2021,184000,202319,47160,46469,14065
Uttar Pradesh,Sant Kabir Nagar,2022,172164,226193,66385,2455,13387
Uttar Pradesh,Sant Kabir Nagar,2023,101305,190966,36766,38476,77998
Uttar Pradesh,Sant Kabir Nagar,2024,23177,269331,59919,57698,15962
Uttar Pradesh,Sant Kabir Nagar,2025,25516,272130,5256,25145,65842
Uttar Pradesh,Shahjahanpur,2015,83363,225224,51993,7008,11867
Uttar Pradesh,Shahjahanpur,2016,87750,150315,63643,21295,44607
Uttar Pradesh,Shahjahanpur,2017,193354,207779,42010,45049,12556
Uttar Pradesh,Shahjahanpur,2018,33883,51007,71260,8934,80884
Uttar Pradesh,Shahjahanpur,2019,171883,189464,10780,5875,46978
Uttar Pradesh,Shahjahanpur,2020,81561,136100,22050,14014,35423
Uttar Pradesh,Shahjahanpur,2021,169661,64369,75366,46780,77176
Uttar Pradesh,Shahjahanpur,2022,48919,227875,6662,1898,29967
Uttar Pradesh,Shahjahanpur,2023,64332,238934,59580,39107,74818
Uttar Pradesh,Shahjahanpur,2024,37275,185367,76989,55766,88639
Uttar Pradesh,Shahjahanpur,2025,36853,240110,5173,2639,44076
Uttar Pradesh,Shamli,2015,108565,270011,65457,55235,17777
Uttar Pradesh,Shamli,2016,176916,76637,59738,58149,12822
Uttar Pradesh,Shamli,2017,64462,145452,25600,18120,26492
Uttar Pradesh,Shamli,2018,109731,106290,55392,47193,19744
Uttar Pradesh,Shamli,2019,149002,242165,37961,11785,43773
Uttar Pradesh,Shamli,2020,95899,244308,62141,25120,61589
Uttar Pradesh,Shamli,2021,171312,287707,15789,38847,50059
Uttar Pradesh,Shamli,2022,56354,89024,76445,26090,14346
Uttar Pradesh,Shamli,2023,83336,203977,51094,54147,29298
Uttar Pradesh,Shamli,2024,169953,266654,57941,53818,36254
Uttar Pradesh,Shamli,2025,24424,125360,6037,44554,22177
Uttar Pradesh,Shravasti,2015,51228,164804,28952,46965,55979
Uttar Pradesh,Shravasti,2016,103833,184101,50234,46506,67254
Uttar Pradesh,Shravasti,2017,134640,250238,26586,25041,83217
Uttar Pradesh,Shravasti,2018,12433,50856,18497,10039,11257
Uttar Pradesh,Shravasti,2019,131814,87368,35175,9384,58269
Uttar Pradesh,Shravasti,2020,194933,203278,40750,9332,33468
Uttar Pradesh,Shravasti,2021,71188,51419,42963,19060,66847
Uttar Pradesh,Shravasti,2022,152849,114593,57011,15376,40480
Uttar Pradesh,Shravasti,2023,196777,198912,70373,20784,2003
Uttar Pradesh,Shravasti,2024,109636,196303,13562,33286,16190
Uttar Pradesh,Shravasti,2025,11747,129850,51092,24136,40217
Uttar Pradesh,Siddharthnagar,2015,44853,254772,4909,28619,86433
Uttar Pradesh,Siddharthnagar,2016,36497,114288,19685,36767,8987
Uttar Pradesh,Siddharthnagar,2017,16236,76699,24362,34106,6788
Uttar Pradesh,Siddharthnagar,2018,77754,265367,78914,45117,88681
Uttar Pradesh,Siddharthnagar,2019,129254,195443,53180,29746,52083
Uttar Pradesh,Siddharthnagar,2020,186920,101009,24999,29089,74268
Uttar Pradesh,Siddharthnagar,2021,110222,293225,6821,29419,7635
Uttar Pradesh,Siddharthnagar,2022,93701,147144,73404,52998,89270
Uttar Pradesh,Siddharthnagar,2023,123886,144048,60322,47963,77986
Uttar Pradesh,Siddharthnagar,2024,12928,234839,12691,38346,27391
Uttar Pradesh,Siddharthnagar,2025,31335,93535,9019,24665,30012
Uttar Pradesh,Sitapur,2015,86690,216778,68833,9266,19040
Uttar Pradesh,Sitapur,2016,137859,185782,8296,48966,17539
Uttar Pradesh,Sitapur,2017,5091,201144,3196,50074,55603
Uttar Pradesh,Sitapur,2018,170486,223332,46031,36470,75780
Uttar Pradesh,Sitapur,2019,162903,278898,43931,33381,44874
Uttar Pradesh,Sitapur,2020,141596,75822,78647,10245,66867
Uttar Pradesh,Sitapur,2021,75553,169588,16226,7921,82501
Uttar Pradesh,Sitapur,2022,39244,51256,77373,21867,36397
Uttar Pradesh,Sitapur,2023,126189,236658,78691,51546,15106
Uttar Pradesh,Sitapur,2024,107912,250403,18515,55164,87258
Uttar Pradesh,Sitapur,2025,158862,246807,1423,2799,41134
Uttar Pradesh,Sonbhadra,2015,70742,207550,19306,15677,33049
Uttar Pradesh,Sonbhadra,2016,21339,252810,2382,30819,68853
Uttar Pradesh,Sonbhadra,2017,175294,101723,16725,26645,9448
Uttar Pradesh,Sonbhadra,2018,198984,102910,43662,29706,6279
Uttar Pradesh,Sonbhadra,2019,134609,278845,6734,54595,12521
Uttar Pradesh,Sonbhadra,2020,67868,104509,33241,45983,64420
Uttar Pradesh,Sonbhadra,2021,192120,117857,59196,43764,70978
Uttar Pradesh,Sonbhadra,2022,38418,173972,26596,2899,46461
Uttar Pradesh,Sonbhadra,2023,132461,214952,35554,48906,84034
Uttar Pradesh,Sonbhadra,2024,186855,271683,14062,4228,42535
Uttar Pradesh,Sonbhadra,2025,113318,268047,51753,51206,42673
Uttar Pradesh,Sultanpur,2015,181006,248989,4763,1469,82079
Uttar Pradesh,Sultanpur,2016,24255,197289,53806,35921,81296
Uttar Pradesh,Sultanpur,2017,145107,134888,5480,2882,59404
Uttar Pradesh,Sultanpur,2018,44707,297621,37538,1745,84244
Uttar Pradesh,Sultanpur,2019,180741,167280,34950,56363,48894
Uttar Pradesh,Sultanpur,2020,78856,99120,65042,55081,7901
Uttar Pradesh,Sultanpur,2021,53381,204725,16825,29662,73328
Uttar Pradesh,Sultanpur,2022,115223,297245,74066,22302,87068
Uttar Pradesh,Sultanpur,2023,57005,141182,50180,24309,59192
Uttar Pradesh,Sultanpur,2024,150385,168356,53365,8125,43534
Uttar Pradesh,Sultanpur,2025,129247,87214,54198,34766,44957
Uttar Pradesh,Unnao,2015,176474,200968,16679,51351,49499
Uttar Pradesh,Unnao,2016,109603,259004,74484,40311,8503
Uttar Pradesh,Unnao,2017,197061,283642,20262,9786,68883
Uttar Pradesh,Unnao,2018,93323,257555,47591,30571,26617
Uttar Pradesh,Unnao,2019,40844,186374,1517,48172,76590
Uttar Pradesh,Unnao,2020,87010,70584,24701,25851,45085
Uttar Pradesh,Unnao,2021,177095,267188,28871,16453,17484
Uttar Pradesh,Unnao,2022,116852,53455,47053,25253,55607
Uttar Pradesh,Unnao,2023,45316,210040,48513,38967,85621
Uttar Pradesh,Unnao,2024,186682,208108,61446,37092,15758
Uttar Pradesh,Unnao,2025,156478,194738,55562,56014,50948
Uttar Pradesh,Varanasi,2015,170522,136783,74101,28293,55031
Uttar Pradesh,Varanasi,2016,152692,241038,14230,1816,35391
Uttar Pradesh,Varanasi,2017,98159,61819,22713,12542,53454
Uttar Pradesh,Varanasi,2018,19153,236246,36541,57147,13881
Uttar Pradesh,Varanasi,2019,75752,115826,42769,59732,84814
Uttar Pradesh,Varanasi,2020,77476,68074,10501,20973,41603
Uttar Pradesh,Varanasi,2021,114947,141034,8234,32022,12970
Uttar Pradesh,Varanasi,2022,69538,121425,8278,10528,11252
Uttar Pradesh,Varanasi,2023,83614,76557,78206,40516,87060
Uttar Pradesh,Varanasi,2024,29477,262367,16539,19721,63567
Uttar Pradesh,Varanasi,2025,91753,83035,40202,30287,7382
Uttarakhand,Almora,2015,117352,234449,73352,20259,6344
Uttarakhand,Almora,2016,80261,215319,22911,20392,72646
