state,district,year,metro_length,urban_projects,smart_city_score,traffic_index,public_transport_score,road_development,urban_population
Maharashtra,Amravati,2019,33.23,36.6,16.25,98.87,85.64,94.23,58.18
Haryana,Palwal,2023,16.37,85.77,30.04,98.82,16.21,45.51,60.91
Uttarakhand,Almora,2018,75.02,21.78,19.82,88.78,89.64,44.18,30.9
West Bengal,Jalpaiguri,2018,10.27,68.23,70.72,87.16,12.44,66.01,97.4
Sikkim,Soreng,2020,27.54,28.97,75.93,39.38,27.91,90.75,65.89
Maharashtra,Solapur,2018,55.16,37.75,40.7,98.3,16.61,23.88,47.95
Nagaland,Zunheboto,2015,48.07,56.97,54.58,29.76,10.42,10.87,73.27
Sikkim,Gyalshing,2015,72.75,64.54,86.26,98.31,21.38,72.64,51.65
Gujarat,Dang,2022,57.33,74.25,52.98,79.45,45.36,39.71,10.03
Gujarat,Surat,2022,26.25,35.15,93.18,15.41,54.9,17.33,70.91
Madhya Pradesh,Shahdol,2015,93.67,71.07,20.0,65.11,49.38,70.38,37.36
Andhra Pradesh,Alluri Sitharama Raju,2015,12.86,72.42,34.73,23.73,77.53,19.41,32.95
Haryana,Mahendragarh,2016,51.59,98.06,63.14,66.04,87.31,41.12,95.61
Haryana,Mahendragarh,2022,92.21,18.56,16.81,17.31,78.14,61.26,27.16
Assam,Dibrugarh,2022,16.19,93.97,27.24,64.55,89.93,61.99,42.56
Uttarakhand,Nainital,2017,29.45,87.1,18.05,41.28,20.87,84.24,25.65
Haryana,Mahendragarh,2019,44.8,82.98,33.76,84.93,12.58,92.54,59.26
Karnataka,Kodagu,2017,92.55,72.34,36.09,36.01,26.42,85.75,59.79
Madhya Pradesh,Sheopur,2019,41.99,44.83,58.49,92.1,15.46,14.53,82.97
Assam,Hailakandi,2023,95.39,22.01,21.98,74.39,52.23,26.01,16.01
Assam,Sivasagar,2020,87.06,62.26,47.23,66.83,70.37,99.14,78.58
Tamil Nadu,Krishnagiri,2018,87.82,55.18,70.55,75.98,29.96,49.19,21.87
West Bengal,Dakshin Dinajpur,2018,64.68,79.17,65.74,86.96,12.61,19.57,59.3
Nagaland,Tuensang,2018,12.72,78.62,77.56,29.37,65.57,10.89,96.99
Gujarat,Valsad,2019,20.64,42.35,90.84,28.41,56.78,63.02,76.14
West Bengal,Jhargram,2020,25.96,82.41,34.91,99.03,90.71,80.12,53.97
Chhattisgarh,Korea,2015,93.91,57.84,39.72,82.77,13.48,12.39,62.29
Jharkhand,Garhwa,2025,99.49,45.21,49.99,98.87,59.21,48.45,66.0
Andhra Pradesh,Parvathipuram Manyam,2017,71.69,57.67,28.7,10.26,91.01,36.68,49.8
Tamil Nadu,Viluppuram,2020,11.58,82.11,92.84,59.97,32.13,13.12,67.21
Maharashtra,Raigad,2020,11.36,29.64,67.45,85.46,69.45,69.46,97.79
Assam,Golaghat,2019,12.76,27.76,72.0,53.51,21.32,40.59,23.2
Tamil Nadu,Kanchipuram,2016,72.79,80.77,72.02,36.61,92.29,51.35,69.68
Maharashtra,Kolhapur,2022,38.25,56.96,86.75,84.81,85.3,28.42,63.57
Chhattisgarh,Durg,2019,52.23,20.76,89.96,28.85,50.33,15.82,66.63
Haryana,Gurugram,2017,51.76,38.37,64.38,66.36,65.52,61.42,86.52
Meghalaya,South West Khasi Hills,2015,63.45,83.43,44.81,90.73,50.45,86.31,94.31
Rajasthan,Hanumangarh,2015,23.88,26.98,93.29,76.27,83.36,78.09,88.45
Gujarat,Bhavnagar,2018,83.82,88.06,69.67,54.51,89.4,99.54,30.21
Madhya Pradesh,Hoshangabad (Narmadapuram),2025,13.14,74.26,66.98,24.61,75.66,41.27,44.08
Assam,Kokrajhar,2016,12.14,79.09,60.08,96.4,40.61,17.16,10.56
Madhya Pradesh,Harda,2015,69.04,36.6,44.08,68.46,55.06,39.75,79.68
Haryana,Charkhi Dadri,2020,59.29,59.96,85.22,48.29,83.61,85.12,64.61
Tamil Nadu,Madurai,2023,98.21,87.92,47.4,51.52,71.83,45.87,23.36
Uttar Pradesh,Aligarh,2017,37.84,95.68,11.19,51.1,54.51,47.37,25.97
Uttar Pradesh,Amroha,2020,75.01,17.28,34.73,38.73,44.88,84.07,73.16
Bihar,Bhagalpur,2024,43.17,19.25,35.53,40.16,53.26,57.56,49.04
Karnataka,Dakshina Kannada,2018,82.46,64.58,48.95,18.99,79.75,19.35,87.35
Rajasthan,Jaipur,2019,57.37,94.23,87.47,43.7,19.69,58.26,42.62
Telangana,Nalgonda,2021,19.31,80.14,16.63,89.27,84.52,73.98,65.61
Tripura,Gomati,2025,96.77,37.42,77.75,38.4,40.62,71.81,60.06
Karnataka,Mandya,2023,72.52,59.88,91.02,31.08,76.12,72.33,94.42
Chhattisgarh,Korea,2018,54.07,46.98,66.23,79.66,74.29,41.86,83.94
Gujarat,Bharuch,2017,91.48,51.3,84.12,88.57,97.67,84.46,34.66
Madhya Pradesh,Chhatarpur,2025,53.34,84.75,27.6,78.87,21.81,80.69,88.62
Rajasthan,Jhunjhunu,2022,66.07,70.68,78.15,92.96,31.63,44.45,14.69
Bihar,Bhojpur,2016,66.69,28.23,34.96,49.29,86.68,40.65,30.77
Bihar,Madhepura,2019,29.97,15.59,45.52,64.56,80.67,44.39,59.27
Tamil Nadu,Tiruvannamalai,2020,30.85,12.68,80.28,66.84,51.66,11.77,49.1
Nagaland,Mokokchung,2023,46.88,41.93,30.02,39.89,97.19,89.71,84.78
Rajasthan,Dausa,2016,21.13,43.19,98.89,51.47,63.5,67.94,53.03
Kerala,Kozhikode,2016,86.03,62.29,52.87,98.9,19.32,71.34,56.44
Jharkhand,Latehar,2015,35.39,76.27,54.69,83.38,41.28,39.71,99.81
Maharashtra,Ratnagiri,2020,60.58,71.62,27.76,73.63,41.93,95.05,15.67
Himachal Pradesh,Solan,2021,41.54,75.92,34.48,76.39,84.67,84.07,58.5
Haryana,Panipat,2023,95.59,48.45,54.61,14.75,38.42,77.89,36.28
Meghalaya,South West Khasi Hills,2023,90.82,33.86,31.33,21.61,53.84,84.88,40.1
Haryana,Rewari,2023,84.93,89.46,43.75,61.15,47.45,55.32,23.82
Punjab,Sangrur,2017,73.28,87.92,94.21,57.12,32.14,20.76,70.41
Bihar,West Champaran,2022,81.83,49.54,50.47,69.63,60.58,43.08,30.62
Telangana,Jagtial,2018,13.12,82.06,67.24,46.4,36.58,10.0,93.75
Mizoram,Serchhip,2019,19.08,57.78,80.18,20.88,17.66,71.54,57.1
Uttar Pradesh,Prayagraj,2019,66.31,14.97,25.73,83.49,26.83,23.38,23.96
Karnataka,Yadgir,2016,15.09,63.31,30.34,62.39,68.8,46.51,47.37
Chhattisgarh,Kabirdham,2019,80.51,50.72,47.62,69.25,77.13,13.58,46.16
Karnataka,Chikkamagaluru,2019,80.02,83.99,42.01,23.71,74.96,26.39,51.09
Bihar,Saran,2018,43.98,34.12,93.92,38.88,52.32,88.58,97.52
Rajasthan,Neem Ka Thana,2016,75.93,10.37,89.0,41.45,68.72,48.02,16.51
Andhra Pradesh,Nandyal,2024,61.47,88.81,34.08,47.31,95.69,16.37,37.46
Madhya Pradesh,Harda,2020,61.62,37.93,61.97,66.59,96.99,15.21,54.69
Haryana,Kaithal,2015,69.67,58.74,13.49,80.69,10.69,46.56,76.74
Andhra Pradesh,Guntur,2023,61.42,47.01,66.37,36.27,29.72,45.48,54.42
Maharashtra,Latur,2021,84.76,50.48,11.28,88.97,50.28,11.63,48.94
Assam,Dibrugarh,2018,22.51,10.86,99.98,87.44,82.48,99.55,50.97
Odisha,Kandhamal,2022,18.61,39.99,59.17,25.23,40.99,48.48,43.9
Maharashtra,Amravati,2015,78.25,24.65,93.41,72.1,30.83,68.03,20.97
Andhra Pradesh,Chittoor,2018,46.29,17.47,80.24,48.48,90.16,44.14,32.31
Madhya Pradesh,Seoni,2017,19.63,32.27,84.15,78.71,70.49,56.57,77.77
Uttar Pradesh,Kanpur Dehat,2019,55.29,49.97,79.29,47.27,95.0,31.72,49.08
Nagaland,Peren,2016,12.55,58.07,39.76,77.61,31.92,28.0,26.13
Odisha,Sonepur,2015,73.62,60.57,61.74,26.05,65.88,38.15,91.35
Maharashtra,Bhandara,2024,45.91,12.88,71.79,67.43,62.48,54.38,29.86
Meghalaya,East Garo Hills,2018,70.74,95.71,69.05,15.09,95.04,12.64,30.81
Rajasthan,Phalodi,2021,30.91,74.69,77.82,13.43,57.05,66.15,31.22
Gujarat,Porbandar,2024,46.43,42.08,69.86,90.35,35.86,46.55,93.53
Rajasthan,Rajsamand,2024,74.64,66.06,17.47,74.15,22.05,14.51,80.08
Kerala,Idukki,2016,33.33,16.36,76.85,95.5,86.91,45.58,49.1
Madhya Pradesh,Gwalior,2015,34.02,73.69,94.27,73.27,25.48,46.4,50.33
Nagaland,Zunheboto,2020,91.45,57.75,54.09,69.69,90.67,18.24,85.32
Assam,Udalguri,2018,61.81,96.44,60.61,79.39,79.56,67.38,14.69
West Bengal,Kalimpong,2020,85.81,19.97,96.55,83.0,72.45,94.98,54.46
Uttar Pradesh,Unnao,2025,15.16,53.5,57.58,64.67,31.76,18.85,67.62
Manipur,Pherzawl,2015,67.92,10.5,31.93,37.56,15.42,48.3,45.15
Chhattisgarh,Kanker,2021,82.84,67.43,78.11,19.47,52.46,85.91,12.35
Odisha,Kendujhar (Keonjhar),2025,81.17,38.76,47.26,72.77,13.06,28.43,80.99
Rajasthan,Kotputli-Behror,2022,23.76,55.43,23.67,97.87,62.66,34.83,68.92
Andhra Pradesh,Annamayya,2024,30.31,58.23,68.11,89.37,35.76,22.62,83.08
Uttar Pradesh,Fatehpur,2018,77.59,35.87,42.3,36.93,45.34,88.58,57.27
Madhya Pradesh,Khandwa,2025,15.18,16.95,59.1,54.76,69.18,15.92,33.94
West Bengal,Birbhum,2024,98.52,90.56,73.04,97.15,17.79,91.82,61.43
Tamil Nadu,Nilgiris,2025,19.28,12.09,57.04,10.07,12.59,71.17,82.72
Madhya Pradesh,Gwalior,2016,13.73,59.56,83.66,20.21,19.74,63.05,49.24
Arunachal Pradesh,East Siang,2018,74.01,38.98,37.29,94.08,18.91,60.93,42.94
Maharashtra,Beed,2019,66.2,56.33,96.92,58.16,52.42,77.84,87.29
Uttar Pradesh,Jaunpur,2022,76.69,35.78,69.38,39.43,65.46,87.68,82.89
Jharkhand,Bokaro,2015,93.4,45.89,82.2,55.61,54.98,72.67,90.93
Uttar Pradesh,Chandauli,2015,10.47,65.75,78.18,91.43,38.13,32.07,50.25
Uttar Pradesh,Kannauj,2019,27.87,29.64,94.13,17.74,47.03,20.86,10.95
Manipur,Kangpokpi,2019,90.84,55.82,67.18,96.71,83.44,18.03,11.99
Mizoram,Lawngtlai,2019,42.02,37.56,63.47,91.7,80.64,47.94,44.51
Tripura,Sepahijala,2016,55.31,81.39,71.27,72.32,14.38,71.69,61.67
Punjab,Moga,2019,90.47,10.93,99.75,96.83,95.59,18.2,79.16
West Bengal,Paschim Bardhaman,2025,98.85,71.18,26.41,71.91,41.61,76.65,95.36
Uttar Pradesh,Prayagraj,2016,76.01,58.31,40.13,20.79,48.57,77.6,58.28
Assam,Morigaon,2016,68.51,88.37,37.74,56.25,54.92,31.42,61.87
Meghalaya,West Khasi Hills,2017,93.8,40.16,19.24,32.03,52.73,39.72,61.0
Arunachal Pradesh,Papum Pare,2015,86.1,12.25,94.95,99.95,17.97,13.32,29.19
Bihar,Sitamarhi,2024,85.28,33.89,42.53,12.25,56.48,64.46,28.73
Jharkhand,Garhwa,2021,33.19,68.73,72.71,57.07,78.35,10.44,19.47
Kerala,Thrissur,2024,41.45,13.76,75.84,50.57,83.61,49.66,89.69
Haryana,Gurugram,2025,41.63,61.4,16.84,62.74,55.9,75.51,96.52
Uttar Pradesh,Amethi,2015,58.87,10.53,72.18,61.4,75.96,68.05,32.4
Tripura,West Tripura,2015,60.88,27.24,84.93,95.59,23.69,17.69,76.43
Tamil Nadu,Tenkasi,2015,69.51,42.84,35.15,88.94,66.49,29.12,61.03
Uttar Pradesh,Sultanpur,2024,80.25,66.55,81.72,62.83,13.32,22.72,96.68
Sikkim,Gyalshing,2021,42.28,57.36,95.88,50.1,22.37,54.78,10.27
Haryana,Jind,2021,93.09,95.98,90.55,59.84,95.44,64.36,51.77
Gujarat,Junagadh,2016,68.67,65.0,35.23,18.4,61.61,40.35,26.66
Arunachal Pradesh,Lower Dibang Valley,2019,95.72,90.85,28.89,74.69,83.14,52.81,53.05
Gujarat,Rajkot,2018,33.85,71.07,91.34,84.27,84.71,34.18,91.96
Uttar Pradesh,Muzaffarnagar,2022,11.5,55.37,70.97,43.49,42.81,64.13,29.04
Uttar Pradesh,Sonbhadra,2019,67.5,82.66,81.04,66.74,10.01,36.74,41.1
Madhya Pradesh,Singrauli,2018,31.52,23.61,80.5,57.61,92.57,52.91,71.82
Bihar,Patna,2024,17.68,21.42,16.62,32.78,15.25,22.49,50.23
Punjab,Pathankot,2024,64.94,18.24,97.3,33.87,74.77,26.26,35.27
Nagaland,Mon,2021,69.57,76.84,43.59,20.88,74.86,76.67,85.11
Haryana,Rohtak,2024,11.23,77.8,24.95,66.99,33.71,99.42,38.78
Odisha,Sonepur,2015,71.03,29.6,39.86,14.31,16.31,32.14,65.73
Karnataka,Tumakuru,2016,53.52,88.58,94.1,22.35,37.46,28.88,35.84
Karnataka,Davanagere,2016,66.11,99.85,11.03,37.02,49.11,21.25,53.1
Karnataka,Bidar,2020,78.15,97.61,72.56,84.24,13.61,69.92,61.69
Rajasthan,Tonk,2019,51.66,28.82,19.68,20.34,23.94,61.18,28.18
Madhya Pradesh,Ashoknagar,2016,28.85,33.25,76.92,68.66,25.21,54.13,97.67
Odisha,Jagatsinghpur,2018,31.49,38.0,97.12,51.21,61.14,29.34,96.89
Chhattisgarh,Raigarh,2017,55.14,25.17,88.28,96.81,77.9,28.14,42.58
Arunachal Pradesh,Pakke-Kessang,2022,97.53,41.03,71.42,76.74,37.77,89.45,38.67
Uttar Pradesh,Hamirpur,2016,25.31,47.04,78.45,31.47,63.2,27.01,91.79
Madhya Pradesh,Hoshangabad (Narmadapuram),2023,98.15,47.53,16.2,23.05,12.9,28.02,38.48
Karnataka,Kalaburagi,2020,28.91,30.75,42.16,11.43,38.64,45.28,18.05
Uttarakhand,Haridwar,2023,97.43,58.74,88.13,13.83,49.96,11.28,17.51
Arunachal Pradesh,Anjaw,2016,70.32,82.19,17.1,55.17,32.81,56.71,55.63
Manipur,Tamenglong,2017,79.94,48.13,67.07,47.07,51.95,50.27,57.06
Tamil Nadu,Kanchipuram,2018,37.57,72.97,42.97,63.31,59.35,20.42,92.18
Uttar Pradesh,Gorakhpur,2022,38.04,87.05,96.24,31.61,63.76,27.96,83.5
West Bengal,Kalimpong,2021,83.74,42.9,48.86,19.23,61.13,38.72,50.66
Tamil Nadu,Sivaganga,2023,94.87,53.83,38.97,32.85,87.73,11.34,86.11
Madhya Pradesh,Satna,2023,84.97,99.38,79.93,19.66,25.09,44.18,28.82
Maharashtra,Hingoli,2022,32.28,62.94,71.89,74.83,45.34,23.67,20.72
Arunachal Pradesh,Lepa Rada,2022,96.44,84.22,27.55,78.03,24.59,50.3,44.02
Gujarat,Junagadh,2019,76.2,91.65,74.73,51.79,42.19,46.09,25.19
West Bengal,Uttar Dinajpur,2021,87.46,57.27,80.49,97.62,40.9,50.27,46.87
Telangana,Vikarabad,2019,32.02,30.21,12.19,92.71,56.95,31.3,41.66
Kerala,Wayanad,2018,91.01,38.19,64.41,25.72,97.17,45.0,57.59
Uttar Pradesh,Bhadohi,2015,49.89,24.85,28.39,36.05,10.46,78.12,60.65
Himachal Pradesh,Shimla,2024,18.89,61.06,26.25,24.67,13.72,28.2,76.41
Assam,Kamrup Metropolitan,2022,38.76,69.39,34.34,17.8,34.76,43.21,87.82
Madhya Pradesh,Narsinghpur,2023,19.12,49.67,25.86,64.77,81.13,90.75,59.08
Bihar,Samastipur,2017,50.78,44.14,52.5,79.92,75.97,13.43,34.05
Assam,Bongaigaon,2019,19.26,47.04,93.59,49.04,74.44,99.23,77.09
Kerala,Ernakulam,2018,24.65,58.27,33.15,93.35,49.1,39.07,64.27
Punjab,Moga,2017,52.59,98.07,55.32,53.81,72.77,64.14,54.65
Rajasthan,Bhilwara,2020,49.86,54.79,46.38,77.84,70.41,19.53,32.41
Punjab,Fazilka,2021,88.74,14.0,37.27,39.07,53.19,59.55,49.77
Tamil Nadu,Kanchipuram,2025,86.25,43.44,11.75,69.75,70.09,25.45,99.17
Bihar,Saharsa,2015,39.03,26.16,23.49,48.64,22.72,66.67,73.18
Kerala,Thrissur,2022,22.29,71.81,18.29,74.54,29.33,56.23,58.07
Uttar Pradesh,Chitrakoot,2023,76.44,90.0,37.03,93.39,48.45,93.26,24.98
Uttar Pradesh,Kushinagar,2025,73.37,95.73,24.36,87.61,37.51,13.65,61.02
Uttar Pradesh,Bareilly,2015,87.79,82.93,13.42,23.76,52.24,20.11,67.87
Madhya Pradesh,Shajapur,2024,98.84,45.15,57.18,74.78,65.53,52.13,97.96
Telangana,Warangal,2025,78.99,49.61,63.39,55.18,54.97,27.03,29.43
Odisha,Kalahandi,2015,19.55,49.77,90.78,36.88,20.38,94.19,63.81
Tamil Nadu,Theni,2022,24.24,71.62,63.33,31.83,41.73,38.55,18.02
Madhya Pradesh,Agar Malwa,2021,89.89,84.64,27.3,19.07,54.88,83.74,39.87
Uttar Pradesh,Lucknow,2024,51.66,83.86,54.13,27.97,30.72,61.98,50.53
Maharashtra,Thane,2018,14.98,89.91,59.33,54.25,32.35,21.74,66.8
Rajasthan,Gangapur City,2017,46.13,58.39,12.43,87.82,27.54,81.95,82.68
Rajasthan,Jaipur,2017,23.15,81.96,66.76,94.96,83.6,30.57,74.34
Assam,Kokrajhar,2019,31.55,23.18,19.5,36.61,22.99,20.71,20.1
Haryana,Rohtak,2017,81.41,71.55,16.82,64.34,66.65,24.3,36.12
Odisha,Mayurbhanj,2024,10.7,13.09,62.18,82.0,28.12,45.24,45.41
Rajasthan,Udaipur,2021,75.52,42.53,88.52,51.87,79.42,14.22,43.09
Odisha,Kandhamal,2015,92.69,62.49,75.36,19.97,53.26,41.7,45.58
Rajasthan,Kota,2019,47.59,19.68,27.04,43.15,12.17,68.26,75.81
Andhra Pradesh,Kakinada,2022,79.62,27.92,16.95,50.58,34.88,27.07,21.89
Uttarakhand,Nainital,2019,72.63,75.66,46.98,64.24,50.58,55.83,96.49
Andhra Pradesh,Eluru,2020,81.77,18.0,90.45,37.64,22.76,97.27,13.07
Bihar,Supaul,2016,82.97,82.6,71.44,70.75,29.47,63.4,73.71
Uttar Pradesh,Ballia,2018,51.35,96.21,35.35,83.61,75.43,25.81,53.6
Maharashtra,Nashik,2020,51.22,78.66,33.46,83.54,40.67,81.29,50.02
Maharashtra,Parbhani,2017,21.64,15.41,95.39,44.66,14.2,78.2,97.28
Nagaland,Shamator,2022,49.41,96.88,21.8,49.99,38.97,54.32,66.73
Uttar Pradesh,Shravasti,2018,67.91,59.55,90.42,37.98,96.29,77.47,87.52
Tripura,Khowai,2018,41.29,10.06,18.52,49.19,91.24,98.27,73.34
Uttar Pradesh,Agra,2022,10.25,14.94,86.38,89.94,47.99,12.25,37.72
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2017,73.14,45.25,22.07,11.6,30.55,62.02,46.03
Uttar Pradesh,Jaunpur,2017,77.53,35.88,53.99,71.51,93.55,57.5,24.19
Uttar Pradesh,Budaun,2017,88.21,41.01,61.11,93.51,69.65,50.35,86.39
Telangana,Narayanpet,2015,29.86,94.81,54.62,79.68,69.05,53.1,16.13
Punjab,Bathinda,2018,66.98,40.56,69.58,90.25,32.63,10.93,57.15
Gujarat,Gandhinagar,2017,70.02,48.59,54.67,86.16,44.34,61.24,91.99
Uttar Pradesh,Aligarh,2022,58.33,27.82,45.2,61.91,44.96,12.38,97.55
Assam,Charaideo,2022,67.6,53.01,60.85,24.93,20.95,99.78,66.0
Punjab,Jalandhar,2020,32.09,77.15,62.18,42.69,88.09,81.03,65.06
Gujarat,Vadodara,2016,42.87,70.74,50.9,15.64,35.53,60.12,13.77
West Bengal,Hooghly,2019,68.95,34.79,17.45,69.46,11.9,95.55,49.76
Andhra Pradesh,Chittoor,2019,46.86,63.08,99.48,93.51,38.58,80.04,13.07
Tamil Nadu,Nilgiris,2024,47.06,50.05,45.58,47.02,42.19,68.82,40.0
Rajasthan,Sirohi,2022,43.61,82.87,52.77,44.63,80.94,75.84,10.43
Chhattisgarh,Korba,2020,64.11,44.47,70.35,37.47,55.93,27.26,90.18
Uttar Pradesh,Budaun,2016,26.16,92.61,49.0,38.7,50.39,56.63,86.65
Maharashtra,Buldhana,2021,26.63,89.06,46.5,17.6,67.0,38.49,73.49
Tamil Nadu,Namakkal,2023,30.83,29.81,69.19,72.13,26.74,92.11,33.5
Tamil Nadu,Madurai,2017,53.46,47.22,70.5,50.34,23.61,76.59,13.44
Jharkhand,Chatra,2025,75.27,70.17,92.84,80.85,58.5,91.5,62.59
Uttar Pradesh,Chandauli,2025,93.84,74.35,98.72,59.39,48.21,27.86,48.67
Uttar Pradesh,Budaun,2016,59.72,60.95,22.88,10.82,79.36,51.08,48.16
Chhattisgarh,Durg,2017,89.69,12.13,48.54,98.34,67.58,81.96,89.37
Rajasthan,Churu,2020,61.54,19.69,26.92,86.19,34.11,58.26,82.92
Chhattisgarh,Narayanpur,2017,99.74,47.42,28.28,67.35,98.04,43.98,33.42
Maharashtra,Nandurbar,2017,32.5,63.68,33.59,83.65,73.75,52.04,76.53
Madhya Pradesh,Rajgarh,2016,24.88,38.64,85.47,53.59,11.85,56.77,69.38
Uttarakhand,Haridwar,2017,38.86,70.13,10.49,14.15,47.04,76.73,73.13
Assam,Kamrup,2022,90.52,13.82,75.75,28.53,59.18,20.02,86.24
Meghalaya,Ri Bhoi,2015,43.42,77.32,76.39,45.56,86.06,87.48,97.29
Assam,West Karbi Anglong,2018,60.68,19.59,20.07,82.84,30.14,74.04,64.27
Bihar,Sitamarhi,2024,69.35,37.29,33.58,25.71,28.04,24.48,23.57
Arunachal Pradesh,Upper Siang,2019,21.61,10.16,61.88,26.36,57.81,56.66,93.87
Tamil Nadu,Tiruppur,2025,67.41,78.45,71.64,57.06,17.05,51.9,52.73
Bihar,Jehanabad,2025,87.45,86.01,54.61,96.86,82.15,53.88,30.14
Haryana,Sonipat,2017,66.19,42.0,31.25,59.21,88.48,69.39,68.26
Madhya Pradesh,Jhabua,2018,42.27,64.71,54.12,32.13,54.42,35.34,24.01
Nagaland,Noklak,2025,83.23,86.22,85.89,82.77,44.59,61.02,67.8
Rajasthan,Udaipur,2016,21.64,59.23,31.92,61.6,77.61,72.27,46.03
Himachal Pradesh,Kinnaur,2023,71.7,89.61,35.23,37.48,86.33,61.4,40.4
Odisha,Mayurbhanj,2018,43.41,82.7,39.97,44.45,58.6,63.0,41.49
Kerala,Alappuzha,2015,23.41,26.88,42.59,55.77,65.7,79.37,76.12
Kerala,Thrissur,2017,12.18,32.53,37.47,79.64,85.57,36.49,23.22
Assam,South Salmara-Mankachar,2020,48.84,31.75,56.68,54.84,83.78,61.15,93.66
Uttar Pradesh,Sonbhadra,2025,86.79,39.56,46.69,85.3,76.46,75.18,50.13
Uttar Pradesh,Etah,2020,23.86,70.18,22.54,48.26,48.95,40.86,80.3
Uttar Pradesh,Maharajganj,2017,94.44,83.15,96.49,98.21,43.03,90.18,87.53
Karnataka,Mandya,2017,58.26,97.98,15.18,73.71,91.45,10.8,24.51
Karnataka,Ballari,2020,23.59,86.15,14.72,68.4,58.55,83.66,35.38
Manipur,Noney,2016,15.77,24.21,60.45,54.68,30.89,30.63,87.64
Jharkhand,Seraikela-Kharsawan,2017,55.4,97.79,75.33,66.79,47.83,46.86,99.27
Karnataka,Vijayapura,2024,71.56,54.08,51.71,83.86,96.06,58.52,94.7
Karnataka,Vijayanagara,2022,68.98,56.1,72.91,36.79,96.24,40.94,26.94
Uttar Pradesh,Ambedkar Nagar,2015,56.02,13.45,60.75,25.81,17.98,29.63,77.24
Karnataka,Gadag,2021,21.17,88.7,91.53,19.55,78.4,78.65,96.78
Telangana,Wanaparthy,2024,92.47,23.23,73.7,54.24,41.04,78.98,12.39
Uttar Pradesh,Ghazipur,2023,68.44,74.21,63.39,50.6,65.5,76.49,67.12
Bihar,Nawada,2025,98.27,98.48,75.86,68.39,73.9,31.91,40.76
Andhra Pradesh,Krishna,2015,58.12,70.65,59.11,15.3,60.55,50.41,40.47
Karnataka,Vijayanagara,2017,17.85,22.58,86.0,85.81,22.26,60.95,72.79
Maharashtra,Mumbai Suburban,2017,71.7,57.44,38.17,27.18,47.64,73.89,26.42
Jharkhand,East Singhbhum,2022,48.68,65.92,93.73,53.91,60.22,95.28,84.8
Madhya Pradesh,Ratlam,2020,91.63,44.15,19.93,24.65,82.31,85.11,26.74
Telangana,Siddipet,2025,47.03,65.64,80.81,52.57,65.57,78.29,20.66
Rajasthan,Udaipur,2017,19.31,88.65,94.75,57.38,12.51,83.3,36.12
Himachal Pradesh,Sirmaur,2020,41.36,58.8,20.65,88.46,10.24,69.84,44.21
Uttarakhand,Almora,2024,52.96,27.61,17.32,92.94,52.22,41.95,76.57
Himachal Pradesh,Bilaspur,2020,53.5,54.53,48.14,86.87,39.68,39.85,69.32
Uttar Pradesh,Auraiya,2023,87.44,41.88,80.18,37.31,32.47,90.88,63.42
Kerala,Kozhikode,2025,28.63,88.2,34.21,48.94,83.19,39.03,69.9
Chhattisgarh,Bemetara,2016,97.99,16.82,97.35,63.18,72.31,67.9,60.71
Rajasthan,Bhilwara,2016,86.23,50.5,28.58,93.79,79.09,33.25,70.08
Tamil Nadu,Tiruppur,2018,35.53,49.37,52.13,96.05,46.17,77.64,39.22
Gujarat,Porbandar,2017,83.23,81.5,27.48,51.82,32.6,13.88,69.25
Gujarat,Aravalli,2017,88.99,92.76,78.14,94.31,60.12,13.17,17.35
Kerala,Palakkad,2020,80.04,10.02,62.02,95.03,96.33,81.06,88.92
Madhya Pradesh,Narsinghpur,2015,57.48,13.22,32.42,49.67,84.24,61.56,13.59
Gujarat,Kheda,2021,19.75,65.82,39.44,55.26,63.11,79.97,68.27
Andhra Pradesh,Annamayya,2015,66.87,92.25,90.16,83.73,98.15,48.8,90.79
Rajasthan,Jaisalmer,2022,26.37,63.2,22.49,42.59,10.31,92.65,28.51
Uttar Pradesh,Aligarh,2025,14.46,23.19,97.71,60.28,17.53,88.49,89.6
Tamil Nadu,Kanchipuram,2020,28.1,55.0,77.36,57.78,32.73,84.49,48.71
Andhra Pradesh,Palnadu,2020,46.24,18.69,63.96,98.52,79.96,45.04,36.55
Maharashtra,Palghar,2016,35.14,32.12,91.42,51.08,12.27,10.6,21.86
Meghalaya,East Jaintia Hills,2022,83.22,38.91,43.62,20.3,43.8,97.49,72.87
Nagaland,Zunheboto,2022,19.21,79.05,44.98,17.42,34.99,81.2,81.23
Haryana,Palwal,2018,82.25,78.57,62.26,17.56,55.19,51.97,50.53
Assam,Hojai,2025,34.01,17.74,39.89,41.87,75.03,62.84,84.04
Rajasthan,Kotputli-Behror,2020,58.19,60.05,31.92,35.93,55.05,34.87,68.18
Madhya Pradesh,Seoni,2018,10.57,35.41,66.27,90.45,93.93,79.75,28.58
Gujarat,Chhota Udepur,2019,74.25,11.79,93.64,83.46,76.88,59.28,80.08
Madhya Pradesh,Shahdol,2023,91.65,74.24,89.73,53.32,82.35,47.53,17.95
Kerala,Alappuzha,2020,51.37,54.47,89.49,78.62,21.89,90.31,80.39
Karnataka,Mysuru,2015,45.29,98.56,42.53,26.65,61.44,20.55,58.84
Arunachal Pradesh,Kamle,2021,50.56,21.42,91.39,19.39,19.56,12.8,58.18
