state,district,year,exports,imports,trade_balance,foreign_investment,tariff_rate,trade_partners,export_growth
Telangana,Jagtial,2019,66.06,43.28,16.27,87.67,27.52,81.2,80.85
Chhattisgarh,Raipur,2020,58.71,75.75,26.67,92.88,86.72,28.34,67.25
Madhya Pradesh,Alirajpur,2018,99.08,42.4,39.86,20.32,48.51,31.44,17.19
Punjab,Rupnagar,2024,77.96,63.21,39.53,88.57,19.73,94.41,12.18
Madhya Pradesh,Damoh,2020,76.39,15.13,76.04,97.77,63.78,63.77,56.2
Manipur,Kamjong,2022,86.16,13.08,28.5,48.01,10.58,59.75,13.43
Rajasthan,Bharatpur,2015,43.18,42.62,99.73,45.88,77.78,38.8,68.51
Rajasthan,Jhunjhunu,2024,37.48,81.39,54.17,90.06,96.24,50.91,98.61
Rajasthan,Alwar,2022,12.49,79.88,46.46,17.01,62.01,52.39,43.67
Madhya Pradesh,Bhind,2020,77.52,44.06,20.15,20.55,84.79,85.67,86.27
Nagaland,Dimapur,2023,42.75,27.71,67.32,15.76,86.98,51.52,48.79
Assam,Nalbari,2024,43.93,21.61,45.43,22.15,78.02,77.98,41.07
Odisha,Boudh,2018,44.54,33.05,62.24,44.97,46.93,20.07,62.12
Uttar Pradesh,Prayagraj,2021,29.05,15.4,64.34,12.09,62.29,30.79,45.6
Madhya Pradesh,Sheopur,2024,64.81,23.8,22.83,60.12,12.76,15.03,47.79
Odisha,Sundargarh,2020,95.01,92.88,20.56,38.59,25.28,26.4,52.68
Uttar Pradesh,Barabanki,2025,11.17,40.7,32.54,75.87,30.74,71.06,16.48
Gujarat,Amreli,2023,35.33,13.99,44.47,95.55,54.96,60.56,17.06
Gujarat,Gandhinagar,2015,20.85,21.08,19.81,30.46,77.34,61.33,63.68
Chhattisgarh,Balod,2015,41.58,49.28,27.31,39.42,10.28,63.44,99.27
Bihar,Rohtas,2015,22.13,94.95,86.85,50.94,26.14,32.49,25.73
Punjab,Fazilka,2017,30.85,81.33,87.36,12.01,69.72,80.47,87.44
Chhattisgarh,Durg,2020,44.79,93.26,46.54,70.02,24.27,68.38,18.98
Tamil Nadu,Tirupathur,2020,32.69,36.49,94.76,12.92,79.93,36.94,98.44
Gujarat,Chhota Udepur,2020,42.7,11.97,32.53,24.77,50.8,93.63,66.21
Gujarat,Surendranagar,2024,92.24,27.08,42.21,33.06,55.31,67.94,28.76
Sikkim,Pakyong,2018,71.06,95.02,79.96,46.91,42.49,39.79,52.93
Uttar Pradesh,Mathura,2018,42.45,31.34,35.37,30.75,64.38,83.15,23.89
Telangana,Komaram Bheem Asifabad,2017,74.25,60.04,41.48,10.11,34.4,69.77,86.67
Assam,Dhubri,2016,99.35,22.73,88.28,86.52,50.03,49.29,38.87
Punjab,Fatehgarh Sahib,2025,48.19,61.99,71.11,81.16,86.73,90.58,41.97
Mizoram,Aizawl,2018,37.87,23.31,90.24,31.29,13.38,70.42,22.35
Jharkhand,Gumla,2021,58.61,28.74,32.45,63.0,69.53,57.35,74.13
Chhattisgarh,Sukma,2019,29.11,99.67,13.33,36.31,37.96,85.72,62.1
Uttar Pradesh,Gonda,2022,78.9,79.93,29.23,79.69,49.14,51.36,86.3
Rajasthan,Sirohi,2018,25.76,18.7,96.89,35.95,60.4,22.03,70.94
Maharashtra,Mumbai Suburban,2017,59.71,11.99,47.28,80.08,12.85,59.37,19.4
West Bengal,Nadia,2017,76.46,53.19,30.55,90.17,92.58,85.85,74.35
Madhya Pradesh,Ujjain,2022,59.46,20.89,74.19,51.77,49.37,76.27,34.85
Nagaland,Mokokchung,2025,20.46,97.0,23.43,89.85,66.86,31.54,48.94
Bihar,Gopalganj,2023,55.91,62.85,82.28,50.37,43.17,73.58,80.57
Madhya Pradesh,Hoshangabad (Narmadapuram),2023,15.15,87.09,88.5,68.49,16.21,64.18,70.09
Bihar,Banka,2024,72.4,67.17,48.51,15.77,94.36,30.15,52.27
Maharashtra,Raigad,2016,81.78,99.3,60.08,20.96,98.51,93.03,64.72
Odisha,Sundargarh,2023,75.71,73.3,18.66,28.27,23.96,75.35,32.97
Uttar Pradesh,Shamli,2015,63.38,77.29,94.59,22.63,54.76,64.27,96.8
Rajasthan,Banswara,2017,13.96,92.29,15.98,33.32,25.37,33.55,37.56
Tamil Nadu,Madurai,2023,78.27,24.17,89.72,46.99,92.22,77.41,41.76
West Bengal,Cooch Behar,2019,31.67,78.99,36.06,34.36,83.72,19.8,60.41
Telangana,Jagtial,2020,89.43,91.54,29.9,44.19,82.81,86.26,22.5
Arunachal Pradesh,Pakke-Kessang,2017,53.21,97.85,95.7,87.52,50.96,52.02,91.62
Andhra Pradesh,East Godavari,2025,29.27,20.21,52.01,94.64,95.39,22.03,19.27
Haryana,Charkhi Dadri,2015,32.78,30.49,50.92,74.03,10.19,27.47,65.02
Assam,Jorhat,2018,98.13,84.81,61.98,68.75,96.95,80.22,14.92
Rajasthan,Jaipur,2018,48.46,70.75,28.8,43.57,87.15,94.12,65.58
Uttar Pradesh,Mahoba,2024,52.34,63.16,52.98,71.24,99.53,98.55,38.14
Rajasthan,Jalore,2015,44.14,58.64,28.65,25.64,78.94,52.8,35.41
Manipur,Imphal West,2016,15.91,65.86,39.46,74.13,31.15,55.14,36.45
Punjab,Malerkotla,2018,67.5,68.33,26.76,33.17,93.66,50.33,66.41
West Bengal,Darjeeling,2023,29.31,81.15,78.27,19.13,37.67,93.35,88.11
Tamil Nadu,Tirunelveli,2023,45.85,60.63,94.35,55.27,12.3,49.98,31.23
Bihar,Samastipur,2023,29.05,94.41,70.97,32.99,89.23,93.74,95.0
Bihar,Banka,2015,48.68,53.25,83.86,85.84,98.46,32.04,82.46
West Bengal,Murshidabad,2022,86.82,92.37,78.91,59.79,75.17,78.24,60.7
Odisha,Boudh,2022,35.86,68.06,53.7,96.42,68.18,62.4,51.34
Kerala,Kasaragod,2023,82.76,96.65,67.34,85.18,56.97,35.65,65.79
Rajasthan,Balotra,2023,17.44,84.15,48.34,14.2,64.61,41.44,56.66
Haryana,Palwal,2023,98.1,92.83,61.72,82.55,79.54,56.65,92.58
Tamil Nadu,Ranipet,2018,20.38,22.36,41.04,60.65,86.03,92.17,74.02
Uttar Pradesh,Ghazipur,2019,47.89,41.94,97.24,72.28,22.4,76.39,33.96
Rajasthan,Beawar,2024,27.19,31.01,41.74,58.66,78.81,51.97,35.81
Chhattisgarh,Raipur,2017,41.18,27.91,40.39,38.49,28.13,27.4,37.56
Sikkim,Gyalshing,2025,51.01,73.72,73.45,88.3,55.35,98.73,64.48
Madhya Pradesh,Sehore,2024,16.1,69.82,53.8,14.25,70.51,79.22,65.53
Jharkhand,Bokaro,2024,19.28,55.21,30.37,95.97,10.04,98.91,25.68
Karnataka,Haveri,2016,54.94,82.64,66.35,79.88,56.87,15.13,41.94
Punjab,Ferozepur,2020,12.65,84.2,52.32,15.91,22.66,41.22,67.73
Bihar,Lakhisarai,2019,88.17,53.94,88.29,23.81,59.99,13.13,39.95
West Bengal,North 24 Parganas,2016,32.0,40.71,24.17,60.17,58.97,94.97,42.29
Jharkhand,Gumla,2023,76.7,40.97,20.33,97.87,49.38,57.91,43.74
West Bengal,Darjeeling,2024,90.51,91.9,77.25,16.03,94.37,68.12,71.96
Rajasthan,Sirohi,2016,58.36,77.73,51.81,15.23,33.39,98.07,78.31
Bihar,Lakhisarai,2025,91.57,80.36,23.18,72.33,16.8,91.29,26.74
Karnataka,Haveri,2016,92.24,42.6,94.66,45.56,97.6,45.01,32.53
Arunachal Pradesh,Lepa Rada,2016,57.91,75.91,75.27,17.88,93.79,67.28,68.35
Uttar Pradesh,Bareilly,2022,75.63,96.97,67.28,77.21,22.16,24.4,63.21
Maharashtra,Parbhani,2018,67.0,75.57,25.57,54.3,19.95,70.49,21.95
Maharashtra,Latur,2016,19.64,89.39,94.0,23.39,22.53,34.14,95.27
Rajasthan,Anupgarh,2015,88.92,83.68,18.14,22.35,96.81,76.22,22.59
Arunachal Pradesh,East Siang,2018,23.67,95.92,20.93,45.92,83.61,41.24,78.76
Karnataka,Uttara Kannada,2024,20.72,53.44,18.56,95.21,37.71,86.9,15.21
Chhattisgarh,Bijapur,2022,52.09,21.52,76.09,99.97,13.42,28.8,68.08
Uttar Pradesh,Deoria,2017,88.61,91.16,68.39,87.67,63.69,98.44,33.08
Andhra Pradesh,Chittoor,2021,43.14,70.42,67.01,61.32,65.85,32.12,85.57
Uttar Pradesh,Chitrakoot,2019,18.12,84.27,15.11,90.0,28.3,51.4,14.45
Uttar Pradesh,Kannauj,2016,22.33,59.64,83.74,79.13,31.41,16.31,39.89
Bihar,Muzaffarpur,2024,67.21,76.46,25.25,90.26,93.8,28.25,27.47
Odisha,Cuttack,2015,98.14,82.2,16.56,11.74,58.29,57.98,66.46
Uttarakhand,Haridwar,2015,42.8,39.97,79.2,72.0,87.39,18.16,80.29
Arunachal Pradesh,Dibang Valley,2020,27.36,19.14,42.58,24.44,45.8,58.83,18.33
Haryana,Mahendragarh,2022,13.56,84.61,14.22,29.8,40.61,82.26,50.55
Madhya Pradesh,Betul,2015,29.19,64.16,20.0,98.21,76.63,42.86,10.82
Haryana,Rewari,2018,13.24,27.61,51.09,33.33,48.96,15.71,91.79
Karnataka,Chamarajanagar,2017,25.66,68.75,50.11,29.72,83.87,25.18,26.73
Gujarat,Dang,2016,56.95,50.28,49.8,49.52,88.12,63.37,42.18
Karnataka,Hassan,2016,13.73,31.01,13.18,68.8,87.95,69.1,78.18
West Bengal,Darjeeling,2022,82.31,65.06,77.4,27.03,46.55,27.47,88.62
Odisha,Angul,2022,35.94,44.24,75.05,55.87,98.46,26.2,60.79
Andhra Pradesh,Nandyal,2018,44.44,72.02,84.98,60.09,32.98,51.34,37.85
Nagaland,Noklak,2024,46.01,94.72,95.32,58.52,84.74,58.73,39.04
Gujarat,Bhavnagar,2023,97.59,67.4,74.26,87.11,73.12,61.02,13.84
Haryana,Panchkula,2017,89.05,59.83,46.35,80.14,61.75,82.79,98.33
West Bengal,Purulia,2023,45.05,64.04,76.93,73.56,60.44,35.1,50.48
Maharashtra,Chandrapur,2019,74.27,64.59,55.94,57.44,80.22,77.62,19.49
Tripura,Sepahijala,2021,40.7,65.18,28.3,21.36,52.86,85.45,49.8
Gujarat,Porbandar,2022,61.74,63.98,24.07,25.2,29.05,58.34,39.18
Nagaland,Mokokchung,2018,26.49,38.29,77.43,52.11,83.92,59.35,79.98
Uttar Pradesh,Banda,2024,58.15,16.38,87.48,91.57,21.86,88.86,38.68
Uttar Pradesh,Bijnor,2023,83.97,68.54,35.1,15.43,67.87,82.19,34.76
Gujarat,Aravalli,2015,93.76,76.57,80.33,78.53,43.72,30.13,74.36
Rajasthan,Rajsamand,2020,35.02,59.26,72.43,24.21,32.68,99.17,41.07
Telangana,Karimnagar,2022,46.29,44.17,33.36,39.28,41.58,64.33,94.29
Gujarat,Panchmahal,2023,87.62,93.68,28.35,56.66,87.5,27.18,23.42
Odisha,Nayagarh,2019,54.72,75.42,15.6,30.13,91.38,85.43,17.63
West Bengal,Nadia,2024,60.86,64.37,20.55,20.66,63.55,87.46,15.36
Maharashtra,Ratnagiri,2022,87.67,75.12,38.78,89.03,48.24,93.44,68.54
Andhra Pradesh,Palnadu,2023,51.59,85.79,23.79,83.45,19.69,40.2,20.38
Tamil Nadu,Thiruvallur,2024,77.37,41.24,45.15,12.0,12.41,85.87,41.95
Madhya Pradesh,Barwani,2024,42.86,53.03,92.17,33.4,42.23,77.03,63.87
Odisha,Puri,2016,12.35,89.76,15.88,50.89,57.09,19.28,49.4
Rajasthan,Tonk,2025,38.49,90.67,19.19,81.61,32.09,13.56,54.98
Mizoram,Khawzawl,2023,57.68,24.03,33.0,99.94,23.02,22.91,31.14
Uttar Pradesh,Lalitpur,2019,21.15,23.74,27.51,86.34,84.46,10.14,51.39
Madhya Pradesh,Agar Malwa,2021,14.6,90.34,52.58,69.59,93.8,54.39,73.9
Uttarakhand,Pithoragarh,2019,20.94,12.63,46.49,83.49,72.48,61.55,87.89
Uttar Pradesh,Hardoi,2016,66.54,33.18,48.9,54.17,87.18,52.03,54.82
Andhra Pradesh,Srikakulam,2023,50.09,65.66,48.91,17.52,83.01,48.22,98.86
Tamil Nadu,Thiruvarur,2025,40.76,22.6,66.81,46.39,15.88,40.95,74.33
Rajasthan,Anupgarh,2018,65.58,68.18,37.3,93.03,82.09,56.08,92.45
Haryana,Yamunanagar,2017,19.21,11.98,95.78,83.62,45.39,76.07,14.79
Uttar Pradesh,Farrukhabad,2018,25.23,68.47,60.21,60.15,90.29,50.54,72.8
Bihar,Bhojpur,2023,43.55,36.52,26.41,89.98,34.78,30.88,63.83
Odisha,Malkangiri,2018,11.59,67.29,87.04,55.83,69.87,16.7,80.2
Karnataka,Ballari,2015,76.84,61.01,31.84,79.09,55.22,78.41,72.95
Tamil Nadu,Tiruppur,2019,15.52,59.18,32.46,59.16,63.1,64.12,87.9
Rajasthan,Salumbar,2022,59.02,77.68,55.39,80.76,12.52,64.43,87.54
Punjab,Faridkot,2025,10.12,79.71,49.26,47.06,49.16,51.47,39.92
Madhya Pradesh,Maihar,2018,13.89,46.11,95.45,91.48,12.06,51.41,83.92
Arunachal Pradesh,Pakke-Kessang,2024,90.99,56.93,51.51,12.85,46.18,46.2,15.6
West Bengal,Paschim Bardhaman,2020,79.37,73.05,85.4,16.13,74.69,91.33,86.93
Meghalaya,West Jaintia Hills,2017,88.86,17.33,77.0,97.54,75.98,68.56,32.19
Punjab,Barnala,2024,97.68,46.64,33.1,12.46,89.78,12.9,62.63
Maharashtra,Nanded,2018,81.76,83.41,56.22,93.66,16.09,17.94,67.78
Assam,Darrang,2023,90.91,43.71,73.82,58.13,91.84,37.06,97.56
Jharkhand,East Singhbhum,2025,95.33,66.48,93.03,10.13,71.21,69.16,97.68
Uttar Pradesh,Shamli,2015,45.01,71.01,80.21,31.72,72.54,30.37,94.48
Manipur,Kamjong,2025,55.58,29.34,54.45,95.9,80.43,45.96,53.29
Andhra Pradesh,Sri Potti Sriramulu Nellore,2022,76.82,32.31,72.9,11.13,45.53,90.53,10.88
Haryana,Panipat,2023,82.18,55.54,78.33,92.67,50.51,20.64,13.29
Gujarat,Bhavnagar,2019,64.25,98.47,66.71,53.05,94.06,17.9,67.99
Tripura,West Tripura,2021,80.15,51.68,21.63,16.04,22.62,30.15,32.65
Madhya Pradesh,Bhopal,2024,58.3,13.9,81.59,12.04,89.23,63.51,95.94
Manipur,Pherzawl,2020,41.94,26.92,20.34,85.84,26.02,23.14,29.01
Maharashtra,Parbhani,2023,74.4,37.62,58.25,48.25,20.53,63.39,67.85
Uttarakhand,Udham Singh Nagar,2020,51.18,19.94,78.33,65.68,96.69,66.79,14.46
Rajasthan,Dholpur,2017,15.78,26.46,57.6,62.58,84.48,33.94,13.48
Punjab,Kapurthala,2016,94.38,70.38,75.87,35.47,29.11,80.49,91.04
Rajasthan,Sirohi,2021,15.8,79.98,26.99,85.62,64.1,14.0,26.21
Uttar Pradesh,Banda,2025,20.0,23.34,75.4,18.83,76.26,30.83,54.76
Meghalaya,East Khasi Hills,2021,17.89,42.15,16.87,21.61,46.84,20.61,61.21
Punjab,Sri Muktsar Sahib,2023,68.76,64.1,37.66,62.08,35.76,52.32,72.48
Uttar Pradesh,Budaun,2018,49.84,86.83,32.95,69.18,34.48,42.05,36.91
Uttar Pradesh,Hamirpur,2018,37.82,22.16,14.99,47.93,20.52,89.7,43.86
Odisha,Nuapada,2015,31.07,58.14,14.13,90.67,11.2,55.01,78.47
Kerala,Kottayam,2024,74.32,51.67,20.21,82.48,66.1,16.88,78.99
Bihar,Siwan,2020,29.6,72.74,68.89,16.34,21.34,82.37,64.25
Odisha,Nayagarh,2018,27.59,36.82,46.49,62.95,76.9,41.77,77.07
Jharkhand,Ramgarh,2023,78.53,58.73,25.75,55.43,29.98,35.05,42.82
Arunachal Pradesh,Upper Subansiri,2016,96.96,75.27,81.92,83.56,13.86,38.86,68.85
Maharashtra,Beed,2015,53.7,29.78,76.75,83.35,16.91,13.55,24.58
Kerala,Pathanamthitta,2017,18.93,99.4,60.24,55.35,33.34,57.04,44.59
Tamil Nadu,Dharmapuri,2018,86.08,37.74,21.41,43.5,36.15,74.3,74.13
Chhattisgarh,Raipur,2018,99.17,69.08,29.46,13.52,34.74,76.98,22.36
Karnataka,Koppal,2016,44.63,32.05,60.16,19.74,50.81,51.01,13.73
Arunachal Pradesh,Leparada,2017,65.57,50.12,20.7,20.62,86.5,77.99,76.64
Tamil Nadu,Erode,2022,59.98,63.11,33.32,59.62,68.1,79.17,30.75
Manipur,Jiribam,2020,67.39,69.03,12.95,63.09,31.06,94.27,84.62
Madhya Pradesh,Morena,2017,49.18,82.19,49.67,85.51,32.4,88.66,81.19
Andhra Pradesh,Anantapur,2017,88.38,75.09,83.42,44.93,88.49,59.29,15.2
Arunachal Pradesh,Lower Dibang Valley,2015,91.89,87.32,85.13,48.23,40.4,50.96,15.72
Tamil Nadu,Madurai,2016,65.05,89.71,46.39,10.79,74.73,59.48,56.85
Andhra Pradesh,Vizianagaram,2016,20.42,43.94,78.45,92.65,33.85,46.21,93.31
Uttarakhand,Tehri Garhwal,2015,89.48,37.72,96.38,38.72,26.02,59.48,77.45
Madhya Pradesh,Barwani,2017,30.87,28.91,29.04,22.04,90.43,27.94,95.96
West Bengal,Birbhum,2020,85.33,35.89,50.29,91.96,33.88,28.94,52.56
Assam,Baksa,2022,48.93,80.87,16.58,94.76,56.97,21.78,21.86
Sikkim,Gyalshing,2024,25.82,68.34,86.79,42.11,98.88,76.29,83.71
Rajasthan,Kekri,2020,55.73,26.07,59.58,93.12,41.99,23.26,23.4
Telangana,Kamareddy,2023,60.35,32.52,40.97,12.14,83.03,90.65,42.32
Rajasthan,Sawai Madhopur,2020,17.32,60.67,56.25,98.45,93.18,34.66,56.92
Madhya Pradesh,Dhar,2025,72.43,55.2,61.33,29.18,98.12,57.76,39.19
Uttar Pradesh,Hapur,2015,71.24,74.15,25.94,23.44,10.58,13.71,78.13
Andhra Pradesh,Prakasam,2024,46.96,89.57,52.52,27.91,83.98,78.83,31.77
Madhya Pradesh,Ratlam,2016,31.11,29.44,87.61,94.7,93.33,15.38,47.25
Madhya Pradesh,Bhopal,2016,88.04,60.71,15.46,69.1,47.04,79.46,73.04
Madhya Pradesh,Rajgarh,2025,30.1,65.91,31.37,97.78,66.71,47.55,87.71
Assam,Nalbari,2016,81.75,54.86,27.36,52.75,96.75,50.39,77.65
Karnataka,Kodagu,2021,75.03,42.54,24.24,54.43,10.29,39.09,11.88
Gujarat,Anand,2025,36.55,77.85,68.75,16.24,49.08,99.69,65.03
Punjab,Pathankot,2016,74.75,49.52,90.79,98.94,53.16,83.56,47.19
Arunachal Pradesh,Lower Dibang Valley,2015,45.88,46.97,96.86,62.27,45.35,34.02,42.42
Maharashtra,Pune,2015,64.64,49.71,78.22,10.41,13.58,21.43,50.37
Odisha,Koraput,2019,99.14,99.56,54.13,17.28,45.03,22.28,80.56
Nagaland,Tuensang,2024,37.8,28.06,91.46,23.35,49.69,39.37,24.51
Uttar Pradesh,Sant Kabir Nagar,2021,63.01,12.2,45.13,62.45,45.54,23.91,55.48
West Bengal,Alipurduar,2017,87.92,94.52,59.71,92.33,47.48,67.73,92.71
Tamil Nadu,Thiruvarur,2015,93.5,26.02,42.59,81.42,42.09,62.13,89.49
Madhya Pradesh,Betul,2023,26.96,86.75,73.45,50.3,83.69,88.41,87.23
Uttar Pradesh,Sitapur,2025,69.54,64.97,97.59,71.51,19.41,25.74,79.33
Uttar Pradesh,Balrampur,2021,76.38,15.93,16.32,19.86,47.26,97.18,72.03
Haryana,Palwal,2021,26.0,65.8,47.04,70.85,84.53,72.75,21.69
Karnataka,Kodagu,2015,26.36,57.64,95.77,46.45,27.89,29.66,60.03
Maharashtra,Mumbai Suburban,2020,39.81,72.21,20.86,76.42,50.39,30.85,33.88
Chhattisgarh,Balod,2018,40.55,27.71,46.9,42.69,32.28,72.47,88.51
Odisha,Kandhamal,2023,35.25,78.45,33.37,25.67,74.07,39.74,64.68
Odisha,Malkangiri,2022,86.25,71.04,40.01,72.24,29.51,42.58,64.13
Andhra Pradesh,Krishna,2019,35.26,70.95,93.76,75.83,10.73,93.68,72.71
Madhya Pradesh,Singrauli,2015,91.83,23.96,88.84,34.3,64.45,27.77,17.36
Maharashtra,Dhule,2025,95.5,92.1,60.8,83.05,62.61,46.38,70.69
Uttar Pradesh,Ghaziabad,2025,51.41,25.94,72.44,40.87,73.36,11.87,22.88
Nagaland,Tseminyu,2015,61.65,32.16,41.2,80.11,10.2,98.97,21.65
Andhra Pradesh,Krishna,2021,63.23,96.48,89.68,84.87,27.93,58.13,42.65
Bihar,Muzaffarpur,2017,45.87,97.94,11.88,19.32,33.04,60.46,59.36
Rajasthan,Didwana-Kuchaman,2018,43.84,36.06,38.1,95.44,59.78,77.45,94.92
Madhya Pradesh,Singrauli,2020,40.07,98.96,45.43,59.08,28.91,59.74,70.99
Madhya Pradesh,Sidhi,2022,54.96,67.48,87.59,37.21,31.47,52.3,64.16
Karnataka,Ramanagara,2023,24.43,78.4,52.09,83.01,81.96,69.68,86.13
Rajasthan,Shahpura,2020,99.61,68.53,56.17,71.33,63.67,22.48,87.6
Gujarat,Mehsana,2023,12.67,74.59,98.89,89.01,10.76,53.8,56.99
Nagaland,Noklak,2025,25.1,82.27,15.35,83.22,68.46,40.98,39.84
Rajasthan,Sri Ganganagar,2020,45.41,55.66,19.68,57.81,31.85,20.39,29.31
Madhya Pradesh,Morena,2021,23.11,23.18,69.63,34.96,80.97,58.05,85.06
Uttar Pradesh,Hathras,2020,90.34,19.61,88.53,39.07,81.07,29.36,97.26
Gujarat,Surendranagar,2018,67.73,48.45,64.33,40.84,19.68,10.14,14.3
Maharashtra,Chandrapur,2021,23.63,93.64,75.56,17.35,94.18,78.11,35.01
Assam,Jorhat,2023,22.92,28.79,28.92,21.36,78.88,28.36,38.65
Assam,Udalguri,2023,37.22,14.34,14.74,80.72,66.55,91.16,97.0
Uttar Pradesh,Gautam Buddha Nagar,2024,85.16,66.99,96.42,62.68,52.63,68.1,40.45
Telangana,Narayanpet,2022,54.58,29.62,67.23,20.74,28.09,54.78,57.38
Rajasthan,Sikar,2017,23.99,69.7,81.36,78.62,28.35,99.75,21.21
Mizoram,Aizawl,2024,44.4,53.4,49.17,54.56,97.24,16.03,11.54
Himachal Pradesh,Shimla,2022,25.05,23.96,34.89,74.09,27.41,15.5,76.36
Madhya Pradesh,Burhanpur,2017,26.45,24.65,55.27,64.9,74.92,64.38,45.06
Gujarat,Patan,2018,54.7,49.69,74.59,19.73,92.49,28.0,78.58
Gujarat,Ahmedabad,2019,63.83,13.15,98.81,86.09,15.96,48.57,17.14
Nagaland,Tuensang,2025,32.31,40.25,62.06,70.29,83.32,58.87,10.8
Telangana,Medak,2022,68.32,68.47,35.89,11.87,62.01,41.56,30.53
Bihar,Siwan,2018,36.09,78.55,89.55,45.42,62.42,24.56,85.93
Assam,Hailakandi,2020,20.19,94.71,38.18,18.08,34.14,78.15,44.47
Mizoram,Saitual,2019,26.86,41.27,55.18,68.81,33.81,36.93,84.49
Madhya Pradesh,Shahdol,2021,42.99,50.92,90.78,43.74,64.58,56.39,12.13
Madhya Pradesh,Barwani,2024,45.94,12.98,40.74,88.98,12.87,20.99,58.44
Mizoram,Lawngtlai,2020,20.19,91.87,95.79,70.44,76.49,18.23,11.21
Jharkhand,West Singhbhum,2025,64.28,25.46,56.73,99.44,67.33,79.78,59.94
Rajasthan,Bundi,2019,17.13,67.65,48.9,32.0,31.19,15.0,40.34
Assam,Baksa,2024,77.72,35.62,80.33,12.62,63.62,73.53,67.8
Madhya Pradesh,Sidhi,2021,16.88,32.9,61.15,89.61,36.9,75.55,94.09
Gujarat,Mehsana,2019,61.71,10.75,54.83,91.45,86.95,36.24,14.06
Rajasthan,Sri Ganganagar,2018,81.57,31.48,18.21,68.85,65.07,16.67,52.34
Telangana,Mulugu,2020,72.21,94.68,18.62,48.85,59.73,45.89,55.35
Maharashtra,Gadchiroli,2016,94.08,84.79,70.16,39.41,75.94,72.42,31.65
Punjab,Gurdaspur,2019,26.98,70.18,88.93,93.51,86.13,68.61,33.69
Uttar Pradesh,Bijnor,2023,91.3,96.13,57.99,90.48,19.07,26.76,46.84
Rajasthan,Sawai Madhopur,2019,25.92,16.51,95.36,95.64,12.85,28.56,29.06
Madhya Pradesh,Khargone,2020,14.94,88.23,31.67,72.45,79.52,65.61,40.56
West Bengal,Howrah,2017,43.99,67.46,34.69,12.42,49.85,44.3,79.36
Chhattisgarh,Balod,2019,20.24,11.76,70.77,79.46,31.76,44.22,70.05
Gujarat,Navsari,2020,57.85,36.82,77.04,45.45,82.04,53.71,26.29
Haryana,Yamunanagar,2015,10.62,66.38,15.6,76.94,56.81,33.27,21.38
Himachal Pradesh,Solan,2018,50.65,41.69,27.33,27.03,21.21,71.59,37.37
Telangana,Nizamabad,2017,70.0,55.72,40.81,28.93,27.34,97.06,35.0
Gujarat,Amreli,2017,92.81,70.56,25.19,20.96,48.9,76.25,87.81
Maharashtra,Mumbai City,2024,66.2,64.79,64.52,23.38,89.71,31.4,26.68
Uttar Pradesh,Varanasi,2022,10.72,54.6,23.31,95.62,89.87,68.65,42.15
Madhya Pradesh,Narsinghpur,2025,46.09,24.85,38.29,59.35,80.86,96.53,93.57
Nagaland,Shamator,2020,21.35,70.51,32.99,15.73,53.17,39.11,28.75
West Bengal,Cooch Behar,2022,95.97,19.2,71.07,95.51,71.65,69.72,94.79
West Bengal,Bankura,2017,64.24,56.82,17.39,15.44,67.69,86.81,33.89
Uttar Pradesh,Chandauli,2021,49.81,57.21,61.48,61.82,78.75,46.19,89.32
Uttar Pradesh,Ballia,2022,86.17,30.45,99.07,78.12,27.3,15.01,51.12
Assam,Karimganj,2018,57.81,18.19,67.84,43.72,53.71,74.22,51.86
Telangana,Kamareddy,2025,10.28,54.0,97.71,80.45,10.2,60.87,31.55
Uttar Pradesh,Saharanpur,2024,17.38,16.69,14.71,20.03,69.66,42.25,54.25
Himachal Pradesh,Chamba,2021,52.86,57.51,69.42,70.83,90.16,56.63,68.18
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2021,47.15,87.16,52.5,14.85,75.83,55.97,69.2
Haryana,Gurugram,2021,26.76,73.54,83.18,57.22,63.05,73.48,42.94
Tripura,Dhalai,2022,68.68,33.45,38.04,71.02,44.14,42.88,92.62
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2016,79.78,44.83,36.77,74.55,10.86,19.18,67.44
Chhattisgarh,Mungeli,2022,68.79,62.54,98.82,99.7,67.4,82.28,60.17
Tamil Nadu,Nagapattinam,2017,90.38,32.03,93.54,63.62,21.69,14.05,27.21
Gujarat,Aravalli,2016,30.99,29.07,96.04,75.8,93.2,81.88,28.13
Uttarakhand,Almora,2016,76.42,61.27,26.22,86.97,55.88,18.99,96.26
Kerala,Palakkad,2019,39.89,57.17,27.35,43.55,65.97,19.56,73.26
Jharkhand,Ramgarh,2018,65.46,31.45,39.17,36.15,83.38,54.13,24.42
West Bengal,Kalimpong,2025,79.8,76.94,50.89,79.61,76.37,46.35,81.44
Tamil Nadu,Cuddalore,2022,57.21,88.27,22.16,66.02,15.72,50.05,30.0
Andhra Pradesh,Parvathipuram Manyam,2022,81.57,20.9,58.99,87.05,46.23,30.23,66.15
Kerala,Ernakulam,2022,24.94,82.35,77.74,11.61,61.42,76.61,31.78
Maharashtra,Buldhana,2025,15.01,46.91,73.04,87.3,83.46,26.87,47.14
Jharkhand,Latehar,2017,75.46,78.67,71.58,55.53,52.39,12.03,73.06
