state,district,year,houses_built,construction_cost,urban_housing_index,rural_housing_index,housing_demand,housing_supply,construction_growth
Rajasthan,Shahpura,2022,64.03,84.2,74.42,78.11,59.87,24.39,48.83
Uttarakhand,Bageshwar,2020,39.55,61.75,83.67,80.63,42.63,13.28,79.31
Rajasthan,Sirohi,2020,78.48,19.62,35.53,64.95,37.21,68.89,74.59
Jharkhand,Bokaro,2023,38.81,27.93,25.25,49.35,75.37,27.75,19.09
Kerala,Malappuram,2017,90.3,91.14,12.97,98.36,55.78,91.55,63.34
Manipur,Thoubal,2021,95.61,24.98,80.18,36.58,56.45,99.86,86.28
Telangana,Mancherial,2017,42.02,43.89,69.74,18.43,36.98,29.0,87.67
Rajasthan,Ajmer,2021,39.91,17.44,81.22,75.93,73.49,63.43,20.46
Maharashtra,Kolhapur,2024,12.07,22.66,79.09,78.27,86.01,66.88,68.21
Kerala,Thrissur,2023,49.45,63.76,97.06,99.03,92.9,19.06,43.08
Uttar Pradesh,Saharanpur,2024,37.54,82.99,34.35,28.32,68.64,67.22,85.37
Uttar Pradesh,Varanasi,2015,60.25,47.69,84.33,58.68,92.27,23.61,94.69
Uttar Pradesh,Agra,2015,72.4,66.65,61.35,82.76,23.98,50.0,14.1
Karnataka,Shivamogga,2017,54.22,97.12,31.01,45.96,44.51,38.13,10.55
Telangana,Hyderabad,2017,58.55,81.96,43.99,90.76,71.56,72.46,46.44
Rajasthan,Phalodi,2021,76.04,36.64,91.23,73.83,28.26,98.5,28.32
Odisha,Puri,2025,50.73,13.72,10.18,57.35,76.22,28.27,20.29
Tamil Nadu,Tiruvannamalai,2018,95.55,98.56,40.92,23.95,80.15,19.79,27.19
Madhya Pradesh,Damoh,2023,12.49,97.0,29.87,52.99,11.79,28.2,13.03
Assam,Morigaon,2021,33.45,84.39,35.75,56.77,40.07,82.28,94.18
Madhya Pradesh,Hoshangabad (Narmadapuram),2023,55.29,78.08,47.05,53.18,65.63,28.03,59.9
Telangana,Kamareddy,2023,49.88,31.91,31.24,45.33,43.96,59.53,39.82
Andhra Pradesh,Anakapalli,2020,17.53,95.06,46.96,90.35,53.01,84.36,43.18
Chhattisgarh,Kanker,2025,45.76,47.06,78.06,95.87,74.06,39.51,21.74
Meghalaya,West Khasi Hills,2019,95.27,91.47,43.24,91.43,86.4,66.26,84.64
Chhattisgarh,Sakti,2018,84.93,18.57,58.26,50.33,76.8,50.41,83.46
Telangana,Bhadradri Kothagudem,2017,29.02,14.27,61.0,45.13,77.67,57.52,68.68
Assam,Nagaon,2025,57.54,92.7,45.52,38.99,52.05,56.34,32.91
Madhya Pradesh,Rajgarh,2018,37.14,83.92,97.43,53.23,20.6,13.5,94.63
Bihar,Sheikhpura,2016,73.96,83.45,46.01,40.44,11.99,10.33,72.19
Arunachal Pradesh,Kra Daadi,2020,14.13,93.19,50.59,36.97,60.53,50.78,79.01
Andhra Pradesh,Krishna,2025,13.58,38.51,26.67,26.65,69.29,72.13,76.82
Mizoram,Khawzawl,2018,43.64,25.84,55.24,52.36,75.74,96.05,34.96
Madhya Pradesh,Chhindwara,2024,74.7,45.37,27.45,24.76,96.81,64.68,16.66
Nagaland,Noklak,2021,34.19,67.95,78.68,15.57,68.09,67.4,38.91
Karnataka,Gadag,2021,50.38,43.0,32.56,80.15,65.66,72.62,23.02
Himachal Pradesh,Mandi,2021,57.68,81.87,46.77,51.53,95.35,14.58,17.72
Uttar Pradesh,Rampur,2023,30.0,10.82,36.14,32.59,83.92,40.58,29.24
Rajasthan,Barmer,2021,93.11,37.39,18.32,43.11,70.43,25.94,81.74
Punjab,Fatehgarh Sahib,2018,73.36,49.77,16.14,67.15,81.08,50.02,52.52
Rajasthan,Kota,2025,61.22,81.92,61.83,86.13,14.29,33.17,50.97
Madhya Pradesh,Mandsaur,2021,85.79,50.71,18.26,63.51,87.45,25.8,63.01
Tamil Nadu,Thiruvarur,2018,45.53,95.04,59.58,61.07,13.42,87.64,57.5
Assam,Lakhimpur,2021,39.91,10.42,50.45,14.91,33.53,41.17,49.95
Bihar,Sitamarhi,2024,23.63,37.46,13.33,71.48,24.97,69.38,73.71
Tamil Nadu,Kanchipuram,2025,27.48,53.73,85.13,89.64,35.54,15.9,20.18
Maharashtra,Buldhana,2019,58.28,33.32,64.22,99.36,15.41,71.52,25.69
Punjab,Faridkot,2016,62.47,54.23,57.84,99.85,77.59,32.08,88.26
Sikkim,Gangtok,2024,46.39,18.77,93.83,38.46,95.04,12.04,20.4
Bihar,Saran,2023,18.48,31.15,42.34,75.61,37.39,24.62,24.7
Karnataka,Davanagere,2022,90.44,52.38,77.34,91.79,70.14,98.85,55.17
Tamil Nadu,Tiruvannamalai,2021,64.54,20.44,42.09,93.18,68.32,61.62,62.64
Gujarat,Morbi,2017,50.13,12.7,19.82,52.22,38.44,28.03,58.67
Gujarat,Chhota Udepur,2022,39.41,42.68,46.27,48.68,47.29,34.03,93.26
Madhya Pradesh,Barwani,2017,32.63,87.76,36.41,60.19,14.42,77.96,45.0
Himachal Pradesh,Lahaul & Spiti,2020,67.94,17.01,55.23,46.07,98.07,97.05,84.43
Andhra Pradesh,Anakapalli,2024,63.02,78.54,63.1,73.75,33.68,23.99,15.58
Uttarakhand,Bageshwar,2023,28.87,73.58,15.5,74.55,53.51,72.86,17.27
Arunachal Pradesh,West Kameng,2023,81.66,51.67,69.07,28.28,95.11,66.96,66.29
Bihar,Madhepura,2024,78.64,51.31,15.85,21.75,10.9,37.29,39.56
Assam,Charaideo,2017,37.27,42.69,86.79,43.23,59.33,72.89,74.89
Andhra Pradesh,West Godavari,2022,45.45,23.74,47.62,68.03,45.37,47.08,66.9
Jharkhand,Gumla,2024,90.78,59.73,61.23,63.0,30.53,84.48,59.24
Uttar Pradesh,Shravasti,2020,66.62,23.56,29.82,21.59,31.17,24.28,19.41
Chhattisgarh,Sarangarh-Bilaigarh,2022,81.34,32.37,43.41,51.86,12.66,74.63,97.98
Manipur,Jiribam,2024,48.86,68.78,52.5,32.3,74.62,79.72,39.33
Manipur,Imphal West,2021,48.78,44.22,94.12,71.07,55.76,87.28,44.95
Maharashtra,Wardha,2025,81.86,67.8,51.21,13.29,24.14,88.98,58.4
Uttar Pradesh,Sambhal,2021,99.73,14.31,18.38,99.11,47.44,66.98,16.25
Himachal Pradesh,Solan,2021,19.72,74.22,42.83,54.6,34.11,69.73,13.84
Telangana,Komaram Bheem Asifabad,2018,73.69,77.17,25.08,54.79,41.88,16.68,14.83
Maharashtra,Ahmednagar,2017,27.78,72.56,56.02,95.85,66.18,75.32,89.54
Madhya Pradesh,Burhanpur,2017,92.26,44.81,91.44,87.12,19.99,56.46,38.99
Punjab,Hoshiarpur,2017,45.8,39.64,81.51,31.35,69.05,94.79,14.92
Uttarakhand,Champawat,2021,77.48,98.75,49.62,46.4,88.94,46.88,74.11
Uttar Pradesh,Lucknow,2017,64.11,97.33,48.15,82.56,29.08,11.86,98.42
Rajasthan,Sri Ganganagar,2018,46.25,63.35,41.65,92.31,72.36,55.73,39.43
Himachal Pradesh,Sirmaur,2024,70.54,22.83,51.97,42.49,26.55,32.87,69.83
Karnataka,Chikkamagaluru,2023,38.67,21.94,89.66,96.64,96.95,73.22,51.54
Punjab,Ludhiana,2016,13.51,89.36,66.37,38.54,38.43,38.27,98.32
Uttarakhand,Rudraprayag,2016,77.37,50.22,69.22,18.91,93.26,84.86,46.67
Assam,Jorhat,2019,99.65,56.32,10.98,21.29,16.24,23.41,33.92
Karnataka,Ramanagara,2020,39.35,64.27,76.7,70.09,14.28,16.74,34.0
Madhya Pradesh,Maihar,2017,93.31,83.63,55.79,16.11,72.01,61.1,14.98
Telangana,Komaram Bheem Asifabad,2015,65.29,75.82,43.81,26.62,89.09,16.88,72.9
Uttar Pradesh,Hamirpur,2020,55.8,49.52,21.25,84.94,91.7,56.46,99.89
Maharashtra,Gadchiroli,2023,74.78,42.42,73.03,98.5,41.48,89.13,40.3
Mizoram,Serchhip,2019,78.88,28.72,26.38,92.02,32.22,12.94,90.64
Odisha,Cuttack,2023,74.65,46.9,70.84,80.32,24.96,90.49,77.22
Gujarat,Aravalli,2024,89.65,10.69,42.01,22.95,82.77,34.61,29.86
Uttar Pradesh,Jhansi,2018,86.19,52.14,24.66,67.77,18.09,40.95,23.05
Rajasthan,Khairthal-Tijara,2019,20.52,91.27,81.9,84.71,20.23,50.87,66.12
Uttar Pradesh,Mirzapur,2023,58.85,50.17,52.83,79.63,58.66,78.35,84.9
Madhya Pradesh,Morena,2016,47.58,68.6,57.88,79.99,86.61,21.35,97.34
Uttar Pradesh,Kannauj,2020,33.89,53.47,55.7,13.58,43.28,40.64,39.45
Gujarat,Dahod,2022,46.57,66.16,20.94,69.4,49.02,27.66,88.63
Manipur,Thoubal,2024,13.73,25.6,20.06,17.75,57.38,80.98,12.45
Maharashtra,Satara,2020,99.81,38.2,40.41,18.1,77.11,41.92,68.31
Andhra Pradesh,Sri Sathya Sai,2017,72.0,29.25,18.9,58.23,66.93,32.32,48.93
Odisha,Ganjam,2016,79.16,24.76,77.91,55.99,26.46,22.7,19.03
Manipur,Kakching,2018,91.45,19.11,63.54,31.5,30.04,43.41,48.91
Haryana,Bhiwani,2015,51.66,27.14,31.31,42.37,80.74,89.0,58.88
Maharashtra,Yavatmal,2018,57.44,55.86,96.17,74.53,18.92,93.44,20.51
Madhya Pradesh,Rewa,2017,59.57,42.59,37.53,40.94,65.79,50.47,98.43
Uttar Pradesh,Sitapur,2015,47.87,48.72,91.59,60.27,80.71,30.99,93.81
West Bengal,Darjeeling,2024,98.47,35.96,58.09,38.86,74.18,42.83,84.05
Telangana,Khammam,2018,71.37,78.01,57.78,62.27,26.31,73.74,86.34
Rajasthan,Pratapgarh,2016,15.68,16.06,30.46,75.8,24.43,84.01,92.51
Uttar Pradesh,Prayagraj,2021,12.87,81.2,15.04,66.9,43.21,35.24,94.86
Uttar Pradesh,Fatehpur,2015,19.43,58.03,26.63,42.29,20.26,28.64,73.56
Telangana,Wanaparthy,2020,88.75,69.59,22.19,94.63,95.25,98.63,37.95
Uttar Pradesh,Mirzapur,2024,49.95,84.12,11.21,20.63,67.17,30.24,56.14
Rajasthan,Karauli,2023,50.8,44.54,87.9,83.15,20.52,95.51,65.88
Gujarat,Aravalli,2024,82.93,74.77,67.88,37.4,10.8,93.81,90.13
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2022,44.39,24.0,84.67,11.57,27.55,97.24,60.18
Odisha,Deogarh,2025,74.9,89.18,28.79,49.57,98.02,46.81,23.71
Himachal Pradesh,Kangra,2016,73.51,45.63,86.11,74.88,30.55,71.12,10.42
Chhattisgarh,Gaurela-Pendra-Marwahi,2022,17.64,96.46,41.48,15.91,32.44,84.53,87.3
West Bengal,Dakshin Dinajpur,2024,23.58,80.92,15.23,11.53,16.69,16.6,77.85
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2017,96.47,67.58,22.68,33.35,37.33,88.57,46.38
Telangana,Yadadri Bhuvanagiri,2021,27.18,24.32,51.65,60.02,95.65,46.54,63.69
Jharkhand,Lohardaga,2015,46.15,79.59,19.55,10.96,67.54,35.66,66.76
Rajasthan,Kekri,2022,55.67,43.77,36.41,89.88,17.65,28.84,80.05
Haryana,Karnal,2016,33.09,31.6,84.4,14.23,94.26,63.21,14.07
Maharashtra,Buldhana,2015,10.15,15.58,17.17,50.3,54.0,79.63,68.49
Karnataka,Haveri,2015,64.85,64.28,23.51,15.33,24.87,97.83,31.98
Uttar Pradesh,Rae Bareli,2023,77.5,44.04,34.83,90.6,17.1,48.78,17.07
Tamil Nadu,Mayiladuthurai,2020,96.08,99.51,36.67,15.66,36.89,55.66,58.02
Bihar,Muzaffarpur,2016,85.19,72.66,84.0,13.84,80.97,75.78,62.84
Uttarakhand,Uttarkashi,2023,93.86,27.17,92.31,45.16,59.76,29.18,95.3
Madhya Pradesh,Rewa,2019,21.04,44.96,94.37,80.91,29.2,59.04,16.76
Assam,Karimganj,2019,22.82,94.85,29.03,51.06,92.78,98.26,83.31
Chhattisgarh,Jashpur,2020,99.9,28.65,38.31,13.88,85.77,17.32,32.86
Rajasthan,Dungarpur,2024,85.95,31.12,99.81,28.35,54.23,67.33,52.88
Manipur,Chandel,2024,50.76,49.26,73.18,96.7,34.26,59.71,90.78
Bihar,Begusarai,2020,71.21,16.63,52.84,34.95,53.17,71.46,33.83
Telangana,Mancherial,2016,89.95,81.81,99.92,11.44,86.67,35.94,97.63
Chhattisgarh,Gariaband,2020,38.85,53.5,16.39,96.27,25.26,28.76,33.46
Maharashtra,Chandrapur,2023,11.13,80.75,41.96,74.22,19.98,74.69,64.87
Chhattisgarh,Durg,2015,42.23,52.13,58.87,89.81,27.27,37.64,61.6
Assam,Baksa,2025,86.22,25.37,55.98,26.79,56.98,25.14,18.34
Karnataka,Bengaluru Rural,2017,80.78,89.48,90.35,62.55,32.21,87.46,47.66
Bihar,Rohtas,2017,20.28,50.83,95.01,98.26,85.65,89.26,24.69
Gujarat,Aravalli,2025,45.07,46.86,46.08,53.2,51.2,80.18,56.89
Karnataka,Chamarajanagar,2022,32.21,51.37,63.62,99.5,80.79,97.5,45.4
Haryana,Hisar,2024,93.55,22.05,89.93,39.86,55.19,97.21,63.4
Madhya Pradesh,Umaria,2024,40.94,55.39,42.24,86.41,52.12,41.94,20.8
Arunachal Pradesh,Papum Pare,2021,60.61,12.16,29.14,94.5,48.24,80.08,75.59
Bihar,Muzaffarpur,2022,70.27,10.29,19.06,34.23,22.22,11.51,26.23
Rajasthan,Phalodi,2022,74.32,60.97,50.65,93.78,78.34,71.7,43.45
Assam,Dhubri,2023,53.75,69.22,86.75,67.69,55.81,61.54,11.69
Nagaland,Kohima,2022,78.49,18.08,66.14,75.62,98.03,61.95,23.48
Uttar Pradesh,Sonbhadra,2015,96.45,24.9,63.65,35.4,41.32,10.78,78.0
Chhattisgarh,Rajnandgaon,2016,30.96,43.96,25.28,26.41,26.86,85.46,67.01
Gujarat,Gandhinagar,2021,62.01,85.72,94.29,57.97,45.15,29.76,40.75
Jharkhand,Lohardaga,2017,75.64,43.32,89.68,98.72,15.3,42.65,55.63
Haryana,Charkhi Dadri,2025,22.39,55.82,98.88,32.38,16.7,69.93,28.28
Tamil Nadu,Karur,2016,45.15,81.96,36.82,78.46,46.67,18.64,55.74
Gujarat,Ahmedabad,2023,52.39,87.93,59.09,46.93,57.21,19.4,19.16
Assam,Bongaigaon,2015,19.74,31.54,93.75,29.47,93.22,38.56,27.84
Andhra Pradesh,Eluru,2018,92.26,73.81,28.07,21.24,66.64,11.39,45.13
Maharashtra,Nagpur,2022,60.67,50.12,41.24,49.59,12.19,55.31,10.62
Telangana,Bhadradri Kothagudem,2024,12.46,34.05,93.78,54.02,27.86,63.12,53.22
Bihar,Banka,2019,66.54,21.78,35.13,73.49,84.04,63.08,45.02
Rajasthan,Kekri,2024,88.74,80.71,97.68,19.97,36.44,51.41,93.56
West Bengal,Purulia,2016,61.18,94.79,17.19,32.07,14.26,25.42,70.96
Haryana,Rewari,2019,17.45,76.03,71.29,20.21,66.75,10.36,65.23
Jharkhand,Khunti,2021,29.47,54.56,97.48,59.4,77.55,47.67,14.72
Uttar Pradesh,Hamirpur,2015,97.78,96.73,41.85,15.83,59.46,72.93,99.01
Haryana,Panipat,2018,61.48,83.15,27.63,97.63,22.22,66.95,42.51
Madhya Pradesh,Ujjain,2017,86.88,65.91,38.51,56.96,58.85,98.55,69.7
Jharkhand,Deoghar,2024,63.87,47.43,86.39,87.81,14.44,73.09,89.91
Madhya Pradesh,Ashoknagar,2023,55.82,96.58,92.57,89.14,56.0,69.48,17.92
Uttar Pradesh,Kasganj,2021,90.56,59.38,68.04,47.89,92.37,80.85,21.17
Uttarakhand,Udham Singh Nagar,2021,82.45,20.34,92.27,53.16,48.77,29.58,27.09
Uttar Pradesh,Kushinagar,2022,53.51,54.55,24.52,59.46,77.24,69.38,60.8
Maharashtra,Nandurbar,2017,32.33,77.9,77.08,70.14,54.77,53.5,31.7
Madhya Pradesh,Chhatarpur,2018,69.02,39.4,25.77,95.75,86.17,41.34,62.17
West Bengal,Paschim Bardhaman,2017,87.49,34.15,60.92,45.81,54.57,95.95,38.22
Manipur,Thoubal,2017,17.14,97.07,29.8,48.07,10.43,96.37,24.04
Rajasthan,Karauli,2016,41.78,44.89,42.63,62.97,51.52,80.7,58.92
Rajasthan,Bhilwara,2015,60.03,75.89,16.46,60.8,49.84,45.71,52.68
Chhattisgarh,Bemetara,2019,52.1,42.94,27.35,29.69,10.22,10.31,92.86
Bihar,Begusarai,2015,96.49,41.67,74.43,33.0,84.08,32.11,24.67
Telangana,Mancherial,2015,59.89,78.26,83.91,13.56,60.42,60.7,66.09
Haryana,Kurukshetra,2020,33.87,71.52,44.78,24.63,15.12,25.4,19.13
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2015,72.06,36.22,54.34,69.78,94.58,55.12,39.94
Uttar Pradesh,Saharanpur,2015,83.43,46.98,82.63,94.97,95.9,59.41,72.96
Tamil Nadu,Vellore,2017,80.45,98.16,19.7,17.33,12.07,74.86,31.15
Uttar Pradesh,Gorakhpur,2017,32.6,69.23,14.55,69.17,49.21,80.46,98.66
Punjab,Ferozepur,2019,86.73,91.96,20.35,66.43,98.37,95.9,47.15
Andhra Pradesh,East Godavari,2019,74.62,14.81,21.93,45.11,72.96,21.59,19.78
Bihar,Patna,2017,83.09,76.38,11.21,25.38,32.87,53.94,53.75
Telangana,Bhadradri Kothagudem,2018,32.42,35.32,51.36,96.05,67.67,47.48,46.32
Himachal Pradesh,Chamba,2023,76.34,95.66,67.25,25.27,39.54,90.89,51.49
Odisha,Kendrapara,2015,49.32,19.1,20.3,83.34,72.33,70.94,24.12
Himachal Pradesh,Una,2016,94.64,86.02,39.58,35.17,24.94,32.41,45.58
Rajasthan,Didwana-Kuchaman,2019,93.14,27.03,38.66,79.96,72.13,63.26,87.79
Bihar,Samastipur,2021,51.0,88.54,43.58,31.71,74.47,88.21,11.52
Tamil Nadu,Thiruvarur,2024,11.3,13.08,70.01,28.55,32.23,27.89,92.43
Mizoram,Mamit,2016,77.46,90.79,86.13,31.75,48.51,11.75,82.02
Karnataka,Dharwad,2019,36.4,75.34,15.12,88.93,60.33,15.19,29.59
Madhya Pradesh,Dindori,2024,95.87,76.79,63.48,31.42,97.3,69.09,86.78
Maharashtra,Thane,2016,31.23,79.67,23.01,45.81,68.72,85.09,73.27
Haryana,Fatehabad,2015,21.73,40.51,96.21,97.25,60.12,20.98,65.27
Bihar,West Champaran,2021,10.75,72.56,99.95,78.28,74.42,71.12,12.64
Tamil Nadu,Tiruchirappalli,2019,44.48,95.42,29.74,47.43,96.08,93.62,12.98
Maharashtra,Osmanabad (Dharashiv),2018,41.31,88.47,81.1,67.76,21.87,61.04,22.82
Madhya Pradesh,Datia,2016,44.87,20.06,75.18,81.56,47.78,73.74,98.3
Bihar,Madhepura,2023,86.4,89.46,41.88,40.69,82.38,75.5,50.45
Odisha,Balasore,2023,39.44,72.2,51.32,61.18,10.38,15.67,28.03
Karnataka,Ramanagara,2019,69.36,66.61,87.08,62.83,91.33,76.75,61.29
Telangana,Wanaparthy,2020,56.09,70.46,90.17,53.0,67.06,87.11,81.0
Jharkhand,Ramgarh,2019,69.37,56.67,67.9,61.61,51.71,33.05,46.42
Karnataka,Kolar,2021,34.96,66.01,58.89,63.87,91.03,71.33,90.2
Punjab,Barnala,2017,21.83,12.62,10.96,79.19,79.47,74.22,25.69
Uttar Pradesh,Moradabad,2015,23.97,50.74,85.75,49.77,64.59,46.91,19.42
Manipur,Kangpokpi,2018,55.71,88.6,37.8,15.55,79.03,10.82,45.73
Haryana,Mahendragarh,2015,70.69,78.66,44.68,92.18,20.78,98.02,71.56
Uttar Pradesh,Rampur,2018,42.56,93.63,89.66,25.6,28.22,36.72,60.15
Arunachal Pradesh,Lower Siang,2021,73.46,18.21,70.71,65.73,47.42,79.92,97.88
Gujarat,Kheda,2018,57.83,46.97,54.78,70.19,32.3,98.51,16.17
Madhya Pradesh,Dhar,2021,77.23,66.73,97.22,23.59,24.63,60.37,37.22
Bihar,Begusarai,2019,37.33,58.22,53.1,77.32,76.33,33.94,27.16
Gujarat,Patan,2021,48.21,64.03,77.24,76.74,95.72,87.16,61.64
Nagaland,Dimapur,2015,85.99,13.08,64.01,34.05,55.64,62.4,58.29
Gujarat,Tapi,2017,26.57,42.43,59.07,22.44,87.97,93.48,37.66
Punjab,Hoshiarpur,2021,18.36,12.5,65.52,31.43,65.92,32.64,29.14
Uttar Pradesh,Saharanpur,2023,76.52,27.12,96.62,83.94,30.79,13.48,63.81
Uttar Pradesh,Ghazipur,2016,78.88,54.02,31.66,45.58,83.31,89.79,29.36
West Bengal,Nadia,2022,76.52,51.28,20.96,71.11,37.17,48.23,34.43
Bihar,Samastipur,2024,53.38,90.19,38.4,87.28,85.16,19.96,55.82
Tripura,Sepahijala,2023,22.35,94.49,57.34,32.7,80.05,20.99,66.04
Karnataka,Uttara Kannada,2019,49.68,36.98,62.36,30.95,29.81,22.92,68.74
Meghalaya,North Garo Hills,2022,18.93,98.92,45.9,46.63,64.94,30.79,90.49
Uttar Pradesh,Banda,2015,13.5,97.75,96.73,54.95,13.23,77.19,80.92
Chhattisgarh,Durg,2020,18.08,52.14,32.61,89.75,90.83,56.63,87.13
Andhra Pradesh,Sri Sathya Sai,2020,24.06,41.1,26.87,57.8,79.13,67.44,42.42
Tamil Nadu,Perambalur,2017,38.92,13.95,16.88,32.91,74.45,95.52,91.9
Kerala,Kottayam,2025,59.33,39.1,97.44,45.68,85.69,65.98,99.96
Arunachal Pradesh,East Kameng,2021,63.61,76.1,88.43,42.5,68.16,17.22,21.85
Tamil Nadu,Coimbatore,2019,15.44,45.08,59.2,79.77,12.94,95.09,61.1
Tamil Nadu,Dharmapuri,2018,48.29,77.85,26.51,92.5,64.03,75.71,15.02
Chhattisgarh,Raigarh,2015,56.96,42.79,71.39,31.94,56.74,71.3,75.98
Madhya Pradesh,Neemuch,2020,86.21,34.56,65.44,83.88,20.49,24.54,85.82
Uttar Pradesh,Kaushambi,2017,70.59,95.26,50.23,76.33,82.88,12.5,61.6
Jharkhand,Jamtara,2016,13.81,55.57,58.64,77.8,39.03,93.92,62.87
Haryana,Faridabad,2017,54.24,32.92,85.95,79.57,21.26,76.59,67.3
Karnataka,Bagalkot,2018,69.13,64.83,41.45,23.68,43.53,67.41,96.2
Karnataka,Mysuru,2019,73.74,69.6,93.9,16.42,40.87,37.8,73.18
Chhattisgarh,Bemetara,2015,32.87,43.98,18.47,60.38,80.87,45.78,13.64
Gujarat,Anand,2018,80.29,14.98,86.24,67.67,47.26,52.43,73.0
Himachal Pradesh,Kullu,2018,36.31,54.35,74.18,56.3,26.3,50.07,91.35
Assam,Hojai,2018,70.47,44.78,67.45,58.99,61.55,31.63,70.52
Madhya Pradesh,Dhar,2018,44.74,75.28,86.6,85.01,30.6,20.97,87.34
Madhya Pradesh,Barwani,2018,59.38,37.74,43.41,88.85,86.62,22.95,18.44
Manipur,Imphal West,2017,94.29,88.44,35.92,67.82,77.28,29.87,62.99
Telangana,Sangareddy,2023,42.93,57.22,16.79,90.64,84.5,73.22,66.26
Odisha,Kendrapara,2018,78.92,18.37,60.41,98.44,25.98,32.8,25.41
Madhya Pradesh,Balaghat,2023,12.56,39.89,54.51,76.05,48.06,26.94,17.99
Andhra Pradesh,Visakhapatnam,2023,39.12,21.95,34.0,34.33,40.54,88.93,31.9
Rajasthan,Neem Ka Thana,2015,81.88,65.05,44.7,67.43,98.84,37.27,28.6
Madhya Pradesh,Jabalpur,2015,10.89,71.1,18.17,80.52,17.17,35.78,83.99
Madhya Pradesh,Maihar,2025,87.4,37.79,17.28,29.53,11.36,41.8,34.06
Rajasthan,Dausa,2025,78.52,32.6,57.49,97.09,72.92,66.24,46.42
Rajasthan,Jhunjhunu,2024,97.81,15.24,47.31,55.74,28.05,93.69,78.79
Telangana,Adilabad,2018,20.89,44.76,55.42,45.14,57.5,26.71,99.39
Gujarat,Tapi,2018,19.71,57.52,68.7,48.3,29.97,39.06,74.69
Assam,Barpeta,2018,75.29,91.12,89.24,45.64,55.91,75.11,32.0
Manipur,Churachandpur,2022,46.04,32.86,53.96,10.39,50.37,74.38,21.29
Madhya Pradesh,Betul,2016,12.04,79.42,60.26,60.77,66.96,70.08,26.19
Odisha,Nabarangpur,2023,87.74,74.7,48.52,93.63,81.31,98.36,40.39
Telangana,Suryapet,2021,40.55,10.5,37.8,59.45,84.77,76.07,39.09
Chhattisgarh,Surguja,2017,53.7,11.32,95.74,43.61,42.51,55.21,54.04
Tripura,West Tripura,2015,80.85,92.24,35.68,42.59,53.26,44.36,48.7
Madhya Pradesh,Khandwa,2022,88.36,44.68,42.35,92.62,81.24,69.34,83.35
Assam,Hailakandi,2022,60.97,63.03,66.03,21.08,48.5,98.32,30.11
Punjab,Ferozepur,2023,94.02,75.2,56.06,81.13,55.53,52.54,51.23
Andhra Pradesh,Prakasam,2015,72.29,50.69,63.78,83.04,98.81,40.11,72.51
Andhra Pradesh,East Godavari,2019,83.41,68.65,39.69,85.08,34.54,92.67,93.44
Uttar Pradesh,Chitrakoot,2017,75.16,59.93,44.96,19.48,62.28,46.87,43.86
Uttarakhand,Rudraprayag,2020,54.82,70.83,83.26,90.26,53.91,16.11,54.44
Maharashtra,Ahmednagar,2015,93.07,76.79,40.06,78.16,70.68,49.08,27.6
Bihar,Bhagalpur,2019,93.41,26.63,89.63,22.39,78.75,69.55,56.56
Telangana,Narayanpet,2017,49.17,87.05,36.46,77.48,66.63,14.95,56.59
Meghalaya,Ri Bhoi,2024,35.71,64.6,45.42,66.88,49.56,88.95,89.28
Tamil Nadu,Cuddalore,2022,62.22,45.37,93.83,77.19,22.23,71.67,42.84
Tamil Nadu,Tiruvannamalai,2022,51.26,41.14,37.39,36.87,87.64,49.69,84.09
West Bengal,Purba Bardhaman,2017,56.43,68.83,25.85,84.55,74.13,51.6,72.12
Madhya Pradesh,Rajgarh,2019,47.74,16.48,72.72,54.49,78.33,18.74,18.0
Chhattisgarh,Narayanpur,2024,26.64,83.94,99.35,56.08,19.86,92.51,28.16
Mizoram,Khawzawl,2017,34.36,63.25,57.32,64.17,70.41,31.86,96.27
Tamil Nadu,Nagapattinam,2021,54.86,71.44,15.45,20.94,62.53,73.09,88.95
Telangana,Jayashankar Bhupalpally,2023,67.79,37.14,10.23,83.06,45.28,95.47,27.4
Maharashtra,Beed,2019,51.5,86.39,26.18,18.71,20.26,31.35,89.31
Punjab,Barnala,2025,64.39,13.48,81.52,28.49,21.15,34.18,38.0
West Bengal,Howrah,2025,16.43,36.93,11.16,28.89,77.7,39.84,20.27
Maharashtra,Amravati,2016,60.69,34.84,65.44,30.67,49.08,82.78,28.6
Madhya Pradesh,Mandsaur,2018,81.53,27.75,25.75,43.38,72.72,37.47,28.82
Madhya Pradesh,Burhanpur,2016,77.04,27.97,35.19,93.29,13.7,41.33,31.66
Chhattisgarh,Surajpur,2017,17.13,32.8,78.97,30.6,57.46,27.32,48.23
Gujarat,Chhota Udepur,2021,17.21,24.08,23.07,30.93,40.33,63.05,59.53
Punjab,Tarn Taran,2022,87.12,91.72,95.74,24.4,48.76,39.77,64.72
Bihar,Madhubani,2015,42.15,22.44,89.48,18.69,31.44,11.38,86.0
Nagaland,Noklak,2021,92.44,38.2,50.53,56.99,17.9,19.68,18.46
Telangana,Nirmal,2015,50.65,77.86,71.73,88.86,11.0,18.45,21.85
Madhya Pradesh,Khandwa,2016,88.11,48.88,84.3,36.9,50.73,91.16,68.25
Chhattisgarh,Mungeli,2015,15.0,79.45,40.54,90.91,35.29,27.7,89.28
