state,district,year,total_hospitals,government_hospitals,private_hospitals,hospital_beds,icu_beds,ventilators,doctors,nurses,ambulances,primary_health_centers,community_health_centers,maternal_mortality_rate,infant_mortality_rate,life_expectancy,vaccination_rate,health_expenditure_per_capita,patients_per_day
Tripura,Khowai,2016,87,36,37,831,144,99,584,1102,67,32,15,139.17,19.69,72.03,60.47,5320,1222
Tripura,Khowai,2017,200,85,24,2466,375,17,326,2105,41,11,38,170.79,56.58,71.13,76.44,13172,1392
Tripura,Khowai,2018,120,92,194,255,303,144,1266,1268,72,62,24,147.84,33.95,72.43,91.07,12899,2906
Tripura,Khowai,2019,113,64,78,3742,218,198,293,1988,66,10,26,100.3,47.3,70.23,86.29,13596,1646
Tripura,Khowai,2020,234,53,48,825,56,7,996,1681,78,51,17,141.35,38.94,73.55,70.78,13615,3284
Tripura,Khowai,2021,244,102,182,3660,204,99,516,885,88,80,25,53.2,26.21,68.77,94.23,3769,216
Tripura,Khowai,2022,282,109,79,1393,44,151,454,919,69,77,12,154.96,47.34,71.21,90.73,13249,4979
Tripura,Khowai,2023,104,30,90,1743,481,180,1075,1121,70,72,4,62.15,11.1,69.81,90.27,9710,2087
Tripura,Khowai,2024,199,43,121,1807,58,116,225,2675,22,54,11,197.85,59.38,73.67,67.7,9172,3956
Tripura,Khowai,2025,130,15,165,773,417,86,1146,1520,101,39,8,98.87,45.31,73.1,65.24,9398,1297
Tripura,North Tripura,2015,185,42,93,3063,438,114,1078,204,109,45,31,133.52,11.75,67.58,80.7,4549,1687
Tripura,North Tripura,2016,160,84,6,3106,100,159,795,2517,22,43,22,84.05,39.02,65.13,74.31,8876,607
Tripura,North Tripura,2017,292,97,39,2633,292,38,1231,2655,44,37,40,149.95,45.98,65.98,88.06,8725,124
Tripura,North Tripura,2018,199,69,121,1729,300,133,1030,2355,52,68,34,103.99,20.49,69.2,63.88,14253,1132
Tripura,North Tripura,2019,166,15,165,4644,475,43,1374,1274,32,64,17,92.36,51.43,73.84,84.89,4565,575
Tripura,North Tripura,2020,294,93,53,2377,414,50,199,2202,65,40,29,136.55,53.86,69.86,90.67,4818,917
Tripura,North Tripura,2021,255,22,194,225,234,123,352,2177,25,21,22,146.15,56.94,70.2,87.85,14775,4160
Tripura,North Tripura,2022,35,112,35,1762,473,40,1487,256,109,29,25,185.63,55.84,73.32,74.05,4547,619
Tripura,North Tripura,2023,57,38,70,648,225,186,260,2087,120,26,14,116.68,17.99,68.53,65.65,12136,4320
Tripura,North Tripura,2024,258,119,11,942,384,9,804,149,54,24,13,190.31,57.97,70.7,81.76,9916,2054
Tripura,North Tripura,2025,201,9,122,2355,194,55,1172,1312,83,54,16,179.35,40.01,67.51,62.03,3180,4067
Tripura,Sepahijala,2015,170,108,25,1549,274,37,235,1620,27,41,10,117.02,39.86,69.9,88.26,4008,1617
Tripura,Sepahijala,2016,290,14,191,1041,232,42,53,838,90,38,37,180.98,25.89,73.43,91.8,13183,3413
Tripura,Sepahijala,2017,195,56,169,2163,282,86,75,1007,76,70,34,177.03,39.4,68.03,65.54,4221,3752
Tripura,Sepahijala,2018,184,64,165,660,31,128,443,1028,7,55,12,82.34,45.93,66.02,76.99,9503,4787
Tripura,Sepahijala,2019,208,117,47,2077,83,195,1213,2970,80,71,30,83.18,42.61,70.15,72.0,12238,4525
Tripura,Sepahijala,2020,291,110,136,3674,442,116,116,1391,115,10,30,109.77,30.5,65.96,63.67,5370,3437
Tripura,Sepahijala,2021,96,25,113,4123,499,133,1008,2788,16,15,33,81.87,16.13,69.47,89.76,11363,876
Tripura,Sepahijala,2022,273,89,143,4332,376,149,287,1879,113,24,21,68.43,31.1,69.45,78.38,12439,2380
Tripura,Sepahijala,2023,32,91,72,722,278,198,172,1309,102,67,2,195.84,12.74,73.99,66.83,13405,4038
Tripura,Sepahijala,2024,219,36,120,4380,348,188,334,2370,92,52,14,188.1,32.29,72.8,73.53,6142,3990
Tripura,Sepahijala,2025,174,31,102,3165,149,26,396,232,83,54,2,134.69,22.89,70.42,84.41,5181,2068
Tripura,South Tripura,2015,166,55,35,4955,194,164,109,2535,12,68,23,173.76,40.84,67.02,75.85,9518,2839
Tripura,South Tripura,2016,24,24,106,494,390,155,254,2899,33,14,24,84.49,46.33,73.54,76.11,3913,4482
Tripura,South Tripura,2017,190,117,60,1678,446,20,241,2662,62,41,4,94.39,25.58,74.25,82.53,4318,4004
Tripura,South Tripura,2018,152,109,33,4883,470,97,514,905,112,69,34,145.23,22.83,70.03,97.78,11549,1399
Tripura,South Tripura,2019,190,70,60,3962,491,49,267,1721,119,19,11,120.96,52.13,65.65,80.6,2499,2394
Tripura,South Tripura,2020,260,82,141,3544,296,200,276,2852,80,33,10,67.13,40.03,68.95,66.33,9199,3510
Tripura,South Tripura,2021,50,75,198,4937,323,128,60,2643,21,73,39,152.66,16.66,71.92,92.57,7572,831
Tripura,South Tripura,2022,184,26,86,3518,221,139,118,2810,13,67,2,180.49,52.19,74.21,91.77,10963,574
Tripura,South Tripura,2023,261,75,65,2892,162,91,541,2032,111,30,36,182.65,50.5,74.03,80.53,13576,1620
Tripura,South Tripura,2024,190,7,176,3800,178,190,73,2619,83,23,33,127.37,38.5,68.08,74.79,8809,1875
Tripura,South Tripura,2025,182,72,87,1560,154,37,781,1866,24,51,23,169.75,41.85,71.82,87.96,12194,2449
Tripura,Unakoti,2015,193,52,100,963,151,154,1356,672,26,20,18,114.85,36.19,69.98,77.72,7822,4079
Tripura,Unakoti,2016,180,63,120,2930,22,124,86,586,97,58,22,68.29,51.37,69.9,90.25,2761,2637
Tripura,Unakoti,2017,220,47,167,3820,295,67,1324,2891,60,71,26,166.87,31.29,66.93,80.17,6345,4130
Tripura,Unakoti,2018,190,71,18,3642,112,156,81,984,92,32,21,140.38,23.88,67.13,66.91,2241,392
Tripura,Unakoti,2019,228,13,17,698,350,154,1306,1364,21,21,34,118.31,56.96,67.42,60.24,4164,4475
Tripura,Unakoti,2020,273,66,55,2937,436,143,143,1195,53,58,16,65.55,56.72,68.49,77.03,10731,3359
Tripura,Unakoti,2021,25,84,144,2354,71,134,649,1541,92,10,19,52.76,29.2,67.87,97.5,13250,2610
Tripura,Unakoti,2022,180,62,36,755,412,66,204,191,50,11,15,87.6,51.05,69.58,66.18,9954,3592
Tripura,Unakoti,2023,88,101,115,2389,49,114,394,2613,29,53,23,161.44,37.57,74.15,83.55,7913,626
Tripura,Unakoti,2024,289,23,97,3609,275,85,1222,1344,76,80,6,119.96,23.21,70.9,74.55,9525,999
Tripura,Unakoti,2025,106,69,179,305,478,29,1295,959,5,79,35,195.79,53.92,73.55,65.99,7376,1745
Tripura,West Tripura,2015,132,72,16,2857,492,200,1386,2550,19,35,4,61.17,35.92,70.39,91.59,8563,4522
Tripura,West Tripura,2016,88,115,15,4925,340,137,752,2096,6,30,10,197.99,56.89,69.47,81.44,10174,1397
Tripura,West Tripura,2017,146,42,126,2846,315,183,485,822,91,17,39,113.37,13.4,72.58,81.26,3201,590
Tripura,West Tripura,2018,299,66,39,1309,191,168,1340,134,77,40,35,181.39,27.76,66.68,89.28,11582,3063
Tripura,West Tripura,2019,276,46,24,3472,337,189,1137,1775,36,8,30,68.61,51.3,71.98,83.09,5108,2748
Tripura,West Tripura,2020,137,20,168,2520,133,113,1408,2783,15,28,18,67.47,58.34,72.06,95.91,4763,3102
Tripura,West Tripura,2021,112,115,65,676,334,172,1343,2570,58,17,8,174.01,15.66,72.11,78.07,12369,1143
Tripura,West Tripura,2022,242,91,154,4919,180,37,975,2832,117,68,20,64.01,26.48,71.01,90.18,6057,463
Tripura,West Tripura,2023,212,116,173,4283,143,50,1337,462,116,15,30,61.66,26.84,74.69,62.68,11661,4924
Tripura,West Tripura,2024,27,42,70,2648,478,20,1153,1547,65,15,21,66.28,53.29,65.33,94.42,9277,3094
Tripura,West Tripura,2025,230,14,31,3245,181,83,663,1900,37,46,19,159.69,36.51,67.56,78.89,10132,4789
Uttar Pradesh,Agra,2015,242,120,163,2990,441,186,1202,575,26,69,18,103.4,59.92,72.9,70.44,7898,2589
Uttar Pradesh,Agra,2016,120,95,8,4139,61,162,376,2497,29,16,22,76.16,11.96,68.8,68.11,3761,1016
Uttar Pradesh,Agra,2017,195,34,145,3392,171,103,683,1264,51,77,20,113.46,11.44,72.65,91.38,6632,3183
Uttar Pradesh,Agra,2018,181,5,13,4426,447,94,1370,1666,9,64,21,106.83,30.67,65.19,61.84,4241,3995
Uttar Pradesh,Agra,2019,292,61,182,3443,52,117,1177,2836,97,37,27,153.23,43.93,71.49,85.19,5958,3466
Uttar Pradesh,Agra,2020,289,46,160,411,374,190,170,2623,59,39,16,161.12,54.89,70.19,94.48,8644,3256
Uttar Pradesh,Agra,2021,84,29,156,1638,409,173,1381,240,63,12,40,97.74,28.73,66.19,81.45,4795,101
Uttar Pradesh,Agra,2022,237,10,109,3382,131,118,1234,1746,84,76,31,124.46,13.72,67.47,81.47,2720,1697
Uttar Pradesh,Agra,2023,139,10,170,2612,274,184,471,2974,100,79,39,120.23,50.13,65.02,65.66,12204,1705
Uttar Pradesh,Agra,2024,56,103,12,1920,154,56,179,2040,77,64,19,158.34,33.63,73.1,66.89,4937,884
Uttar Pradesh,Agra,2025,174,99,156,1709,475,34,792,1200,75,56,27,110.62,56.67,72.61,79.12,8805,1086
Uttar Pradesh,Aligarh,2015,168,9,63,3945,481,74,163,106,80,49,11,63.12,18.95,72.1,87.1,13496,4840
Uttar Pradesh,Aligarh,2016,231,77,6,1443,437,137,1074,2710,46,18,31,96.73,24.38,68.9,87.45,8614,3900
Uttar Pradesh,Aligarh,2017,53,14,119,4955,38,49,607,2151,43,73,18,74.61,11.78,66.06,82.63,14362,1745
Uttar Pradesh,Aligarh,2018,168,111,156,4012,240,182,1352,2114,22,80,17,155.87,10.96,73.45,72.17,10811,2222
Uttar Pradesh,Aligarh,2019,153,72,21,2717,89,97,889,280,74,49,39,59.97,24.78,68.73,94.87,3354,1777
Uttar Pradesh,Aligarh,2020,60,110,23,2653,441,86,1496,453,105,12,2,139.06,39.74,72.92,78.59,12714,600
Uttar Pradesh,Aligarh,2021,104,70,92,559,317,9,931,1752,52,52,10,98.96,53.17,67.14,77.09,6488,1055
Uttar Pradesh,Aligarh,2022,158,112,168,3279,146,115,201,526,35,62,9,185.94,31.22,70.53,67.92,9588,4876
Uttar Pradesh,Aligarh,2023,73,23,92,4765,305,165,1055,1179,93,33,25,65.62,48.45,66.08,76.07,4989,2867
Uttar Pradesh,Aligarh,2024,95,81,49,1657,326,148,103,1222,32,23,10,186.11,59.05,73.67,77.48,9713,1857
Uttar Pradesh,Aligarh,2025,179,22,160,3367,168,73,1305,1745,70,71,19,98.95,31.28,71.08,71.65,3748,2021
Uttar Pradesh,Ambedkar Nagar,2015,248,26,183,1453,246,5,1334,2312,52,67,32,107.0,58.62,65.8,89.42,9253,1803
Uttar Pradesh,Ambedkar Nagar,2016,207,58,24,4416,480,106,1474,1897,44,13,34,179.77,28.99,69.78,82.81,7954,4521
Uttar Pradesh,Ambedkar Nagar,2017,252,74,146,2502,384,181,471,2114,91,24,2,87.15,49.04,71.72,78.41,10588,2603
Uttar Pradesh,Ambedkar Nagar,2018,114,79,144,2119,76,186,78,638,69,75,7,77.95,44.63,72.32,89.88,7417,885
Uttar Pradesh,Ambedkar Nagar,2019,32,118,76,4538,317,195,969,729,79,67,20,185.33,52.69,69.81,90.49,9984,4400
Uttar Pradesh,Ambedkar Nagar,2020,71,46,191,2915,242,110,962,607,54,73,8,94.62,12.04,65.78,83.51,6064,1584
Uttar Pradesh,Ambedkar Nagar,2021,101,49,52,2876,213,98,722,757,9,19,13,131.05,24.33,69.82,75.92,5208,1198
Uttar Pradesh,Ambedkar Nagar,2022,161,93,22,3447,78,111,1218,2743,34,30,39,88.63,31.72,68.56,93.3,4607,1867
Uttar Pradesh,Ambedkar Nagar,2023,209,15,56,4881,436,126,140,2913,28,53,6,188.08,25.38,72.98,62.26,10654,606
Uttar Pradesh,Ambedkar Nagar,2024,256,59,21,4957,219,57,78,2365,107,6,6,114.78,28.07,66.16,93.95,11475,241
Uttar Pradesh,Ambedkar Nagar,2025,175,47,72,321,441,131,854,565,81,16,13,141.2,40.4,73.41,75.24,4142,911
Uttar Pradesh,Amethi,2015,124,71,180,1696,472,102,169,1184,83,38,30,195.71,46.08,67.85,88.65,5741,1381
Uttar Pradesh,Amethi,2016,188,94,60,2036,150,106,1192,850,36,57,36,111.15,46.65,68.4,96.05,4080,4777
Uttar Pradesh,Amethi,2017,44,78,64,4243,327,197,1100,2069,53,59,34,68.44,57.62,65.48,74.61,14260,4390
Uttar Pradesh,Amethi,2018,79,107,160,1057,387,142,480,1056,81,34,17,136.92,32.27,69.19,67.08,13139,1253
Uttar Pradesh,Amethi,2019,47,11,75,1665,221,189,836,690,66,52,34,86.05,56.64,73.42,91.69,8749,3850
Uttar Pradesh,Amethi,2020,279,94,173,409,171,196,769,2177,16,6,21,119.03,59.26,73.8,67.08,3738,531
Uttar Pradesh,Amethi,2021,238,25,166,4560,493,96,1198,668,51,24,20,64.46,26.9,73.29,75.12,7353,2121
Uttar Pradesh,Amethi,2022,236,21,124,2024,331,199,504,348,42,78,20,152.83,55.81,72.2,68.08,11053,719
Uttar Pradesh,Amethi,2023,159,64,20,850,313,34,803,485,52,64,5,133.27,36.65,70.55,82.57,14531,2354
Uttar Pradesh,Amethi,2024,196,14,91,4610,380,127,303,2959,94,28,9,79.43,50.89,70.93,68.17,13968,4801
Uttar Pradesh,Amethi,2025,141,118,110,614,396,144,953,2445,57,64,25,68.57,50.38,69.31,88.25,5704,4299
Uttar Pradesh,Amroha,2015,275,110,116,2356,115,90,473,2348,47,32,25,159.15,56.17,73.85,76.84,14821,4105
Uttar Pradesh,Amroha,2016,199,5,135,725,338,40,1446,2877,26,5,32,174.0,56.73,73.52,78.77,4013,1993
Uttar Pradesh,Amroha,2017,164,97,98,1751,399,66,1195,841,35,14,7,99.99,30.52,70.87,72.04,3335,465
Uttar Pradesh,Amroha,2018,285,36,107,4507,128,102,935,1854,94,9,12,161.12,40.27,74.95,93.25,9613,1363
Uttar Pradesh,Amroha,2019,234,37,145,2544,185,21,286,143,81,21,26,188.08,25.27,67.15,64.34,7894,2531
Uttar Pradesh,Amroha,2020,40,114,150,1338,260,197,1181,1416,114,71,19,182.83,30.02,70.09,87.36,6840,2652
Uttar Pradesh,Amroha,2021,100,51,57,3095,170,93,650,1230,29,44,22,74.27,34.47,74.68,89.27,13368,2025
Uttar Pradesh,Amroha,2022,135,14,54,237,138,75,1009,304,16,10,23,126.65,56.94,67.23,77.76,10013,2300
Uttar Pradesh,Amroha,2023,174,46,198,1583,416,94,573,1826,74,53,20,181.77,57.22,70.71,67.26,7729,4883
Uttar Pradesh,Amroha,2024,292,72,74,2003,160,142,166,1309,66,50,37,188.68,22.89,65.14,75.75,13625,1262
Uttar Pradesh,Amroha,2025,290,29,97,3294,71,114,793,2504,11,80,36,136.24,46.71,72.2,93.11,14876,2290
Uttar Pradesh,Auraiya,2015,111,29,13,4524,105,6,227,2761,93,45,12,173.83,10.53,71.01,95.41,12003,3594
Uttar Pradesh,Auraiya,2016,50,72,52,4250,119,134,1449,2152,71,55,16,94.2,37.96,66.23,65.34,2335,4498
Uttar Pradesh,Auraiya,2017,100,12,169,1628,289,106,375,1731,23,78,28,194.96,48.27,67.45,67.8,3075,4310
Uttar Pradesh,Auraiya,2018,172,76,120,2249,174,197,363,452,78,56,12,77.78,32.24,73.36,87.55,10939,1907
Uttar Pradesh,Auraiya,2019,208,42,21,4607,290,74,72,1987,51,65,12,167.41,14.67,73.19,94.06,3990,3063
Uttar Pradesh,Auraiya,2020,262,101,92,239,346,115,1145,793,55,77,22,152.72,36.73,65.13,80.22,2480,4215
Uttar Pradesh,Auraiya,2021,164,71,107,1496,240,16,301,1734,105,61,21,157.31,39.36,68.43,96.59,2715,760
Uttar Pradesh,Auraiya,2022,29,30,105,2114,38,174,1403,992,20,42,32,181.05,58.46,73.04,95.84,6774,2958
Uttar Pradesh,Auraiya,2023,231,58,121,857,473,57,896,1934,34,27,37,191.76,18.95,71.49,71.82,8873,3693
Uttar Pradesh,Auraiya,2024,220,5,19,1072,76,152,1447,1044,32,64,31,139.74,42.63,68.16,66.26,4779,4396
Uttar Pradesh,Auraiya,2025,153,83,103,4201,362,130,1165,1987,6,20,7,91.93,48.14,66.51,85.89,14504,4547
Uttar Pradesh,Ayodhya,2015,208,31,104,2528,135,160,218,1683,111,54,5,102.09,47.26,73.81,97.9,13592,856
Uttar Pradesh,Ayodhya,2016,145,12,52,3500,51,129,418,1527,40,43,32,147.44,16.28,74.42,90.2,5627,1685
Uttar Pradesh,Ayodhya,2017,240,68,165,4619,92,168,1079,2565,8,77,6,173.96,14.62,66.02,64.14,6004,3847
Uttar Pradesh,Ayodhya,2018,90,74,43,291,276,46,1149,2397,63,44,20,87.11,16.4,67.41,60.56,13334,1629
Uttar Pradesh,Ayodhya,2019,297,83,8,3401,209,115,272,1960,112,79,24,186.47,12.32,65.94,68.45,6459,899
Uttar Pradesh,Ayodhya,2020,94,89,128,3514,491,46,1032,2614,118,71,37,181.28,11.62,72.6,97.17,3474,2994
Uttar Pradesh,Ayodhya,2021,146,10,164,4045,375,157,1205,1109,82,28,22,182.0,41.14,65.38,61.8,6192,2873
Uttar Pradesh,Ayodhya,2022,185,68,195,350,128,42,1204,150,50,25,33,89.41,12.34,71.79,82.36,13356,4211
Uttar Pradesh,Ayodhya,2023,158,99,186,1550,239,95,1398,1687,113,54,25,127.07,30.86,72.39,84.66,12081,3096
Uttar Pradesh,Ayodhya,2024,92,94,182,4036,328,107,1031,2500,33,29,27,62.51,16.15,74.5,78.22,9202,1778
Uttar Pradesh,Ayodhya,2025,88,84,67,1047,344,191,1130,1068,75,71,2,175.9,44.69,71.28,71.04,2934,260
Uttar Pradesh,Azamgarh,2015,241,45,139,722,210,116,67,1198,56,54,27,152.36,43.98,68.17,97.24,6437,1316
Uttar Pradesh,Azamgarh,2016,280,82,116,1564,191,174,919,2443,32,56,2,174.57,21.38,66.62,88.27,11072,2123
Uttar Pradesh,Azamgarh,2017,232,40,128,2802,422,95,961,277,82,19,26,75.06,44.23,67.53,62.99,3741,3630
Uttar Pradesh,Azamgarh,2018,249,104,71,1134,180,34,597,2471,95,41,3,170.53,20.9,72.89,69.84,2733,4806
Uttar Pradesh,Azamgarh,2019,202,22,179,224,299,49,343,2933,41,61,22,160.47,55.84,67.97,60.89,14151,799
Uttar Pradesh,Azamgarh,2020,161,113,196,206,150,189,116,1847,10,24,21,102.2,40.07,70.2,68.99,8079,4083
Uttar Pradesh,Azamgarh,2021,195,9,84,2440,187,145,156,2757,33,30,24,121.41,15.65,70.6,70.56,14656,1055
Uttar Pradesh,Azamgarh,2022,190,63,14,2744,190,118,636,1864,113,37,5,193.96,52.06,74.92,83.52,10857,3699
Uttar Pradesh,Azamgarh,2023,176,26,76,1204,416,190,930,1050,106,24,12,53.54,17.37,71.0,85.44,10591,1448
Uttar Pradesh,Azamgarh,2024,78,18,89,568,428,13,1165,1373,82,41,6,134.06,36.24,71.22,89.01,3987,1228
Uttar Pradesh,Azamgarh,2025,184,116,25,2464,159,155,175,656,105,77,23,103.15,20.4,68.52,78.44,14597,4348
Uttar Pradesh,Baghpat,2015,260,99,86,1780,169,159,205,341,11,32,38,172.85,13.76,69.3,72.6,13129,2960
Uttar Pradesh,Baghpat,2016,222,65,129,1181,439,27,1310,2844,42,76,2,50.93,51.66,70.91,83.74,3880,887
Uttar Pradesh,Baghpat,2017,230,12,155,655,242,97,750,1426,111,34,8,175.66,48.48,71.77,94.63,14065,2187
Uttar Pradesh,Baghpat,2018,96,48,105,4623,23,7,592,2235,109,43,28,75.2,52.36,74.58,74.76,3167,3569
Uttar Pradesh,Baghpat,2019,121,36,119,3666,205,70,1056,1562,44,34,23,163.63,55.19,66.38,60.34,6477,1681
Uttar Pradesh,Baghpat,2020,36,51,160,4771,126,104,934,2186,54,68,16,126.36,17.25,73.25,92.13,2689,1600
Uttar Pradesh,Baghpat,2021,158,25,99,2229,186,100,704,947,92,14,14,148.29,55.18,65.6,66.51,7352,4200
Uttar Pradesh,Baghpat,2022,74,113,194,4423,277,164,787,2060,33,50,18,88.16,13.86,65.09,64.01,3433,3634
Uttar Pradesh,Baghpat,2023,31,98,70,3667,398,17,319,1156,105,25,34,105.78,47.04,71.55,82.28,7891,4843
Uttar Pradesh,Baghpat,2024,32,14,122,448,486,108,649,2435,110,70,25,134.8,24.99,68.27,72.08,4058,599
Uttar Pradesh,Baghpat,2025,20,111,149,3105,26,75,388,2490,24,45,16,195.27,43.45,74.58,82.25,13985,638
Uttar Pradesh,Bahraich,2015,184,88,126,3797,67,42,730,146,81,42,4,165.71,17.62,69.21,61.06,7168,2933
Uttar Pradesh,Bahraich,2016,171,71,76,3514,352,8,1075,522,36,32,4,148.84,27.71,71.95,68.54,4371,3829
Uttar Pradesh,Bahraich,2017,292,96,97,1032,53,128,715,1491,70,37,40,184.46,17.58,67.43,66.67,9025,2384
Uttar Pradesh,Bahraich,2018,93,23,66,3543,73,7,913,2168,75,77,31,91.98,32.66,70.17,76.54,2781,2084
Uttar Pradesh,Bahraich,2019,51,120,84,4114,262,49,815,2230,97,75,21,128.73,42.38,74.38,61.82,14002,3853
Uttar Pradesh,Bahraich,2020,204,63,153,3223,412,134,987,2637,73,17,13,151.31,48.32,70.48,60.31,12030,870
Uttar Pradesh,Bahraich,2021,277,41,102,535,134,15,530,2591,20,38,21,81.13,22.52,70.18,79.09,10793,1618
Uttar Pradesh,Bahraich,2022,153,69,14,2491,161,127,231,2314,52,70,31,72.77,19.96,73.43,88.69,10707,4903
Uttar Pradesh,Bahraich,2023,279,35,113,2303,130,130,645,1589,41,20,28,85.26,59.43,68.44,62.33,13829,3012
Uttar Pradesh,Bahraich,2024,190,83,160,3202,418,37,154,1411,8,17,29,145.73,22.62,74.21,68.41,10706,4856
Uttar Pradesh,Bahraich,2025,210,92,186,4305,68,144,912,2063,99,42,17,133.61,54.99,66.83,71.68,14484,3075
Uttar Pradesh,Ballia,2015,251,32,44,1026,234,81,731,1512,54,20,24,124.02,55.37,71.01,86.37,10413,3018
Uttar Pradesh,Ballia,2016,238,64,134,4244,136,186,1314,1461,107,60,39,197.39,37.1,66.79,71.16,7373,945
Uttar Pradesh,Ballia,2017,61,91,147,3364,165,21,878,1453,30,10,37,112.58,28.38,73.92,80.51,9650,1001
Uttar Pradesh,Ballia,2018,252,101,111,4872,183,145,667,640,102,78,29,103.74,19.39,67.72,91.18,2755,1547
Uttar Pradesh,Ballia,2019,24,44,48,3474,494,121,1419,1865,80,29,13,111.75,27.79,74.35,84.35,8003,450
Uttar Pradesh,Ballia,2020,136,73,95,2913,369,186,1441,2861,77,49,27,191.61,54.45,70.11,82.15,9049,1534
Uttar Pradesh,Ballia,2021,117,77,70,467,220,84,981,2530,79,64,19,93.45,52.52,66.31,63.39,13422,4174
Uttar Pradesh,Ballia,2022,72,118,122,362,242,60,240,701,98,23,18,87.73,25.75,69.81,90.69,14053,639
Uttar Pradesh,Ballia,2023,69,112,47,797,271,64,547,221,75,20,19,99.44,52.52,74.81,86.28,6380,406
Uttar Pradesh,Ballia,2024,60,65,18,1827,200,135,439,808,101,35,19,61.51,54.94,66.52,65.45,3639,4675
Uttar Pradesh,Ballia,2025,134,8,92,1633,282,172,210,2877,117,30,9,132.3,28.3,69.73,96.51,5579,4214
Uttar Pradesh,Balrampur,2015,183,87,126,528,207,83,270,1342,11,27,8,130.88,43.17,66.1,80.04,7749,3688
Uttar Pradesh,Balrampur,2016,113,103,124,3446,77,78,170,1186,112,17,27,197.44,43.36,71.46,85.59,7889,4922
Uttar Pradesh,Balrampur,2017,259,72,11,4036,128,54,915,2594,66,65,21,76.09,35.2,67.32,60.04,11125,1683
Uttar Pradesh,Balrampur,2018,46,8,114,2619,203,126,544,1674,87,56,13,158.14,37.92,70.91,64.86,8976,218
Uttar Pradesh,Balrampur,2019,167,56,120,3469,421,133,1137,1442,86,77,39,176.63,23.95,70.25,64.12,5360,3429
Uttar Pradesh,Balrampur,2020,84,89,8,1176,195,14,953,1986,71,33,27,191.54,47.34,68.48,92.71,9276,568
Uttar Pradesh,Balrampur,2021,103,20,36,431,127,33,82,2509,54,80,19,105.42,12.9,65.75,71.27,10054,2891
Uttar Pradesh,Balrampur,2022,259,105,195,540,310,136,368,2252,109,26,34,108.77,27.34,65.97,87.35,9642,4035
Uttar Pradesh,Balrampur,2023,259,71,48,3803,147,26,948,1505,85,26,29,179.15,40.4,66.73,94.27,6601,4854
Uttar Pradesh,Balrampur,2024,190,85,151,778,202,194,1228,1480,15,10,26,187.89,41.36,73.29,63.68,3283,578
Uttar Pradesh,Balrampur,2025,30,83,40,1646,232,20,1228,2370,80,69,34,114.09,30.45,68.84,94.71,12987,4948
Uttar Pradesh,Banda,2015,68,41,157,227,446,21,676,305,30,55,22,166.56,20.26,70.55,63.28,4664,160
Uttar Pradesh,Banda,2016,67,94,106,3475,230,61,815,326,120,35,8,188.43,13.51,66.37,81.65,12985,3978
Uttar Pradesh,Banda,2017,48,102,14,3631,38,172,796,2027,50,5,10,170.44,36.83,69.85,97.32,5707,4470
Uttar Pradesh,Banda,2018,83,5,120,3278,52,167,604,2181,63,76,40,165.7,31.81,69.59,60.09,13850,2412
Uttar Pradesh,Banda,2019,284,82,9,841,54,74,60,2851,106,79,7,199.03,31.42,72.06,74.93,6433,3124
Uttar Pradesh,Banda,2020,196,21,154,825,224,130,819,1442,16,65,32,173.77,24.2,68.07,78.22,7222,2192
Uttar Pradesh,Banda,2021,187,71,175,1875,157,168,136,627,100,51,32,144.27,46.78,65.88,62.14,3835,1507
Uttar Pradesh,Banda,2022,107,23,7,555,361,90,1341,269,113,43,13,59.13,13.49,69.16,69.1,10858,762
Uttar Pradesh,Banda,2023,127,23,165,1200,306,91,396,2712,78,18,19,85.97,11.93,71.53,94.71,5172,123
Uttar Pradesh,Banda,2024,243,82,186,1999,435,152,276,341,53,53,6,70.01,16.78,67.01,91.16,9466,1240
Uttar Pradesh,Banda,2025,251,53,182,2953,474,40,156,1826,11,75,29,76.62,40.07,65.79,92.88,12581,3668
Uttar Pradesh,Barabanki,2015,203,58,197,3978,295,36,716,2820,17,56,25,135.42,28.59,71.48,85.9,10683,1610
Uttar Pradesh,Barabanki,2016,207,119,120,1918,295,177,389,2487,120,43,18,160.63,26.65,71.53,94.4,14369,454
Uttar Pradesh,Barabanki,2017,66,112,70,525,417,66,226,1779,65,26,19,62.42,33.31,72.77,79.02,3404,3807
Uttar Pradesh,Barabanki,2018,33,13,119,1675,352,102,801,1762,43,50,8,183.93,46.27,65.72,93.19,8946,2131
Uttar Pradesh,Barabanki,2019,51,105,22,4087,303,141,359,414,28,27,29,194.75,41.18,69.61,62.99,4313,883
Uttar Pradesh,Barabanki,2020,98,96,154,2830,207,5,857,306,105,69,31,139.8,32.02,74.55,87.02,4852,3840
Uttar Pradesh,Barabanki,2021,70,12,9,3899,456,108,1141,2655,13,37,16,150.51,19.59,67.43,72.09,14926,2291
Uttar Pradesh,Barabanki,2022,149,39,127,4740,372,121,988,2523,35,72,36,50.13,29.61,71.55,70.71,4866,1904
Uttar Pradesh,Barabanki,2023,285,57,189,3610,300,126,1248,2798,46,21,5,163.78,52.1,69.44,71.18,14416,2098
Uttar Pradesh,Barabanki,2024,217,103,126,1121,129,190,1428,1421,30,49,36,191.21,33.03,65.74,87.45,9295,3070
Uttar Pradesh,Barabanki,2025,252,79,126,3396,48,115,1247,1385,16,62,32,176.11,12.61,68.69,66.03,12987,4394
