state,district,year,internet_users,broadband_users,mobile_subscribers,internet_penetration,5g_coverage,data_usage,digital_services
Tripura,Dhalai,2016,24.14,73.19,86.21,78.62,88.13,86.4,96.18
Telangana,Kamareddy,2016,81.39,26.52,48.45,24.98,10.69,22.58,86.67
Maharashtra,Beed,2015,67.29,24.99,18.69,41.67,81.85,59.16,88.97
Andhra Pradesh,Eluru,2019,32.27,80.98,20.95,98.03,27.56,83.21,54.87
Assam,South Salmara-Mankachar,2015,53.9,21.09,40.16,61.29,27.29,41.14,32.4
Rajasthan,Dungarpur,2020,37.13,19.56,19.8,31.11,53.98,39.03,52.42
Madhya Pradesh,Khargone,2017,17.15,66.35,54.43,61.04,35.0,95.34,19.61
Jharkhand,West Singhbhum,2015,90.36,72.61,16.92,41.76,66.32,45.01,41.02
Madhya Pradesh,Rajgarh,2019,87.83,33.66,85.69,88.71,91.39,69.12,28.02
Rajasthan,Jaisalmer,2024,15.42,64.09,28.49,65.75,15.99,68.18,71.89
Odisha,Nuapada,2019,75.01,92.49,19.84,30.86,33.29,99.77,43.08
Manipur,Kangpokpi,2019,12.37,17.19,91.31,76.34,54.22,79.85,95.08
Tripura,South Tripura,2023,54.73,48.3,94.67,39.59,86.03,81.31,40.77
Haryana,Charkhi Dadri,2022,77.66,25.52,94.02,11.64,12.05,70.07,98.2
Uttar Pradesh,Kasganj,2019,37.15,71.93,18.45,87.81,16.75,98.67,76.46
Odisha,Puri,2016,60.34,36.3,23.98,21.52,64.19,75.28,50.78
Telangana,Rajanna Sircilla,2017,88.65,42.22,50.48,21.57,91.55,19.18,58.04
Bihar,Banka,2019,36.89,56.51,35.15,91.29,33.56,45.38,22.46
Rajasthan,Deeg,2024,41.62,95.75,92.57,81.77,63.84,11.6,15.23
Bihar,Jamui,2023,23.12,71.29,37.19,39.02,65.18,53.11,85.79
Chhattisgarh,Bilaspur,2022,24.22,68.5,58.39,82.63,99.7,31.44,26.12
Rajasthan,Barmer,2025,87.49,78.94,57.94,66.27,55.76,41.39,63.95
Odisha,Dhenkanal,2016,59.88,34.83,88.19,82.49,33.01,83.56,46.35
Karnataka,Dakshina Kannada,2021,23.9,10.98,96.42,59.25,46.09,35.28,50.21
Tamil Nadu,Kanchipuram,2023,45.7,52.26,44.58,77.81,97.87,75.69,25.54
Rajasthan,Ajmer,2015,94.97,79.79,23.13,46.77,94.56,60.57,29.69
Madhya Pradesh,Narsinghpur,2018,78.99,21.52,65.79,66.43,20.28,68.24,68.33
Tamil Nadu,Madurai,2022,28.55,18.45,66.81,79.81,41.58,89.6,88.99
Uttar Pradesh,Chandauli,2018,65.78,84.71,51.71,55.05,14.98,67.52,63.37
Tamil Nadu,Ranipet,2016,66.19,94.48,12.58,81.71,38.71,73.35,25.48
Tamil Nadu,Dindigul,2017,37.48,85.09,24.96,23.32,52.28,91.32,12.14
Rajasthan,Kotputli-Behror,2015,74.98,68.73,76.29,53.59,36.43,61.27,73.0
Assam,Golaghat,2019,85.0,17.6,31.33,66.54,57.97,66.41,34.32
West Bengal,North 24 Parganas,2021,60.68,84.23,83.79,68.63,63.41,48.37,99.81
Rajasthan,Jalore,2019,76.03,47.61,42.16,41.12,67.68,98.13,90.14
Rajasthan,Sanchore,2017,75.45,44.31,95.97,51.97,23.17,28.09,71.55
Tamil Nadu,Tirupathur,2022,67.02,39.99,14.37,76.41,36.14,84.13,93.36
Karnataka,Gadag,2025,64.12,38.97,88.13,25.94,81.2,80.16,82.29
Odisha,Malkangiri,2024,86.9,81.09,13.86,96.83,57.99,42.19,96.74
Manipur,Tamenglong,2016,43.48,40.08,68.95,67.41,46.81,51.78,35.11
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2018,97.53,98.49,89.81,92.42,54.58,76.13,64.4
Andhra Pradesh,Chittoor,2015,89.13,25.26,32.99,28.57,75.14,61.35,78.08
Maharashtra,Thane,2021,10.56,45.57,39.19,29.61,64.18,60.32,14.42
Tamil Nadu,Chennai,2023,12.31,65.04,10.3,63.28,29.44,73.25,62.6
Sikkim,Pakyong,2024,27.94,79.54,37.77,75.77,38.41,66.42,91.2
Rajasthan,Bhilwara,2016,84.32,16.88,86.56,28.18,31.66,27.59,20.16
Uttarakhand,Dehradun,2015,67.04,23.36,86.99,12.34,87.82,76.47,41.25
Haryana,Sirsa,2016,93.4,26.74,34.34,23.91,86.76,26.18,75.68
Arunachal Pradesh,West Siang,2019,53.92,54.78,19.56,62.37,46.53,31.7,28.13
Madhya Pradesh,Sehore,2018,25.92,51.1,55.71,38.02,32.14,51.44,58.69
Bihar,Nawada,2015,28.8,31.72,61.22,63.7,54.47,42.71,56.9
Maharashtra,Ratnagiri,2023,14.53,89.64,61.49,44.27,11.44,35.47,39.68
Rajasthan,Chittorgarh,2017,19.62,18.46,14.95,23.4,92.8,91.98,69.72
Himachal Pradesh,Bilaspur,2015,16.96,88.22,24.8,78.06,46.34,89.7,84.27
Telangana,Jangaon,2015,44.59,62.53,39.25,65.37,46.81,73.29,95.52
West Bengal,Jalpaiguri,2023,74.32,91.88,37.94,43.25,81.0,54.73,42.96
Maharashtra,Sangli,2022,55.82,87.83,92.11,72.12,22.46,87.2,11.1
Nagaland,Longleng,2024,84.47,67.61,98.97,62.23,86.84,24.6,74.65
Uttar Pradesh,Etawah,2025,45.55,80.45,14.38,31.32,37.78,63.41,63.1
Uttar Pradesh,Shravasti,2022,41.72,95.34,40.78,38.29,96.44,54.45,11.76
Assam,Nalbari,2019,72.56,15.12,53.61,15.5,20.47,22.16,59.94
Andhra Pradesh,YSR Kadapa,2017,66.66,50.46,53.87,24.65,98.06,49.02,89.17
Tamil Nadu,Vellore,2025,59.97,47.12,41.03,59.36,20.82,14.23,21.02
Gujarat,Valsad,2017,62.1,49.71,29.59,36.01,45.05,88.43,90.22
Karnataka,Koppal,2025,68.17,11.24,14.12,66.17,21.3,23.37,54.58
Uttar Pradesh,Kasganj,2021,81.5,61.08,14.12,63.53,58.2,21.88,35.85
Odisha,Puri,2025,25.8,15.07,98.61,59.05,89.49,48.99,23.99
Odisha,Kendujhar (Keonjhar),2020,29.55,54.15,26.14,66.6,40.1,83.96,57.16
Rajasthan,Beawar,2016,13.12,98.83,22.61,10.87,57.25,36.25,21.05
Manipur,Tengnoupal,2021,22.25,89.03,77.55,40.17,85.31,12.23,80.49
Mizoram,Saitual,2025,51.92,36.16,60.54,36.6,68.95,55.71,16.17
Uttar Pradesh,Lucknow,2018,15.71,55.89,23.71,65.21,10.59,22.76,37.61
Uttar Pradesh,Agra,2018,34.62,45.75,24.11,75.07,94.96,37.18,93.33
Uttar Pradesh,Hamirpur,2022,28.16,31.6,75.17,29.84,76.72,69.27,87.36
Uttar Pradesh,Gonda,2019,65.22,56.57,96.42,62.07,99.99,18.92,99.43
Telangana,Narayanpet,2017,48.2,73.5,60.44,21.08,78.21,33.85,52.05
Chhattisgarh,Balod,2024,66.97,78.64,45.75,51.72,26.35,18.12,91.26
Odisha,Kendujhar (Keonjhar),2023,13.88,68.85,10.04,36.87,59.13,40.21,66.61
Rajasthan,Gangapur City,2024,24.19,83.37,79.82,41.13,78.98,34.39,46.67
Mizoram,Serchhip,2024,76.16,17.78,36.25,12.56,27.3,87.65,78.54
Rajasthan,Jaipur,2018,93.08,27.33,93.5,55.32,27.54,95.46,39.98
Arunachal Pradesh,East Kameng,2019,99.29,48.68,82.94,18.67,52.31,43.12,33.92
Mizoram,Aizawl,2019,60.87,66.93,99.12,34.1,18.99,72.87,76.24
Punjab,Fatehgarh Sahib,2024,48.05,14.33,54.83,10.71,36.89,83.26,68.75
Telangana,Komaram Bheem Asifabad,2024,81.88,42.02,72.17,70.15,85.53,66.45,39.12
Arunachal Pradesh,Tawang,2020,97.33,41.38,62.77,42.15,16.16,92.67,93.94
Rajasthan,Bundi,2022,62.76,24.72,47.47,38.58,57.34,82.84,59.49
Haryana,Panchkula,2020,20.68,97.9,72.63,60.78,87.38,28.86,52.48
Uttar Pradesh,Sultanpur,2017,41.81,58.82,66.85,72.84,43.11,27.64,34.36
Assam,Hojai,2020,10.36,35.74,36.76,53.02,62.24,73.97,83.06
Karnataka,Uttara Kannada,2025,16.26,85.47,83.12,80.79,29.69,64.22,79.72
Chhattisgarh,Bemetara,2024,52.44,57.64,60.02,30.89,56.27,26.64,30.74
Meghalaya,East Jaintia Hills,2024,30.03,11.42,13.5,69.62,10.07,52.08,82.89
Maharashtra,Buldhana,2015,45.21,78.14,49.34,64.35,15.9,40.46,94.43
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2025,75.64,19.64,77.15,94.73,71.86,64.32,57.56
Uttar Pradesh,Sant Kabir Nagar,2021,57.73,25.44,43.71,14.72,21.64,39.37,23.68
Gujarat,Surendranagar,2021,27.09,76.47,91.31,69.77,57.26,47.9,63.22
Nagaland,Mon,2022,67.39,55.52,92.11,48.07,34.52,96.05,45.78
Bihar,Vaishali,2016,54.3,12.51,96.86,11.33,77.23,17.35,99.23
Tamil Nadu,Mayiladuthurai,2017,69.57,31.45,19.63,58.36,27.05,93.02,70.66
Arunachal Pradesh,Papum Pare,2018,23.28,17.22,74.11,45.36,29.01,14.69,39.48
Mizoram,Serchhip,2022,69.99,81.44,97.66,73.68,46.05,70.35,21.22
Himachal Pradesh,Shimla,2016,25.23,77.91,78.62,40.94,82.93,66.01,93.14
Bihar,Jamui,2019,75.87,22.7,95.6,20.26,88.52,57.34,16.04
Punjab,Barnala,2023,89.7,82.42,54.03,46.56,77.99,81.1,28.96
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2020,73.05,80.46,26.96,63.19,36.13,59.39,15.54
Uttar Pradesh,Etawah,2024,55.05,30.41,39.25,23.5,50.53,96.59,73.6
Madhya Pradesh,Sehore,2020,23.91,25.86,68.17,63.27,16.72,74.77,63.54
Telangana,Yadadri Bhuvanagiri,2022,48.73,36.4,11.68,24.57,26.88,94.24,68.59
Karnataka,Davanagere,2019,37.03,63.79,88.68,10.3,62.09,52.17,73.23
Rajasthan,Jaipur,2022,60.69,59.43,13.47,79.98,71.05,10.71,35.52
Jharkhand,Dhanbad,2017,20.77,68.04,20.72,45.86,84.5,17.22,26.23
Punjab,Ferozepur,2023,38.38,95.91,96.16,14.64,42.92,61.29,24.28
Gujarat,Rajkot,2022,37.98,98.65,48.77,61.15,10.47,43.04,85.62
Punjab,Bathinda,2020,80.09,88.45,39.76,40.48,53.22,79.11,12.14
Jharkhand,Garhwa,2023,24.97,17.6,15.22,41.86,25.53,44.51,29.72
Chhattisgarh,Raigarh,2024,25.11,93.75,36.09,83.79,64.92,51.06,25.63
Nagaland,Kiphire,2019,49.32,79.86,69.94,82.14,75.32,99.27,27.15
Uttarakhand,Chamoli,2022,45.23,49.53,31.31,13.1,27.93,89.66,64.46
Rajasthan,Bharatpur,2020,37.84,76.09,98.59,13.53,79.33,30.24,93.4
Madhya Pradesh,Indore,2022,15.8,47.28,60.75,20.88,49.06,93.08,20.41
Gujarat,Mehsana,2024,34.32,17.76,69.8,74.46,57.24,14.13,31.61
Rajasthan,Balotra,2019,97.36,21.34,56.15,52.7,45.76,99.47,55.1
Karnataka,Gadag,2024,60.17,66.72,49.75,69.17,81.42,37.73,84.46
Manipur,Kakching,2021,92.79,17.96,31.45,35.17,27.06,88.02,45.28
West Bengal,Paschim Bardhaman,2015,34.33,25.06,31.21,67.21,97.68,68.34,29.64
Haryana,Nuh,2019,22.1,55.46,30.55,67.31,69.65,79.6,13.14
Bihar,Buxar,2024,43.99,53.31,16.77,68.17,70.88,63.35,88.96
Bihar,Siwan,2022,10.41,44.05,76.21,58.08,46.49,94.09,19.57
Uttar Pradesh,Rae Bareli,2018,35.12,69.39,40.63,14.15,38.47,99.67,40.52
Meghalaya,South West Garo Hills,2023,19.25,21.59,37.39,85.36,84.33,63.16,79.12
Bihar,Bhagalpur,2023,48.37,26.81,59.22,29.53,88.22,91.49,28.6
Uttar Pradesh,Shahjahanpur,2020,71.5,29.56,48.79,50.01,23.21,37.18,82.12
Rajasthan,Beawar,2016,94.93,22.84,11.68,69.66,85.52,92.83,11.46
Himachal Pradesh,Hamirpur,2023,81.61,78.83,57.85,48.93,95.18,38.24,81.57
Tripura,West Tripura,2023,39.44,37.12,40.22,95.53,97.56,56.58,49.13
Uttarakhand,Almora,2024,54.83,42.94,97.1,96.51,57.98,95.18,23.66
Maharashtra,Dhule,2019,19.9,98.76,45.37,87.9,76.64,32.88,77.51
Chhattisgarh,Baloda Bazar,2025,48.13,58.92,32.79,75.43,50.82,32.53,53.39
Uttarakhand,Udham Singh Nagar,2017,48.78,42.42,40.06,28.43,99.18,53.74,39.95
Rajasthan,Jaisalmer,2021,24.34,99.98,30.7,40.56,39.05,67.16,97.53
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2021,80.0,75.75,53.81,42.01,37.8,35.75,17.6
Uttar Pradesh,Ambedkar Nagar,2023,76.16,18.94,64.75,87.91,41.68,11.71,72.0
Arunachal Pradesh,Siang,2023,11.57,51.98,70.22,69.25,67.54,85.57,33.06
Bihar,Sheohar,2023,18.3,51.18,91.53,26.34,43.06,18.84,67.46
Gujarat,Mehsana,2023,13.87,99.88,28.48,18.62,96.1,46.82,96.95
Rajasthan,Sawai Madhopur,2015,90.91,37.37,71.16,41.9,67.46,36.78,83.58
Rajasthan,Dungarpur,2017,72.72,59.54,11.36,89.45,30.14,60.25,62.23
Telangana,Nagarkurnool,2025,67.05,73.73,36.39,65.03,48.21,61.02,78.04
Rajasthan,Jaisalmer,2019,18.04,21.53,48.66,62.24,60.0,40.9,30.62
Maharashtra,Jalna,2015,28.16,14.18,98.36,93.42,92.11,20.62,20.07
Chhattisgarh,Durg,2020,88.37,74.51,64.96,83.1,64.83,90.98,41.58
Sikkim,Namchi,2019,26.55,89.32,24.18,70.77,12.79,84.65,44.77
Madhya Pradesh,Panna,2016,43.06,20.85,16.33,43.64,37.42,30.14,12.3
Assam,Kokrajhar,2015,17.22,35.14,97.06,61.93,32.03,57.54,52.21
Telangana,Jagtial,2021,69.99,43.85,74.08,62.57,24.16,62.87,52.38
Meghalaya,Ri Bhoi,2019,49.5,51.59,97.82,12.73,47.23,56.71,88.92
Gujarat,Tapi,2019,55.49,78.32,27.33,79.79,22.63,64.59,29.63
Telangana,Khammam,2020,50.26,67.62,83.96,77.85,71.3,95.97,34.18
Telangana,Nagarkurnool,2020,50.67,50.65,17.31,42.44,70.99,19.46,13.23
Bihar,Banka,2018,70.54,93.13,99.23,70.07,32.41,38.1,28.63
Rajasthan,Ajmer,2019,83.16,75.64,52.73,70.61,20.04,34.84,52.71
Tripura,Gomati,2023,57.34,32.71,66.76,46.18,76.07,56.97,47.42
Uttar Pradesh,Hapur,2016,73.77,79.0,52.58,37.31,40.53,94.82,45.42
Arunachal Pradesh,Changlang,2016,64.22,12.1,88.96,88.31,80.5,99.53,19.27
Himachal Pradesh,Mandi,2021,18.27,34.7,89.73,51.7,46.92,21.86,40.5
Uttar Pradesh,Amethi,2022,80.75,67.9,68.38,44.98,40.7,40.75,50.03
Punjab,Pathankot,2018,49.29,65.95,19.89,34.01,11.2,68.57,39.95
Chhattisgarh,Dantewada,2015,18.09,69.35,82.16,34.0,72.87,17.65,54.1
Maharashtra,Gadchiroli,2020,64.59,73.58,45.24,97.43,56.71,25.18,84.63
Chhattisgarh,Dhamtari,2015,86.6,23.36,62.24,85.87,49.32,53.29,16.36
West Bengal,Jalpaiguri,2025,73.98,15.04,99.81,45.68,36.41,12.82,70.66
Maharashtra,Kolhapur,2015,67.39,42.36,67.4,73.61,41.83,35.38,49.67
Andhra Pradesh,Tirupati,2023,48.44,11.36,32.85,22.66,57.44,36.94,45.69
Uttar Pradesh,Jaunpur,2023,37.62,60.11,48.76,38.36,92.76,83.96,23.46
Nagaland,Chümoukedima,2019,84.81,85.47,85.92,45.19,35.7,97.66,61.05
Rajasthan,Kotputli-Behror,2018,45.53,90.87,60.58,58.67,32.14,71.28,57.34
Maharashtra,Solapur,2017,67.33,35.9,48.79,38.64,76.1,58.09,59.12
Jharkhand,West Singhbhum,2022,50.87,70.94,60.44,18.56,49.91,82.5,48.28
Jharkhand,Ramgarh,2021,72.67,68.09,72.85,21.17,89.09,87.13,79.83
Andhra Pradesh,Bapatla,2016,27.42,30.36,20.48,60.62,74.95,50.07,30.48
Rajasthan,Dholpur,2024,32.93,46.26,68.52,68.58,18.71,79.05,82.32
West Bengal,Howrah,2023,78.12,16.27,94.68,87.67,23.99,43.58,27.45
Manipur,Noney,2019,97.46,15.59,30.91,64.48,23.05,18.23,87.33
Gujarat,Ahmedabad,2015,35.86,99.36,99.86,77.34,73.9,62.25,42.37
Odisha,Kendujhar (Keonjhar),2023,60.18,55.36,52.82,17.72,83.87,83.21,93.13
Odisha,Balasore,2023,74.95,87.79,78.78,66.36,61.69,46.29,75.91
Chhattisgarh,Kondagaon,2021,77.03,87.5,17.99,10.34,66.4,65.31,11.97
Chhattisgarh,Bastar,2019,89.1,71.4,51.93,24.55,43.9,55.29,32.63
Odisha,Balangir,2015,89.11,76.39,24.6,84.24,64.56,17.36,55.36
Telangana,Adilabad,2024,39.81,77.74,28.84,38.24,88.68,45.06,74.65
Gujarat,Botad,2021,11.63,54.07,39.34,54.62,57.21,12.99,93.19
Odisha,Boudh,2023,35.4,65.42,82.36,15.49,79.08,60.32,87.55
Kerala,Alappuzha,2017,55.37,52.62,26.96,37.85,53.4,69.17,97.28
Odisha,Boudh,2021,42.05,40.72,23.83,14.19,17.42,71.48,46.6
Tamil Nadu,Erode,2015,85.39,90.7,48.8,80.39,91.2,96.49,69.82
Rajasthan,Chittorgarh,2018,10.3,52.07,38.57,33.38,42.91,53.84,41.44
Kerala,Alappuzha,2018,61.6,38.11,16.24,81.8,69.69,41.28,78.59
Tripura,Gomati,2017,41.58,83.44,76.31,21.24,65.52,66.15,27.44
Karnataka,Chikkamagaluru,2024,55.76,27.35,15.78,55.9,20.69,93.6,83.48
Telangana,Adilabad,2019,45.18,38.22,60.4,26.68,32.36,35.25,84.36
Rajasthan,Phalodi,2019,25.07,77.87,44.91,50.09,24.64,91.36,54.51
Andhra Pradesh,Annamayya,2017,14.55,30.03,16.16,96.57,29.09,35.83,95.05
Tamil Nadu,Perambalur,2015,34.4,33.5,80.74,84.47,30.2,55.43,48.2
Goa,North Goa,2020,11.8,26.28,89.15,52.06,78.1,66.28,37.78
Bihar,Jehanabad,2017,24.21,48.69,12.05,38.21,75.45,10.92,31.12
Maharashtra,Jalgaon,2017,87.98,62.43,16.7,94.68,71.03,39.17,50.71
Rajasthan,Jodhpur,2016,95.2,61.68,81.67,11.78,69.88,73.36,44.27
Tamil Nadu,Nagapattinam,2019,99.45,61.34,26.26,86.96,34.51,21.14,54.22
Rajasthan,Bikaner,2023,69.87,71.75,12.66,23.2,92.51,62.5,99.22
Tamil Nadu,Tiruppur,2025,53.74,10.53,57.33,71.04,78.85,96.54,89.15
Karnataka,Dharwad,2020,49.47,28.53,25.35,13.36,64.12,63.0,68.14
Assam,Tinsukia,2017,56.36,59.58,29.42,82.41,92.67,84.14,45.92
Assam,West Karbi Anglong,2025,93.87,11.41,91.05,95.14,10.04,32.27,22.5
Tamil Nadu,Chengalpattu,2019,58.77,23.06,29.65,61.76,31.45,18.66,98.28
Bihar,Siwan,2017,11.16,92.85,72.74,30.27,87.77,77.54,74.7
Bihar,East Champaran,2024,49.28,42.86,55.65,13.39,69.83,15.53,37.23
Punjab,Rupnagar,2019,34.13,61.66,14.44,78.0,80.39,61.69,52.52
West Bengal,Purba Medinipur,2024,70.04,56.41,76.91,39.3,86.45,85.56,96.02
Tamil Nadu,Theni,2019,52.66,58.02,14.2,48.84,53.41,63.29,60.93
Odisha,Dhenkanal,2017,52.66,53.55,30.49,18.56,55.85,50.33,18.03
Chhattisgarh,Surajpur,2016,50.13,44.69,61.88,63.49,28.91,95.9,34.89
Rajasthan,Shahpura,2017,90.76,44.83,59.04,10.68,66.91,51.87,61.02
Uttarakhand,Bageshwar,2021,77.87,43.97,74.09,70.97,38.14,28.04,56.04
Telangana,Wanaparthy,2022,17.27,32.1,55.67,89.86,34.27,85.78,57.28
Assam,Karimganj,2015,91.14,67.59,55.0,55.39,69.61,94.24,76.69
Tripura,Sepahijala,2019,87.24,70.94,14.99,84.23,85.23,49.42,51.25
Chhattisgarh,Balrampur,2025,65.16,78.79,88.05,47.11,86.01,33.17,57.77
West Bengal,Darjeeling,2024,42.76,89.23,38.93,50.39,36.78,32.36,18.34
Karnataka,Mysuru,2024,73.46,56.35,93.79,40.76,40.13,58.67,76.87
Andhra Pradesh,Vizianagaram,2015,78.61,82.89,99.3,32.04,28.76,20.79,20.48
Assam,Barpeta,2016,88.07,76.57,23.73,74.5,67.33,31.39,19.38
Punjab,Gurdaspur,2021,78.07,10.7,11.31,69.4,44.0,78.19,73.75
Tamil Nadu,Theni,2023,83.18,16.95,98.22,78.26,62.49,55.01,22.22
Uttar Pradesh,Maharajganj,2020,53.84,80.45,22.07,68.87,54.67,90.93,28.87
Bihar,Madhubani,2023,33.56,34.1,98.6,32.51,35.39,46.8,49.56
Nagaland,Zunheboto,2019,87.32,31.68,21.07,90.9,85.96,63.7,42.52
West Bengal,Paschim Medinipur,2020,52.07,65.82,21.27,83.59,69.88,68.85,92.17
Jharkhand,Seraikela-Kharsawan,2018,57.1,52.06,82.82,66.03,75.9,84.72,93.3
Madhya Pradesh,Balaghat,2015,32.75,85.65,48.98,82.03,92.93,27.72,37.88
Gujarat,Tapi,2020,96.09,51.35,49.57,95.73,92.2,28.79,88.63
Gujarat,Banaskantha,2016,65.44,50.2,10.53,61.89,98.54,22.04,80.38
Uttarakhand,Nainital,2025,56.77,72.17,36.09,47.62,86.54,67.84,74.71
Bihar,Kishanganj,2015,51.99,66.85,97.6,60.92,74.01,83.11,40.22
Chhattisgarh,Jashpur,2021,71.14,21.02,91.74,93.36,98.98,56.6,56.28
Rajasthan,Shahpura,2019,84.4,96.67,43.33,46.67,87.32,66.55,94.37
Madhya Pradesh,Barwani,2019,27.08,14.79,44.96,64.04,46.39,31.69,81.31
Uttar Pradesh,Hapur,2021,42.9,18.2,47.6,56.3,25.03,58.72,28.64
Manipur,Pherzawl,2017,36.06,84.95,22.85,18.84,35.89,93.78,69.94
Assam,South Salmara-Mankachar,2021,77.64,54.69,53.41,83.62,94.79,20.25,22.64
Chhattisgarh,Mungeli,2019,69.59,49.96,73.91,95.66,30.25,22.93,63.52
Jharkhand,Gumla,2017,83.36,65.39,42.74,65.2,33.15,35.13,37.62
Madhya Pradesh,Raisen,2018,67.36,82.59,24.96,31.89,13.38,50.64,84.08
West Bengal,Purba Medinipur,2015,65.71,15.59,92.03,27.38,28.6,88.29,31.46
West Bengal,North 24 Parganas,2017,16.39,87.62,40.56,97.97,18.57,11.25,89.31
Maharashtra,Raigad,2015,64.82,39.08,64.19,44.64,92.89,31.36,93.61
Telangana,Medak,2016,42.52,22.15,52.82,57.84,40.42,23.28,17.8
Arunachal Pradesh,East Siang,2022,16.04,71.74,35.5,28.66,43.55,22.89,80.46
Andhra Pradesh,NTR,2022,60.94,41.63,71.92,18.52,78.95,12.79,46.7
Uttar Pradesh,Basti,2021,69.5,23.21,54.18,60.94,36.51,41.79,67.35
Gujarat,Mahisagar,2021,24.77,99.55,98.52,28.18,48.84,88.98,90.79
Arunachal Pradesh,Kamle,2018,26.57,65.3,83.72,36.33,40.6,77.73,64.79
Chhattisgarh,Narayanpur,2023,70.9,50.4,67.47,64.73,57.99,52.93,59.66
Arunachal Pradesh,Siang,2020,92.52,71.2,29.53,55.72,66.12,51.9,79.17
Meghalaya,South Garo Hills,2017,11.93,95.07,12.83,80.29,22.26,83.39,76.49
Jharkhand,Simdega,2017,98.17,14.91,25.58,68.44,58.96,85.58,37.31
Uttar Pradesh,Sultanpur,2022,75.28,98.41,95.65,98.41,27.87,78.3,36.4
Tripura,Sepahijala,2023,55.63,36.66,85.65,35.64,66.31,77.88,13.98
Tamil Nadu,Tirupathur,2015,57.56,24.65,78.57,36.49,42.84,95.1,79.48
Tamil Nadu,Erode,2018,81.04,14.97,76.69,40.83,63.79,75.8,77.61
Assam,Jorhat,2023,98.34,69.56,46.41,56.96,26.51,12.31,79.71
West Bengal,Paschim Medinipur,2021,46.79,54.54,65.13,65.53,22.31,95.26,33.43
Rajasthan,Anupgarh,2024,85.06,87.73,76.96,43.4,32.12,52.55,23.66
Maharashtra,Gondia,2022,41.82,90.68,10.52,78.97,54.87,77.03,47.35
Arunachal Pradesh,Kra Daadi,2015,62.76,38.55,21.4,14.01,44.46,91.94,98.62
Tripura,Sepahijala,2023,47.98,90.25,43.75,85.28,43.27,84.88,19.49
West Bengal,Howrah,2024,15.72,93.01,65.98,77.38,71.16,87.93,23.99
Gujarat,Banaskantha,2025,70.7,37.35,18.04,39.36,45.7,43.04,40.05
Sikkim,Pakyong,2020,72.49,62.25,86.76,69.67,65.89,51.11,48.35
Manipur,Tengnoupal,2015,78.35,15.58,24.91,81.53,10.45,11.03,44.99
Tamil Nadu,Cuddalore,2015,15.04,97.9,39.09,44.2,30.35,31.34,25.41
Assam,Udalguri,2017,16.25,57.47,84.7,72.06,46.09,15.3,41.89
Telangana,Warangal,2024,92.65,56.28,97.82,95.71,84.91,35.19,72.42
Assam,Lakhimpur,2020,62.9,19.6,28.18,70.08,75.16,93.93,52.07
Tamil Nadu,Chengalpattu,2020,36.74,98.51,45.41,12.69,58.43,80.29,15.95
Chhattisgarh,Mahasamund,2017,81.33,89.95,17.63,22.21,73.17,73.37,26.68
Uttar Pradesh,Ayodhya,2015,87.49,90.53,97.75,31.66,18.62,29.23,38.12
Tamil Nadu,Ranipet,2023,30.32,41.92,91.11,78.13,18.53,38.54,99.18
Bihar,Sheohar,2020,90.4,28.21,28.42,61.47,52.61,84.5,35.13
Telangana,Rajanna Sircilla,2016,17.76,51.51,12.99,30.4,45.46,11.48,12.98
Himachal Pradesh,Solan,2022,98.72,92.5,40.62,91.07,42.15,71.42,87.21
Madhya Pradesh,Agar Malwa,2020,81.57,26.54,85.93,46.91,15.44,69.77,26.61
Telangana,Mulugu,2023,26.81,18.96,86.62,97.75,57.08,24.85,50.76
Gujarat,Banaskantha,2017,21.43,52.94,72.1,38.42,42.14,70.86,82.79
Tamil Nadu,Ranipet,2020,69.45,97.59,51.26,10.63,75.95,36.06,74.53
Meghalaya,South West Khasi Hills,2023,72.78,14.96,99.64,78.02,12.28,89.1,53.82
Meghalaya,East Khasi Hills,2018,16.62,25.99,55.1,85.08,28.36,45.77,80.2
Rajasthan,Banswara,2024,51.66,51.31,84.13,58.58,94.17,89.7,95.46
West Bengal,Purulia,2020,89.95,32.54,68.06,95.42,83.95,56.34,98.13
Assam,Hailakandi,2022,98.96,10.96,11.67,76.37,40.63,19.82,51.55
Chhattisgarh,Balod,2025,91.36,17.31,47.07,54.52,25.76,31.36,28.53
Andhra Pradesh,YSR Kadapa,2023,40.75,74.06,83.35,49.96,45.73,55.41,36.01
Bihar,Gaya,2021,67.96,28.11,78.08,15.31,95.22,48.42,67.12
Manipur,Senapati,2024,29.11,90.22,93.25,36.49,46.8,92.42,21.0
Madhya Pradesh,Rajgarh,2023,22.56,21.62,40.71,41.96,66.82,70.94,43.38
Telangana,Medak,2024,54.99,74.02,64.4,30.58,52.12,73.69,89.5
Bihar,Bhagalpur,2023,62.84,29.44,19.46,20.82,94.27,95.04,63.48
Madhya Pradesh,Harda,2022,13.74,49.75,62.22,82.57,16.79,72.93,60.26
Maharashtra,Ahmednagar,2021,75.58,96.09,60.92,91.49,29.38,32.8,49.41
Assam,Baksa,2022,94.77,46.8,25.34,27.53,83.54,36.98,24.0
