state,district,year,athletes,sports_events,stadiums,sports_funding,medals_won,youth_participation,fitness_centers
Karnataka,Koppal,2018,68.46,38.99,95.63,22.39,25.15,54.86,18.47
Assam,Karbi Anglong,2020,69.61,87.3,26.74,75.94,91.7,20.89,96.04
Assam,Dima Hasao,2021,47.63,55.56,66.55,52.28,77.89,97.63,61.02
Tripura,Gomati,2015,60.71,74.18,10.89,63.23,31.56,64.4,10.08
Bihar,Kaimur,2018,97.6,82.04,19.37,78.84,12.65,38.12,45.69
Manipur,Chandel,2016,95.16,68.88,63.32,60.8,59.99,40.65,79.03
Madhya Pradesh,Balaghat,2016,48.09,46.16,35.02,89.87,73.12,63.9,32.78
Gujarat,Bharuch,2019,89.93,71.03,14.15,38.82,90.42,34.92,54.62
Andhra Pradesh,Vizianagaram,2016,75.16,46.5,11.84,14.63,89.53,24.06,57.05
Uttar Pradesh,Saharanpur,2017,78.3,58.5,23.48,79.99,44.33,96.43,54.26
Maharashtra,Palghar,2021,34.69,52.9,71.34,33.49,14.81,84.4,69.13
Jharkhand,Koderma,2015,21.68,36.63,51.0,70.3,54.32,43.76,46.16
Gujarat,Tapi,2025,83.99,42.59,64.3,80.01,27.14,79.76,52.89
Arunachal Pradesh,Tawang,2024,71.06,98.58,25.98,84.87,14.22,84.36,50.03
Himachal Pradesh,Lahaul & Spiti,2019,39.62,33.09,15.17,96.77,64.4,60.56,20.17
Sikkim,Pakyong,2019,56.97,30.34,55.59,36.97,95.26,27.15,45.75
Madhya Pradesh,Jabalpur,2023,66.78,26.51,59.18,94.86,90.28,68.01,98.97
Chhattisgarh,Balod,2020,68.38,33.65,66.72,96.72,72.77,92.93,69.11
West Bengal,South 24 Parganas,2023,72.83,76.72,40.33,23.88,61.56,80.37,28.84
Odisha,Bhadrak,2021,38.63,48.33,13.86,83.17,11.61,25.95,32.37
Uttar Pradesh,Kanpur Dehat,2019,98.05,45.11,70.63,23.63,77.23,87.29,29.51
Uttar Pradesh,Bulandshahr,2023,16.78,65.75,42.49,40.67,68.92,22.55,40.77
Punjab,Ludhiana,2021,86.13,55.94,77.2,11.17,35.97,55.25,26.28
Madhya Pradesh,Narsinghpur,2019,56.83,37.43,37.65,67.41,56.94,34.3,34.82
Telangana,Rajanna Sircilla,2017,92.66,43.33,53.18,92.24,27.62,28.56,33.0
Karnataka,Bidar,2024,38.93,87.26,31.55,73.49,29.04,86.56,25.42
Maharashtra,Washim,2015,99.28,51.35,10.36,58.44,13.53,47.75,39.74
Gujarat,Gandhinagar,2021,11.45,98.95,40.68,52.97,95.26,54.03,90.53
West Bengal,Malda,2017,36.44,14.2,41.35,85.1,89.18,90.32,84.77
Punjab,Fazilka,2019,59.18,56.4,65.89,72.71,96.46,25.76,99.79
West Bengal,Paschim Medinipur,2024,87.92,32.13,22.62,57.19,84.9,38.33,31.63
Rajasthan,Phalodi,2018,31.48,96.94,58.16,61.49,76.75,59.05,51.33
Jharkhand,Lohardaga,2021,77.24,72.85,40.78,79.19,81.75,80.12,36.74
Tripura,West Tripura,2018,77.03,31.89,71.9,56.68,43.9,68.39,78.33
Bihar,Saharsa,2015,77.07,70.64,56.17,64.8,71.79,67.46,20.27
Karnataka,Tumakuru,2016,40.74,62.89,61.4,72.23,26.46,45.99,44.17
Bihar,Purnia,2024,97.87,98.04,38.89,12.82,52.54,53.47,48.74
Chhattisgarh,Balod,2017,65.11,66.32,67.27,97.55,73.84,96.11,47.38
Gujarat,Kheda,2015,15.87,33.21,30.92,34.12,74.06,51.25,13.87
Odisha,Kendrapara,2019,95.25,52.64,86.04,40.31,43.48,87.71,96.86
Karnataka,Kolar,2025,69.72,18.37,96.4,82.24,64.37,53.55,66.1
Tamil Nadu,Tiruchirappalli,2021,38.86,88.03,27.59,46.12,51.83,91.27,31.58
Uttarakhand,Tehri Garhwal,2017,52.38,62.17,37.54,28.68,17.69,65.94,69.57
Uttar Pradesh,Pratapgarh,2025,96.12,82.29,34.06,65.25,70.35,33.49,85.53
Nagaland,Chümoukedima,2019,79.11,63.98,12.69,20.19,88.1,66.72,55.33
Gujarat,Kheda,2022,13.3,58.14,39.74,86.92,79.09,97.88,97.65
Andhra Pradesh,Srikakulam,2022,64.63,20.49,69.16,48.98,19.13,92.09,96.63
Bihar,Purnia,2019,47.01,61.16,65.26,89.81,54.57,34.29,90.91
Nagaland,Zunheboto,2025,10.35,60.13,25.13,64.14,73.0,97.26,27.62
Uttar Pradesh,Hardoi,2016,95.21,17.43,71.29,63.24,74.43,83.57,31.57
Haryana,Ambala,2024,74.27,61.41,56.42,89.91,70.51,20.37,39.69
Tamil Nadu,Vellore,2019,16.16,33.95,29.39,63.82,84.17,65.69,78.84
Gujarat,Gandhinagar,2020,88.91,59.55,62.69,91.29,85.55,39.93,92.14
Odisha,Cuttack,2021,72.05,60.87,16.49,31.12,44.33,50.78,65.86
Bihar,Buxar,2015,19.11,21.86,64.36,51.15,19.77,11.83,96.93
Bihar,Arwal,2018,55.27,77.07,22.24,58.62,77.14,34.5,40.36
Maharashtra,Yavatmal,2019,42.48,30.74,69.58,38.62,55.84,24.82,70.55
Karnataka,Yadgir,2017,44.28,25.38,60.21,36.2,57.2,60.08,31.03
Madhya Pradesh,Singrauli,2016,50.68,30.39,47.17,52.46,59.93,34.52,41.2
Telangana,Nirmal,2015,46.98,54.63,49.9,22.62,98.93,20.57,98.49
Madhya Pradesh,Indore,2019,40.86,11.56,61.79,86.13,67.27,38.87,26.93
Punjab,Mansa,2020,42.05,75.11,85.35,93.13,53.3,13.36,64.12
Uttar Pradesh,Ambedkar Nagar,2016,85.22,74.62,72.75,79.03,40.06,76.52,16.54
Gujarat,Banaskantha,2023,71.39,81.4,70.98,56.62,34.76,93.34,23.52
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2016,91.06,75.9,96.62,74.41,71.64,83.23,48.16
Uttar Pradesh,Kanpur Dehat,2022,25.09,12.56,51.99,56.87,64.15,79.46,51.17
Madhya Pradesh,Rajgarh,2024,14.46,34.55,21.05,70.0,43.97,18.04,19.33
Chhattisgarh,Dhamtari,2015,25.53,71.74,36.89,90.0,91.78,65.71,55.7
Haryana,Karnal,2016,52.04,97.35,56.98,80.16,90.79,94.05,16.02
Meghalaya,West Khasi Hills,2018,27.74,23.87,14.28,20.41,86.71,24.85,82.24
Uttar Pradesh,Ghazipur,2015,94.8,55.9,80.35,98.64,39.13,83.42,48.76
Odisha,Mayurbhanj,2018,92.93,77.48,63.06,41.4,21.44,25.15,92.5
Uttarakhand,Dehradun,2025,84.06,84.73,27.22,67.45,13.29,43.42,29.03
Gujarat,Devbhoomi Dwarka,2025,87.5,53.57,26.46,14.62,75.2,60.75,21.32
Uttar Pradesh,Shravasti,2019,84.01,96.09,49.6,49.79,38.37,62.15,72.85
Chhattisgarh,Korba,2025,95.01,28.85,43.57,60.46,22.61,12.89,94.8
Haryana,Sonipat,2020,78.01,95.51,66.0,31.53,20.84,64.18,55.44
Odisha,Khordha,2025,13.4,91.75,61.13,57.84,12.33,38.6,61.71
Tripura,North Tripura,2021,56.16,18.91,58.91,77.44,10.25,71.11,35.14
Telangana,Mahabubabad,2023,72.89,59.65,39.88,24.48,90.82,67.93,58.19
Jharkhand,Palamu,2021,32.53,22.11,35.09,68.59,93.06,70.79,66.82
Sikkim,Mangan,2025,22.32,70.5,34.07,43.47,33.0,50.55,86.32
Bihar,Patna,2017,28.83,53.68,17.28,77.79,17.02,36.96,89.53
Madhya Pradesh,Khandwa,2021,20.38,74.98,96.92,55.72,97.09,62.87,44.78
Karnataka,Vijayapura,2017,73.1,80.29,90.96,66.07,30.89,51.24,44.95
Uttar Pradesh,Ghaziabad,2016,73.81,60.71,20.56,14.62,40.31,50.2,88.52
Gujarat,Botad,2022,28.41,25.45,77.3,86.72,59.48,38.95,14.06
Tamil Nadu,Dharmapuri,2018,96.28,83.56,31.36,20.88,66.75,28.23,61.91
Chhattisgarh,Bemetara,2016,70.05,23.09,24.27,32.84,17.79,42.68,70.92
Karnataka,Bengaluru Rural,2016,12.89,54.57,75.54,43.34,57.21,87.0,63.25
Kerala,Alappuzha,2015,36.22,96.82,33.18,30.94,48.59,19.94,58.94
Tamil Nadu,Tiruvannamalai,2019,72.87,24.26,73.79,18.45,11.08,95.37,60.3
Andhra Pradesh,Alluri Sitharama Raju,2017,65.46,36.18,67.55,68.62,81.61,45.46,99.72
Odisha,Puri,2022,72.29,28.39,51.23,48.88,27.46,48.84,21.8
West Bengal,Dakshin Dinajpur,2015,20.52,36.19,77.73,17.37,19.93,81.65,93.65
Madhya Pradesh,Ujjain,2023,87.49,64.46,35.09,81.12,68.5,38.65,93.22
Kerala,Ernakulam,2017,54.68,84.35,90.38,74.72,83.9,27.64,56.63
Uttar Pradesh,Mirzapur,2016,91.65,60.68,59.92,23.9,30.57,73.48,54.67
Uttar Pradesh,Bhadohi,2017,57.64,27.77,24.61,67.47,16.43,36.1,89.15
Mizoram,Serchhip,2017,64.57,61.55,16.54,41.34,68.7,96.89,26.5
Uttarakhand,Haridwar,2025,31.96,67.54,80.38,60.9,14.44,58.69,18.13
Karnataka,Chikkaballapur,2019,71.95,26.07,41.23,57.81,71.84,43.12,10.13
Chhattisgarh,Dhamtari,2020,59.23,87.44,90.69,49.21,51.72,25.44,45.68
Rajasthan,Hanumangarh,2025,26.04,63.61,98.52,91.36,42.48,83.59,81.08
Himachal Pradesh,Una,2022,67.66,83.95,50.72,99.51,75.01,89.89,22.42
Goa,South Goa,2015,79.34,80.98,17.11,65.38,71.95,93.05,20.8
Meghalaya,South West Garo Hills,2016,25.45,68.39,33.92,42.78,57.77,31.12,68.69
Tamil Nadu,Thanjavur,2023,39.35,87.22,68.95,70.62,19.81,14.74,24.72
West Bengal,Cooch Behar,2018,53.42,28.7,88.83,58.46,93.07,33.67,98.26
Uttar Pradesh,Unnao,2019,37.94,79.84,93.33,96.26,36.92,65.36,52.85
Andhra Pradesh,Prakasam,2017,50.81,93.11,51.53,39.48,90.94,76.15,51.48
Karnataka,Dakshina Kannada,2024,36.39,44.72,56.74,17.5,92.0,96.1,14.53
Maharashtra,Nanded,2017,61.26,16.17,99.12,43.17,69.33,89.65,72.52
Maharashtra,Gondia,2016,82.96,37.78,78.14,40.22,89.01,63.67,63.11
Uttar Pradesh,Bulandshahr,2019,36.04,79.27,38.77,89.21,98.58,92.34,27.16
Madhya Pradesh,Shahdol,2018,99.75,91.3,16.65,11.6,13.62,65.6,69.53
Assam,Barpeta,2015,66.43,50.62,11.42,50.28,74.67,43.09,89.11
Tamil Nadu,Karur,2016,87.47,44.85,68.63,53.22,50.45,11.61,24.6
Rajasthan,Rajsamand,2022,31.74,97.28,76.45,21.85,18.28,71.13,13.29
Madhya Pradesh,Umaria,2015,13.08,95.05,23.15,33.32,66.94,10.17,80.51
Uttar Pradesh,Unnao,2019,62.64,99.01,82.01,65.32,71.39,78.54,58.05
Tripura,Sepahijala,2017,44.64,55.45,53.88,51.36,94.83,56.19,85.13
Arunachal Pradesh,Lower Dibang Valley,2020,47.18,70.58,58.06,44.96,60.35,39.45,23.03
Bihar,Bhagalpur,2024,58.76,58.96,51.91,82.77,62.71,33.02,80.66
Punjab,Kapurthala,2015,11.0,41.79,45.56,48.16,57.92,34.26,47.76
Assam,Chirang,2023,24.65,42.58,86.78,15.17,41.14,66.79,66.15
Gujarat,Porbandar,2018,91.86,85.56,86.67,93.46,54.59,20.18,14.03
Bihar,Sheikhpura,2016,40.12,89.29,64.8,84.38,39.5,32.51,61.08
Andhra Pradesh,Kurnool,2018,10.62,95.4,40.45,77.57,38.12,14.29,56.94
Manipur,Tengnoupal,2018,63.88,38.1,30.2,52.47,96.48,72.22,93.97
Uttar Pradesh,Gautam Buddha Nagar,2018,93.6,80.55,98.26,53.87,81.78,84.09,39.72
Chhattisgarh,Raipur,2022,71.49,30.6,62.22,16.81,53.76,39.52,31.1
Madhya Pradesh,Bhopal,2023,49.4,27.15,75.48,18.54,76.13,78.32,59.71
Arunachal Pradesh,West Siang,2019,50.16,26.37,30.43,69.38,89.62,62.35,90.55
Chhattisgarh,Balrampur,2020,83.34,14.55,48.06,27.37,97.0,52.32,30.33
Tamil Nadu,Coimbatore,2022,47.09,36.69,23.71,11.99,14.34,89.22,21.7
Manipur,Senapati,2019,78.65,86.9,93.42,27.83,25.39,75.49,30.94
Karnataka,Haveri,2017,55.67,85.7,85.96,91.78,66.1,20.62,49.79
Arunachal Pradesh,Tawang,2016,66.17,91.42,15.29,88.88,71.59,41.19,97.99
West Bengal,Cooch Behar,2019,91.43,28.66,89.6,29.84,39.82,32.33,26.42
Arunachal Pradesh,Kra Daadi,2015,55.87,27.5,78.07,89.91,11.1,72.59,89.29
Assam,Charaideo,2020,20.43,17.8,45.95,89.75,67.5,60.89,82.68
Uttar Pradesh,Rae Bareli,2017,20.98,68.73,30.88,85.81,46.31,51.86,46.77
Haryana,Jind,2017,86.74,45.19,20.38,11.14,42.2,29.52,68.95
Assam,Dibrugarh,2018,25.92,24.6,26.82,92.28,38.09,77.38,98.88
Jharkhand,Khunti,2025,37.73,79.72,96.91,24.79,82.51,27.72,12.54
Tamil Nadu,Ariyalur,2021,68.29,25.7,86.55,69.79,51.59,58.86,34.98
Chhattisgarh,Balod,2020,59.82,22.5,86.22,43.03,98.88,41.93,17.82
Uttar Pradesh,Hamirpur,2016,84.92,81.91,43.65,70.04,78.56,90.22,48.58
Maharashtra,Solapur,2015,53.38,88.52,76.01,88.58,34.89,17.67,93.92
Punjab,Kapurthala,2023,63.78,50.85,91.93,86.98,68.76,72.55,57.08
Meghalaya,West Khasi Hills,2022,12.19,62.56,56.29,68.97,96.99,56.72,30.83
Karnataka,Bengaluru Rural,2018,20.21,55.28,40.12,81.29,83.07,81.68,39.16
Tamil Nadu,Chennai,2022,60.2,78.62,48.7,93.28,89.0,88.04,75.51
Manipur,Senapati,2025,67.41,16.27,12.58,28.2,21.99,36.08,35.6
Uttar Pradesh,Pratapgarh,2021,79.51,98.53,17.82,30.82,10.81,57.77,61.5
Tamil Nadu,Thanjavur,2018,11.74,31.32,81.84,76.5,34.96,59.91,52.03
Uttar Pradesh,Bahraich,2016,38.33,80.44,94.4,38.37,15.08,73.93,20.82
Bihar,Supaul,2018,28.34,38.68,54.89,39.68,71.62,21.97,71.48
Maharashtra,Mumbai Suburban,2016,74.33,56.16,87.48,15.57,57.3,50.57,12.51
Arunachal Pradesh,Leparada,2019,65.66,98.86,48.46,97.13,41.52,12.7,57.9
Madhya Pradesh,Khandwa,2020,96.39,41.67,96.62,80.28,12.36,45.73,18.17
West Bengal,Paschim Medinipur,2021,94.05,55.56,18.62,22.76,17.79,70.05,32.57
Assam,Sivasagar,2020,81.94,57.26,73.58,76.03,19.93,20.62,31.63
Maharashtra,Buldhana,2022,91.71,51.31,87.72,54.96,93.5,49.76,52.13
Andhra Pradesh,Tirupati,2024,65.47,61.77,48.68,37.64,10.46,59.45,75.36
Tripura,Unakoti,2022,97.35,77.04,11.5,22.36,22.06,55.94,31.33
Uttar Pradesh,Varanasi,2020,74.63,18.0,84.72,88.25,32.2,33.88,43.51
Uttarakhand,Almora,2024,42.35,35.96,69.2,33.24,80.61,43.23,17.81
Andhra Pradesh,Prakasam,2016,49.46,16.13,71.36,68.24,59.11,48.62,27.35
Haryana,Karnal,2016,16.83,44.97,25.09,71.36,83.03,89.53,53.89
Rajasthan,Chittorgarh,2017,46.07,28.63,22.49,95.39,78.83,77.47,54.73
Chhattisgarh,Durg,2025,77.25,78.49,70.85,59.58,95.03,61.93,76.23
Jharkhand,Jamtara,2015,90.73,21.83,92.0,13.34,99.32,73.2,70.54
Madhya Pradesh,Dindori,2017,69.74,18.91,30.58,76.82,19.16,53.45,57.47
Punjab,Tarn Taran,2019,20.17,22.46,91.14,91.79,70.77,20.87,71.86
Gujarat,Banaskantha,2022,56.55,49.03,23.69,41.3,41.8,55.22,15.97
Uttar Pradesh,Etawah,2020,62.08,73.53,48.4,53.02,92.77,82.35,30.05
Rajasthan,Bharatpur,2017,45.36,93.0,93.75,34.75,39.76,63.65,86.04
Bihar,Patna,2024,36.72,62.71,75.01,58.5,15.12,87.9,46.98
Uttarakhand,Pauri Garhwal,2024,10.45,52.93,90.56,44.14,79.22,84.5,71.32
Arunachal Pradesh,Lower Dibang Valley,2016,39.99,11.04,82.5,33.31,68.48,99.55,83.88
Rajasthan,Sirohi,2023,51.35,38.02,39.46,18.9,72.23,16.3,70.96
Maharashtra,Nandurbar,2015,97.41,50.18,58.9,31.16,49.65,21.38,17.57
Uttarakhand,Rudraprayag,2018,83.96,16.44,98.95,49.62,62.78,20.09,58.65
Madhya Pradesh,Rewa,2021,24.87,41.25,98.72,74.24,43.07,49.01,87.25
Chhattisgarh,Bemetara,2025,17.09,91.08,11.02,18.82,16.83,36.96,17.66
Chhattisgarh,Sukma,2020,13.46,55.94,50.19,55.56,48.57,73.3,84.9
Madhya Pradesh,Raisen,2017,37.23,88.3,36.51,80.77,77.23,12.14,97.53
Assam,Lakhimpur,2015,92.83,72.54,74.31,33.44,78.57,14.2,95.75
Assam,Karbi Anglong,2019,29.46,13.13,55.46,88.23,47.81,62.29,44.51
Andhra Pradesh,Eluru,2020,42.85,65.71,36.56,19.29,94.65,45.22,51.44
Uttar Pradesh,Jhansi,2019,34.35,82.72,69.16,10.66,81.75,64.19,85.56
Tamil Nadu,Perambalur,2017,56.29,12.27,18.5,74.01,69.12,23.27,56.98
Karnataka,Bengaluru Rural,2022,38.1,18.29,15.72,36.9,63.66,82.42,34.44
Karnataka,Haveri,2023,30.53,43.63,32.11,91.35,25.36,48.57,68.56
Uttar Pradesh,Ambedkar Nagar,2025,50.83,46.76,69.25,50.11,71.45,76.11,45.67
Odisha,Puri,2021,48.15,48.58,28.04,62.73,16.33,77.02,93.57
Assam,Goalpara,2017,24.65,62.53,28.24,47.45,33.9,43.09,96.41
Assam,Goalpara,2020,70.2,48.52,67.89,86.61,67.34,28.62,84.55
Rajasthan,Jaisalmer,2019,47.76,97.26,28.38,88.7,22.76,90.73,86.62
Tripura,South Tripura,2021,96.84,22.74,28.66,45.02,51.16,68.21,72.84
Madhya Pradesh,Khargone,2016,94.93,49.34,35.53,78.57,43.19,71.32,86.9
Uttar Pradesh,Azamgarh,2019,99.52,94.78,57.98,75.83,33.29,37.58,51.33
Maharashtra,Jalna,2017,68.89,76.5,72.08,66.64,61.97,51.12,46.44
Madhya Pradesh,Khargone,2021,47.78,53.53,15.5,97.61,38.19,16.25,50.91
Uttar Pradesh,Lalitpur,2017,43.16,31.43,99.48,43.6,92.72,15.11,20.01
Haryana,Sonipat,2023,38.01,45.8,91.39,99.23,58.28,20.4,11.48
Rajasthan,Bikaner,2021,66.24,98.57,83.37,95.17,72.75,41.75,22.83
Nagaland,Noklak,2020,40.45,91.96,81.12,14.41,49.7,82.05,47.9
Assam,Baksa,2017,95.12,40.22,69.47,62.98,21.5,18.1,78.31
Maharashtra,Mumbai Suburban,2017,29.6,38.18,18.82,60.08,62.89,87.57,31.11
Odisha,Nayagarh,2024,76.21,76.53,60.96,55.41,99.21,42.99,27.09
Odisha,Gajapati,2025,92.2,17.17,16.97,26.82,86.36,92.74,40.27
Madhya Pradesh,Hoshangabad (Narmadapuram),2015,95.16,96.74,22.33,15.23,37.4,43.05,13.86
Mizoram,Mamit,2022,25.24,82.07,37.39,44.29,27.21,63.97,39.47
Haryana,Panipat,2022,54.39,99.01,47.01,14.91,59.15,56.08,16.24
Rajasthan,Jhunjhunu,2020,56.15,69.45,48.27,20.81,81.36,99.64,46.42
Manipur,Pherzawl,2017,17.16,78.25,66.04,45.62,95.62,95.22,44.0
Nagaland,Wokha,2025,62.5,76.87,32.91,51.37,71.73,51.28,14.46
Rajasthan,Sirohi,2023,81.59,57.7,11.6,54.31,87.38,72.91,86.17
Uttar Pradesh,Shahjahanpur,2015,45.56,53.85,82.22,78.87,81.7,74.63,94.92
Telangana,Jayashankar Bhupalpally,2022,44.67,57.81,65.4,67.43,85.5,36.12,36.18
Jharkhand,Chatra,2021,88.07,16.34,37.06,87.48,10.22,66.72,46.84
Karnataka,Koppal,2019,58.61,22.57,64.41,56.79,70.19,77.78,48.59
Gujarat,Ahmedabad,2024,29.17,80.97,65.69,45.01,51.05,12.03,94.05
Odisha,Malkangiri,2023,87.6,68.48,34.9,50.38,69.01,84.49,63.79
Rajasthan,Balotra,2024,67.15,66.06,19.07,83.91,87.48,36.74,24.39
Odisha,Jajpur,2018,46.28,63.66,13.42,42.25,93.2,92.19,30.72
Madhya Pradesh,Singrauli,2024,83.02,66.97,59.14,94.54,77.17,40.87,23.32
Tamil Nadu,Virudhunagar,2024,99.74,93.28,28.04,22.26,11.81,78.2,20.39
Odisha,Koraput,2017,24.25,85.38,91.49,29.92,34.34,75.7,23.54
Himachal Pradesh,Kullu,2025,60.9,19.8,44.41,92.23,30.93,23.18,32.24
Chhattisgarh,Raigarh,2023,54.34,14.78,39.73,24.03,52.34,69.72,79.81
Andhra Pradesh,Krishna,2019,91.64,57.52,89.09,59.71,24.2,47.84,34.49
Rajasthan,Banswara,2016,15.6,77.62,57.81,52.39,98.82,35.01,12.22
West Bengal,Alipurduar,2023,66.2,95.21,40.81,16.6,25.66,67.89,28.92
Bihar,Madhubani,2018,88.93,21.08,67.79,52.35,84.06,62.52,47.68
Assam,Tinsukia,2020,68.98,26.7,45.75,42.89,83.36,42.05,19.21
Rajasthan,Banswara,2015,77.79,60.29,44.67,34.14,43.29,70.15,33.14
Gujarat,Jamnagar,2018,35.96,61.4,71.72,52.54,66.36,86.05,12.78
Haryana,Palwal,2023,86.13,46.92,96.87,51.89,46.09,58.54,70.08
Maharashtra,Mumbai City,2018,11.86,65.05,77.01,30.58,53.27,52.0,31.02
Bihar,Gopalganj,2024,90.64,56.6,85.75,54.76,69.99,38.46,95.5
Maharashtra,Nandurbar,2018,53.69,62.68,30.35,30.57,53.12,83.19,45.78
Odisha,Bhadrak,2021,93.2,13.91,23.69,86.8,12.47,88.4,29.39
Punjab,Patiala,2016,75.05,27.34,22.11,53.33,78.31,78.28,99.62
West Bengal,Jhargram,2016,81.59,89.91,37.6,70.25,83.49,93.31,98.96
Karnataka,Kolar,2021,24.78,78.19,34.84,67.37,17.75,48.57,94.56
Madhya Pradesh,Indore,2022,12.34,87.27,52.37,62.81,40.68,42.51,82.09
Rajasthan,Pratapgarh,2020,83.51,54.92,59.43,39.96,55.7,88.92,79.46
Arunachal Pradesh,Lower Dibang Valley,2019,35.64,99.86,56.65,96.04,84.22,61.99,38.29
Andhra Pradesh,Parvathipuram Manyam,2022,57.52,56.67,38.76,93.74,57.24,15.3,74.15
Haryana,Panipat,2025,59.07,91.47,85.75,82.5,33.26,44.02,80.19
Madhya Pradesh,Barwani,2019,15.4,64.89,83.34,21.35,97.73,95.23,61.34
Rajasthan,Jhunjhunu,2018,96.88,21.9,81.21,95.65,44.26,25.64,76.54
Bihar,Sheohar,2019,96.15,17.45,64.09,28.99,76.84,33.37,21.56
Telangana,Jangaon,2016,13.79,20.05,70.2,55.53,24.22,45.63,25.88
Maharashtra,Mumbai Suburban,2022,91.22,10.19,14.86,42.37,72.6,28.52,40.3
Andhra Pradesh,Vizianagaram,2021,51.53,58.5,91.94,80.12,64.44,14.57,47.09
Karnataka,Bengaluru Urban,2021,35.87,78.69,74.54,48.42,62.39,48.78,83.04
Madhya Pradesh,Sehore,2023,39.89,12.54,83.24,18.71,68.83,79.51,52.91
Bihar,Patna,2022,83.39,61.56,32.29,88.41,47.79,96.22,62.43
Telangana,Narayanpet,2021,76.97,25.67,67.53,32.33,62.15,29.97,43.86
Madhya Pradesh,Bhopal,2015,66.76,22.7,54.75,19.08,43.75,55.46,77.61
Madhya Pradesh,Khandwa,2021,39.62,93.19,13.34,60.09,18.78,71.41,65.37
Madhya Pradesh,Mandla,2023,50.04,99.24,58.16,41.85,89.72,90.7,14.81
Bihar,Araria,2025,74.56,66.6,64.36,34.61,89.34,43.49,47.44
Manipur,Noney,2022,56.86,73.59,78.59,12.75,24.31,50.33,90.35
Rajasthan,Pali,2018,71.89,36.11,66.41,62.15,48.36,22.62,47.15
Karnataka,Udupi,2017,73.19,43.83,98.42,77.49,98.95,73.49,91.67
Gujarat,Jamnagar,2021,73.56,37.59,64.91,64.99,22.58,33.68,34.95
Andhra Pradesh,Eluru,2020,51.95,79.72,78.2,95.96,64.34,23.8,84.85
West Bengal,Kalimpong,2023,33.01,43.33,37.92,59.88,14.04,47.58,58.1
Gujarat,Bhavnagar,2021,80.84,68.83,89.89,61.52,34.77,76.8,87.87
Nagaland,Chümoukedima,2024,22.43,23.44,35.96,46.69,50.38,17.94,59.78
Madhya Pradesh,Shajapur,2025,58.29,69.26,24.59,92.39,47.02,29.55,50.89
Assam,Dibrugarh,2017,93.51,55.08,44.53,51.04,42.56,71.29,64.03
Madhya Pradesh,Katni,2015,54.57,54.06,30.14,30.54,17.73,57.78,18.92
Tripura,West Tripura,2021,77.32,16.44,59.23,74.17,64.11,85.79,10.99
Odisha,Balasore,2024,33.52,69.51,44.73,96.38,39.59,10.57,21.0
Maharashtra,Chandrapur,2019,98.63,86.69,13.67,30.66,32.5,49.72,85.0
Maharashtra,Raigad,2020,72.75,21.36,76.39,51.34,31.71,18.02,76.0
Chhattisgarh,Korba,2024,16.42,52.08,64.77,81.92,38.57,78.84,92.39
Gujarat,Ahmedabad,2020,26.87,28.48,23.12,93.2,16.94,64.9,71.4
Assam,Sonitpur,2022,93.24,22.75,27.0,18.92,95.61,65.21,20.12
Manipur,Noney,2025,66.55,66.25,41.24,81.18,85.11,48.33,61.71
Arunachal Pradesh,East Kameng,2019,16.89,38.12,63.89,97.13,75.75,85.95,17.28
Maharashtra,Amravati,2017,34.53,74.04,75.87,30.63,49.05,81.97,67.05
Himachal Pradesh,Una,2021,66.71,73.66,63.99,19.33,88.53,70.09,68.0
Karnataka,Kalaburagi,2020,65.94,31.32,11.17,58.77,12.96,47.22,95.73
Kerala,Kollam,2020,77.02,75.05,91.41,60.58,98.03,40.11,31.61
Jharkhand,Seraikela-Kharsawan,2020,41.6,60.1,83.91,51.14,27.35,17.8,41.47
Bihar,East Champaran,2023,84.9,11.97,30.3,93.23,41.52,88.82,85.75
Meghalaya,South West Garo Hills,2016,70.35,49.71,58.29,61.55,68.02,99.58,75.5
Meghalaya,North Garo Hills,2025,61.11,39.32,73.47,38.61,57.53,67.41,18.93
Bihar,West Champaran,2018,46.51,78.17,61.07,43.41,21.05,67.04,97.33
Kerala,Kozhikode,2015,30.78,83.71,44.09,12.46,62.68,27.81,81.52
Maharashtra,Satara,2015,25.79,78.89,80.32,40.5,65.77,67.99,77.84
Tamil Nadu,Tiruvannamalai,2025,64.49,34.17,38.09,23.67,95.26,65.09,36.23
Odisha,Angul,2025,22.4,51.16,73.6,75.86,76.33,23.7,38.65
Uttar Pradesh,Chitrakoot,2020,98.06,40.22,98.53,39.25,21.1,21.46,14.83
Karnataka,Haveri,2021,27.02,87.63,31.9,17.61,77.04,87.25,78.11
Uttar Pradesh,Amroha,2020,66.64,12.8,49.14,72.13,12.34,56.83,72.47
Rajasthan,Jalore,2022,94.74,77.79,78.39,86.56,51.67,68.34,81.94
Karnataka,Udupi,2022,16.85,59.36,32.47,12.84,83.25,52.94,55.5
Andhra Pradesh,Anakapalli,2015,42.07,89.72,56.55,82.56,38.2,73.79,41.31
Maharashtra,Beed,2025,44.46,41.88,68.13,95.67,85.34,73.28,55.82
Uttarakhand,Dehradun,2021,52.63,78.68,38.8,98.75,65.87,25.69,99.76
Assam,Goalpara,2020,31.29,52.01,87.1,67.43,21.39,38.69,99.36
Chhattisgarh,Bilaspur,2017,78.2,16.61,91.92,43.34,49.71,64.66,75.7
