state,district,year,poverty_rate,below_poverty_line,unemployment_rate,income_per_capita,social_welfare_spending,food_insecurity,homelessness
Assam,Goalpara,2020,77.72,55.41,43.48,50.97,77.45,52.05,76.81
Manipur,Pherzawl,2025,36.63,41.66,70.97,51.88,39.78,43.69,39.9
Mizoram,Lunglei,2019,67.08,82.93,92.74,85.18,11.12,35.7,46.48
Telangana,Mahabubnagar,2025,56.22,30.89,23.61,69.57,70.36,79.93,66.98
Madhya Pradesh,Neemuch,2022,49.53,58.06,37.26,48.92,22.17,65.78,49.3
Uttar Pradesh,Hamirpur,2015,12.96,12.94,31.08,23.06,92.84,66.95,98.07
Kerala,Kozhikode,2015,26.07,44.03,17.25,99.97,19.87,90.42,12.68
Gujarat,Bhavnagar,2023,34.47,92.01,23.42,84.0,83.96,71.87,90.73
Himachal Pradesh,Hamirpur,2021,22.04,99.41,10.61,89.28,28.07,26.32,88.46
Manipur,Senapati,2019,58.66,15.92,96.61,66.78,97.64,23.88,42.77
Manipur,Thoubal,2023,32.0,91.05,82.56,13.95,88.69,91.87,69.5
Uttar Pradesh,Bhadohi,2018,57.6,21.5,74.87,81.95,91.44,89.45,78.81
Arunachal Pradesh,East Siang,2023,13.74,89.85,70.45,68.73,24.29,68.26,40.74
Tamil Nadu,Thiruvarur,2024,82.81,51.59,69.76,98.46,76.12,21.32,50.01
Andhra Pradesh,Anakapalli,2022,13.45,81.08,89.29,41.34,96.82,51.37,46.23
Maharashtra,Nashik,2015,71.05,34.17,47.24,91.21,75.16,92.53,79.3
Maharashtra,Mumbai City,2022,62.75,55.71,39.95,62.15,75.27,29.56,17.02
Manipur,Bishnupur,2019,90.38,82.9,25.6,74.68,45.77,33.01,76.79
Rajasthan,Ajmer,2024,47.84,42.12,11.25,14.37,62.37,26.99,75.76
Uttar Pradesh,Pratapgarh,2018,21.02,94.07,37.51,62.38,17.5,96.9,60.87
Telangana,Nirmal,2015,29.15,95.64,39.26,22.12,36.17,14.71,62.76
Maharashtra,Nandurbar,2024,56.93,32.86,25.42,26.12,39.81,71.3,13.58
Mizoram,Saitual,2020,34.77,59.57,72.57,22.9,16.25,15.38,73.0
Arunachal Pradesh,Lohit,2021,12.06,45.67,47.52,93.96,82.21,99.21,49.53
West Bengal,Birbhum,2016,55.11,45.41,62.77,19.76,79.38,52.97,61.75
Haryana,Ambala,2018,22.0,69.6,39.76,23.29,16.09,46.53,80.53
Chhattisgarh,Dhamtari,2019,83.42,81.86,99.73,94.81,56.69,93.67,25.99
Chhattisgarh,Bilaspur,2021,59.45,49.67,75.88,71.62,46.16,69.93,80.18
Maharashtra,Palghar,2017,40.7,54.52,11.74,13.07,91.15,50.31,87.28
Jharkhand,Godda,2019,44.41,68.03,73.76,32.2,59.86,86.19,29.65
Madhya Pradesh,Anuppur,2015,51.55,77.19,85.02,85.61,37.05,28.74,86.06
Madhya Pradesh,Sagar,2015,83.78,70.08,15.1,38.86,59.7,45.05,63.56
Uttarakhand,Pauri Garhwal,2023,15.2,15.56,63.88,23.36,49.02,66.44,83.28
Andhra Pradesh,Sri Potti Sriramulu Nellore,2024,83.54,57.89,89.39,52.35,14.86,61.3,26.35
Gujarat,Panchmahal,2015,31.35,59.25,68.32,51.78,62.26,41.49,17.6
Maharashtra,Nagpur,2023,32.61,76.95,27.2,35.37,37.18,67.74,46.73
Bihar,Samastipur,2017,44.01,50.18,61.55,89.34,84.41,95.54,72.98
Jharkhand,Pakur,2015,11.42,34.82,92.51,20.88,32.76,91.47,80.34
Telangana,Narayanpet,2019,10.25,40.93,58.25,25.75,48.14,78.24,68.15
West Bengal,Paschim Medinipur,2024,23.13,74.25,22.63,34.85,61.58,13.99,57.85
Maharashtra,Yavatmal,2016,30.4,49.05,95.43,36.36,30.17,11.31,37.17
Madhya Pradesh,Betul,2015,43.84,34.65,41.77,83.69,17.97,96.68,54.33
Andhra Pradesh,Kakinada,2019,18.93,23.64,21.47,13.24,23.5,55.5,86.05
Uttar Pradesh,Farrukhabad,2021,64.26,84.3,39.62,65.07,37.32,51.5,73.02
Odisha,Boudh,2020,93.59,30.21,29.54,85.11,82.1,41.58,11.07
Bihar,Saran,2020,59.01,82.27,68.12,69.66,90.11,86.66,80.34
Kerala,Kasaragod,2016,26.35,42.14,18.18,79.81,83.54,54.14,87.13
Manipur,Imphal West,2018,45.57,77.28,22.84,99.1,39.53,13.05,10.88
Himachal Pradesh,Mandi,2020,63.81,13.27,66.06,32.69,98.14,11.05,37.24
West Bengal,Jalpaiguri,2022,42.41,66.8,48.89,62.89,97.93,99.19,24.67
Himachal Pradesh,Sirmaur,2022,95.56,22.14,49.61,96.16,10.8,73.27,24.89
Rajasthan,Beawar,2018,46.33,28.76,18.28,71.55,97.81,40.28,86.9
Jharkhand,Khunti,2017,78.35,99.17,55.16,65.11,80.8,44.36,80.08
Tamil Nadu,Tiruppur,2018,64.04,80.86,62.66,17.89,81.6,71.99,77.98
Uttar Pradesh,Ghazipur,2021,41.7,58.43,29.05,64.71,68.39,65.55,57.5
Bihar,Saharsa,2016,70.68,69.61,93.94,49.91,24.13,20.4,97.35
Madhya Pradesh,Barwani,2021,71.57,45.64,37.97,32.62,14.22,80.6,73.63
Arunachal Pradesh,Lower Siang,2022,62.84,52.32,82.84,49.37,26.27,20.13,67.98
Andhra Pradesh,Krishna,2023,46.11,27.06,77.85,92.81,88.68,41.7,97.64
Chhattisgarh,Gaurela-Pendra-Marwahi,2018,54.35,15.93,28.71,88.01,91.95,21.1,62.44
Punjab,Sri Muktsar Sahib,2018,83.3,32.99,60.64,15.72,47.38,72.75,36.46
Bihar,Arwal,2017,22.07,28.4,56.15,99.58,21.84,33.78,80.99
Maharashtra,Ahmednagar,2019,54.77,16.33,90.47,83.58,92.04,66.63,64.49
Karnataka,Ballari,2022,13.31,26.14,47.9,27.3,66.31,10.01,89.37
Nagaland,Tuensang,2020,62.28,99.52,22.08,70.39,33.29,11.09,49.91
Uttar Pradesh,Ghazipur,2019,59.84,86.96,77.82,14.03,38.44,40.48,50.88
Maharashtra,Latur,2017,37.59,34.19,74.27,70.58,61.77,90.25,98.99
Uttar Pradesh,Banda,2023,54.42,78.91,43.62,85.97,24.54,60.72,94.44
Madhya Pradesh,Sagar,2019,13.41,31.83,23.79,33.03,59.85,22.84,92.06
Andhra Pradesh,Anantapur,2015,93.98,33.19,56.46,24.51,53.67,34.05,17.75
Chhattisgarh,Kabirdham,2017,30.02,64.67,97.48,55.79,36.6,64.58,31.92
Punjab,Barnala,2024,51.22,33.39,90.19,17.44,15.81,36.71,42.62
Haryana,Palwal,2016,54.4,48.28,30.44,78.43,75.11,99.26,27.63
Gujarat,Anand,2018,45.93,19.3,73.7,92.62,22.83,27.98,86.67
Nagaland,Longleng,2017,45.82,86.29,89.47,33.38,73.19,43.6,24.44
Uttarakhand,Chamoli,2024,96.48,53.19,93.44,61.14,72.68,46.49,48.44
Jharkhand,Godda,2023,84.97,13.39,36.86,52.54,32.41,11.31,56.31
Punjab,Kapurthala,2020,28.72,43.07,35.81,10.59,60.94,34.72,95.74
Telangana,Jayashankar Bhupalpally,2017,34.31,38.81,76.75,16.14,50.44,32.38,64.84
Chhattisgarh,Bijapur,2022,71.39,12.06,45.87,61.97,93.91,26.72,31.2
Rajasthan,Dausa,2015,24.79,79.33,10.11,10.61,38.77,50.65,37.59
Gujarat,Patan,2019,89.29,36.28,73.66,48.28,14.44,67.61,50.14
Odisha,Mayurbhanj,2024,11.13,47.64,37.6,51.36,50.09,94.12,54.82
Haryana,Fatehabad,2017,66.02,31.78,90.36,99.5,89.01,30.88,94.73
Uttarakhand,Haridwar,2023,82.18,37.52,55.98,47.07,42.41,73.73,15.01
Jharkhand,Palamu,2023,57.78,24.66,29.52,84.89,53.61,73.31,93.08
Rajasthan,Jaipur,2017,65.89,63.37,42.59,94.38,80.77,60.11,38.67
Maharashtra,Solapur,2017,49.93,35.43,16.19,52.32,95.75,43.0,30.39
Jharkhand,Jamtara,2025,98.67,53.5,49.15,18.88,12.88,13.71,54.32
Karnataka,Ballari,2023,34.82,58.83,94.85,18.06,20.42,86.23,88.34
Jharkhand,Lohardaga,2023,19.83,12.84,43.47,19.77,67.86,38.79,60.64
Punjab,Jalandhar,2021,22.62,28.48,61.49,84.89,69.48,96.68,41.62
Madhya Pradesh,Vidisha,2020,93.52,36.55,77.95,57.71,43.45,90.0,75.19
West Bengal,Kalimpong,2025,87.13,94.84,56.85,14.12,98.03,14.83,92.3
Assam,Darrang,2017,44.35,21.88,87.94,31.3,77.01,66.39,71.18
Assam,Kamrup Metropolitan,2024,22.7,56.59,37.12,50.91,39.66,64.48,81.4
Sikkim,Pakyong,2018,40.55,86.56,68.07,59.41,41.56,86.15,96.87
Gujarat,Mehsana,2020,36.95,21.8,87.36,89.47,19.01,34.19,66.66
Rajasthan,Sawai Madhopur,2022,57.31,92.06,95.64,47.52,89.95,68.44,72.18
Karnataka,Bengaluru Urban,2015,29.5,83.45,87.28,37.91,14.15,34.83,27.87
Odisha,Ganjam,2022,92.25,23.74,56.37,81.14,38.02,36.18,81.09
Punjab,Patiala,2022,88.02,79.77,81.33,45.19,91.29,83.91,10.73
Madhya Pradesh,Alirajpur,2025,50.26,24.92,72.81,78.83,32.56,39.28,43.21
Uttar Pradesh,Shamli,2017,83.69,55.61,24.01,90.91,95.51,51.64,66.5
Madhya Pradesh,Shivpuri,2021,14.3,88.31,75.86,88.49,92.07,72.45,19.19
Kerala,Pathanamthitta,2024,66.42,80.92,92.4,86.2,71.31,46.36,56.01
Karnataka,Kalaburagi,2021,98.64,38.52,79.08,80.2,78.28,34.81,54.16
Andhra Pradesh,Bapatla,2022,51.53,74.41,35.82,85.31,79.97,58.96,93.97
Odisha,Sundargarh,2023,79.27,64.24,56.78,58.6,49.18,25.7,73.14
Tamil Nadu,Ranipet,2024,93.05,71.25,68.04,32.45,38.38,36.99,50.5
Uttar Pradesh,Shravasti,2020,57.82,60.26,65.62,71.14,43.67,24.45,11.68
Maharashtra,Nashik,2023,23.63,82.15,85.68,33.57,71.18,42.65,98.42
Andhra Pradesh,Anantapur,2025,57.4,34.02,17.05,18.4,73.16,41.81,51.37
Punjab,Rupnagar,2025,13.72,43.69,40.94,29.06,57.17,90.15,39.47
Karnataka,Koppal,2017,58.69,13.34,21.78,69.48,99.65,58.07,84.93
Bihar,Madhepura,2020,40.41,41.65,89.16,44.54,12.53,86.12,34.41
Tamil Nadu,Chengalpattu,2025,40.23,76.58,58.44,41.96,25.18,54.3,96.75
Uttar Pradesh,Lalitpur,2020,85.2,52.93,49.49,85.9,81.51,93.56,30.35
West Bengal,Uttar Dinajpur,2025,20.36,32.36,32.75,82.1,54.83,46.92,31.72
Tamil Nadu,Cuddalore,2023,25.91,47.14,80.23,22.22,27.63,95.34,96.71
Nagaland,Shamator,2019,35.52,88.85,35.89,91.34,71.6,14.48,47.35
Rajasthan,Karauli,2025,12.0,50.06,14.3,30.57,91.35,76.8,50.98
Uttar Pradesh,Rampur,2016,17.74,89.8,35.5,63.75,40.79,35.81,16.14
Bihar,Bhojpur,2017,43.0,94.9,56.59,36.57,82.86,71.09,95.21
Punjab,Bathinda,2021,38.92,41.22,54.83,74.9,39.47,56.83,63.22
Gujarat,Surendranagar,2025,34.35,61.37,53.05,58.82,91.11,50.11,31.75
Uttar Pradesh,Lucknow,2019,75.08,46.63,82.94,18.77,15.01,12.27,93.5
Madhya Pradesh,Jhabua,2017,45.01,95.77,11.49,94.87,50.03,34.64,84.52
Chhattisgarh,Rajnandgaon,2024,97.12,90.65,39.28,10.3,38.35,58.41,59.32
Gujarat,Dang,2021,32.13,63.12,49.51,68.71,22.54,68.58,61.25
Maharashtra,Mumbai City,2024,27.59,12.88,31.05,13.28,46.75,85.12,64.29
Madhya Pradesh,Sheopur,2019,74.29,98.64,29.67,86.85,85.65,65.6,98.73
Tripura,West Tripura,2023,49.67,81.81,34.39,81.56,99.03,97.63,14.18
Kerala,Kollam,2015,13.44,68.97,38.19,51.37,73.85,76.7,15.04
Tamil Nadu,Sivaganga,2020,20.0,92.65,96.03,13.86,12.17,72.58,84.03
Odisha,Kendrapara,2017,94.71,37.39,70.84,41.85,55.73,77.55,58.22
Himachal Pradesh,Lahaul & Spiti,2023,59.58,12.9,36.78,73.88,43.75,89.59,62.79
Madhya Pradesh,Niwari,2018,93.86,12.94,44.8,28.61,56.86,47.88,49.85
Nagaland,Chümoukedima,2020,39.52,64.07,18.45,11.78,23.87,63.48,52.95
Madhya Pradesh,Raisen,2023,13.26,50.93,39.24,88.7,35.04,91.34,60.26
Bihar,Begusarai,2023,24.27,77.08,84.6,39.18,16.83,58.1,47.57
Mizoram,Hnahthial,2016,95.48,31.5,45.65,61.37,11.54,81.68,20.77
Bihar,Buxar,2017,63.47,85.68,34.65,90.04,56.74,95.77,32.45
Mizoram,Lawngtlai,2022,89.91,52.41,94.79,47.49,74.69,52.19,63.85
Rajasthan,Salumbar,2024,55.73,28.14,73.79,78.13,58.86,49.54,55.85
Madhya Pradesh,Jabalpur,2023,40.53,25.94,25.36,48.37,70.78,32.6,24.04
Uttar Pradesh,Chandauli,2015,72.69,66.35,87.58,14.73,49.29,62.09,43.76
Kerala,Kozhikode,2022,65.74,61.46,37.1,93.47,39.12,59.63,12.95
Tripura,Khowai,2022,88.38,81.38,70.97,13.34,54.48,34.9,21.41
Gujarat,Amreli,2018,36.73,71.53,83.03,82.55,95.7,41.61,84.8
Bihar,Sheohar,2021,86.6,81.76,96.79,55.04,84.76,92.24,55.0
Himachal Pradesh,Bilaspur,2023,51.27,89.02,20.36,14.22,24.35,59.25,23.04
Uttar Pradesh,Siddharthnagar,2018,22.38,65.09,67.59,75.99,64.97,38.09,69.67
Nagaland,Zunheboto,2025,99.73,92.86,63.15,98.8,48.19,65.16,43.4
Madhya Pradesh,Maihar,2023,78.42,80.31,41.56,98.31,68.41,55.19,85.25
Assam,Sivasagar,2023,12.92,44.0,55.17,95.61,43.35,64.43,67.34
Odisha,Boudh,2023,81.42,67.44,95.96,75.42,11.07,90.1,99.49
Manipur,Pherzawl,2015,51.07,92.79,51.11,29.66,18.96,55.95,81.94
Assam,Sonitpur,2020,18.89,72.15,34.03,28.72,21.22,53.41,88.81
Chhattisgarh,Bemetara,2016,98.03,74.49,82.35,25.76,66.41,73.53,79.22
Chhattisgarh,Balrampur,2024,74.32,54.05,72.43,93.17,17.13,53.64,55.41
Bihar,Madhepura,2024,70.03,51.28,69.43,74.45,72.66,92.18,61.62
Telangana,Medchal-Malkajgiri,2021,84.5,21.22,74.77,54.3,20.86,24.72,73.74
Nagaland,Wokha,2021,24.64,64.12,28.66,67.54,71.6,87.27,68.01
Odisha,Nayagarh,2015,74.25,32.32,49.28,69.19,76.18,58.17,51.31
Odisha,Mayurbhanj,2020,35.51,53.75,66.63,59.41,41.1,13.94,89.83
Chhattisgarh,Bastar,2019,43.61,79.13,61.15,67.64,40.99,23.33,95.19
Madhya Pradesh,Ujjain,2015,63.04,63.95,64.11,65.76,51.77,31.57,95.75
West Bengal,South 24 Parganas,2015,79.6,15.03,90.7,25.9,90.4,27.5,41.34
Meghalaya,East Garo Hills,2025,46.56,14.13,66.39,40.8,20.79,47.96,91.21
Haryana,Sirsa,2021,69.61,12.89,69.97,29.15,76.32,12.36,85.62
Mizoram,Serchhip,2019,28.03,43.33,80.32,99.51,25.27,63.54,58.6
Tamil Nadu,Pudukkottai,2025,17.16,91.09,16.99,36.08,20.56,65.52,18.4
Gujarat,Banaskantha,2019,12.13,40.64,56.03,62.32,56.09,89.24,38.22
Odisha,Boudh,2019,30.57,79.55,41.97,77.62,19.79,90.27,42.18
Karnataka,Vijayapura,2018,41.66,94.34,32.89,36.71,46.14,97.17,74.6
Maharashtra,Buldhana,2016,69.48,74.46,98.54,92.21,77.99,26.28,55.5
Arunachal Pradesh,Siang,2018,61.69,56.7,29.54,28.66,59.89,35.11,56.65
Chhattisgarh,Kanker,2019,92.23,97.7,58.43,89.88,59.63,14.87,62.4
Haryana,Yamunanagar,2016,82.96,73.3,79.64,64.22,73.69,70.11,70.08
Bihar,Nawada,2019,56.61,49.34,22.3,93.74,48.12,57.97,99.41
Telangana,Adilabad,2023,66.36,12.04,82.28,88.02,92.87,70.71,45.24
Bihar,Aurangabad,2023,13.02,79.67,97.97,63.16,40.81,25.65,86.52
Tripura,Dhalai,2023,81.84,18.12,74.79,93.34,20.11,71.8,91.49
Tamil Nadu,Thiruvarur,2020,43.08,57.03,46.59,51.18,31.77,22.24,26.67
Haryana,Palwal,2016,73.97,52.62,56.0,37.32,80.93,48.42,46.36
Andhra Pradesh,Annamayya,2015,19.95,39.01,68.37,83.78,40.08,12.0,14.98
Rajasthan,Shahpura,2017,72.88,84.61,75.22,25.04,54.71,81.11,32.66
Mizoram,Lunglei,2017,89.04,20.24,12.86,16.94,89.59,76.3,70.37
Meghalaya,Ri Bhoi,2020,54.69,36.36,90.21,52.08,42.77,20.18,64.37
Telangana,Nirmal,2022,26.7,64.99,11.42,10.34,20.44,42.72,49.07
Haryana,Rewari,2025,96.43,96.04,13.07,31.12,42.09,94.62,75.35
Rajasthan,Kotputli-Behror,2018,75.12,39.02,22.54,24.33,58.82,84.05,46.75
Manipur,Bishnupur,2025,97.87,36.29,99.92,10.42,50.09,10.56,61.24
Arunachal Pradesh,Siang,2020,33.13,53.45,97.96,53.72,69.79,15.22,84.96
Telangana,Jayashankar Bhupalpally,2015,43.8,53.53,77.69,53.2,90.1,31.41,24.43
Kerala,Ernakulam,2022,80.46,90.02,27.31,52.21,83.32,48.83,93.26
Andhra Pradesh,Srikakulam,2023,95.06,11.94,25.03,32.06,20.24,84.46,82.46
Jharkhand,Gumla,2019,62.13,18.71,58.77,77.63,26.4,13.77,92.96
Karnataka,Tumakuru,2024,10.09,66.88,82.27,13.01,36.46,92.78,98.09
Karnataka,Bagalkot,2017,91.25,75.59,74.88,47.67,45.47,56.55,53.51
Uttar Pradesh,Balrampur,2025,58.96,44.33,76.87,80.61,90.68,89.21,98.8
West Bengal,Alipurduar,2021,44.11,19.44,49.6,69.79,40.17,89.11,63.96
Odisha,Cuttack,2017,74.21,25.56,37.13,82.98,69.57,42.6,72.09
Andhra Pradesh,Guntur,2023,40.82,52.42,72.87,93.19,13.07,88.65,49.46
Bihar,Nawada,2015,38.72,22.05,60.8,18.99,42.79,56.39,45.77
Punjab,Fatehgarh Sahib,2020,50.63,59.19,85.07,33.47,67.6,25.27,66.56
Madhya Pradesh,Umaria,2019,39.54,74.8,71.71,75.23,57.6,57.4,55.69
Tamil Nadu,Pudukkottai,2015,58.56,34.3,78.18,71.2,23.61,70.77,93.03
Rajasthan,Sawai Madhopur,2015,71.86,83.33,95.94,35.16,80.8,43.92,38.53
Haryana,Rohtak,2019,52.08,12.86,10.86,31.67,53.13,52.92,24.57
Sikkim,Gyalshing,2018,97.65,58.37,86.04,55.9,32.61,46.3,80.4
Maharashtra,Gadchiroli,2019,40.01,80.01,89.51,47.54,36.02,96.03,18.13
Madhya Pradesh,Shajapur,2022,71.71,88.63,15.25,50.25,12.0,89.08,71.31
Telangana,Ranga Reddy,2016,33.97,72.49,22.19,70.93,32.86,18.3,92.59
Chhattisgarh,Korea,2015,36.26,60.86,53.98,68.31,10.8,23.96,10.66
Gujarat,Patan,2020,80.29,48.68,24.22,30.59,94.6,50.08,10.36
Andhra Pradesh,Visakhapatnam,2020,81.7,97.92,35.12,39.26,96.83,47.61,33.71
Assam,Cachar,2023,36.0,51.15,16.1,51.59,91.16,64.1,86.09
Tamil Nadu,Madurai,2020,56.25,20.7,45.75,71.19,52.4,81.66,42.37
Uttar Pradesh,Ghazipur,2018,42.52,15.15,95.42,81.08,62.26,84.81,81.04
Punjab,Sahibzada Ajit Singh Nagar (Mohali),2023,33.55,60.13,67.2,46.21,83.53,15.94,50.82
Gujarat,Aravalli,2017,52.89,21.95,12.63,23.55,59.71,15.18,79.69
Rajasthan,Pratapgarh,2023,58.6,51.23,85.81,61.95,46.66,91.24,32.46
Bihar,Bhojpur,2019,57.62,87.26,30.51,65.68,89.0,42.27,39.54
Nagaland,Phek,2022,13.81,86.77,62.49,42.77,92.74,69.29,16.65
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2025,15.96,63.73,48.99,82.76,72.87,95.87,29.09
Madhya Pradesh,Mandsaur,2021,15.59,43.35,99.34,38.78,42.47,78.05,39.19
Andhra Pradesh,Alluri Sitharama Raju,2023,56.81,88.73,39.48,58.08,20.08,61.67,83.77
West Bengal,South 24 Parganas,2015,25.82,24.01,57.21,98.15,65.9,24.02,84.57
Chhattisgarh,Bastar,2016,96.64,64.02,71.47,74.05,74.83,98.67,77.28
Punjab,Rupnagar,2019,59.45,14.82,53.03,61.42,32.02,37.55,73.51
Madhya Pradesh,Damoh,2016,71.69,92.89,67.1,91.23,43.76,71.31,17.62
Chhattisgarh,Narayanpur,2024,52.09,12.81,44.9,19.11,89.9,26.37,60.0
Maharashtra,Nashik,2015,36.14,12.9,86.1,30.08,59.61,15.69,79.0
Madhya Pradesh,Datia,2020,77.38,97.0,74.13,79.72,89.61,85.99,17.16
Uttar Pradesh,Farrukhabad,2020,85.07,48.08,32.06,50.95,40.27,62.66,74.42
Uttar Pradesh,Basti,2023,46.29,63.92,69.92,80.84,18.43,97.79,62.52
Uttar Pradesh,Gonda,2018,40.08,71.4,40.76,82.94,49.89,88.49,74.76
Uttar Pradesh,Kanpur Nagar,2020,95.85,40.82,61.13,24.57,43.62,99.56,86.58
Chhattisgarh,Balod,2017,60.41,88.89,16.66,47.09,35.82,20.77,16.28
Gujarat,Tapi,2019,90.63,51.5,21.75,89.95,83.2,62.16,82.29
Madhya Pradesh,Katni,2024,43.92,52.08,31.8,48.11,93.31,36.2,41.18
Odisha,Balangir,2019,71.29,73.54,94.87,12.26,63.38,82.66,38.43
Jharkhand,Sahebganj,2022,17.79,26.86,10.67,21.92,17.08,18.9,49.44
Punjab,Pathankot,2018,34.14,52.63,89.37,71.71,49.63,47.22,15.11
Jharkhand,Sahebganj,2022,67.24,76.53,95.73,46.48,95.93,87.59,99.56
Chhattisgarh,Raigarh,2018,10.72,30.37,69.97,53.35,33.71,54.93,85.55
Tamil Nadu,Vellore,2022,18.44,63.15,93.18,90.77,16.02,81.3,19.31
Tamil Nadu,Thiruvarur,2017,78.16,20.3,69.14,96.28,68.64,66.74,80.68
Mizoram,Saiha,2016,32.69,15.03,11.22,93.78,53.98,20.55,81.5
Karnataka,Dakshina Kannada,2015,12.4,11.64,98.67,69.75,84.96,73.76,52.26
Jharkhand,Latehar,2021,28.52,52.72,12.47,86.11,15.57,81.76,46.31
Bihar,Siwan,2015,50.99,72.07,13.87,81.95,37.72,17.3,24.95
Bihar,Nawada,2020,67.01,44.29,34.47,94.89,79.84,10.36,34.5
West Bengal,Birbhum,2017,33.41,13.62,46.74,25.98,20.96,74.43,84.14
Uttar Pradesh,Shahjahanpur,2016,45.55,41.9,30.33,53.17,16.5,26.43,13.63
Rajasthan,Phalodi,2021,14.88,16.98,48.77,38.06,63.41,93.53,86.85
Meghalaya,East Garo Hills,2018,16.11,84.79,37.59,50.38,51.45,41.5,54.05
Arunachal Pradesh,Namsai,2025,80.87,17.44,80.36,76.63,68.51,35.34,18.03
Meghalaya,West Khasi Hills,2018,46.18,62.78,43.66,15.84,11.16,41.15,79.6
Uttar Pradesh,Agra,2024,30.82,85.09,10.19,54.71,10.53,94.12,76.21
Punjab,Patiala,2023,19.62,75.51,18.96,66.21,30.11,49.55,60.66
Arunachal Pradesh,Tirap,2017,48.76,86.3,79.27,60.15,98.95,23.72,14.86
Manipur,Churachandpur,2020,65.01,96.35,79.34,39.62,69.99,51.07,38.53
Uttar Pradesh,Hapur,2019,79.48,40.07,79.27,73.0,80.9,59.02,77.35
Bihar,Bhojpur,2025,35.32,93.86,37.84,13.74,94.77,94.86,57.69
Uttar Pradesh,Varanasi,2022,92.75,83.79,11.17,23.41,74.87,62.9,57.83
Karnataka,Gadag,2017,16.59,68.04,98.83,59.88,34.99,47.52,50.9
Rajasthan,Sirohi,2023,77.77,74.47,19.85,98.31,55.44,88.23,93.49
Assam,Biswanath,2015,18.63,57.85,60.78,44.62,90.68,10.82,37.8
Jharkhand,Lohardaga,2016,72.53,46.98,32.13,68.7,64.6,84.29,33.98
Kerala,Idukki,2019,90.85,92.08,70.63,23.77,49.56,12.66,35.02
Uttar Pradesh,Moradabad,2019,65.02,49.83,72.26,90.9,71.21,19.3,53.48
Haryana,Jhajjar,2015,18.32,70.29,93.56,58.34,40.36,38.51,16.46
Karnataka,Chikkaballapur,2017,71.38,95.55,19.53,39.65,46.93,75.59,45.71
Rajasthan,Kotputli-Behror,2023,21.21,54.76,24.95,84.95,60.66,76.11,62.31
Maharashtra,Nashik,2017,92.47,57.49,23.49,13.46,75.57,95.06,98.65
Tamil Nadu,Dindigul,2017,58.61,89.62,60.28,53.16,17.83,12.07,65.67
Uttar Pradesh,Hamirpur,2019,43.61,47.9,94.6,19.92,28.84,87.91,77.29
Arunachal Pradesh,Longding,2025,56.52,45.67,38.65,11.3,20.47,37.85,63.57
Odisha,Rayagada,2024,18.0,25.1,35.35,35.86,17.58,50.64,54.46
Andhra Pradesh,Parvathipuram Manyam,2018,91.03,86.29,51.29,97.42,56.65,98.53,11.6
Maharashtra,Ratnagiri,2017,59.43,92.36,36.21,48.45,75.26,61.67,67.28
Jharkhand,Sahebganj,2016,53.48,87.46,40.92,57.92,53.3,20.62,55.67
Kerala,Kannur,2015,52.68,66.41,72.46,18.81,64.81,89.77,37.72
Madhya Pradesh,Katni,2022,88.42,10.35,60.14,80.52,69.42,15.29,23.87
Rajasthan,Alwar,2015,17.1,11.35,47.99,53.68,19.2,16.56,14.81
Chhattisgarh,Jashpur,2020,29.42,95.47,11.47,14.85,24.25,14.83,25.13
Meghalaya,East Garo Hills,2016,90.09,48.9,36.45,79.83,48.38,71.06,95.71
Jharkhand,Ranchi,2025,80.09,52.2,43.97,54.74,23.92,78.18,75.46
Tamil Nadu,Chennai,2024,53.9,49.67,76.33,99.45,88.73,38.54,50.88
Gujarat,Gandhinagar,2020,67.86,14.09,55.43,29.62,78.6,37.91,56.15
Assam,Dhubri,2022,60.52,86.47,11.37,44.8,61.38,26.16,52.23
Manipur,Thoubal,2020,40.46,89.54,34.59,92.03,97.81,35.07,23.32
Odisha,Gajapati,2022,69.99,39.13,12.12,60.17,39.31,14.49,54.94
Madhya Pradesh,Sidhi,2022,20.2,44.21,19.44,42.65,45.39,74.31,61.96
Telangana,Bhadradri Kothagudem,2020,79.8,15.56,92.38,79.49,48.59,71.53,19.13
Uttar Pradesh,Ballia,2015,22.42,69.93,68.73,90.47,28.99,23.53,98.33
Odisha,Jagatsinghpur,2023,60.1,61.01,14.9,61.84,36.42,19.24,90.61
Karnataka,Chikkamagaluru,2019,85.86,31.72,34.65,21.67,82.26,43.5,23.77
Chhattisgarh,Raipur,2019,86.97,72.37,71.27,11.98,50.3,97.4,70.74
West Bengal,Malda,2017,98.46,16.7,67.62,75.16,66.69,24.49,47.46
Gujarat,Anand,2019,32.15,56.83,12.98,49.37,38.3,38.47,13.42
Uttar Pradesh,Barabanki,2023,14.62,59.98,70.24,98.92,61.35,47.26,85.73
Bihar,Jamui,2017,17.35,40.38,30.47,90.87,91.23,46.28,26.49
Chhattisgarh,Korba,2023,97.81,65.34,37.17,10.16,45.15,78.22,76.41
Madhya Pradesh,Gwalior,2017,15.21,13.68,28.43,36.12,16.32,80.32,69.33
Nagaland,Tseminyu,2024,59.16,44.38,62.6,25.22,18.06,29.99,52.68
Maharashtra,Mumbai Suburban,2017,44.51,36.7,47.86,20.02,11.12,57.39,78.32
