state,district,year,population,male_population,female_population,population_growth_rate,urban_population,rural_population
Telangana,Jangaon,2023,3106184,1019781,1234855,1.59,1547874,2478880
Telangana,Jangaon,2024,4020811,1302271,2283922,1.48,1858718,2189672
Telangana,Jangaon,2025,4091178,1679827,149185,2.14,736740,714580
Telangana,Jayashankar Bhupalpally,2015,4534983,2472613,2021144,1.94,581126,144628
Telangana,Jayashankar Bhupalpally,2016,3354031,1465222,1781138,2.0,1655248,1468301
Telangana,Jayashankar Bhupalpally,2017,3800363,361830,1363866,1.27,382204,1290426
Telangana,Jayashankar Bhupalpally,2018,2300276,2200478,2093469,2.51,32861,425976
Telangana,Jayashankar Bhupalpally,2019,2404342,439299,2415517,1.01,506414,789748
Telangana,Jayashankar Bhupalpally,2020,64839,1374724,29106,1.22,1563703,1265039
Telangana,Jayashankar Bhupalpally,2021,88711,2456633,1340441,2.89,162319,2979995
Telangana,Jayashankar Bhupalpally,2022,597186,2066248,2199868,3.01,1579433,2679862
Telangana,Jayashankar Bhupalpally,2023,2088006,2485829,1386958,1.69,1759924,1596709
Telangana,Jayashankar Bhupalpally,2024,249792,590894,920699,2.02,1654791,1311483
Telangana,Jayashankar Bhupalpally,2025,1154335,1259693,866063,1.89,1460388,821117
Telangana,Jogulamba Gadwal,2015,271492,2228155,1309654,0.7,127728,424145
Telangana,Jogulamba Gadwal,2016,4331274,1581887,656376,2.15,1151100,2703540
Telangana,Jogulamba Gadwal,2017,1968164,1815565,1471066,0.92,417645,2372903
Telangana,Jogulamba Gadwal,2018,123179,1129401,418267,0.84,1836459,1408648
Telangana,Jogulamba Gadwal,2019,2628790,1880903,743954,3.08,1334497,970400
Telangana,Jogulamba Gadwal,2020,3158011,240073,2263181,2.52,473348,1676496
Telangana,Jogulamba Gadwal,2021,203297,2008324,1927063,2.2,1584566,1133004
Telangana,Jogulamba Gadwal,2022,2671301,398426,844617,1.56,827894,1688568
Telangana,Jogulamba Gadwal,2023,4361927,1560919,1975721,1.38,876005,2065729
Telangana,Jogulamba Gadwal,2024,2440821,84246,1311930,2.67,1324688,2785823
Telangana,Jogulamba Gadwal,2025,3879670,1711947,2228456,0.97,103720,179798
Telangana,Kamareddy,2015,3487059,1292498,2067311,3.09,1886902,1077057
Telangana,Kamareddy,2016,142479,918052,2093547,2.93,1609894,2151737
Telangana,Kamareddy,2017,1604310,1661360,2150010,3.26,1670545,954294
Telangana,Kamareddy,2018,2371190,1183070,1205952,2.23,593683,2219356
Telangana,Kamareddy,2019,4560385,1357155,2446126,2.14,713871,2896367
Telangana,Kamareddy,2020,1884446,1034674,1320389,1.54,1730082,1926135
Telangana,Kamareddy,2021,381801,2221893,705872,2.09,1415556,340695
Telangana,Kamareddy,2022,1306952,1025036,1015972,1.81,853039,2635102
Telangana,Kamareddy,2023,919163,1656583,1707607,1.31,886539,330069
Telangana,Kamareddy,2024,1869288,2059546,1062986,2.41,678825,2639582
Telangana,Kamareddy,2025,593469,846748,2495880,1.96,533117,1244052
Telangana,Karimnagar,2015,2800696,1201706,1643106,3.32,1971740,2493461
Telangana,Karimnagar,2016,1226288,1660835,1113865,2.47,61058,1122754
Telangana,Karimnagar,2017,3156729,1994877,1062696,0.68,89900,283652
Telangana,Karimnagar,2018,2089637,1203177,553613,1.02,771497,105419
Telangana,Karimnagar,2019,3228995,1944162,1430510,2.94,1288389,2359585
Telangana,Karimnagar,2020,4910368,428505,1241647,1.4,1952212,1890460
Telangana,Karimnagar,2021,1555488,927492,926540,3.19,1809839,1447604
Telangana,Karimnagar,2022,1634717,1364715,1329281,2.49,870537,2666774
Telangana,Karimnagar,2023,1574264,2075405,581111,1.62,593870,1711725
Telangana,Karimnagar,2024,4348903,1221526,1342063,2.34,1157796,477402
Telangana,Karimnagar,2025,931432,2047992,726510,1.63,155912,2828791
Telangana,Khammam,2015,802353,27352,1617838,0.82,45004,2071189
Telangana,Khammam,2016,781657,1704814,1743550,1.26,433733,1969122
Telangana,Khammam,2017,3926687,1855299,1213555,1.18,604357,1994811
Telangana,Khammam,2018,1695406,923012,1944714,2.51,1691329,167633
Telangana,Khammam,2019,64428,1702354,1834905,2.95,102731,2827502
Telangana,Khammam,2020,3382675,1485133,151934,1.55,1136664,551200
Telangana,Khammam,2021,4105428,1507894,2188616,3.49,397944,1168394
Telangana,Khammam,2022,3278830,1701015,741275,0.75,1328843,1844036
Telangana,Khammam,2023,1258900,191809,1395468,3.25,405991,84818
Telangana,Khammam,2024,2540737,2095807,1017329,0.61,1359460,2025075
Telangana,Khammam,2025,1074419,1461471,1288451,0.51,501687,2482212
Telangana,Komaram Bheem Asifabad,2015,4194986,2496872,970433,1.14,1817334,819051
Telangana,Komaram Bheem Asifabad,2016,1820934,357821,525745,2.6,1223778,504462
Telangana,Komaram Bheem Asifabad,2017,3773686,1747022,1990055,2.49,457336,284055
Telangana,Komaram Bheem Asifabad,2018,771287,2328118,1121556,2.67,527548,103322
Telangana,Komaram Bheem Asifabad,2019,1658902,1247684,1205380,2.49,1598590,2063629
Telangana,Komaram Bheem Asifabad,2020,1883751,1327679,2198971,1.02,1342847,624751
Telangana,Komaram Bheem Asifabad,2021,2476200,238603,1669586,1.5,824249,1704067
Telangana,Komaram Bheem Asifabad,2022,2496390,240021,2373073,1.86,621982,731007
Telangana,Komaram Bheem Asifabad,2023,513428,1359587,913872,2.43,37463,122314
Telangana,Komaram Bheem Asifabad,2024,1296711,2363188,988929,2.57,675125,1428793
Telangana,Komaram Bheem Asifabad,2025,554204,698854,957660,1.33,1148543,2719567
Telangana,Mahabubabad,2015,1696380,1459445,1047464,2.0,1812264,1715671
Telangana,Mahabubabad,2016,4913455,1831310,1134338,2.9,1981236,1202950
Telangana,Mahabubabad,2017,327817,1164084,1269563,2.8,1047588,1668698
Telangana,Mahabubabad,2018,4689045,368962,2346677,1.57,1847009,1100497
Telangana,Mahabubabad,2019,2870717,1456655,376936,2.47,980430,1476328
Telangana,Mahabubabad,2020,3893358,1695095,429128,2.08,23474,114976
Telangana,Mahabubabad,2021,304668,956258,83071,2.54,1579521,434816
Telangana,Mahabubabad,2022,2785196,442446,2353386,1.1,1098375,639798
Telangana,Mahabubabad,2023,1820978,1293689,1378961,1.25,1561818,2760418
Telangana,Mahabubabad,2024,4984658,382449,1002522,1.52,1396649,1460982
Telangana,Mahabubabad,2025,2073576,140084,1625980,1.23,115115,2192378
Telangana,Mahabubnagar,2015,207919,223262,1280571,2.21,1447765,285185
Telangana,Mahabubnagar,2016,3191836,1495261,1852756,0.76,808814,1613192
Telangana,Mahabubnagar,2017,1863376,316927,1600879,0.94,1306916,185672
Telangana,Mahabubnagar,2018,2393403,2063862,1973153,2.71,293216,1079005
Telangana,Mahabubnagar,2019,1661592,1781165,1448727,0.54,177388,1049461
Telangana,Mahabubnagar,2020,2934998,1491867,597436,0.98,1331958,2414557
Telangana,Mahabubnagar,2021,81194,75708,1111209,3.38,138298,182065
Telangana,Mahabubnagar,2022,1419254,1171081,1665536,2.56,506530,528863
Telangana,Mahabubnagar,2023,4718602,110278,564531,0.57,1598137,1425368
Telangana,Mahabubnagar,2024,4089060,1946926,975977,3.42,921409,395026
Telangana,Mahabubnagar,2025,3780144,243793,2044410,1.95,228211,1929196
Telangana,Mancherial,2015,1274499,117289,2127879,2.77,1235889,2742800
Telangana,Mancherial,2016,1489299,295443,870616,2.35,1823075,2173491
Telangana,Mancherial,2017,4851744,1506536,934659,1.79,1530622,1054192
Telangana,Mancherial,2018,474891,239112,2344270,0.94,16701,2673266
Telangana,Mancherial,2019,395449,1513009,1820014,1.13,1320238,1131666
Telangana,Mancherial,2020,556574,2114886,1830947,2.6,1586860,2783830
Telangana,Mancherial,2021,4108819,2005490,353336,1.75,261993,2076431
Telangana,Mancherial,2022,4536482,1899392,2126552,1.07,687501,1558931
Telangana,Mancherial,2023,1439846,1084865,2074077,1.25,1710188,875837
Telangana,Mancherial,2024,242813,1138644,1846862,0.96,1928344,939156
Telangana,Mancherial,2025,661541,530513,2114745,0.87,231217,2576367
Telangana,Medak,2015,556760,1946479,718543,2.2,1324859,453754
Telangana,Medak,2016,4156113,1738904,1461454,3.29,1110251,2556619
Telangana,Medak,2017,4397304,2403883,2168475,2.71,183313,1646671
Telangana,Medak,2018,2623481,1735273,1167927,2.51,1553863,2591020
Telangana,Medak,2019,3838787,915488,184879,1.96,850280,769323
Telangana,Medak,2020,1166802,504285,1693836,3.1,445330,2649801
Telangana,Medak,2021,425191,1534774,336559,3.17,1370307,1533502
Telangana,Medak,2022,2439306,1718478,917870,1.93,1349736,2695735
Telangana,Medak,2023,2075137,222636,2406338,1.89,1785641,1557932
Telangana,Medak,2024,2179604,1620287,2046329,3.39,228211,2614493
Telangana,Medak,2025,2202497,1862909,2405663,1.93,1291727,1224448
Telangana,Medchal-Malkajgiri,2015,1574230,1232984,1285259,1.22,428695,2012991
Telangana,Medchal-Malkajgiri,2016,183382,2478308,1335734,2.04,1776161,2127708
Telangana,Medchal-Malkajgiri,2017,2046843,61060,1368145,2.78,1442791,2046336
Telangana,Medchal-Malkajgiri,2018,4102161,1573845,1081651,2.7,781898,1718767
Telangana,Medchal-Malkajgiri,2019,3898108,1588333,320425,2.53,1770638,135730
Telangana,Medchal-Malkajgiri,2020,2653435,702762,1323092,1.16,1788298,1720169
Telangana,Medchal-Malkajgiri,2021,1506961,783615,1702309,0.51,1239692,794279
Telangana,Medchal-Malkajgiri,2022,2458654,485279,1685705,3.27,1646702,2724003
Telangana,Medchal-Malkajgiri,2023,2705238,212188,745714,2.03,321416,949373
Telangana,Medchal-Malkajgiri,2024,3219663,1716474,172102,2.15,821795,443401
Telangana,Medchal-Malkajgiri,2025,736491,1874972,1894749,3.42,1006292,2404399
Telangana,Mulugu,2015,4663213,2173898,948411,2.64,1182455,712673
Telangana,Mulugu,2016,1386562,1011243,2448447,3.47,570628,1388048
Telangana,Mulugu,2017,481623,2284578,963146,2.3,15477,1866134
Telangana,Mulugu,2018,2293233,1519602,1538415,2.49,346118,415547
Telangana,Mulugu,2019,1450344,2143144,1057870,2.41,398321,803334
Telangana,Mulugu,2020,1063946,1510827,786661,2.94,611625,2627353
Telangana,Mulugu,2021,932479,1764315,1524347,1.91,1084877,175744
Telangana,Mulugu,2022,4915785,709153,514765,3.0,1540435,1191456
Telangana,Mulugu,2023,2042316,2093138,1844073,2.26,731367,2282540
Telangana,Mulugu,2024,4616358,1791557,357838,3.27,408258,126764
Telangana,Mulugu,2025,2604954,135636,1497445,1.34,1647639,391812
Telangana,Nagarkurnool,2015,3883980,2477409,533865,0.67,723318,2349598
Telangana,Nagarkurnool,2016,1669196,1846293,1292197,1.05,1406161,145917
Telangana,Nagarkurnool,2017,2308004,1024769,148721,3.04,540684,2819297
Telangana,Nagarkurnool,2018,90454,2091833,1836152,1.21,154467,174686
Telangana,Nagarkurnool,2019,4255841,1410696,2483603,1.53,891350,697239
Telangana,Nagarkurnool,2020,1391398,576796,1975978,2.54,890267,2721738
Telangana,Nagarkurnool,2021,1174986,1358174,281321,1.7,405491,1719975
Telangana,Nagarkurnool,2022,4108468,491188,355509,0.96,138449,2834717
Telangana,Nagarkurnool,2023,96735,298518,47108,0.83,1961675,2934431
Telangana,Nagarkurnool,2024,944027,1847499,41461,1.18,1154326,1606491
Telangana,Nagarkurnool,2025,4522531,355883,97752,1.31,1199656,2185543
Telangana,Nalgonda,2015,1810346,2210022,1770020,1.16,516984,30681
Telangana,Nalgonda,2016,3137474,1692759,1390694,1.72,1446648,270007
Telangana,Nalgonda,2017,4892692,1587217,64655,0.72,600965,1312298
Telangana,Nalgonda,2018,991135,1778176,2194759,0.57,531796,98525
Telangana,Nalgonda,2019,3411322,1442114,864912,0.74,438696,1748138
Telangana,Nalgonda,2020,737972,476948,2457787,1.9,224982,2877947
Telangana,Nalgonda,2021,498921,1939963,1437483,1.33,169507,1420974
Telangana,Nalgonda,2022,1605410,818707,1494383,2.33,1491578,2171905
Telangana,Nalgonda,2023,3275368,967429,1083082,2.32,1968379,2218024
Telangana,Nalgonda,2024,418846,1859104,2229512,2.83,437889,495326
Telangana,Nalgonda,2025,4923517,1956333,1473893,1.26,524557,2526872
Telangana,Narayanpet,2015,1800062,1163593,718379,1.89,300426,2154265
Telangana,Narayanpet,2016,1715569,73047,528111,1.87,1597203,412628
Telangana,Narayanpet,2017,4549078,2190486,610206,2.1,1407453,1826480
Telangana,Narayanpet,2018,3133373,1410409,2279603,0.81,1879577,2335112
Telangana,Narayanpet,2019,3059089,1520098,1146494,2.42,638715,2742777
Telangana,Narayanpet,2020,2582662,71275,578929,3.03,1403180,1865415
Telangana,Narayanpet,2021,2099653,518065,688743,1.25,1269352,989000
Telangana,Narayanpet,2022,187162,620107,415507,1.4,1941545,2266942
Telangana,Narayanpet,2023,3856130,1389251,2318438,2.46,765507,1660071
Telangana,Narayanpet,2024,1287805,62573,1010951,0.69,1811398,2600141
Telangana,Narayanpet,2025,3468652,1992448,1502609,2.6,1597711,1446034
Telangana,Nirmal,2015,1887302,1926732,2255235,3.27,555542,1910760
Telangana,Nirmal,2016,1083003,1147720,1664220,1.89,288415,514763
Telangana,Nirmal,2017,153200,1772841,1048374,1.24,540058,2305034
Telangana,Nirmal,2018,2023979,1355118,302455,1.72,1029651,569058
Telangana,Nirmal,2019,2942778,1058694,700110,2.91,1331697,2636742
Telangana,Nirmal,2020,3962371,1822552,1375164,1.03,678430,696370
Telangana,Nirmal,2021,1421935,760619,2223755,2.49,848597,672982
Telangana,Nirmal,2022,1359343,428107,1851599,0.53,1435454,1958524
Telangana,Nirmal,2023,1306505,813708,302599,0.99,469093,392945
Telangana,Nirmal,2024,2644167,2484679,2109682,3.49,957964,626114
Telangana,Nirmal,2025,3931684,2154810,2152047,2.2,1543451,2990823
Telangana,Nizamabad,2015,2441200,685578,471347,1.09,931062,2188399
Telangana,Nizamabad,2016,4364510,975796,2305683,2.59,735410,1279981
Telangana,Nizamabad,2017,3508158,1676101,1846522,2.08,507185,2191579
Telangana,Nizamabad,2018,174956,2315459,537377,3.11,914985,2314821
Telangana,Nizamabad,2019,3827950,1488320,2075688,3.22,311907,2909687
Telangana,Nizamabad,2020,1737712,2269960,646453,3.48,909258,2985874
Telangana,Nizamabad,2021,804635,189339,1733949,1.78,1377581,2542522
Telangana,Nizamabad,2022,1294116,2021300,860714,3.19,83529,1807144
Telangana,Nizamabad,2023,3576899,1492782,619511,1.28,1269630,2788778
Telangana,Nizamabad,2024,1155176,596439,516365,0.56,517965,1186514
Telangana,Nizamabad,2025,2170486,2199324,99259,2.46,721692,2523775
Telangana,Peddapalli,2015,2211267,955297,312368,1.93,420284,139650
Telangana,Peddapalli,2016,928184,347525,784106,0.61,1084186,2912465
Telangana,Peddapalli,2017,4672193,457912,1662191,2.18,647628,766409
Telangana,Peddapalli,2018,3973922,1255518,171231,3.35,387966,21874
Telangana,Peddapalli,2019,4378076,1148775,347834,3.24,1704056,1219171
Telangana,Peddapalli,2020,884103,1835068,1672752,2.85,1322472,2239125
Telangana,Peddapalli,2021,723846,1150360,1604148,3.1,695233,1372736
Telangana,Peddapalli,2022,314280,463175,698558,1.93,1266096,936045
Telangana,Peddapalli,2023,4782874,1024887,1954254,1.81,1910779,1279723
Telangana,Peddapalli,2024,3427846,1760616,1024887,2.7,1407321,637125
Telangana,Peddapalli,2025,1942789,1594660,857547,1.24,1918581,336678
Telangana,Rajanna Sircilla,2015,1497952,583281,2189456,3.33,60753,2118605
Telangana,Rajanna Sircilla,2016,4700367,1239899,1825314,1.41,723578,233232
Telangana,Rajanna Sircilla,2017,1718670,2129022,677039,2.11,1039111,2063589
Telangana,Rajanna Sircilla,2018,757700,1191418,539186,1.06,650290,1014867
Telangana,Rajanna Sircilla,2019,4716230,2047630,692205,2.44,795607,576567
Telangana,Rajanna Sircilla,2020,4212106,896778,934582,2.77,1725866,1988405
Telangana,Rajanna Sircilla,2021,588113,409942,140460,1.65,1247989,1062853
Telangana,Rajanna Sircilla,2022,1168851,1796821,800480,3.2,1013098,2451450
Telangana,Rajanna Sircilla,2023,1640890,923827,1512996,2.5,1004581,1567776
Telangana,Rajanna Sircilla,2024,3049254,946435,1486952,1.98,1720122,2832382
Telangana,Rajanna Sircilla,2025,1764331,1815205,593307,2.73,849386,2304001
Telangana,Ranga Reddy,2015,830319,275885,2288578,1.41,279251,1862682
Telangana,Ranga Reddy,2016,4441066,298428,814860,2.34,1341193,44197
Telangana,Ranga Reddy,2017,2957010,229516,816984,0.79,1913693,2178124
Telangana,Ranga Reddy,2018,2446328,1423433,2297746,2.78,726393,497787
Telangana,Ranga Reddy,2019,1601409,1417403,1610083,2.78,435300,2612007
Telangana,Ranga Reddy,2020,1803656,889299,683383,2.69,589378,1874805
Telangana,Ranga Reddy,2021,4739868,277085,1658198,0.86,650255,1051152
Telangana,Ranga Reddy,2022,485789,1610424,664123,3.27,81882,2673191
Telangana,Ranga Reddy,2023,1472018,1492039,2299502,2.41,159577,2127076
Telangana,Ranga Reddy,2024,4355133,872900,1557411,3.21,952550,1646272
Telangana,Ranga Reddy,2025,2924131,1993630,1302465,3.28,712637,2337714
Telangana,Sangareddy,2015,4319287,1840963,1531793,1.47,1182029,1160423
Telangana,Sangareddy,2016,888231,575053,415760,1.29,1326039,141140
Telangana,Sangareddy,2017,1825483,2256848,1231178,1.61,640835,293765
Telangana,Sangareddy,2018,1035257,1260468,1129319,0.76,1831088,1098471
Telangana,Sangareddy,2019,4596095,575199,1482275,2.19,126117,2516374
Telangana,Sangareddy,2020,4622613,2001420,568908,1.01,1139249,2537234
Telangana,Sangareddy,2021,2864232,2385554,2348916,2.6,208232,1331534
Telangana,Sangareddy,2022,2151056,1854110,385814,1.4,751817,2674774
Telangana,Sangareddy,2023,1195896,1957549,1567546,3.23,683208,1757310
Telangana,Sangareddy,2024,1374824,1194898,2008110,2.48,1700807,1604775
Telangana,Sangareddy,2025,2211965,1170123,231933,1.51,1374331,2840665
Telangana,Siddipet,2015,3565736,2408662,778965,3.1,16913,1143671
Telangana,Siddipet,2016,2786400,334759,343873,1.93,922385,679572
Telangana,Siddipet,2017,4933967,1266020,492144,2.83,1996105,665301
Telangana,Siddipet,2018,2216253,1710392,2011471,2.97,443227,1941450
Telangana,Siddipet,2019,2652093,460047,742915,3.44,352813,2451118
Telangana,Siddipet,2020,779789,2200964,134094,2.65,1413140,2053476
Telangana,Siddipet,2021,776666,740935,340491,2.03,881456,1663405
Telangana,Siddipet,2022,451865,841037,1244899,2.54,1058908,985040
Telangana,Siddipet,2023,591602,322210,2139486,1.25,1667119,2666276
Telangana,Siddipet,2024,65681,1809758,1729931,3.04,330249,2651175
Telangana,Siddipet,2025,572969,848174,1972673,0.52,1010796,2467909
Telangana,Suryapet,2015,4813460,351694,1285744,1.27,1119545,2561837
Telangana,Suryapet,2016,1845795,1193663,1954030,0.85,1962840,2843970
Telangana,Suryapet,2017,3864501,1073946,77012,3.25,193592,2018713
Telangana,Suryapet,2018,1199578,1926739,848976,1.56,766544,2816853
Telangana,Suryapet,2019,3606696,510024,331467,3.49,906545,1240391
Telangana,Suryapet,2020,3049991,109451,437870,1.92,658712,2557123
Telangana,Suryapet,2021,3683584,904881,1587498,1.89,1612535,2465958
Telangana,Suryapet,2022,508008,733882,540389,1.03,328021,1314084
Telangana,Suryapet,2023,4173485,2397486,79965,1.5,1001288,2323339
Telangana,Suryapet,2024,1620164,1898161,1978128,2.4,1202335,2926384
Telangana,Suryapet,2025,590294,969080,485185,1.68,1717504,890244
Telangana,Vikarabad,2015,3810268,1789520,2315188,1.36,938835,2385994
Telangana,Vikarabad,2016,2546494,713430,543671,1.47,1582492,2760745
Telangana,Vikarabad,2017,4450475,2377341,2483002,3.0,1286128,1042384
Telangana,Vikarabad,2018,1125481,1706885,2093640,2.69,1104561,804862
Telangana,Vikarabad,2019,4298716,1734349,1903495,1.69,1982074,184239
Telangana,Vikarabad,2020,4295065,1005753,1579890,2.7,364422,2835900
Telangana,Vikarabad,2021,2398191,1471279,1103380,1.11,356150,763835
Telangana,Vikarabad,2022,2443342,299851,1287079,3.28,1097361,2198302
Telangana,Vikarabad,2023,1596407,2491911,1588560,1.53,444370,110503
Telangana,Vikarabad,2024,1868142,609484,2182462,0.89,1897380,349504
Telangana,Vikarabad,2025,3456299,72581,2219823,0.67,254891,698806
Telangana,Wanaparthy,2015,946334,1608851,2451393,2.46,460020,456609
Telangana,Wanaparthy,2016,137067,290624,1881676,0.73,160008,325899
Telangana,Wanaparthy,2017,1520096,1543195,150711,2.76,575192,1632201
Telangana,Wanaparthy,2018,2726321,1352296,1605983,1.34,1653250,20873
Telangana,Wanaparthy,2019,3791178,588621,2396781,1.26,599792,2811141
Telangana,Wanaparthy,2020,184941,1143132,1782494,1.1,978074,2544862
Telangana,Wanaparthy,2021,4883118,390456,684386,3.46,1276312,1828056
Telangana,Wanaparthy,2022,2099002,1987976,650356,1.71,93838,2609558
Telangana,Wanaparthy,2023,59763,794961,1303085,2.86,1268476,1034224
Telangana,Wanaparthy,2024,187520,2105906,511495,1.65,94083,744044
Telangana,Wanaparthy,2025,4001479,1572765,1260242,2.86,766089,2365072
Telangana,Warangal,2015,271515,866910,62254,3.36,252189,2945589
Telangana,Warangal,2016,2627910,1102543,2432854,3.37,1684252,1580707
Telangana,Warangal,2017,3710174,246918,257698,2.93,1856646,2184838
Telangana,Warangal,2018,537009,1354442,508558,2.39,50557,1736765
Telangana,Warangal,2019,1931986,1460889,803931,2.4,651692,2486042
Telangana,Warangal,2020,2428693,2221087,1013164,1.71,610646,379599
Telangana,Warangal,2021,4849362,2109195,1181433,0.52,1262271,1077607
Telangana,Warangal,2022,1636377,2147598,67964,2.21,1442748,240972
Telangana,Warangal,2023,3292768,1101923,449915,2.29,330854,292928
Telangana,Warangal,2024,3896505,1546281,2421232,2.07,1027767,1578096
Telangana,Warangal,2025,2227427,1887536,1001603,1.21,1013088,1463135
Telangana,Yadadri Bhuvanagiri,2015,2478167,1689017,2343653,0.88,951143,575187
Telangana,Yadadri Bhuvanagiri,2016,3977448,2008405,2267975,1.4,211468,2398665
Telangana,Yadadri Bhuvanagiri,2017,2045994,217484,817124,3.45,1569215,2029037
Telangana,Yadadri Bhuvanagiri,2018,2766927,1063618,1520142,0.5,1361965,2909573
Telangana,Yadadri Bhuvanagiri,2019,3391089,1474174,1057868,2.76,236678,455014
Telangana,Yadadri Bhuvanagiri,2020,1335209,844502,1703112,3.23,1666238,448749
Telangana,Yadadri Bhuvanagiri,2021,1483785,840010,1154925,0.81,130736,1335620
Telangana,Yadadri Bhuvanagiri,2022,4429966,2439495,1003973,1.72,1819415,2059394
Telangana,Yadadri Bhuvanagiri,2023,973549,340487,1674217,2.36,1941192,1054718
Telangana,Yadadri Bhuvanagiri,2024,3716507,2361099,1369303,1.0,1512492,146032
Telangana,Yadadri Bhuvanagiri,2025,2303424,1248542,1448722,1.31,235849,802661
Tripura,Dhalai,2015,145566,877245,1032093,0.87,1706433,1213112
Tripura,Dhalai,2016,3576770,1328461,397611,1.82,1543075,1225389
