state,district,year,road_length_km,railway_stations,buses_operating,registered_vehicles,airports_nearby
Telangana,Medchal-Malkajgiri,2022,5788,50,943,1499952,2
Telangana,Medchal-Malkajgiri,2023,253,12,1696,1211587,1
Telangana,Medchal-Malkajgiri,2024,8262,26,61,1641411,2
Telangana,Medchal-Malkajgiri,2025,5887,46,890,1813265,1
Telangana,Mulugu,2015,3262,29,1872,1766334,2
Telangana,Mulugu,2016,5609,23,1701,1988512,1
Telangana,Mulugu,2017,5220,3,831,1827368,3
Telangana,Mulugu,2018,7241,5,1067,1214215,2
Telangana,Mulugu,2019,9453,4,1849,1209647,2
Telangana,Mulugu,2020,9376,16,1377,359606,0
Telangana,Mulugu,2021,8280,3,330,571554,1
Telangana,Mulugu,2022,8487,44,477,11666,1
Telangana,Mulugu,2023,9812,29,1316,961219,0
Telangana,Mulugu,2024,7066,19,1945,379430,1
Telangana,Mulugu,2025,1281,20,202,237944,2
Telangana,Nagarkurnool,2015,9105,37,1330,181288,0
Telangana,Nagarkurnool,2016,2186,26,1053,415767,3
Telangana,Nagarkurnool,2017,494,20,1027,1042765,0
Telangana,Nagarkurnool,2018,2923,26,383,981982,3
Telangana,Nagarkurnool,2019,7344,1,1313,388818,2
Telangana,Nagarkurnool,2020,4765,4,345,1793836,2
Telangana,Nagarkurnool,2021,4675,16,637,1016538,2
Telangana,Nagarkurnool,2022,6876,18,1302,408446,2
Telangana,Nagarkurnool,2023,7280,10,683,1204556,1
Telangana,Nagarkurnool,2024,1417,50,562,1520823,3
Telangana,Nagarkurnool,2025,5871,31,1776,893190,2
Telangana,Nalgonda,2015,1852,44,1834,312353,1
Telangana,Nalgonda,2016,5450,23,1943,461044,1
Telangana,Nalgonda,2017,6361,21,733,986029,2
Telangana,Nalgonda,2018,2136,28,1327,1419897,3
Telangana,Nalgonda,2019,7080,14,510,816608,3
Telangana,Nalgonda,2020,3665,11,1899,216568,3
Telangana,Nalgonda,2021,9988,26,1614,196809,0
Telangana,Nalgonda,2022,7304,9,1836,225022,1
Telangana,Nalgonda,2023,7119,44,1250,136753,1
Telangana,Nalgonda,2024,2751,31,1694,365979,1
Telangana,Nalgonda,2025,5089,3,1280,957435,0
Telangana,Narayanpet,2015,6936,47,1631,1982833,2
Telangana,Narayanpet,2016,248,7,416,962795,2
Telangana,Narayanpet,2017,3223,27,904,1143391,3
Telangana,Narayanpet,2018,3410,17,122,1679748,3
Telangana,Narayanpet,2019,2487,35,943,94394,2
Telangana,Narayanpet,2020,2887,18,747,1533250,2
Telangana,Narayanpet,2021,2028,23,367,1935412,0
Telangana,Narayanpet,2022,3007,50,1304,1899832,0
Telangana,Narayanpet,2023,7632,20,1576,263652,1
Telangana,Narayanpet,2024,6766,27,1652,472553,0
Telangana,Narayanpet,2025,6234,48,1641,761750,1
Telangana,Nirmal,2015,4549,35,1638,1322775,3
Telangana,Nirmal,2016,1395,30,1701,568347,2
Telangana,Nirmal,2017,8820,46,892,1652477,2
Telangana,Nirmal,2018,2309,22,1936,28487,0
Telangana,Nirmal,2019,8882,18,543,477648,3
Telangana,Nirmal,2020,2935,28,823,673311,2
Telangana,Nirmal,2021,7783,46,1244,295180,3
Telangana,Nirmal,2022,1106,27,287,235777,0
Telangana,Nirmal,2023,6309,4,408,1378550,2
Telangana,Nirmal,2024,1493,16,974,169824,1
Telangana,Nirmal,2025,952,18,1882,1337910,0
Telangana,Nizamabad,2015,1757,35,994,1462087,2
Telangana,Nizamabad,2016,878,7,1358,641279,3
Telangana,Nizamabad,2017,5621,13,737,1057509,0
Telangana,Nizamabad,2018,8573,46,1128,733215,0
Telangana,Nizamabad,2019,1993,49,802,205747,2
Telangana,Nizamabad,2020,1362,8,397,923806,2
Telangana,Nizamabad,2021,2415,42,375,370911,3
Telangana,Nizamabad,2022,5510,4,1399,881472,1
Telangana,Nizamabad,2023,832,22,1881,982199,2
Telangana,Nizamabad,2024,7984,22,1592,1338611,3
Telangana,Nizamabad,2025,3848,6,544,1660301,0
Telangana,Peddapalli,2015,840,48,653,493698,0
Telangana,Peddapalli,2016,8886,31,396,338351,1
Telangana,Peddapalli,2017,6905,47,838,1941837,0
Telangana,Peddapalli,2018,4443,9,1935,580559,0
Telangana,Peddapalli,2019,1340,43,1301,1065021,1
Telangana,Peddapalli,2020,9636,42,1379,1444798,0
Telangana,Peddapalli,2021,9774,45,729,1057356,2
Telangana,Peddapalli,2022,4100,7,1265,237509,1
Telangana,Peddapalli,2023,7390,26,1004,1614174,3
Telangana,Peddapalli,2024,8142,8,571,745073,3
Telangana,Peddapalli,2025,9686,21,1278,815616,1
Telangana,Rajanna Sircilla,2015,317,18,1137,110435,2
Telangana,Rajanna Sircilla,2016,6260,32,1855,1593560,3
Telangana,Rajanna Sircilla,2017,7790,24,711,71401,3
Telangana,Rajanna Sircilla,2018,6140,27,1027,1348410,3
Telangana,Rajanna Sircilla,2019,2435,9,870,1514310,2
Telangana,Rajanna Sircilla,2020,3843,38,482,517508,1
Telangana,Rajanna Sircilla,2021,5406,8,927,1356178,2
Telangana,Rajanna Sircilla,2022,3169,42,536,467511,0
Telangana,Rajanna Sircilla,2023,8433,37,1572,798763,1
Telangana,Rajanna Sircilla,2024,1649,12,139,992108,0
Telangana,Rajanna Sircilla,2025,8732,28,1827,1455299,2
Telangana,Ranga Reddy,2015,9812,22,1053,473855,3
Telangana,Ranga Reddy,2016,379,7,1003,96889,2
Telangana,Ranga Reddy,2017,6294,33,1817,688413,0
Telangana,Ranga Reddy,2018,6254,26,353,637096,3
Telangana,Ranga Reddy,2019,1668,22,1477,1381385,0
Telangana,Ranga Reddy,2020,4158,2,897,1210114,0
Telangana,Ranga Reddy,2021,4394,20,1452,387812,0
Telangana,Ranga Reddy,2022,8162,25,1179,1660962,0
Telangana,Ranga Reddy,2023,6608,19,1551,766874,1
Telangana,Ranga Reddy,2024,7227,38,360,1675469,0
Telangana,Ranga Reddy,2025,2507,39,879,600275,0
Telangana,Sangareddy,2015,2993,24,657,1173916,1
Telangana,Sangareddy,2016,4394,17,1600,535610,3
Telangana,Sangareddy,2017,2637,8,870,1208866,2
Telangana,Sangareddy,2018,6669,27,604,1691959,2
Telangana,Sangareddy,2019,5813,46,914,1831887,2
Telangana,Sangareddy,2020,1115,26,399,1500161,0
Telangana,Sangareddy,2021,1815,46,1283,902469,0
Telangana,Sangareddy,2022,6694,29,1397,26145,0
Telangana,Sangareddy,2023,3402,8,1513,1944406,3
Telangana,Sangareddy,2024,3548,41,902,1286112,2
Telangana,Sangareddy,2025,1349,27,90,317686,1
Telangana,Siddipet,2015,4432,46,486,752622,0
Telangana,Siddipet,2016,7545,23,1826,1959625,2
Telangana,Siddipet,2017,1619,20,954,1987980,1
Telangana,Siddipet,2018,3909,41,436,1573773,0
Telangana,Siddipet,2019,7260,3,755,539451,2
Telangana,Siddipet,2020,6246,43,239,582759,0
Telangana,Siddipet,2021,1182,39,1151,1532550,1
Telangana,Siddipet,2022,1839,42,507,1383597,1
Telangana,Siddipet,2023,2414,2,259,98713,1
Telangana,Siddipet,2024,1948,45,717,598275,3
Telangana,Siddipet,2025,5703,40,1626,1671089,1
Telangana,Suryapet,2015,9048,5,1675,1885013,0
Telangana,Suryapet,2016,2696,49,969,1781852,0
Telangana,Suryapet,2017,9179,2,645,1685615,3
Telangana,Suryapet,2018,6574,39,533,1766066,2
Telangana,Suryapet,2019,9042,42,1858,144885,2
Telangana,Suryapet,2020,3582,28,1302,374849,3
Telangana,Suryapet,2021,5100,28,524,892392,1
Telangana,Suryapet,2022,5890,6,743,367252,2
Telangana,Suryapet,2023,9593,30,1174,657473,0
Telangana,Suryapet,2024,7419,23,640,108100,3
Telangana,Suryapet,2025,2123,40,1252,31232,3
Telangana,Vikarabad,2015,5365,28,923,177854,3
Telangana,Vikarabad,2016,6576,41,95,1999231,2
Telangana,Vikarabad,2017,2330,45,694,734076,3
Telangana,Vikarabad,2018,8475,33,1683,353967,2
Telangana,Vikarabad,2019,1432,4,178,165689,3
Telangana,Vikarabad,2020,3133,48,328,622271,0
Telangana,Vikarabad,2021,2695,45,630,939966,0
Telangana,Vikarabad,2022,9299,40,1094,1504856,0
Telangana,Vikarabad,2023,909,47,119,1210009,1
Telangana,Vikarabad,2024,6644,19,227,1851543,3
Telangana,Vikarabad,2025,5124,39,1158,743493,1
Telangana,Wanaparthy,2015,3737,44,1989,608397,1
Telangana,Wanaparthy,2016,6889,34,992,615689,2
Telangana,Wanaparthy,2017,7279,4,929,626337,3
Telangana,Wanaparthy,2018,1763,44,1267,896103,1
Telangana,Wanaparthy,2019,3504,36,108,1068571,0
Telangana,Wanaparthy,2020,4456,43,757,1694289,3
Telangana,Wanaparthy,2021,7761,1,512,1255551,0
Telangana,Wanaparthy,2022,2849,34,1568,1327816,0
Telangana,Wanaparthy,2023,5828,47,1873,1494811,2
Telangana,Wanaparthy,2024,4816,2,1718,857213,0
Telangana,Wanaparthy,2025,2181,38,923,277334,3
Telangana,Warangal,2015,8616,40,372,290062,1
Telangana,Warangal,2016,4503,4,1775,694920,2
Telangana,Warangal,2017,6074,23,1061,1179143,3
Telangana,Warangal,2018,8397,4,284,599236,1
Telangana,Warangal,2019,8034,44,1949,227295,1
Telangana,Warangal,2020,6617,8,1111,296848,2
Telangana,Warangal,2021,7740,33,948,464173,3
Telangana,Warangal,2022,4643,39,928,998834,3
Telangana,Warangal,2023,7515,24,1826,1941944,3
Telangana,Warangal,2024,3857,29,1261,801268,0
Telangana,Warangal,2025,1734,19,492,1568134,3
Telangana,Yadadri Bhuvanagiri,2015,3480,21,287,407657,1
Telangana,Yadadri Bhuvanagiri,2016,8486,26,607,365982,3
Telangana,Yadadri Bhuvanagiri,2017,3173,36,1321,1864807,1
Telangana,Yadadri Bhuvanagiri,2018,311,6,1951,285048,1
Telangana,Yadadri Bhuvanagiri,2019,3588,38,101,1396253,0
Telangana,Yadadri Bhuvanagiri,2020,2038,29,1227,41590,1
Telangana,Yadadri Bhuvanagiri,2021,9073,14,1552,1751081,0
Telangana,Yadadri Bhuvanagiri,2022,4612,4,1218,681950,3
Telangana,Yadadri Bhuvanagiri,2023,6720,44,1262,1555742,3
Telangana,Yadadri Bhuvanagiri,2024,1159,21,1844,1528463,0
Telangana,Yadadri Bhuvanagiri,2025,8546,22,1672,580815,3
Tripura,Dhalai,2015,9255,19,1641,262239,2
Tripura,Dhalai,2016,9910,32,491,1779253,1
Tripura,Dhalai,2017,5083,20,1162,234532,3
Tripura,Dhalai,2018,9962,23,115,220855,2
Tripura,Dhalai,2019,392,1,236,1624737,2
Tripura,Dhalai,2020,8769,42,615,1778056,2
Tripura,Dhalai,2021,8764,11,1481,161022,1
Tripura,Dhalai,2022,2362,15,440,1038002,1
Tripura,Dhalai,2023,6729,48,265,485785,3
Tripura,Dhalai,2024,7283,1,1887,1608161,0
Tripura,Dhalai,2025,1314,2,865,607171,3
Tripura,Gomati,2015,2183,9,556,618033,3
Tripura,Gomati,2016,6504,6,699,1084067,3
Tripura,Gomati,2017,7656,42,749,1470826,3
Tripura,Gomati,2018,9636,33,599,278995,0
Tripura,Gomati,2019,6792,29,965,929933,0
Tripura,Gomati,2020,4565,6,239,264233,1
Tripura,Gomati,2021,8671,40,1734,1215450,0
Tripura,Gomati,2022,8698,25,805,205226,1
Tripura,Gomati,2023,3977,16,667,34330,1
Tripura,Gomati,2024,1167,33,1271,1029278,0
Tripura,Gomati,2025,7477,28,1398,1995471,1
Tripura,Khowai,2015,686,41,1095,816741,1
Tripura,Khowai,2016,2153,45,1924,1221084,2
Tripura,Khowai,2017,1379,38,1178,483652,3
Tripura,Khowai,2018,4113,27,609,543801,1
Tripura,Khowai,2019,4379,8,1862,841038,1
Tripura,Khowai,2020,8001,31,1937,1596128,2
Tripura,Khowai,2021,6789,13,1240,1379977,1
Tripura,Khowai,2022,7275,17,1285,1109442,3
Tripura,Khowai,2023,9360,7,335,528010,3
Tripura,Khowai,2024,3811,19,940,1912260,3
Tripura,Khowai,2025,1836,13,647,61255,0
Tripura,North Tripura,2015,1245,29,1106,1618875,2
Tripura,North Tripura,2016,8547,12,1812,536054,3
Tripura,North Tripura,2017,5713,6,791,735226,2
Tripura,North Tripura,2018,3591,4,1274,1180107,2
Tripura,North Tripura,2019,5172,40,174,1704203,1
Tripura,North Tripura,2020,9651,34,1730,96853,0
Tripura,North Tripura,2021,220,28,961,1849208,0
Tripura,North Tripura,2022,256,16,1665,848643,2
Tripura,North Tripura,2023,220,42,1183,121152,0
Tripura,North Tripura,2024,874,34,681,10420,2
Tripura,North Tripura,2025,6564,39,504,1870066,1
Tripura,Sepahijala,2015,6988,3,702,1426866,0
Tripura,Sepahijala,2016,7441,5,1145,1726801,2
Tripura,Sepahijala,2017,328,5,1181,1922549,2
Tripura,Sepahijala,2018,2847,35,1335,1392971,0
Tripura,Sepahijala,2019,1929,49,1472,242242,3
Tripura,Sepahijala,2020,3127,10,1365,531820,3
Tripura,Sepahijala,2021,5657,28,722,486287,3
Tripura,Sepahijala,2022,6970,14,157,1350047,0
Tripura,Sepahijala,2023,4091,39,1668,1068635,1
Tripura,Sepahijala,2024,890,12,1612,1806633,2
Tripura,Sepahijala,2025,8095,30,1237,245315,1
Tripura,South Tripura,2015,1977,17,163,1237729,3
Tripura,South Tripura,2016,595,43,1356,347157,1
Tripura,South Tripura,2017,3419,47,413,979115,2
Tripura,South Tripura,2018,2401,6,1903,1435972,2
Tripura,South Tripura,2019,9610,15,1998,1963268,0
Tripura,South Tripura,2020,441,34,742,580132,2
Tripura,South Tripura,2021,2769,9,1257,1255372,2
Tripura,South Tripura,2022,1051,24,378,726163,0
Tripura,South Tripura,2023,5088,20,1151,1636547,1
Tripura,South Tripura,2024,1649,26,543,475827,2
Tripura,South Tripura,2025,5943,36,313,631718,2
Tripura,Unakoti,2015,3570,39,1977,181792,1
Tripura,Unakoti,2016,3621,33,628,1664534,3
Tripura,Unakoti,2017,2690,29,312,1740747,0
Tripura,Unakoti,2018,7164,38,1082,1416745,2
Tripura,Unakoti,2019,7549,1,984,351467,3
Tripura,Unakoti,2020,8346,4,1066,1543514,2
Tripura,Unakoti,2021,9492,2,753,1411528,1
Tripura,Unakoti,2022,7362,50,1734,549003,1
Tripura,Unakoti,2023,6596,18,508,1431242,2
Tripura,Unakoti,2024,6106,47,1762,834838,3
Tripura,Unakoti,2025,7142,4,437,84251,0
Tripura,West Tripura,2015,1531,46,1618,1082279,2
Tripura,West Tripura,2016,926,2,784,202692,1
Tripura,West Tripura,2017,6166,19,569,59685,2
Tripura,West Tripura,2018,7431,30,343,1980419,2
Tripura,West Tripura,2019,4096,34,1742,535958,1
Tripura,West Tripura,2020,3886,26,1213,109595,1
Tripura,West Tripura,2021,5689,2,410,358599,1
Tripura,West Tripura,2022,8388,25,1575,1298988,2
Tripura,West Tripura,2023,4744,38,732,1201944,3
Tripura,West Tripura,2024,2694,48,1114,494905,2
Tripura,West Tripura,2025,8284,13,1881,1424952,3
Uttar Pradesh,Agra,2015,848,25,1878,1135417,3
Uttar Pradesh,Agra,2016,8368,27,251,1494232,2
Uttar Pradesh,Agra,2017,351,35,1235,528451,1
Uttar Pradesh,Agra,2018,8051,30,998,1674044,0
Uttar Pradesh,Agra,2019,7314,23,395,37829,3
Uttar Pradesh,Agra,2020,6065,23,238,922621,3
Uttar Pradesh,Agra,2021,7287,14,1410,850637,1
Uttar Pradesh,Agra,2022,5461,10,342,1789702,1
Uttar Pradesh,Agra,2023,5410,48,1140,799412,2
Uttar Pradesh,Agra,2024,4761,16,1839,162534,0
Uttar Pradesh,Agra,2025,7050,13,265,1167025,3
Uttar Pradesh,Aligarh,2015,4195,49,743,1232508,3
Uttar Pradesh,Aligarh,2016,4378,21,1709,1675391,2
Uttar Pradesh,Aligarh,2017,1725,49,1057,1915230,2
Uttar Pradesh,Aligarh,2018,6538,21,1448,795351,3
Uttar Pradesh,Aligarh,2019,6008,31,897,1980100,2
Uttar Pradesh,Aligarh,2020,8204,32,257,460349,1
Uttar Pradesh,Aligarh,2021,8376,40,1346,106203,2
Uttar Pradesh,Aligarh,2022,4552,30,1927,1896479,3
Uttar Pradesh,Aligarh,2023,4108,9,1125,663655,0
Uttar Pradesh,Aligarh,2024,507,10,344,1354919,1
Uttar Pradesh,Aligarh,2025,8020,38,1276,140614,1
Uttar Pradesh,Ambedkar Nagar,2015,3589,13,818,1610760,2
Uttar Pradesh,Ambedkar Nagar,2016,1093,45,332,465103,2
Uttar Pradesh,Ambedkar Nagar,2017,3955,50,315,491199,1
Uttar Pradesh,Ambedkar Nagar,2018,3339,4,1524,773297,2
Uttar Pradesh,Ambedkar Nagar,2019,9168,28,142,1276837,3
Uttar Pradesh,Ambedkar Nagar,2020,4066,32,1920,1459919,0
Uttar Pradesh,Ambedkar Nagar,2021,3974,46,1257,1302548,2
Uttar Pradesh,Ambedkar Nagar,2022,5867,11,166,1519199,0
Uttar Pradesh,Ambedkar Nagar,2023,7542,7,1187,190696,2
Uttar Pradesh,Ambedkar Nagar,2024,280,50,1212,434054,1
Uttar Pradesh,Ambedkar Nagar,2025,2561,19,1797,1813374,2
Uttar Pradesh,Amethi,2015,4543,12,309,880275,3
Uttar Pradesh,Amethi,2016,8700,44,895,1286767,2
Uttar Pradesh,Amethi,2017,1989,49,1402,1578977,2
Uttar Pradesh,Amethi,2018,7240,34,342,1097969,0
Uttar Pradesh,Amethi,2019,9493,25,1978,201668,2
Uttar Pradesh,Amethi,2020,6765,2,1943,338743,3
Uttar Pradesh,Amethi,2021,8615,24,1594,148138,1
Uttar Pradesh,Amethi,2022,5183,7,1573,814690,2
Uttar Pradesh,Amethi,2023,6920,46,406,1702894,0
Uttar Pradesh,Amethi,2024,4722,22,1344,1006198,2
Uttar Pradesh,Amethi,2025,7088,32,1171,206026,2
Uttar Pradesh,Amroha,2015,7801,40,935,1566069,0
Uttar Pradesh,Amroha,2016,9515,3,672,170845,0
Uttar Pradesh,Amroha,2017,8146,6,1597,183790,0
Uttar Pradesh,Amroha,2018,4871,45,1916,175242,0
Uttar Pradesh,Amroha,2019,4911,41,723,1189231,1
Uttar Pradesh,Amroha,2020,1642,44,126,1371788,0
Uttar Pradesh,Amroha,2021,1416,30,1387,1604189,0
Uttar Pradesh,Amroha,2022,5663,16,984,1871198,1
Uttar Pradesh,Amroha,2023,4501,46,1087,913838,0
Uttar Pradesh,Amroha,2024,2585,13,1555,1870325,1
Uttar Pradesh,Amroha,2025,8161,25,952,812012,2
Uttar Pradesh,Auraiya,2015,7914,13,351,1475708,2
Uttar Pradesh,Auraiya,2016,1297,11,629,1589913,3
Uttar Pradesh,Auraiya,2017,1342,7,846,894560,1
Uttar Pradesh,Auraiya,2018,4827,38,1338,1118047,1
Uttar Pradesh,Auraiya,2019,3098,18,1660,1862056,3
Uttar Pradesh,Auraiya,2020,2438,20,1764,937174,3
Uttar Pradesh,Auraiya,2021,3177,36,1783,121076,0
Uttar Pradesh,Auraiya,2022,2653,18,1221,1901696,1
Uttar Pradesh,Auraiya,2023,1171,14,1993,130361,0
Uttar Pradesh,Auraiya,2024,2364,27,172,1077052,1
Uttar Pradesh,Auraiya,2025,4342,34,306,1907375,1
Uttar Pradesh,Ayodhya,2015,7020,3,1508,1617669,0
Uttar Pradesh,Ayodhya,2016,4839,9,1788,1879972,3
Uttar Pradesh,Ayodhya,2017,856,21,181,896848,0
Uttar Pradesh,Ayodhya,2018,8663,24,1153,660718,2
Uttar Pradesh,Ayodhya,2019,1058,48,934,959882,3
Uttar Pradesh,Ayodhya,2020,5833,11,893,1691216,2
Uttar Pradesh,Ayodhya,2021,5576,47,1998,1500729,3
Uttar Pradesh,Ayodhya,2022,9972,46,313,1332122,1
Uttar Pradesh,Ayodhya,2023,7422,36,1553,1744604,0
Uttar Pradesh,Ayodhya,2024,7683,7,846,1285072,1
Uttar Pradesh,Ayodhya,2025,7977,18,619,228547,2
Uttar Pradesh,Azamgarh,2015,9439,30,1611,788315,1
Uttar Pradesh,Azamgarh,2016,2872,23,647,953535,1
Uttar Pradesh,Azamgarh,2017,2514,9,324,1483136,0
Uttar Pradesh,Azamgarh,2018,9841,34,331,287884,0
Uttar Pradesh,Azamgarh,2019,6743,33,988,606465,0
Uttar Pradesh,Azamgarh,2020,2697,12,592,1312714,0
Uttar Pradesh,Azamgarh,2021,2384,29,904,824233,3
Uttar Pradesh,Azamgarh,2022,3642,24,1892,1410857,1
Uttar Pradesh,Azamgarh,2023,5062,50,1558,1926327,1
Uttar Pradesh,Azamgarh,2024,451,38,52,170618,1
Uttar Pradesh,Azamgarh,2025,5902,30,170,419869,1
Uttar Pradesh,Baghpat,2015,1509,19,377,494197,0
Uttar Pradesh,Baghpat,2016,7436,37,372,130959,0
Uttar Pradesh,Baghpat,2017,4184,16,214,1093160,0
Uttar Pradesh,Baghpat,2018,1887,19,959,1675509,2
Uttar Pradesh,Baghpat,2019,1468,29,1156,1180344,1
Uttar Pradesh,Baghpat,2020,4023,26,638,1588780,0
Uttar Pradesh,Baghpat,2021,583,19,1237,34041,3
Uttar Pradesh,Baghpat,2022,1168,3,1771,152642,3
Uttar Pradesh,Baghpat,2023,5736,49,1972,361334,1
Uttar Pradesh,Baghpat,2024,1845,10,762,1685081,3
Uttar Pradesh,Baghpat,2025,3869,47,1034,896991,0
Uttar Pradesh,Bahraich,2015,6303,16,1058,1659436,0
Uttar Pradesh,Bahraich,2016,8817,36,1116,349707,1
Uttar Pradesh,Bahraich,2017,2987,35,806,496811,2
Uttar Pradesh,Bahraich,2018,5721,44,256,1728431,2
Uttar Pradesh,Bahraich,2019,5919,14,775,1354164,0
Uttar Pradesh,Bahraich,2020,9921,24,1083,516884,1
Uttar Pradesh,Bahraich,2021,2396,19,1350,227548,2
Uttar Pradesh,Bahraich,2022,3030,35,262,1818359,3
Uttar Pradesh,Bahraich,2023,7241,46,1373,595747,2
Uttar Pradesh,Bahraich,2024,1071,50,955,853169,1
Uttar Pradesh,Bahraich,2025,4267,16,1021,167547,0
Uttar Pradesh,Ballia,2015,5698,12,613,480074,2
Uttar Pradesh,Ballia,2016,9465,3,1711,1440794,3
Uttar Pradesh,Ballia,2017,5565,14,1347,1812149,3
Uttar Pradesh,Ballia,2018,9949,50,1355,1595505,1
Uttar Pradesh,Ballia,2019,2059,49,1689,1595985,0
Uttar Pradesh,Ballia,2020,2948,35,1488,409698,1
Uttar Pradesh,Ballia,2021,1357,6,1323,1099428,0
Uttar Pradesh,Ballia,2022,2458,17,843,1657432,1
Uttar Pradesh,Ballia,2023,6386,31,1886,267444,1
Uttar Pradesh,Ballia,2024,3155,4,1747,1121967,1
Uttar Pradesh,Ballia,2025,4422,34,505,399986,0
Uttar Pradesh,Balrampur,2015,1932,48,1564,1998287,2
Uttar Pradesh,Balrampur,2016,1282,23,1771,1692755,0
Uttar Pradesh,Balrampur,2017,5554,41,341,903682,1
Uttar Pradesh,Balrampur,2018,4250,5,833,329639,1
Uttar Pradesh,Balrampur,2019,7956,1,933,1684144,2
Uttar Pradesh,Balrampur,2020,6700,1,540,177679,2
Uttar Pradesh,Balrampur,2021,829,28,1898,1899229,2
Uttar Pradesh,Balrampur,2022,4446,30,466,545536,0
Uttar Pradesh,Balrampur,2023,318,7,99,1508398,1
Uttar Pradesh,Balrampur,2024,2209,17,875,1839746,2
Uttar Pradesh,Balrampur,2025,1280,20,523,718807,1
Uttar Pradesh,Banda,2015,7604,1,844,972952,2
Uttar Pradesh,Banda,2016,7098,43,68,814840,2
Uttar Pradesh,Banda,2017,2891,2,1775,786075,0
Uttar Pradesh,Banda,2018,3137,18,186,179419,2
Uttar Pradesh,Banda,2019,6914,42,1127,1214140,3
Uttar Pradesh,Banda,2020,7924,5,369,1109230,2
Uttar Pradesh,Banda,2021,7729,33,1372,1136583,1
Uttar Pradesh,Banda,2022,8407,13,1011,686486,1
Uttar Pradesh,Banda,2023,412,6,137,407540,3
Uttar Pradesh,Banda,2024,5539,25,1510,23489,1
Uttar Pradesh,Banda,2025,1716,28,1375,1860025,2
Uttar Pradesh,Barabanki,2015,3766,49,768,874913,2
Uttar Pradesh,Barabanki,2016,6999,1,1718,1338122,1
Uttar Pradesh,Barabanki,2017,7947,45,1962,1634244,1
Uttar Pradesh,Barabanki,2018,7469,6,1946,134698,1
Uttar Pradesh,Barabanki,2019,2789,8,613,687266,0
Uttar Pradesh,Barabanki,2020,8249,48,885,708628,2
Uttar Pradesh,Barabanki,2021,2656,29,459,1746661,0
Uttar Pradesh,Barabanki,2022,6553,37,1827,27359,1
Uttar Pradesh,Barabanki,2023,5044,44,1219,1232879,2
Uttar Pradesh,Barabanki,2024,4156,34,82,1993051,3
Uttar Pradesh,Barabanki,2025,693,28,543,1429509,1
Uttar Pradesh,Bareilly,2015,8746,8,666,1161646,3
Uttar Pradesh,Bareilly,2016,2854,22,1624,1555036,0
Uttar Pradesh,Bareilly,2017,3056,40,1687,1980876,1
Uttar Pradesh,Bareilly,2018,6244,39,402,1330008,1
Uttar Pradesh,Bareilly,2019,4099,44,1025,931666,2
Uttar Pradesh,Bareilly,2020,7602,7,311,1904848,1
Uttar Pradesh,Bareilly,2021,9402,15,1699,123524,1
Uttar Pradesh,Bareilly,2022,3726,40,929,1202890,3
Uttar Pradesh,Bareilly,2023,7890,26,1534,1472138,3
Uttar Pradesh,Bareilly,2024,7162,14,869,1770299,1
Uttar Pradesh,Bareilly,2025,9899,49,1689,600359,2
Uttar Pradesh,Basti,2015,9287,29,1489,350344,0
Uttar Pradesh,Basti,2016,7213,9,331,1874079,0
Uttar Pradesh,Basti,2017,9175,27,1714,1810830,1
Uttar Pradesh,Basti,2018,8606,45,813,1426544,0
Uttar Pradesh,Basti,2019,3729,6,676,334046,0
Uttar Pradesh,Basti,2020,536,27,454,161854,1
Uttar Pradesh,Basti,2021,4385,50,1282,1368427,2
Uttar Pradesh,Basti,2022,1310,12,1063,620742,0
Uttar Pradesh,Basti,2023,4746,11,1518,1781192,1
Uttar Pradesh,Basti,2024,2584,45,1703,1532521,1
Uttar Pradesh,Basti,2025,8997,18,1703,1811233,3
Uttar Pradesh,Bhadohi,2015,2824,40,1846,1023634,0
Uttar Pradesh,Bhadohi,2016,6559,38,1227,332055,1
Uttar Pradesh,Bhadohi,2017,7913,44,1272,1434564,2
Uttar Pradesh,Bhadohi,2018,3361,22,1520,692277,2
Uttar Pradesh,Bhadohi,2019,2273,28,1827,1147410,0
Uttar Pradesh,Bhadohi,2020,7219,30,204,1867285,3
Uttar Pradesh,Bhadohi,2021,7928,42,142,1576094,3
Uttar Pradesh,Bhadohi,2022,9208,33,243,1484799,0
Uttar Pradesh,Bhadohi,2023,883,19,736,1363525,2
Uttar Pradesh,Bhadohi,2024,1754,28,1357,56513,0
Uttar Pradesh,Bhadohi,2025,8164,26,1790,26374,2
Uttar Pradesh,Bijnor,2015,4949,40,1055,1517806,1
Uttar Pradesh,Bijnor,2016,9523,24,352,1521464,3
Uttar Pradesh,Bijnor,2017,9735,38,1205,1432454,2
Uttar Pradesh,Bijnor,2018,8424,1,746,958784,0
Uttar Pradesh,Bijnor,2019,6504,22,1656,132110,0
Uttar Pradesh,Bijnor,2020,6232,10,627,1754185,0
Uttar Pradesh,Bijnor,2021,2137,32,1926,1571527,0
Uttar Pradesh,Bijnor,2022,8830,41,455,810344,1
Uttar Pradesh,Bijnor,2023,4159,34,1653,1196561,2
Uttar Pradesh,Bijnor,2024,9567,18,1352,129527,0
Uttar Pradesh,Bijnor,2025,9368,2,907,1942715,3
Uttar Pradesh,Budaun,2015,5314,46,898,785959,0
Uttar Pradesh,Budaun,2016,6439,31,1679,859097,3
Uttar Pradesh,Budaun,2017,4176,49,1483,150800,1
Uttar Pradesh,Budaun,2018,1380,35,440,1306283,1
