state,district,year,factories,industrial_output,manufacturing_index,employment_rate,electricity_usage,export_value,industrial_growth
Tamil Nadu,Kanchipuram,2017,95.89,40.03,69.77,74.12,96.68,34.57,81.25
Rajasthan,Salumbar,2024,84.33,56.62,63.73,82.63,37.53,43.06,11.24
Karnataka,Belagavi,2017,16.09,47.09,85.26,39.52,92.66,55.03,93.8
Rajasthan,Dungarpur,2018,23.27,20.38,95.61,84.35,52.21,73.38,30.41
West Bengal,Jalpaiguri,2025,97.03,48.17,65.88,35.07,48.21,52.96,53.85
Maharashtra,Bhandara,2020,46.57,73.87,80.32,25.36,15.34,65.47,20.89
Maharashtra,Beed,2016,89.32,25.78,87.25,58.11,36.22,53.87,89.89
Andhra Pradesh,Srikakulam,2017,21.46,14.55,98.3,36.15,18.56,82.21,69.87
Arunachal Pradesh,Kamle,2020,20.74,87.53,82.82,89.87,58.78,36.73,26.1
Uttar Pradesh,Hamirpur,2016,97.54,22.14,48.7,97.87,29.29,32.69,49.92
Odisha,Kalahandi,2015,44.1,82.17,25.62,52.42,79.29,94.74,41.52
Telangana,Jagtial,2019,55.33,67.55,58.02,36.41,82.86,38.84,49.13
Chhattisgarh,Sukma,2024,66.81,70.47,95.66,33.71,39.91,28.76,69.83
Jharkhand,Dhanbad,2022,12.64,12.13,72.83,22.0,10.18,21.0,36.52
Manipur,Noney,2024,12.37,62.59,67.65,43.9,53.14,18.21,79.32
Meghalaya,West Khasi Hills,2023,27.19,47.22,67.23,32.63,97.39,61.66,34.66
Chhattisgarh,Narayanpur,2016,11.08,99.66,89.46,65.52,42.98,18.38,91.53
Chhattisgarh,Sarangarh-Bilaigarh,2020,52.77,79.75,57.38,11.37,83.49,22.84,67.57
Andhra Pradesh,Krishna,2015,22.63,28.57,19.91,62.73,42.47,38.94,28.08
Sikkim,Pakyong,2016,69.69,91.93,25.16,66.79,80.57,45.64,10.51
Uttar Pradesh,Mathura,2024,49.39,21.59,23.6,80.57,15.57,65.89,11.04
West Bengal,Paschim Bardhaman,2024,72.74,34.49,89.94,83.86,51.92,66.52,88.47
Maharashtra,Gadchiroli,2023,18.96,81.5,35.77,37.62,58.54,15.59,60.03
Madhya Pradesh,Katni,2019,48.9,47.42,53.99,53.86,92.85,56.24,34.69
Uttar Pradesh,Bhadohi,2017,86.12,87.61,84.98,25.39,63.42,79.58,70.08
Andhra Pradesh,Krishna,2023,64.59,93.93,55.9,85.45,17.54,72.2,21.47
Gujarat,Chhota Udepur,2019,42.55,74.7,62.39,33.05,85.15,87.29,83.12
Chhattisgarh,Durg,2025,88.79,15.95,65.48,72.94,19.77,84.37,50.71
Uttar Pradesh,Farrukhabad,2016,22.15,53.94,45.57,46.91,26.13,98.36,68.57
Chhattisgarh,Mungeli,2024,27.16,82.38,77.15,81.86,41.92,53.87,66.13
Bihar,Siwan,2023,57.27,71.97,29.7,35.17,53.63,24.95,30.94
Gujarat,Tapi,2025,44.79,56.3,87.5,66.99,81.51,74.99,55.38
Jharkhand,Garhwa,2025,29.59,22.32,60.14,51.19,46.65,86.63,71.92
Telangana,Rajanna Sircilla,2021,13.95,64.9,23.74,91.31,94.01,57.61,50.32
Arunachal Pradesh,Upper Subansiri,2016,58.4,17.23,29.83,74.69,49.1,64.34,49.83
Manipur,Kakching,2020,10.07,85.25,50.38,42.72,74.82,81.46,74.24
Haryana,Karnal,2025,92.44,94.86,46.3,44.35,82.53,31.65,89.3
Rajasthan,Deeg,2017,84.02,50.93,80.46,24.44,84.47,69.12,41.5
Madhya Pradesh,Sheopur,2024,74.52,64.32,57.35,96.18,35.05,11.4,92.08
Punjab,Bathinda,2016,51.92,71.77,99.29,28.89,61.11,57.59,27.9
Chhattisgarh,Narayanpur,2025,46.62,45.31,55.2,12.43,48.53,39.68,22.59
Uttar Pradesh,Kanpur Dehat,2019,72.73,92.3,78.18,92.55,71.81,13.07,18.19
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2023,56.18,39.22,66.78,93.19,68.67,87.23,40.12
Arunachal Pradesh,Kra Daadi,2022,31.75,65.55,98.49,63.68,64.61,47.74,74.68
Uttar Pradesh,Ghazipur,2015,85.12,42.14,30.07,26.37,90.85,60.69,27.49
Gujarat,Gir Somnath,2021,98.89,71.44,35.76,76.09,57.33,25.19,68.71
Uttar Pradesh,Budaun,2023,79.31,82.76,91.38,66.77,50.86,39.7,27.94
Bihar,Patna,2025,87.48,92.05,13.38,11.74,93.02,96.01,28.16
Arunachal Pradesh,Upper Siang,2021,25.72,36.32,29.99,90.53,92.49,55.14,35.06
Gujarat,Kheda,2020,53.86,64.48,67.18,69.24,60.4,20.42,87.8
Odisha,Puri,2016,50.56,61.82,28.65,39.08,48.85,21.96,32.47
Bihar,Kishanganj,2022,11.78,39.84,21.01,43.5,11.21,28.55,77.61
Rajasthan,Jhunjhunu,2025,34.25,90.81,95.53,84.26,35.97,48.44,46.64
Gujarat,Kheda,2025,78.5,33.21,88.08,52.13,50.32,91.99,36.29
Karnataka,Haveri,2025,74.46,48.42,35.23,16.99,61.5,58.83,11.53
Madhya Pradesh,Dindori,2017,93.5,66.29,31.41,51.79,15.09,63.45,15.46
Andhra Pradesh,West Godavari,2024,64.06,66.67,76.59,86.85,52.25,76.49,34.67
Assam,Udalguri,2025,28.65,46.97,39.52,54.73,83.21,79.69,96.33
Karnataka,Bidar,2020,33.34,81.38,77.91,71.97,27.81,24.55,17.97
Madhya Pradesh,Mandsaur,2025,51.94,97.44,38.97,12.4,65.45,61.46,17.78
Chhattisgarh,Raigarh,2017,89.37,56.82,27.96,47.45,37.1,54.64,43.82
Karnataka,Ballari,2021,63.12,81.44,50.14,12.98,43.1,46.81,63.94
Madhya Pradesh,Neemuch,2018,33.97,44.38,89.86,63.59,33.92,96.92,68.8
Jharkhand,Deoghar,2019,23.67,90.69,69.61,25.36,20.75,15.33,94.19
West Bengal,Purba Medinipur,2025,96.27,10.95,10.08,77.23,39.43,20.31,55.92
Odisha,Angul,2024,24.16,62.2,25.75,84.88,79.27,80.65,62.0
Rajasthan,Beawar,2017,62.95,19.72,96.75,95.38,18.42,93.19,18.38
Karnataka,Haveri,2021,31.36,41.78,45.71,87.89,48.3,71.45,84.61
Jharkhand,Latehar,2024,45.27,22.01,30.96,25.79,52.69,64.42,52.48
Arunachal Pradesh,Leparada,2017,77.23,35.21,43.96,35.32,46.55,87.96,97.11
Bihar,Sheikhpura,2018,68.47,14.79,40.2,97.65,12.53,44.52,92.14
Telangana,Wanaparthy,2019,58.44,64.27,28.93,80.74,77.88,30.7,52.9
Rajasthan,Jaipur,2024,72.42,83.6,94.79,63.68,85.74,20.05,77.22
Assam,Karbi Anglong,2020,84.84,48.87,60.43,18.01,52.9,70.05,47.98
Tamil Nadu,Cuddalore,2020,13.68,87.67,82.7,33.98,13.92,36.17,26.54
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,2015,70.77,16.35,16.12,98.23,27.21,57.87,76.14
Maharashtra,Jalgaon,2020,96.23,25.31,90.31,96.99,22.74,23.35,32.97
Odisha,Balasore,2017,59.69,54.64,10.21,22.11,86.87,63.77,32.71
Tamil Nadu,Theni,2022,68.77,76.58,65.7,72.64,44.3,87.65,46.28
Maharashtra,Wardha,2019,70.41,26.94,21.21,87.09,53.52,62.23,58.04
Madhya Pradesh,Sehore,2021,35.41,85.26,25.88,59.74,49.01,65.8,91.18
Haryana,Bhiwani,2022,98.01,80.14,88.97,94.91,87.72,56.07,84.11
Maharashtra,Osmanabad (Dharashiv),2015,88.83,55.5,30.09,27.85,57.51,49.39,24.65
Uttar Pradesh,Bahraich,2023,92.76,44.95,54.44,49.17,85.43,53.47,85.87
Haryana,Ambala,2018,51.53,84.87,53.67,42.56,35.63,50.5,25.4
Uttar Pradesh,Bijnor,2025,57.45,51.67,73.87,26.1,79.2,72.61,94.19
Uttar Pradesh,Fatehpur,2016,83.22,93.52,59.43,72.68,84.87,60.31,14.03
Rajasthan,Sirohi,2020,20.69,86.15,75.73,63.42,48.54,59.38,19.77
Karnataka,Belagavi,2018,93.61,85.19,80.8,68.17,98.63,14.18,35.02
Bihar,Buxar,2024,21.17,72.9,34.76,51.28,49.63,73.93,71.98
Madhya Pradesh,Bhind,2017,55.13,41.12,71.93,43.88,43.76,32.04,92.76
Chhattisgarh,Narayanpur,2025,99.75,15.84,79.2,67.38,21.38,68.45,87.48
Arunachal Pradesh,Tawang,2016,71.63,13.0,10.67,90.79,75.99,83.95,32.97
Himachal Pradesh,Hamirpur,2017,14.01,41.61,19.66,54.27,80.51,18.47,34.03
Madhya Pradesh,Katni,2025,83.75,23.09,75.03,50.05,98.77,37.64,67.98
Telangana,Bhadradri Kothagudem,2015,91.1,34.3,71.76,73.4,76.49,58.51,44.33
Rajasthan,Balotra,2021,99.67,28.3,99.8,42.31,48.87,44.27,24.39
Chhattisgarh,Gaurela-Pendra-Marwahi,2022,93.3,40.81,72.65,77.92,58.46,63.84,91.17
Madhya Pradesh,Khandwa,2015,92.94,77.44,31.68,61.54,70.11,82.85,39.63
Gujarat,Narmada,2020,13.11,39.47,25.13,82.23,25.85,25.56,74.1
Punjab,Fazilka,2025,58.77,46.53,51.11,59.55,84.33,82.37,90.24
Maharashtra,Ahmednagar,2024,64.87,33.2,96.04,38.48,82.7,44.97,57.5
Punjab,Moga,2020,19.41,58.62,34.6,25.06,96.11,13.12,71.3
Tamil Nadu,Thiruvarur,2021,20.54,96.13,34.73,48.61,99.53,77.09,53.9
Andhra Pradesh,Anakapalli,2020,19.66,98.88,68.62,21.69,50.08,85.94,97.17
Uttar Pradesh,Sonbhadra,2022,31.83,73.12,54.62,91.51,29.6,26.9,84.62
Bihar,Sheikhpura,2020,53.34,90.17,10.03,28.26,28.27,60.44,68.68
Madhya Pradesh,Guna,2018,28.02,25.05,50.07,49.04,52.42,28.41,94.72
Bihar,Sheohar,2019,41.78,64.65,20.7,80.19,77.07,87.84,73.11
Assam,South Salmara-Mankachar,2025,43.25,49.69,49.61,54.38,86.37,32.36,23.98
Telangana,Vikarabad,2016,82.8,25.92,47.57,92.87,50.89,63.63,55.37
Punjab,Moga,2018,48.04,49.45,71.64,58.2,39.18,69.25,47.94
Chhattisgarh,Korea,2019,54.52,82.89,16.92,34.42,24.95,59.92,54.14
Punjab,Fatehgarh Sahib,2022,27.42,33.03,16.18,54.06,12.8,97.27,31.01
Uttar Pradesh,Jaunpur,2021,10.37,50.42,86.33,20.88,70.29,16.48,20.7
Mizoram,Khawzawl,2019,30.76,46.8,17.66,95.05,40.45,12.28,78.89
Assam,Dima Hasao,2016,48.89,74.6,65.74,65.92,71.03,78.16,91.25
Uttar Pradesh,Jhansi,2019,17.93,74.77,27.47,27.08,21.74,79.71,92.5
Telangana,Sangareddy,2016,70.43,47.51,63.88,66.4,13.22,92.1,37.95
Chhattisgarh,Dantewada,2017,41.8,22.67,24.91,50.61,49.53,78.18,49.27
Gujarat,Morbi,2025,32.0,46.51,81.64,67.27,93.37,70.05,42.77
Tamil Nadu,Thanjavur,2017,58.93,94.57,75.62,42.43,38.03,91.9,26.75
Telangana,Kamareddy,2021,12.3,54.59,82.33,55.66,63.05,38.33,60.0
Nagaland,Mokokchung,2015,92.69,81.95,81.34,78.79,72.93,66.55,37.9
Madhya Pradesh,Narsinghpur,2018,69.29,43.41,22.05,79.09,59.98,46.46,32.4
Maharashtra,Washim,2017,57.11,43.06,59.35,14.72,26.39,41.81,19.4
Odisha,Jajpur,2020,64.04,47.49,78.86,25.36,86.42,26.63,78.0
Karnataka,Chikkamagaluru,2020,41.37,16.8,25.68,97.13,44.84,84.89,29.82
Bihar,Katihar,2025,35.33,58.62,62.39,77.56,45.5,30.77,98.2
Mizoram,Lawngtlai,2020,61.48,18.36,35.08,71.2,36.38,57.25,59.09
Bihar,Vaishali,2025,84.75,57.13,55.4,35.97,86.44,69.61,91.68
Gujarat,Chhota Udepur,2018,35.73,16.99,92.16,75.61,84.64,96.06,29.2
Haryana,Mahendragarh,2025,96.72,62.23,62.85,41.67,21.19,50.01,52.14
Madhya Pradesh,Dindori,2021,39.31,43.25,59.96,84.35,96.0,34.97,29.64
Arunachal Pradesh,Tawang,2018,87.15,62.98,57.27,65.96,47.0,84.21,82.06
Chhattisgarh,Sarangarh-Bilaigarh,2022,76.44,12.35,63.58,91.63,48.37,42.19,98.06
Odisha,Angul,2016,40.16,29.32,22.88,69.34,49.34,32.94,43.91
Tamil Nadu,Sivaganga,2018,91.1,46.0,51.45,60.61,42.08,28.8,41.25
Madhya Pradesh,Guna,2020,89.72,93.89,80.41,57.68,98.34,33.34,63.51
Haryana,Rewari,2019,41.08,99.99,88.41,93.81,47.67,37.91,31.72
Kerala,Pathanamthitta,2016,36.94,35.95,21.96,76.2,37.31,79.83,41.63
Himachal Pradesh,Bilaspur,2017,70.7,65.73,31.91,17.45,69.64,46.6,89.29
Maharashtra,Latur,2025,48.82,21.6,45.42,15.28,58.16,40.03,35.14
Uttar Pradesh,Meerut,2024,19.87,27.74,69.78,59.11,17.82,37.21,62.07
Arunachal Pradesh,Kra Daadi,2023,57.73,37.34,77.32,43.72,80.5,92.99,28.75
Madhya Pradesh,Bhopal,2024,79.16,16.56,90.5,58.35,40.93,66.14,28.35
Bihar,Begusarai,2024,27.35,96.78,20.59,43.61,45.64,66.08,37.02
Karnataka,Chamarajanagar,2021,99.45,63.09,34.23,72.55,77.98,65.84,38.0
Andhra Pradesh,Alluri Sitharama Raju,2019,91.27,43.33,13.33,10.53,10.24,45.58,74.96
Himachal Pradesh,Hamirpur,2024,82.66,87.81,11.14,17.06,53.41,54.85,48.54
Telangana,Peddapalli,2024,53.99,40.93,53.84,52.96,70.8,85.19,97.73
Odisha,Khordha,2025,99.54,29.68,35.29,58.25,14.74,94.93,77.51
Arunachal Pradesh,Dibang Valley,2022,25.81,12.72,47.64,74.11,72.2,40.73,24.11
Assam,Barpeta,2023,60.14,53.33,41.24,28.17,88.38,46.64,69.35
Maharashtra,Gadchiroli,2015,69.95,42.03,61.64,31.07,52.55,54.72,99.71
Uttar Pradesh,Lalitpur,2023,98.31,75.48,61.27,81.9,14.89,66.03,79.99
Karnataka,Uttara Kannada,2024,76.95,22.93,10.09,88.48,16.66,26.34,36.3
Andhra Pradesh,Kakinada,2024,23.58,73.23,58.96,38.34,67.98,13.72,55.3
Rajasthan,Nagaur,2023,20.4,59.99,67.06,51.57,32.21,39.9,76.09
Rajasthan,Gangapur City,2017,62.47,21.63,78.73,33.5,71.28,70.03,56.27
Assam,South Salmara-Mankachar,2015,50.51,29.74,52.05,30.92,60.49,12.65,68.98
Meghalaya,South Garo Hills,2016,12.77,72.42,62.62,85.79,23.02,89.62,91.17
West Bengal,Howrah,2022,91.96,44.06,81.62,43.74,66.21,83.25,17.84
Madhya Pradesh,Satna,2017,19.78,31.79,59.99,34.2,52.71,54.46,38.55
Bihar,Lakhisarai,2023,19.99,21.85,83.09,28.31,81.13,21.53,76.81
Maharashtra,Wardha,2018,23.94,18.17,54.18,28.45,75.81,15.99,47.69
Gujarat,Rajkot,2019,45.9,85.51,88.1,17.5,49.72,78.12,54.11
Uttar Pradesh,Mirzapur,2025,33.59,49.75,88.25,99.94,10.26,58.11,33.09
Kerala,Malappuram,2016,83.08,88.5,74.53,35.59,74.07,23.06,66.56
Haryana,Ambala,2024,93.33,54.46,79.53,17.29,13.62,83.67,92.54
Rajasthan,Jalore,2019,34.36,42.43,64.42,95.9,48.43,21.2,90.6
Karnataka,Tumakuru,2025,11.99,25.42,68.82,14.21,95.87,93.06,17.07
Uttar Pradesh,Auraiya,2024,58.93,45.68,57.0,14.36,44.81,54.14,64.07
Chhattisgarh,Mungeli,2025,76.21,21.46,57.78,92.74,32.18,76.31,92.41
Odisha,Kendujhar (Keonjhar),2017,98.14,86.43,31.15,63.01,11.87,47.46,11.02
Chhattisgarh,Bastar,2021,94.65,80.02,68.38,73.95,49.78,56.36,27.62
Maharashtra,Beed,2015,51.87,92.14,10.77,38.49,85.36,76.34,61.36
Nagaland,Mokokchung,2015,88.15,91.29,39.61,28.17,75.36,34.27,59.22
Punjab,Ludhiana,2023,56.33,32.54,36.85,51.7,97.99,83.89,71.33
Uttarakhand,Pithoragarh,2025,91.17,43.1,22.22,61.37,95.85,84.25,38.63
Uttar Pradesh,Lucknow,2023,30.65,49.66,93.06,20.39,48.9,60.22,25.98
Gujarat,Gir Somnath,2016,78.97,79.23,18.79,49.49,73.27,62.19,54.01
Jharkhand,Jamtara,2025,91.34,44.67,71.84,32.38,45.4,90.61,86.37
West Bengal,Purba Bardhaman,2017,13.26,74.28,64.86,33.63,71.65,55.18,79.03
Gujarat,Aravalli,2025,88.26,37.71,55.91,26.01,66.85,43.27,33.74
Jharkhand,Giridih,2019,18.41,86.39,61.43,86.54,92.3,22.74,86.0
Nagaland,Mon,2018,67.29,30.39,33.76,40.11,69.82,85.36,64.8
Madhya Pradesh,Mandsaur,2020,59.37,16.33,13.28,47.59,10.74,66.46,13.34
Rajasthan,Neem Ka Thana,2015,41.05,57.46,66.69,20.86,29.82,62.02,72.58
Jharkhand,Khunti,2015,71.96,44.77,46.25,54.28,19.43,86.61,87.73
Bihar,Bhagalpur,2021,37.17,21.47,26.35,35.13,74.78,90.63,87.08
Uttar Pradesh,Deoria,2015,32.79,87.81,22.66,97.79,22.85,87.7,91.4
Bihar,Patna,2024,63.72,12.35,31.49,11.16,23.51,14.63,71.48
Telangana,Nagarkurnool,2023,26.45,32.41,12.51,21.54,52.09,48.04,13.91
Uttar Pradesh,Baghpat,2018,77.27,38.49,63.48,12.24,75.88,71.36,52.35
Arunachal Pradesh,East Kameng,2015,67.47,50.43,86.88,53.8,53.36,28.55,55.85
Karnataka,Bengaluru Rural,2024,95.69,36.09,96.04,58.03,64.14,22.32,49.58
Tamil Nadu,Virudhunagar,2019,43.64,55.08,89.07,69.6,98.31,30.7,20.42
Uttar Pradesh,Mahoba,2017,32.69,39.22,86.9,40.18,75.22,99.16,11.62
Gujarat,Kheda,2018,50.75,55.61,80.44,29.9,34.31,48.51,28.61
Andhra Pradesh,Anantapur,2022,52.63,49.24,63.99,95.52,22.53,12.75,21.73
Karnataka,Bengaluru Rural,2016,28.22,63.91,70.56,96.3,28.58,48.21,12.61
Punjab,Moga,2017,30.69,91.23,26.8,52.55,49.95,25.91,45.47
Haryana,Nuh,2021,66.78,73.02,31.41,94.56,26.03,61.14,62.49
Gujarat,Ahmedabad,2015,46.13,33.65,38.13,23.56,34.57,53.9,35.27
Gujarat,Surat,2019,28.06,88.39,44.87,10.68,72.65,23.08,74.49
Telangana,Khammam,2024,97.04,78.55,35.9,56.46,90.02,82.71,98.08
Madhya Pradesh,Singrauli,2016,94.59,53.97,20.0,86.21,71.49,33.39,60.41
Bihar,Purnia,2023,85.5,35.81,21.31,61.72,77.33,90.09,55.31
Uttar Pradesh,Sitapur,2019,33.1,84.04,98.31,98.3,58.32,20.95,29.22
Maharashtra,Yavatmal,2022,94.68,54.12,53.04,33.77,36.12,27.69,21.22
Jharkhand,Latehar,2021,98.18,17.53,49.66,46.18,82.63,12.4,84.39
Haryana,Hisar,2019,22.68,63.63,42.09,82.45,33.79,62.41,43.07
Madhya Pradesh,Vidisha,2025,52.78,80.37,34.98,42.7,49.04,21.34,70.36
Andhra Pradesh,Bapatla,2025,12.45,29.48,51.47,23.34,92.34,12.09,71.0
Odisha,Balangir,2025,63.1,41.09,63.09,85.89,69.77,30.89,10.62
Jharkhand,Ramgarh,2023,12.23,33.79,32.73,80.68,46.66,92.89,35.35
Andhra Pradesh,Vizianagaram,2018,85.1,25.39,92.05,78.91,53.38,15.13,53.33
Haryana,Yamunanagar,2022,46.31,79.86,83.14,18.64,73.42,39.02,91.12
Haryana,Sonipat,2021,24.11,20.03,93.17,92.67,19.54,77.73,50.78
Tripura,Gomati,2024,35.2,28.13,55.76,83.39,54.67,22.33,38.92
Rajasthan,Bikaner,2024,23.59,97.59,68.33,45.57,95.13,23.92,77.85
Chhattisgarh,Baloda Bazar,2025,61.25,63.71,94.04,81.84,44.36,24.71,91.11
Odisha,Jagatsinghpur,2020,55.7,60.71,88.87,69.65,64.52,45.42,59.36
Rajasthan,Dungarpur,2015,84.57,60.26,79.38,19.11,18.42,42.5,77.48
Andhra Pradesh,Guntur,2022,78.81,78.04,99.27,97.89,17.14,43.72,79.67
Jharkhand,Palamu,2016,27.9,98.36,41.14,32.18,87.32,52.34,88.26
Assam,Baksa,2018,73.83,57.85,20.46,46.62,27.34,50.77,48.27
Assam,Biswanath,2023,92.38,69.63,92.16,78.09,34.5,27.35,74.12
West Bengal,Nadia,2018,32.45,24.94,33.13,69.77,39.56,73.86,15.18
Assam,Golaghat,2020,20.76,88.89,98.46,88.98,15.87,75.03,51.8
Arunachal Pradesh,Pakke-Kessang,2022,82.03,64.29,10.5,21.75,45.42,78.42,50.34
Andhra Pradesh,Anantapur,2023,12.5,40.23,65.42,89.86,27.94,86.44,82.85
Rajasthan,Dholpur,2024,95.3,31.66,94.95,20.97,44.05,14.91,77.03
Madhya Pradesh,Barwani,2024,67.42,45.59,52.03,94.03,39.96,40.31,96.55
Gujarat,Vadodara,2024,32.17,63.61,37.28,78.4,88.67,93.45,29.11
Assam,Charaideo,2020,34.28,89.51,59.11,85.02,61.84,18.85,41.62
Telangana,Warangal,2019,31.69,38.77,26.88,60.03,70.42,30.04,26.39
Assam,Kokrajhar,2015,14.8,71.21,86.09,55.58,84.0,55.2,95.28
Gujarat,Surat,2018,56.43,84.09,47.34,36.57,26.09,39.17,93.53
Uttar Pradesh,Unnao,2024,41.98,61.02,64.19,24.97,99.02,69.93,63.15
Chhattisgarh,Balrampur,2015,55.68,62.77,57.71,49.72,63.35,28.27,31.2
Tamil Nadu,Viluppuram,2021,79.76,47.62,35.04,71.32,95.96,45.1,85.77
Tamil Nadu,Thanjavur,2017,26.29,14.22,47.29,33.74,73.52,91.17,51.55
Uttar Pradesh,Lakhimpur Kheri,2019,14.55,86.61,20.29,63.01,63.06,66.51,44.29
Haryana,Gurugram,2019,50.02,28.37,56.31,90.53,57.98,12.78,32.98
Meghalaya,South West Khasi Hills,2019,82.93,35.58,40.19,58.81,73.88,30.77,41.03
Karnataka,Chikkamagaluru,2025,98.5,20.5,69.33,15.75,44.72,93.69,68.08
Bihar,Araria,2016,57.17,21.14,89.76,24.71,57.76,27.09,52.1
Nagaland,Mon,2016,48.86,28.46,64.19,57.6,42.14,54.55,94.28
Punjab,Hoshiarpur,2021,85.39,32.45,23.12,67.81,15.07,77.16,36.59
Nagaland,Tuensang,2022,68.58,77.05,65.84,75.97,52.79,74.92,98.9
Madhya Pradesh,Jhabua,2022,37.98,35.87,70.51,74.57,54.66,11.25,52.9
Gujarat,Botad,2025,68.37,50.73,29.1,55.67,53.05,53.09,97.76
Kerala,Palakkad,2020,17.94,97.61,81.8,42.23,41.38,69.34,48.84
Madhya Pradesh,Umaria,2022,25.39,79.56,73.48,68.2,76.35,43.45,73.4
Madhya Pradesh,Raisen,2017,35.92,20.79,92.64,36.48,11.11,13.13,25.46
Rajasthan,Sikar,2018,65.28,68.04,97.7,55.59,81.87,86.87,31.2
Gujarat,Dang,2024,16.7,12.48,93.66,65.93,95.4,75.25,26.62
Rajasthan,Salumbar,2023,40.26,53.05,63.43,82.87,91.11,83.28,51.93
Madhya Pradesh,Mandla,2023,41.81,96.44,53.05,48.57,66.73,25.56,51.37
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2017,54.59,79.85,21.6,18.26,62.61,87.39,89.83
Madhya Pradesh,Neemuch,2016,63.99,61.87,11.5,66.79,82.92,47.63,42.36
Punjab,Barnala,2021,41.66,47.62,51.89,16.32,22.97,46.71,24.82
Uttarakhand,Bageshwar,2025,96.58,97.57,19.19,44.1,18.07,58.24,21.8
Assam,South Salmara-Mankachar,2016,81.6,26.3,23.34,85.72,12.52,28.08,72.86
Uttar Pradesh,Maharajganj,2023,39.09,48.36,52.6,92.4,96.24,16.17,65.44
Madhya Pradesh,Datia,2016,29.91,46.54,36.06,56.7,56.1,46.6,39.33
Madhya Pradesh,Ratlam,2022,88.82,63.47,36.42,29.94,20.26,27.06,32.07
Odisha,Rayagada,2024,88.22,80.12,10.87,23.04,15.0,25.09,68.26
Karnataka,Kalaburagi,2017,29.75,65.57,93.15,72.99,23.06,13.75,61.71
Tripura,Khowai,2016,78.88,99.72,89.35,23.11,97.3,74.74,56.71
Karnataka,Davanagere,2021,80.31,69.99,41.46,47.75,43.91,70.42,12.67
Mizoram,Hnahthial,2022,79.2,88.56,65.67,43.94,23.35,43.01,23.91
Sikkim,Namchi,2015,67.43,28.73,54.78,83.02,44.09,56.73,46.48
Tamil Nadu,Tenkasi,2016,18.83,56.55,43.35,68.2,23.52,69.27,25.11
Haryana,Nuh,2022,58.41,53.21,78.95,44.07,74.86,94.16,99.44
Madhya Pradesh,Maihar,2017,10.77,74.63,91.06,33.5,16.58,45.65,45.28
Assam,Charaideo,2018,33.25,33.67,23.0,78.21,46.76,28.85,25.35
Uttar Pradesh,Kaushambi,2015,65.39,83.41,92.3,32.55,24.54,87.25,63.54
Uttarakhand,Nainital,2016,18.48,29.31,17.14,49.43,76.81,71.53,60.5
Rajasthan,Banswara,2021,95.59,76.5,78.21,43.8,24.68,58.17,67.45
Uttar Pradesh,Bijnor,2022,27.93,48.48,96.85,25.68,14.14,23.47,36.96
Nagaland,Phek,2025,49.4,27.39,87.06,20.48,25.29,14.22,89.71
Rajasthan,Pratapgarh,2017,17.14,20.88,82.37,18.33,70.14,49.57,88.17
Rajasthan,Hanumangarh,2025,41.09,67.02,91.55,65.03,25.92,52.72,85.3
Odisha,Mayurbhanj,2016,89.94,48.82,25.92,12.6,96.16,76.58,61.38
Gujarat,Sabarkantha,2017,48.67,29.71,55.32,43.6,40.13,65.17,95.21
Madhya Pradesh,Satna,2023,18.56,17.16,90.48,70.36,61.5,37.72,63.37
Uttarakhand,Chamoli,2024,54.82,10.15,26.25,65.19,48.94,54.22,69.69
Odisha,Sonepur,2017,92.8,78.66,19.25,86.21,24.18,82.81,27.77
Uttar Pradesh,Etah,2016,55.33,30.19,69.64,60.21,52.75,34.05,84.83
Tripura,North Tripura,2021,38.8,89.1,62.23,65.01,17.99,61.41,20.39
Maharashtra,Akola,2017,94.22,95.9,99.93,52.3,51.09,74.98,85.78
Uttar Pradesh,Gautam Buddha Nagar,2024,33.49,16.8,51.12,21.76,75.18,14.22,24.87
Assam,Tinsukia,2023,31.7,27.99,39.68,32.22,35.54,24.47,47.9
Maharashtra,Raigad,2023,73.96,53.3,45.56,32.76,22.08,57.63,93.56
Uttar Pradesh,Pilibhit,2021,24.49,91.79,23.32,86.81,23.75,60.68,93.72
Uttar Pradesh,Kanpur Nagar,2017,67.99,92.23,92.97,32.18,91.23,29.71,52.93
Uttar Pradesh,Muzaffarnagar,2025,52.49,13.64,67.31,94.55,97.31,44.77,27.75
Assam,Majuli,2022,46.95,99.67,18.08,18.0,83.01,87.9,33.29
Bihar,Siwan,2015,12.81,50.89,79.03,17.77,64.68,24.65,10.26
Maharashtra,Akola,2018,69.38,34.64,77.63,26.25,98.25,53.28,49.97
Rajasthan,Sikar,2016,19.37,54.13,70.87,96.9,46.2,25.72,62.89
Karnataka,Tumakuru,2017,21.14,20.91,42.67,58.15,40.35,87.34,90.0
Kerala,Alappuzha,2018,51.29,82.8,90.8,17.67,80.42,50.59,68.86
Bihar,Rohtas,2018,16.85,57.49,17.85,66.11,94.94,12.85,51.38
Maharashtra,Kolhapur,2015,92.67,88.67,48.86,68.18,46.21,63.82,36.68
Himachal Pradesh,Sirmaur,2020,13.77,64.83,50.7,14.4,38.93,97.39,98.48
Haryana,Panipat,2020,98.53,40.13,57.2,50.28,28.64,11.82,37.79
